,MIR205HG,DLX6-AS1,LINC00491,POU6F2-AS2,ADAMTS9-AS2,LINC02163,LINC02156,TFAP2A-AS1,AC011374.1,AP000251.1,AF127577.3,SLC2A1-AS1,ADAMTS9-AS1,AC083973.1,AC027228.2,AL513123.1,SOX21-AS1,PVT1,SFTA1P,AC080037.1,AP003119.2,LINC00393,LINC00887,AL355388.1,LINC01698,LINC00355,AC026785.3,AC012213.4,AC114489.1,SOX2-OT,AC105206.1,AL139385.1,AC078778.1,AP003469.2,AC105219.4,LINC00392,AC138305.1,AC234772.2,AC012213.1,MAGI2-AS3,NAALADL2-AS2,AP000438.1,AP003721.1,AC025244.1,HOTAIR,LSAMP-AS1,C10orf91,AC096759.2,AC003958.2,MED4-AS1,LINC00520,SLC12A9-AS1,AC074194.1,LINC01208,AC093510.2,LINC01063,MIR130B,AC006238.1,HOTTIP,AC083880.1,PART1,AC010789.1,AC092115.3,LINC02323,LINC00470,LINC02321,LINC00592,BCRP3,AC005736.1,UCA1,AC002066.1,AC002116.2,LINC02014,LINC01968,LINC00337,MIR31HG,MIR137HG,AC022075.2,AC120498.4,AC090970.3,AC005722.2,AL163952.1,LINC00462,LINC00472,LINC00163,AL049649.1,LINC00461,LINC01460,AP002478.1,AC093904.4,ATP2A1-AS1,KCNH1-IT1,AC087667.1,GDNF-AS1,LINC00705,AC079467.1,LINC00536,C1orf132,AL353693.1,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,LINC02560,AC008011.2,AL033527.5,AC010913.1,LINC00896,AC093904.2,LINC02289,MUC2,LINC00173,U62317.2,AC061975.6,MLIP-IT1,AC012640.1,AC012625.1,LINC01629,AC073352.1,AC025211.1,AC130456.2,AL161785.1,MYO16-AS1,AC023824.4,NOVA1-AS1,WNT5A-AS1,LINC02527,AL139039.3,RBMS3-AS3,CASC11,ERVMER61-1,AC135178.1,AC090192.2,LINC00992,LINC00518,LINC00184,LINC00211,LINC00840,AC243773.2,STEAP2-AS1,AC089983.1,WASIR2,AC103740.2,AC097717.1,LINC00504,LINC00261,STEAP3-AS1,AC009275.1,LINC02387,AC006305.1,LINC01214,MIAT,CCDC26,LINC02454,AC036214.1,AL160408.1,HCG21,AL021395.1,AL357518.1,GS1-24F4.2,RMST,AC004832.1,PRICKLE2-AS1,AP000553.1,AL358394.1,AC100801.1,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,SRGAP3-AS2,FAM138B,LINC00051,H19,AC024592.2,NAV2-AS2,AP003064.2,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,AC078923.1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,AC011483.1,AC138627.1,LINC00443,AC069439.2,AC128709.1,ADARB2-AS1,AC112721.1,LINC00469,AC006372.1,RRM1-AS1,AC022762.1,CNTN4-AS1,TLR8-AS1,KIAA0087,AC069281.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,LINC00973,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,Z98257.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-66-2727-01,3880,350,4,106,10,19,19,24,137,3,12,38,7,71,49,23,538,1401,360,5,20,1,2,2,2,0,45,2,17,387,1,146,34,16,7,9,36,63,1,302,36,1,68,7,0,28,32,10,7,3,16,25,24,2,2,28,5,6,1,14,351,0,25,6,395,1,5,3,8,4,3,11,10,6,9,48,8,6,4,25,69,8,2,52,0,1,20,18,6,0,6,8,0,148,3,35,5,48,2,6,1,4,38,20,23,10,9,6,3,3,5,0,34,42,0,4,3,12,4,1,7,5,42,0,25,18,369,14,11,28,2,50,1,19,11,0,15,2,0,0,2,53,2,2,5,90,90,8,11,0,1,0,230,4,5,5,7,1,7,0,4,3,1,0,1,0,0,2,12,1,0,1,2,0,7,0,25,0,0,1,3,0,0,145,3,3,1,22,54,2,0,0,1,0,0,2,1,0,1,4,17,379,0,4,4,2,23,0,2,0,0,0,0,1,7,1,1,3,2,4,0,2,2,0,0,4,0,0,0,5,11,0,4,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-66-2734-01,8085,26,91,2,14,10,35,44,299,28,0,62,17,128,51,1,327,836,156,25,41,6,57,1,15,0,5,8,20,93,0,85,16,16,28,0,32,74,1,519,21,0,43,0,0,0,64,0,7,1,90,22,28,3,0,28,7,4,0,12,3,0,21,35,0,10,9,0,7,23,20,5,23,3,26,580,185,27,9,14,11,1,2,224,1,6,7,29,2,53,1,0,2,44,22,31,1,182,9,2,7,2,1,19,29,41,2,0,31,28,31,6,40,29,0,8,4,0,109,6,1,3,58,2,1,0,30,0,6,12,11,1,0,23,3,10,11,12,2,49,4,6,0,4,0,14,77,80,39,4,2,0,163,14,85,11,10,0,1,0,5,0,2,0,1,5,1,0,22,2,1,0,0,0,280,0,4,1,2,4,3,0,2,219,9,0,2,12,12,0,0,0,65,0,2,1,0,0,42,1,128,1,0,8,3,0,12,2,15,9,0,0,0,0,8,0,2,3,15,2,2,0,0,8,7,2,0,0,12,1,113,16,5,0,1,0,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
TCGA-66-2737-01,6075,358,156,71,33,45,67,29,182,19,40,138,10,25,35,24,450,921,82,26,166,3,24,1,30,19,121,0,20,1141,1,38,21,43,34,28,45,85,0,1034,12,1,31,9,36,10,78,10,0,3,30,38,75,26,2,63,10,5,9,15,536,2,44,15,33,26,27,4,37,35,16,8,43,17,6,11,3,31,13,12,64,38,30,131,1,8,3,34,10,39,12,26,2,61,1,7,25,167,5,14,14,6,1,55,11,32,11,17,15,15,7,2,81,23,4,4,8,2,45,4,3,4,42,29,29,4,424,6,10,18,6,12,0,54,73,0,36,1,17,1,3,63,12,5,3,128,37,47,78,7,4,1,1988,12,11,13,11,0,3,0,4,0,3,0,1,34,11,0,16,6,2,1,1,0,127,0,14,0,1,9,13,0,2,527,22,0,2,14,9,8,4,2,1,2,0,5,0,0,0,4,3,0,11,11,3,14,91,15,10,7,0,0,2,0,5,0,2,5,5,8,4,2,0,3,4,12,4,0,2,3,8,2,2,0,6,5,5,0,0,0,6,0,0,0,9,0,2,1,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4,7,0,12
TCGA-66-2742-01,3183,133,232,172,10,21,109,23,51,16,69,197,5,29,43,57,784,986,123,172,69,45,211,3,17,1,0,9,17,478,1,56,33,24,16,17,90,75,10,334,10,0,57,2,0,23,20,82,9,2,1,29,55,44,1,41,6,0,6,12,20,0,34,14,0,45,14,7,10,3,22,23,62,11,4,1,1166,62,31,15,6,0,6,347,1,14,14,11,19,7,3,48,8,197,7,33,1,144,0,3,13,3,2,33,12,7,6,11,3,5,44,4,16,16,0,7,1,6,45,12,14,3,14,58,0,0,34,11,23,23,22,6,0,96,11,3,29,8,2,2,6,3,4,1,3,54,64,25,69,9,1,0,240,17,3,36,37,0,0,1,23,0,1,0,0,0,0,0,19,1,0,0,0,0,126,1,32,0,0,4,5,0,0,100,1,3,1,9,9,6,0,5,2,0,2,6,0,1,1,0,16,0,0,89,5,50,58,11,1,2,0,0,2,1,2,0,0,2,14,2,0,1,0,2,0,7,0,2,3,0,0,1,0,0,0,1,22,0,2,1,5,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0
TCGA-66-2744-01,1169,88,124,69,25,10,36,26,26,25,26,5,14,10,43,1,85,1077,295,19,38,3,21,3,6,31,1,6,2,21,0,9,19,10,9,1,0,11,8,443,1,0,3,7,123,29,13,24,2,0,8,5,5,3,0,1,2,4,4,2,6,0,4,13,6,13,37,3,22,448,15,10,9,2,12,315,0,2,10,10,3,2,3,119,3,0,5,12,2,4,5,1,28,19,6,33,4,84,1,3,0,3,4,9,14,7,8,0,5,1,22,297,15,46,2,0,1,9,81,3,1,8,78,3,1,0,17,81,0,16,12,105,0,0,10,74,8,2,2,111,2,3,22,17,2,3,274,8,8,4,1,2,610,166,13,2,13,0,0,1,14,3,0,0,0,2,1,16,4,6,0,1,1,0,73,3,13,0,0,1,9,0,1,2825,3,0,0,2,32,0,0,0,2,0,1,0,2,0,2,4,106,0,0,2,0,0,1,3,38,7,0,1,3,1,1,1,3,94,1,1,0,0,0,2,5,0,0,1,8,3,9,4,0,0,1,0,6,2,0,0,5,0,8,0,7,2,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
TCGA-66-2754-01,5,213,432,287,1,6,6,1,0,106,30,17,5,0,168,6,290,473,44,76,34,1,28,2,0,134,25,69,18,63,0,5,101,3,49,0,43,2,60,119,0,1,1,0,0,60,7,12,0,0,4,20,16,7,0,23,19,1,1,23,16,310,43,0,13,9,4,1,42,2,1,43,82,14,99,21,41,0,24,7,2,0,0,40,0,0,69,0,73,0,48,2,0,2,1,7,1,16,8,0,0,15,1,5,2,0,35,12,25,0,8,243,10,2,159,0,3,0,0,8,4,1,7,2,29,61,6,65,1,2,6,549,0,211,13,0,13,0,1,0,0,1,10,1,2,94,11369,4,61,5,0,11,9358,35,0,6,0,0,0,0,1,3,2,0,8,0,0,0,13,0,0,0,0,125,20,0,17,0,0,5,0,2,2,6094,3,0,3,2,9,1289,45,0,0,0,2,1,1,0,0,0,3,2070,0,4,2,0,3,178,0,4,0,1,2,0,0,16,2,31,1,1,0,1,3,3,0,0,0,0,0,8,7,0,1,0,0,6,2,0,7,0,2,1,0,0,0,0,0,13,0,0,3,0,0,3,0,0,0,0,0,2,0,68,0,0,0,0,0
TCGA-66-2755-01,3831,330,110,199,10,36,30,47,20,25,72,72,5,52,50,11,4,862,22,73,12,0,6,0,6,0,30,0,0,131,0,5,34,15,28,0,0,14,0,470,58,1,12,11,15,14,114,4,0,2,8,21,56,32,2,32,9,1,0,27,0,0,7,13,3,9,4,2,7,0,12,3,23,9,79,12,1,0,0,5,6,9,4,210,23,3,1,221,10,0,13,0,8,190,0,0,9,82,10,3,0,1,4,21,14,0,6,7,7,2,26,1,191,72,21,0,0,17,1,8,4,0,52,2,0,1,386,13,1,5,8,3,0,1,9,0,14,24,1,0,0,2,1,5,1,185,36,14,12,0,2,0,358,18,3,6,47,0,0,1,0,1,1,0,1,1,5,2,2,0,2,59,1,4,142,0,13,0,0,1,2,0,0,187,1,0,0,148,1,1,233,8,63,1,1,4,0,0,1,1,0,1,0,4,0,0,1,18,4,4,0,0,2,0,1,0,0,1,4,2,7,0,2,0,0,2,1,1,2,5,3,0,16,5,0,13,0,0,1,0,9,0,1,0,9,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0
TCGA-66-2759-01,15031,143,269,37,10,27,73,34,772,12,6,119,4,83,26,66,44,747,18,94,124,28,46,0,85,82,42,3,25,117,0,38,26,26,47,9,18,284,4,264,192,1,72,16,12,6,31,20,26,1,57,20,63,4,2,80,11,8,24,46,405,4,27,44,237,21,68,1,9,140,6,24,19,9,46,4,0,24,4,48,88,29,3,45,0,34,0,38,29,32,7,2,5,3,18,24,3,44,0,3,19,6,21,28,5,34,85,15,6,27,6,9,122,56,1,4,6,9,1,7,8,0,16,0,4,8,135,11,0,48,6,59,0,3,34,0,45,2,0,0,2,36,1,3,7,88,2,54,29,2,2,36,288,6,0,1,47,0,0,0,5,0,2,0,2,1,0,2,9,0,0,1,1,0,4,0,28,0,0,4,0,0,0,41,3,0,0,1,5,3,3,0,23,0,0,3,0,0,0,0,1,0,4,0,2,25,62,0,6,0,17,1,2,1,2,2,6,1,12,2,1,2,0,3,3,5,0,0,0,0,2,1,1,1,0,0,4,0,0,4,0,7,0,0,0,1,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,46,0,0,7,0,0
TCGA-66-2763-01,6930,6,165,664,18,5,15,40,862,59,3,95,5,112,124,0,713,1041,248,62,28,154,112,0,8,2,0,12,0,247,0,111,22,50,117,68,0,99,2,310,1,3,35,2,0,62,32,3,13,2,58,22,10,24,1,30,15,5,0,59,2286,1,15,42,9,54,67,3,24,10,2,20,21,4,70,173,1,7,0,35,19,1,79,60,0,1,33,25,2,18,28,0,23,19,39,12,0,144,0,3,5,7,1,41,58,1,55,2,12,2,66,2,14,103,14,12,1,1,1,12,14,22,32,2,0,1,165,0,8,30,4,2,2,0,2,3,8,4,0,0,9,4,23,2,4,42,154,65,11,9,1,13,313,6,1,2,2,0,33,0,18,1,24,0,3,6,0,0,55,5,0,0,1,0,6,0,28,3,1,0,103,0,0,375,33,0,1,2,42,3,0,3,4,0,1,0,0,1,1,1,26,1,0,5,10,11,78,6,2,2,0,3,0,0,1,0,36,1,7,2,0,1,0,1,4,16,4,12,0,1,12,1,1,0,0,0,0,2,0,0,3,0,0,0,0,0,6,0,5,0,20,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TCGA-66-2765-01,7047,8,213,0,10,1,109,79,248,14,19,67,5,108,14,70,91,420,281,229,52,2,59,1,8,0,0,0,26,57,0,47,9,4,14,1,13,30,0,294,8,0,6,13,0,2,59,1,13,0,119,22,46,1,0,4,4,1,0,6,0,1,2,44,1,17,22,0,29,78,19,9,44,0,7,307,1,12,3,11,36,3,242,116,0,123,0,12,3,18,6,1,11,0,3,10,0,69,6,1,6,1,2,10,16,17,19,12,7,15,17,5,28,89,0,15,0,1,23,2,4,5,28,35,0,0,19,16,3,10,9,1,0,1,2,44,8,3,1,2,0,2,0,5,0,3,104,12,19,6,0,1,150,18,114,8,24,0,0,1,25,0,2,0,1,1,18,0,0,0,0,1,0,0,523,0,6,0,0,7,9,0,0,9147,0,0,2,5,21,0,1,12,2,0,0,0,4,0,0,0,28,0,0,2,1,1,8,1,5,6,0,0,0,0,5,0,0,0,9,2,0,5,0,1,13,1,0,0,6,0,218,5,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0
TCGA-66-2766-01,4258,511,621,38,71,147,56,38,240,37,4,189,4,34,44,34,448,1197,19,48,63,1,86,0,26,0,19,38,50,912,0,371,40,24,23,1,68,51,45,930,29,9,94,5,139,3,53,21,1,3,22,33,86,11,0,81,29,2,12,87,31,0,83,138,149,66,58,2,9,16,5,70,138,31,117,44,13,6,103,96,48,191,0,46,1,0,13,14,38,1,19,3,5,0,35,0,1,40,2,2,0,73,47,120,62,4,60,17,67,1,13,1,36,32,64,1,5,15,269,10,12,0,24,0,171,1,531,7,7,86,8,1,0,2,265,5,50,0,6,1,2,11,4,2,1,24,2,11,342,0,1,2,179,8,13,16,21,0,1,0,44,1,3,0,12,1,0,1,20,1,0,1,0,0,1,0,12,2,0,25,0,0,0,271,2,0,0,1,3,5,0,6,9,6,1,3,0,0,1,1,0,0,0,14,2,1,36,5,0,1,53,3,21,0,1,0,20,4,81,4,0,1,0,0,2,8,3,0,0,3,2,1,0,0,0,0,0,0,0,2,0,0,0,0,21,1,1,0,1,0,6,5,0,6,0,0,0,0,0,0,0,0,1,0,0,0,4
TCGA-66-2767-01,1658,249,153,106,21,45,76,43,375,31,37,80,15,39,74,13,925,900,409,60,24,57,28,7,5,5,2,1,6,639,7,108,50,35,35,3317,46,68,10,608,55,3,12,20,46,25,21,39,3,1,47,21,20,1,6,12,11,7,8,37,88,5,22,24,17,14,63,10,33,33,7,40,22,3,6,13,0,8,2,11,7,110,17,289,2,5,2,118,11,5,17,0,1,69,1,31,3,194,29,12,30,55,11,23,67,3,28,28,22,3,76,0,389,34,0,29,4,10,26,10,5,7,90,8,7,1,98,9,7,16,4,4,1,6,70,0,22,2,1,10,12,13,24,1,7,18,138,59,12,4,3,3,1899,90,2,9,24,0,0,0,3,9,6,0,7,4,1,6,46,3,1,14,0,5,12,0,31,0,2,2,9,2,40,1256,6,7,5,7,33,4,16,1,29,4,3,5,8,1,1,6,24,0,11,2,5,1,39,1,1,5,1,3,12,0,2,3,9,1,5,0,0,1,1,0,3,1,3,4,6,0,5,0,0,0,0,1,1,0,4,3,1,0,0,1,0,0,0,1,0,3,0,1,1,1,0,1,0,0,0,0,0,1,3,0,7,0,0
TCGA-66-2768-01,5805,103,229,59,18,43,121,23,159,53,10,46,4,35,88,73,92,762,72,190,43,2,100,3,12,1,36,4,9,144,0,69,21,19,17,8,112,94,9,250,167,1,21,15,63,6,59,2,9,0,341,12,27,12,1,29,14,0,20,15,9,4,8,104,549,56,90,0,12,791,27,15,39,12,136,1288,66,13,102,23,12,33,2,355,0,27,4,6,19,11,16,0,7,2,73,0,5,112,1,0,7,22,21,25,15,12,48,14,19,14,10,17,42,124,10,16,6,24,111,1,5,1,117,2,43,19,27,5,4,9,24,4,0,32,25,17,83,13,0,221,0,1,22,12,6,373,0,37,241,2,1,5,149,210,253,28,165,0,0,0,6,0,2,0,1,15,61,36,2,8,0,4,0,3,706,0,30,0,0,0,10,0,15,88,3,1,2,1,14,1,2,0,73,1,0,4,12,0,62,1,0,2,12,7,0,2,9,69,1,0,25,3,13,0,4,0,17,54,4,0,0,4,1,0,242,1,3,38,77,0,36,5,1,0,0,0,8,0,1,0,1,0,3,2,3,0,0,2,0,0,1,30,2,0,0,0,0,1,0,0,4,0,2,8,8,0,0
TCGA-66-2770-01,5437,694,344,98,27,45,37,59,253,20,86,224,13,46,37,33,468,1675,136,62,52,8,37,3,2,1,60,11,16,335,5,190,40,44,53,1,30,145,23,1227,13,7,35,30,58,33,67,38,11,2,28,9,30,4,4,60,14,10,8,6,56,1,17,5,433,17,41,13,16,44,5,34,29,13,16,68,2,7,1,42,316,5,4,114,0,0,5,29,8,17,8,3,2,143,1,13,14,480,21,4,5,25,26,60,115,19,38,18,18,17,11,14,179,41,0,40,10,9,0,13,4,2,39,0,309,0,393,5,11,7,5,2,1,34,76,1,22,0,6,1,3,15,7,0,24,73,58,36,32,0,9,0,1308,31,4,7,36,0,0,0,31,1,16,0,5,8,0,5,11,6,1,5,1,2,8,0,28,0,1,1,44,0,1,165,1,1,2,1,43,2,0,6,0,2,1,0,6,3,0,1,33,1,2,7,0,1,17,2,5,4,6,2,5,0,1,2,20,0,3,10,1,1,0,3,0,3,2,0,4,0,5,0,1,0,3,8,1,0,1,17,0,2,0,0,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TCGA-66-2771-01,4607,1,157,147,20,12,22,10,246,8,11,38,14,65,52,36,423,485,534,126,12,102,31,1,25,52,0,0,2,90,0,16,40,7,19,1701,24,87,0,350,3,2,9,98,6,33,19,10,1,3,35,76,8,5,0,28,4,2,0,25,354,248,8,39,84,10,22,0,17,4,10,20,27,2,130,1,1,26,4,26,2,99,3,29,1,3,12,7,2,3,29,1,5,1,4,62,2,173,4,5,0,6,0,22,14,1,16,2,5,8,28,2,19,17,30,8,6,2,0,6,5,14,28,2,28,4,54,34,1,36,4,7,1,4,18,2,0,5,2,1,5,14,16,7,4,105,103,4,9,4,1,5,376,5,1,2,10,0,44,1,59,0,1,0,1,8,0,0,35,0,0,1,0,0,1,0,53,0,2,0,5,0,8,443,69,2,1,9,19,1,2,4,1,1,0,3,0,0,6,0,293,0,0,8,9,0,110,1,4,7,7,0,1,0,3,1,3,1,39,2,1,0,0,0,1,7,0,0,0,0,19,0,0,0,1,0,5,0,0,0,0,0,0,0,0,6,1,0,0,0,3,0,7,0,0,0,0,0,0,0,0,1,2,1,0,0,0
TCGA-66-2777-01,1071,80,37,14,12,28,37,45,241,24,0,34,8,35,47,4,453,572,394,12,95,5,57,0,6,7,10,13,113,2113,0,99,7,43,28,0,67,55,14,425,9,0,55,16,0,8,51,6,3,2,39,35,31,7,2,98,9,2,0,42,51,164,50,42,87,60,13,5,19,49,24,25,30,16,86,6,19,0,25,92,179,29,8,101,1,2,10,186,136,52,12,5,8,1,7,12,1,77,6,3,0,6,5,90,48,20,11,64,10,12,12,2,35,45,40,3,1,3,3,4,1,13,71,2,137,0,152,9,36,11,28,39,0,4,47,6,30,5,2,0,0,39,21,3,1,37,259,35,11,9,1,7,1174,9,55,8,13,0,0,0,4,1,20,0,0,2,0,1,1,3,0,2,2,0,8,0,62,3,1,1,144,0,0,282,1,1,6,5,29,14,0,0,0,0,1,1,6,0,0,0,63,202,2,5,1,1,13,0,10,1,8,2,2,0,2,0,2,1,19,2,0,0,0,13,65,4,0,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,1,0,1,0,0,2,0,0,0,1,0,0,1,7,0,1,0,0,0
TCGA-66-2780-01,2818,57,186,148,40,11,71,29,150,27,39,53,10,50,40,25,182,1147,32,89,20,7,85,0,6,0,11,4,8,57,1,57,21,28,33,2,25,66,6,652,20,1,25,23,20,10,44,9,1,1,19,54,21,2,0,31,9,5,8,21,5,0,28,46,0,20,13,0,30,102,23,13,256,5,51,12,558,25,15,33,0,8,2,193,3,54,0,4,9,7,5,0,13,55,0,2,6,54,4,2,4,12,0,6,22,9,4,8,8,2,34,35,7,19,0,10,3,1,77,5,6,5,327,0,2,1,55,10,18,18,18,2,0,142,0,0,8,5,6,41,10,10,0,9,2,418,10,50,44,2,1,1,490,14,75,22,24,0,2,0,16,0,3,0,1,2,52,0,0,2,0,4,0,2,84,0,50,0,0,5,9,0,163,123,1,0,0,5,2,3,0,0,10,1,0,0,0,0,1,3,0,0,0,19,1,4,2,0,6,0,0,1,0,0,7,0,0,1,4,1,2,3,0,5,2,3,5,0,2,0,53,25,0,0,12,0,6,0,2,0,4,0,1,0,0,0,1,1,1,0,0,0,0,0,0,7,0,0,0,0,0,14,0,0,0,1,0
TCGA-66-2781-01,10764,318,148,153,13,49,72,33,391,68,53,40,11,735,107,0,533,712,73,81,174,1493,100,0,242,248,49,10,60,515,1,35,37,22,52,532,12,68,12,651,34,2,17,33,58,16,63,40,60,1,64,147,108,181,2,82,14,5,16,47,182,603,151,34,210,113,39,2,23,4,19,109,77,25,50,6,10,1,22,41,111,278,28,74,2,215,6,47,337,15,79,1,22,31,350,0,13,188,7,0,0,41,13,132,10,120,55,31,35,10,114,12,24,20,31,2,6,4,27,10,30,3,28,8,131,16,201,118,43,41,18,201,1,234,129,6,6,6,3,0,14,7,2,10,2,97,3,3,201,32,14,1,493,3,10,39,24,0,1,0,40,0,3,0,3,14,5,0,9,1,0,3,0,0,60,1,99,0,1,13,0,0,10,4221,0,0,1,1,2,10,0,1,26,1,0,1,13,1,1,0,5,1,0,379,1,6,62,17,2,2,8,1,4,0,4,0,7,2,14,3,0,0,1,1,2,0,5,11,0,12,2,0,1,0,1,0,10,0,2,1,5,3,0,0,4,0,0,7,2,0,2,1,3,0,0,0,0,0,0,0,0,18,1,29,0,0,13
TCGA-66-2782-01,16961,17,326,5,19,55,164,29,658,39,20,50,36,160,46,8,300,3623,73,22,37,0,45,1,20,8,177,16,13,49,1,82,47,44,223,1,28,108,26,735,12,2,21,11,0,19,143,58,1,1,11,85,27,2,0,11,10,2,1,37,1,0,18,126,0,33,4,7,28,1,16,31,83,11,99,1412,184,19,17,20,2,0,4,62,1,26,0,5,1,44,12,0,12,29,18,10,0,240,9,5,1,0,1,9,47,13,30,9,65,28,32,88,40,102,0,14,5,0,112,4,8,8,29,0,0,5,26,0,3,9,16,6,0,401,109,0,20,4,7,76,13,7,0,5,5,423,29,55,227,6,2,0,741,46,58,14,14,0,1,1,0,1,14,0,6,1,0,0,66,9,1,3,0,0,256,0,50,0,2,1,24,1,0,6049,7,0,3,2,5,0,1,8,101,0,0,4,0,1,4,3,8,0,0,5,3,1,3,0,4,5,0,2,0,0,1,2,0,0,40,2,3,0,0,3,2,3,0,0,0,0,12,11,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,1,0,0,0,0,0,1,1,1,0,0
TCGA-66-2783-01,3055,319,385,40,9,20,38,40,326,26,38,78,2,18,2,10,367,452,30,7,32,5,30,1,20,13,28,8,35,376,0,113,15,11,9,0,29,39,7,180,129,0,38,9,0,7,57,6,4,0,79,15,34,1,0,30,4,1,0,31,654,0,25,3,98,17,2,0,11,11,4,12,34,8,10,8,9,37,1,75,37,0,45,18,0,0,7,1,1,5,6,6,1,33,8,0,1,85,5,1,40,3,1,33,5,11,16,7,1,0,8,3,35,8,0,18,1,3,1,2,0,17,15,0,0,6,184,0,24,3,2,0,0,0,92,0,6,2,2,0,0,296,1,0,6,12,31,17,39,0,6,13,257,9,0,4,5,0,0,0,3,0,75,0,0,1,1,0,15,1,0,0,0,1,3,0,8,4,2,1,223,0,0,64,0,0,1,1,10,2,4,1,0,1,0,0,2,0,1,0,1,1,0,1,3,3,3,1,1,1,1,0,0,0,0,0,0,0,18,0,0,0,1,2,0,3,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TCGA-66-2785-01,2517,19,141,138,4,59,10,82,6,3,60,68,5,0,25,27,1,1918,26,18,19,612,85,0,16,148,23,1,5,18,0,123,25,9,80,8,9,1,0,239,0,10,13,32,273,31,51,1,0,4,7,40,8,52,0,4,9,4,2,14,1,212,18,159,2,3,31,3,26,213,22,27,66,1,21,0,1,1,45,6,0,11,2,464,0,1,0,91,1,82,6,0,5,3,0,8,35,324,3,6,2,44,3,13,12,0,12,1,19,9,177,1657,84,110,66,2,2,1,3,10,2,8,29,2,0,34,21,88,11,0,9,135,0,3,39,2,26,2,3,0,9,2,62,22,6,150,17,21,100,1,1,0,992,11,1,2,44,0,1,1,9,0,5,0,12,55,3,0,2,3,0,2,0,0,12,0,49,0,1,1,7,0,0,24028,1,0,2,179,5,0,15,3,3,2,0,0,0,0,31,0,6,32,0,3,0,0,6,14,5,1,23,1,1,0,0,0,0,0,7,0,0,1,4,1,0,0,0,2,0,0,595,1,11,1,1,1,1,0,1,0,4,4,0,9,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,6,345,1,24,0,0
