,MIR205HG,DLX6-AS1,LINC00491,POU6F2-AS2,ADAMTS9-AS2,LINC02163,LINC02156,TFAP2A-AS1,AC011374.1,AP000251.1,AF127577.3,SLC2A1-AS1,ADAMTS9-AS1,AC083973.1,AC027228.2,AL513123.1,SOX21-AS1,PVT1,SFTA1P,AC080037.1,AP003119.2,LINC00393,LINC00887,AL355388.1,LINC01698,LINC00355,AC026785.3,AC012213.4,AC114489.1,SOX2-OT,AC105206.1,AL139385.1,AC078778.1,AP003469.2,AC105219.4,LINC00392,AC138305.1,AC234772.2,AC012213.1,MAGI2-AS3,NAALADL2-AS2,AP000438.1,AP003721.1,AC025244.1,HOTAIR,LSAMP-AS1,C10orf91,AC096759.2,AC003958.2,MED4-AS1,LINC00520,SLC12A9-AS1,AC074194.1,LINC01208,AC093510.2,LINC01063,MIR130B,AC006238.1,HOTTIP,AC083880.1,PART1,AC010789.1,AC092115.3,LINC02323,LINC00470,LINC02321,LINC00592,BCRP3,AC005736.1,UCA1,AC002066.1,AC002116.2,LINC02014,LINC01968,LINC00337,MIR31HG,MIR137HG,AC022075.2,AC120498.4,AC090970.3,AC005722.2,AL163952.1,LINC00462,LINC00472,LINC00163,AL049649.1,LINC00461,LINC01460,AP002478.1,AC093904.4,ATP2A1-AS1,KCNH1-IT1,AC087667.1,GDNF-AS1,LINC00705,AC079467.1,LINC00536,C1orf132,AL353693.1,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,LINC02560,AC008011.2,AL033527.5,AC010913.1,LINC00896,AC093904.2,LINC02289,MUC2,LINC00173,U62317.2,AC061975.6,MLIP-IT1,AC012640.1,AC012625.1,LINC01629,AC073352.1,AC025211.1,AC130456.2,AL161785.1,MYO16-AS1,AC023824.4,NOVA1-AS1,WNT5A-AS1,LINC02527,AL139039.3,RBMS3-AS3,CASC11,ERVMER61-1,AC135178.1,AC090192.2,LINC00992,LINC00518,LINC00184,LINC00211,LINC00840,AC243773.2,STEAP2-AS1,AC089983.1,WASIR2,AC103740.2,AC097717.1,LINC00504,LINC00261,STEAP3-AS1,AC009275.1,LINC02387,AC006305.1,LINC01214,MIAT,CCDC26,LINC02454,AC036214.1,AL160408.1,HCG21,AL021395.1,AL357518.1,GS1-24F4.2,RMST,AC004832.1,PRICKLE2-AS1,AP000553.1,AL358394.1,AC100801.1,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,SRGAP3-AS2,FAM138B,LINC00051,H19,AC024592.2,NAV2-AS2,AP003064.2,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,AC078923.1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,AC011483.1,AC138627.1,LINC00443,AC069439.2,AC128709.1,ADARB2-AS1,AC112721.1,LINC00469,AC006372.1,RRM1-AS1,AC022762.1,CNTN4-AS1,TLR8-AS1,KIAA0087,AC069281.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,LINC00973,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,Z98257.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-66-2786-01,1750,179,15,122,19,0,66,48,21,29,24,43,12,44,54,87,642,1221,656,37,34,22,38,5,0,1,39,26,35,163,3,70,24,34,32,2,43,68,35,374,28,1,5,14,17,7,159,30,1,2,9,48,76,4,4,11,9,6,72,11,7,0,30,31,45,24,32,14,34,29,22,14,77,6,57,44,50,12,4,33,5,1,0,288,2,7,0,9,10,18,7,3,4,251,4,50,0,624,24,4,0,3,2,7,7,2,16,12,36,4,71,14935,36,11,0,0,2,1,1,6,0,20,541,35,0,0,36,68,4,87,13,3,0,164,8,0,84,2,1,9,0,4,8,6,8,25,244,20,18,15,2,0,391,17,7,64,51,0,2,0,20,6,11,0,2,0,7,2,4,2,0,9,0,0,5,2,17,6,0,15,126,1,1,36631,1,5,5,29,100,3,1,4,0,0,0,0,0,2,1,0,47,1,0,6,6,5,6,3,6,2,2,0,2,1,8,0,0,1,26,2,3,0,2,0,2,6,1,37,0,3,3,0,3,1,0,0,7,2,0,1,4,0,1,2,0,0,0,0,0,0,1,0,1,0,0,9,1,1,0,1,0,0,0,0,1,0,0
TCGA-66-2787-01,2422,519,2,19,14,46,18,27,112,29,58,23,11,6,53,50,653,468,60,1,78,2,1,0,13,88,1,4,23,4190,1,23,61,27,47,1,21,94,0,463,7,0,89,31,4,2,43,0,0,1,29,10,78,6,1,41,5,3,6,29,4,0,6,3,341,11,207,2,13,39,22,23,29,15,11,6,0,16,5,66,22,3,7,229,0,3,2,28,76,1,13,2,0,3,0,7,3,45,6,8,0,32,2,56,9,10,14,46,13,0,47,2,48,9,6,7,2,0,9,13,3,0,17,5,63,1,406,1,29,5,4,38,3,0,99,1,0,1,4,0,2,32,0,0,5,55,6,2,18,3,5,4,7879,8,6,3,0,0,0,0,1,0,0,0,5,4,0,41,3,0,0,1,1,1,6,0,22,0,0,2,0,4,1,212,1,0,1,1,4,5,1,2,0,0,0,0,1,0,0,0,0,336,7,5,2,2,11,1,2,0,0,2,3,0,1,0,1,0,1,0,1,0,5,1,0,0,2,0,1,1,6,0,1,0,0,1,0,1,0,1,2,4,0,0,8,0,2,2,3,0,0,0,0,3,0,0,1,0,0,0,0,9,0,0,0,0,2
TCGA-66-2788-01,3152,91,150,30,14,43,14,13,79,26,0,147,13,50,29,3,443,1100,40,133,26,36,117,1,66,61,26,8,16,216,0,89,24,45,34,2,23,52,4,789,8,0,34,11,3,24,20,8,34,0,81,10,59,6,2,13,2,1,5,7,142,3,20,33,170,18,25,0,27,51,13,4,25,4,30,591,147,15,8,19,17,11,31,48,5,40,14,24,16,27,6,15,1,48,30,1,5,94,3,4,3,2,0,13,35,31,8,6,9,8,14,5,37,68,3,3,1,2,18,4,1,36,24,6,1,33,141,9,3,31,9,5,0,20,29,10,11,4,4,0,8,5,13,6,0,365,12,55,33,7,0,1,583,13,54,16,22,0,5,1,15,32,51,0,0,2,2,0,6,0,0,1,0,1,164,0,78,5,0,4,295,0,0,82,5,0,0,2,1,2,1,0,81,0,1,2,1,0,23,4,0,0,3,9,16,1,34,11,4,1,1,2,2,2,1,0,4,4,28,14,1,1,0,6,10,6,2,0,3,4,9,10,6,1,1,0,1,1,2,0,1,0,0,4,0,0,2,2,0,1,2,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
TCGA-66-2789-01,9018,112,151,303,54,69,12,28,45,77,45,129,32,73,101,0,643,237,436,0,15,3,59,1,77,195,20,3,10,155,1,86,18,93,51,1,33,63,1,920,17,3,18,4,617,1,26,8,194,0,4,3,2,10,3,62,5,5,24,18,202,0,20,16,533,90,50,4,89,0,14,11,82,25,6,97,3,26,0,21,9,1,1,75,2,5,0,13,77,14,14,0,16,83,18,87,2,146,4,2,8,19,5,28,73,7,42,28,22,4,117,94,77,8,0,24,2,0,0,3,25,1,46,3,3,31,116,0,10,114,4,157,0,14,8,2,4,10,5,22,4,63,30,3,6,64,206,108,19,47,12,6,336,6,20,1,1,0,0,0,4,6,2,0,1,0,1,9,3,3,0,29,1,0,10,1,80,2,3,6,1,0,0,794,2,4,1,2,50,1,0,0,0,5,1,0,0,0,2,5,39,817,0,734,4,5,1,13,5,1,1,0,0,0,0,1,2,11,51,1,3,0,1,1,1,3,0,0,1,4,4,0,9,0,8,0,1,2,0,0,8,5,1,2,0,74,1,0,8,0,4,0,2,0,0,1,0,0,1,0,1,6,0,0,0,0,2
TCGA-66-2790-01,1631,509,191,145,41,62,22,29,130,79,9,29,18,24,69,34,327,669,113,146,15,1,65,0,83,187,11,43,6,330,0,33,49,119,51,339,1,9,37,1958,8,0,11,14,124,32,112,1,98,2,13,14,77,26,1,24,6,2,71,24,11,217,1,50,238,101,42,5,54,15,18,20,152,21,37,64,81,27,13,25,8,183,2,143,1,6,31,87,45,61,11,1,13,20,13,6,4,109,0,6,0,41,27,46,27,4,24,18,14,17,262,220,96,28,35,5,0,16,11,10,7,21,122,0,0,2,76,329,3,37,9,624,0,3,118,12,54,3,15,180,15,2,64,8,3,1366,38,5,139,8,0,3,665,23,18,12,169,0,0,0,19,21,73,0,8,212,9,51,20,64,0,60,0,3,109,10,54,6,4,6,383,0,94,16382,2,1,3,11,71,1,3,0,54,1,3,0,1,0,2,3,21,482,9,18,0,2,4,223,2,0,87,1,9,1,0,1,13,91,42,6,1,1,0,4,0,3,5,5,6,6,16,0,3,0,3,1,60,0,3,2,10,6,6,12,36,1,2,8,2,13,1,0,1,0,0,1,0,6,0,0,2,22,24,0,6,1,1
TCGA-66-2791-01,2295,411,225,137,15,34,37,11,257,7,14,41,10,11,45,29,567,857,41,112,30,0,46,0,1,0,40,7,11,1880,0,174,36,20,68,0,34,41,1,732,30,1,48,16,47,14,115,12,0,0,7,20,50,24,1,32,8,0,4,15,87,0,20,5,63,6,15,13,12,41,4,35,73,21,31,47,8,6,4,5,17,4,3,114,0,2,17,39,7,43,5,7,3,9,1,2,85,90,2,4,2,5,27,18,3,7,26,6,11,18,46,4,230,25,14,16,3,18,61,7,3,4,44,52,81,79,273,7,1,11,8,1,0,10,114,0,25,2,5,19,5,6,27,0,6,495,42,10,86,1,4,2,1894,21,1,7,13,1,1,0,7,0,7,0,0,7,0,4,2,3,1,1,0,0,16,0,68,0,0,0,24,0,1,251,7,1,2,9,23,3,2,1,0,0,0,1,1,1,2,4,0,0,3,1,1,3,63,16,6,2,0,0,0,0,0,0,0,6,1,2,1,4,0,3,0,2,0,1,1,5,8,2,2,1,4,277,1,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,10,0,0,1,0,0,0,0,0,1
TCGA-66-2792-01,2353,329,259,235,27,57,24,37,211,73,80,54,34,127,63,39,1637,585,4,31,75,4,12,0,6,31,0,17,7,1890,0,100,27,46,55,27,43,59,10,336,29,0,25,29,20,92,159,61,3,0,100,34,32,20,1,21,21,2,16,61,368,1,10,15,12,60,37,0,7,3,20,22,7,9,68,59,9,9,0,101,14,427,242,63,0,5,7,34,0,0,19,12,5,63,6,2,4,37,41,2,1,5,0,57,44,32,36,14,2,1,4,0,36,8,2,2,5,10,1,2,7,0,11,0,0,0,283,0,14,13,14,1,1,0,158,5,2,2,1,5,5,17,17,1,8,378,1,6,10,9,1,0,292,14,4,29,0,0,103,0,0,0,3,0,5,2,0,10,3,7,0,3,3,1,6,0,4,0,0,0,0,0,2,206,4,0,0,3,1,6,0,0,1,1,0,4,2,0,1,6,2,0,0,8,5,9,80,28,4,0,0,2,2,0,0,0,23,23,2,1,2,0,0,5,1,12,1,0,2,12,3,0,0,1,2,0,3,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,10,1,0,0,0,0,0,0,0
TCGA-66-2793-01,7740,304,231,319,6,59,46,53,24,72,34,33,4,27,16,85,578,305,104,39,52,11,6,3,5,0,0,28,0,264,0,41,64,16,69,1,36,85,27,1252,1,1,30,11,91,57,57,0,15,0,4,11,22,12,6,41,19,4,13,77,45,0,6,9,290,26,26,7,22,16,11,32,23,4,26,2,11,30,1,23,1,0,0,118,2,0,68,100,11,31,25,1,6,4,0,5,1,164,7,1,0,7,34,21,16,0,48,20,4,13,30,4675,95,3,0,2,1,1,1,2,4,12,78,0,2,0,112,53,2,1,1,1,3,1,1,0,13,0,0,0,3,3,128,1,10,134,49,13,76,10,2,0,205,24,2,15,1,0,496,0,22,0,7,0,7,0,0,0,12,0,0,2,0,3,1,1,2,1,0,6,8,0,0,20133,2,3,1,1,13,9,0,4,1,5,0,0,0,3,0,4,16,0,2,6,0,133,6,9,1,0,29,2,1,2,0,1,2,108,6,3,0,0,0,0,0,33,0,1,0,5,1,0,3,2,0,1,21,0,10,0,1,17,2,0,11,0,1,0,3,1,0,5,1,0,0,0,0,0,0,5,17,0,0,0,0,0,0
TCGA-66-2794-01,1615,459,130,90,5,22,48,14,26,27,34,18,6,28,113,25,1100,803,17,28,20,4,4,1,6,0,55,28,12,3959,0,58,14,4,78,0,61,10,20,135,13,2,12,41,10,23,61,40,0,0,23,21,19,7,0,18,5,1,1,20,82,0,20,5,0,14,19,1,9,106,14,11,12,22,20,0,0,3,0,7,8,1,29,63,0,1,0,10,26,0,25,2,16,3,1,0,5,19,11,2,1,2,0,23,6,1,7,8,3,0,20,2,45,23,0,25,3,0,1,1,2,5,6,1,0,0,251,10,2,2,29,3,0,0,43,0,40,0,2,0,5,9,54,1,8,200,10,7,44,3,2,0,499,3,0,3,64,1,31,0,5,0,22,0,4,1,2,4,12,9,0,0,3,1,1,0,2,0,0,0,105,0,7,211,3,0,3,1,2,2,0,5,2,0,0,0,1,1,0,5,1,0,0,5,2,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TCGA-66-2800-01,1160,402,101,273,49,29,39,23,137,11,47,77,17,148,14,31,862,725,321,10,55,70,11,0,4,110,2,6,74,3721,0,48,11,39,14,1,31,36,1,448,4,1,19,97,3,46,12,28,3,1,112,77,43,14,7,125,15,3,16,20,67,0,84,40,131,16,48,4,20,38,34,26,32,5,25,16,8,6,2,33,37,65,69,99,4,5,9,29,58,7,10,19,7,18,8,17,16,45,7,5,3,28,3,72,35,25,15,32,1,5,32,4,40,4,5,4,0,10,2,4,12,4,44,18,51,6,168,16,54,10,7,93,0,0,110,0,5,5,1,8,4,22,20,2,0,72,165,0,25,10,4,0,1397,16,18,62,3,1,29,2,4,1,18,0,6,39,0,36,47,5,0,1,0,0,11,2,2,1,0,11,38,0,7,390,4,4,1,0,77,3,0,3,1,1,2,4,11,0,0,1,38,525,1,1,1,1,57,2,5,0,5,0,4,0,1,0,0,1,9,1,5,0,1,1,1,1,5,1,0,2,3,0,1,0,2,2,1,0,2,2,0,7,0,0,3,0,2,0,0,0,0,0,0,2,2,0,0,1,1,0,1,31,0,1,0,0,0
TCGA-68-7755-01,2304,1576,56,235,9,6,75,26,206,14,43,99,5,95,130,58,569,853,2,19,89,21,74,0,0,0,0,31,77,2424,0,237,19,47,90,602,29,41,16,286,17,0,44,9,26,47,509,7,0,0,838,86,51,5,2,79,10,4,18,32,456,0,84,49,10,23,120,3,34,355,23,17,203,10,12,0,2,1,4,64,189,304,111,34,2,14,7,73,12,12,25,15,5,9,9,0,4,29,28,1,4,6,4,43,533,36,9,37,7,3,9,2,56,1,3,26,1,2,61,3,2,0,7,50,0,0,269,16,22,4,14,1,0,3,74,7,3,3,5,1,0,66,1,0,13,396,0,7,15,1,12,4,218,34,13,78,9,0,23,2,3,0,0,0,2,24,1,16,40,0,0,3,1,0,13,0,7,0,0,1,2,0,0,420,1,0,2,61,2,4,0,0,2,0,0,0,3,0,0,5,1,1,0,6,0,0,29,5,2,0,1,1,1,0,0,0,3,0,2,1,0,4,1,0,0,0,3,3,0,0,1,1,0,0,0,0,1,0,0,0,2,0,1,0,30,1,0,2,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-68-7756-01,7923,240,22,5,10,25,107,20,104,27,20,76,50,106,36,3,364,1704,515,18,64,1,62,2,1,38,67,5,54,104,2,211,38,35,55,0,36,77,14,593,16,3,28,2,0,1,27,7,34,1,117,47,129,1,2,21,6,3,4,7,376,0,41,167,3,8,17,4,18,1014,20,19,125,0,13,253,5,7,30,48,87,8,15,497,2,1,5,14,21,141,9,11,3,159,12,10,8,111,11,0,0,3,0,19,80,18,6,4,3,68,11,1019,27,19,0,12,1,1,4,1,1,3,53,10,0,0,134,1,32,16,16,26,0,54,16,0,24,0,2,0,1,242,7,10,4,11,222,30,112,14,0,3,990,14,68,27,77,0,9,2,8,1,1,0,1,6,12,0,1,1,1,1,1,0,22,0,12,0,0,2,0,0,5,1621,6,2,5,5,154,1,0,0,0,0,1,0,1,0,0,7,40,0,3,2,0,1,0,0,4,6,0,0,0,0,1,0,0,0,25,9,0,2,0,28,5,3,0,0,8,0,7,1,5,2,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
TCGA-68-7757-01,6092,88,0,22,5,42,49,52,188,39,139,39,1,32,21,12,1759,354,26,231,69,17,12,1,1,0,0,4,9,558,0,201,19,1,81,0,49,30,3,294,15,0,57,3,1,2,94,0,13,0,0,19,29,36,4,15,10,11,0,15,59,3,14,101,77,5,42,4,13,158,11,8,33,2,8,138,0,33,26,48,26,1,3,37,12,18,0,64,0,15,15,26,0,89,12,14,6,46,17,0,1,16,2,56,67,34,25,8,11,15,33,528,9,13,0,2,4,0,2,8,0,5,51,0,0,1,83,0,10,30,2,0,0,5,0,90,6,0,4,1,4,18,15,21,1,1,0,62,4,28,3,2,743,4,10,22,40,0,2,2,3,0,7,0,11,2,0,0,9,8,0,0,1,0,11,0,21,0,0,4,2,0,0,11383,22,0,3,77,3,7,1,4,2,0,0,0,2,1,0,0,3,1,0,6,2,33,136,1,2,3,0,1,0,0,8,0,0,1,63,1,1,1,0,4,0,11,0,4,1,0,144,2,5,2,1,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TCGA-68-8250-01,6615,214,4,67,11,14,38,35,24,54,17,32,51,33,36,2,486,714,425,7,12,8,13,5,20,61,29,26,6,180,0,27,48,6,17,355,55,120,12,294,2,5,11,0,0,8,15,0,29,4,4,24,42,4,5,15,14,2,5,30,207,0,39,14,149,14,15,2,60,3,13,6,4,16,34,87,2,25,1,38,12,15,0,113,4,0,1,10,37,2,8,0,20,1,2,37,2,106,1,1,9,17,1,11,62,17,10,18,6,0,24,20,6,14,0,3,7,0,1,4,10,21,60,6,0,5,209,0,9,24,6,1,0,6,28,0,6,1,1,0,7,23,33,4,17,381,68,13,4,14,2,0,384,8,1,3,6,0,56,6,2,0,17,0,4,0,1,0,1,4,0,4,0,0,3,1,7,1,0,0,46,0,0,152,4,3,0,12,66,1,2,8,0,0,0,0,4,3,0,1,103,1,5,28,3,7,18,1,3,8,0,0,6,0,1,2,0,0,35,1,1,2,0,1,1,11,0,2,0,29,1,0,1,1,0,0,0,0,0,0,7,7,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,24,0,9,0,0,0
TCGA-68-8251-01,3942,754,255,124,14,67,35,49,31,7,30,32,8,25,88,7,290,1320,29,136,9,31,2,0,3,0,30,1,1,99,0,26,35,13,8,6,17,13,0,472,334,1,5,9,62,116,33,5,30,2,9,7,57,112,4,12,4,1,2,4,15,0,3,31,385,1,28,3,9,0,2,13,25,7,7,32,1,5,2,6,9,0,1,313,1,1,50,31,7,8,5,1,4,17,0,0,4,47,2,2,1,21,12,39,5,3,36,6,31,2,7,0,102,31,4,3,4,6,0,8,3,0,18,0,0,62,50,8,3,48,26,66,0,10,0,1,3,4,2,0,1,6,2,58,6,652,7,34,15,1,0,4,924,8,5,3,0,0,0,3,2,0,2,0,2,0,3,0,46,0,2,3,0,2,1367,0,6,1,1,4,0,0,0,117,5,0,0,5,4,2,14,1,1,3,1,3,4,2,0,6,0,1,0,3,0,0,19,6,14,1,2,1,2,0,1,1,0,0,0,8,0,0,0,0,7,1,1,4,2,1,27,4,11,2,2,109,1,0,0,1,4,0,3,0,0,0,2,0,2,0,0,0,17,8,0,41,0,0,0,0,0,0,2,0,1,0,0
TCGA-68-A59I-01,9742,227,276,72,30,58,86,21,186,17,56,111,48,14,33,36,534,557,22,2,9,1,49,1,10,6,92,25,1,415,0,40,53,29,50,1,35,23,19,520,5,0,21,36,2,37,11,53,21,4,57,5,16,17,1,17,13,1,33,12,120,0,4,4,6,13,8,27,17,3,8,17,7,4,15,142,5,36,5,13,1,2,3,54,4,0,27,5,8,10,7,114,12,1554,17,0,1,369,26,2,0,15,0,12,29,237,16,2,3,2,4,36,39,17,17,1,6,12,2,1,5,3,14,0,0,0,121,104,0,57,3,8,1,13,6,1,14,2,3,0,6,12,15,2,6,194,17,58,71,38,5,5,1125,16,7,10,11,0,4,0,22,2,8,0,5,1,0,1,2,3,0,11,0,1,6,0,11,0,0,2,22,1,4,2182,13,0,4,1,0,4,0,0,4,2,0,2,7,2,2,1,2,1,0,34,3,16,27,1,1,0,0,1,15,0,0,0,0,1,9,2,0,0,4,3,2,16,1,0,1,6,12,0,2,2,2,0,1,0,0,1,1,1,0,1,0,0,7,4,0,0,0,8,3,0,1,0,0,6,0,0,0,0,1,1,0,0,0
TCGA-68-A59J-01,4240,668,576,60,17,40,30,29,53,35,5,25,15,13,37,18,1219,489,303,52,39,191,21,6,11,160,2,9,11,2103,1,596,51,8,19,582,23,40,18,346,1,1,18,15,8,9,18,3,0,4,8,15,30,17,0,16,8,3,1,21,8,1,30,26,349,1,18,2,16,31,11,13,17,2,13,24,0,4,1,41,29,22,14,144,0,0,18,44,32,1,12,7,1,6,1,49,5,347,0,7,0,92,13,21,45,23,15,11,28,2,9,2,80,345,1,21,6,4,3,7,1,17,28,29,49,12,618,27,18,21,4,17,0,6,31,2,10,2,0,2,0,12,14,1,36,14,99,29,16,0,1,2,12983,11,5,8,11,0,5,0,3,12,28,0,9,1,1,13,46,4,1,1,1,1,3,0,5,8,0,1,130,1,8,164,21,4,0,5,46,4,0,1,0,2,1,7,3,0,0,0,31,0,11,2,3,0,2,3,3,2,37,9,1,0,3,1,0,5,3,3,0,14,1,2,0,10,1,0,0,4,7,1,0,2,0,0,2,0,0,3,0,1,0,1,46,0,0,2,0,0,2,0,0,0,1,1,0,0,0,1,4,0,11,0,0,0,0
TCGA-6A-AB49-01,8136,728,204,150,1,40,51,137,15,74,92,142,0,17,32,12,144,1475,58,64,136,6,10,0,15,3,2,143,4,106,0,76,177,12,20,0,5,123,76,331,84,0,11,4,1,1,82,10,0,4,82,105,18,6,0,13,12,6,21,61,0,529,33,26,0,6,21,18,13,101,24,25,11,6,27,4,60,2,19,11,23,125,0,562,5,5,0,16,8,65,34,0,15,4,40,4,0,25,3,0,2,43,36,2,164,123,91,19,15,34,3,242,46,1,0,7,9,2,15,19,2,0,8,4,0,0,3,0,6,0,5,1,0,26,0,198,10,0,0,60,15,11,31,9,6,416,73,32,218,23,1,4,621,9,48,18,18,0,0,0,0,1,1,0,22,0,26,0,0,0,0,0,0,4,88,0,6,0,0,20,5,0,0,129,6,0,1,0,4,3,0,0,23,1,0,1,45,0,4,1,1,0,0,2,0,0,0,0,0,0,0,1,1,0,6,0,3,0,3,0,1,0,3,4,61,0,0,2,0,0,309,2,0,0,0,0,10,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0
TCGA-70-6722-01,6296,0,0,0,17,38,36,16,836,21,4,16,20,24,63,50,58,532,424,1,10,1,39,0,1,196,1,0,14,20,1,106,4,5,38,0,0,34,0,572,0,0,6,0,0,0,118,0,2,1,49,16,12,1,3,6,4,13,0,7,0,0,10,9,3,9,2,0,29,343,38,13,98,6,15,320,10,9,3,15,3,0,1,312,4,0,6,10,8,23,8,0,2,4,41,15,2,35,1,2,4,37,3,13,62,0,19,1,6,11,17,1034,43,7,2,12,2,2,160,1,0,21,44,4,1,33,110,1,1,18,4,167,0,56,114,25,22,1,8,32,2,5,6,2,1,1387,75,25,15,0,0,0,126,11,18,13,17,0,0,0,3,1,0,0,0,6,0,0,2,3,0,1,0,0,191,0,23,0,2,11,1,0,0,6255,5,0,2,10,29,3,0,0,0,0,0,0,0,0,1,3,9,0,18,1,3,0,4,0,75,11,0,1,1,0,1,0,0,1,3,5,0,2,0,4,102,1,0,7,12,0,619,9,2,0,2,0,1,4,1,0,7,0,0,0,0,0,22,0,0,0,0,11,0,0,0,5,0,1,0,0,0,3,0,0,0,0,0
TCGA-70-6723-01,2539,1082,459,1124,37,85,121,30,670,106,3,184,10,87,54,140,1823,2091,11,469,109,27,54,1,32,122,178,12,111,1516,0,176,47,74,170,2,107,105,23,86,2,0,18,50,89,8,305,73,20,3,130,67,210,2,4,71,22,6,21,47,70,254,168,88,11,106,48,1,15,37,8,17,235,33,120,42,0,16,4,45,1862,476,35,14,4,1,3,243,15,808,9,16,5,13,17,1,5,95,59,0,21,71,10,76,96,68,8,14,20,217,16,37,417,56,50,119,9,12,68,5,7,0,48,2,1,1,586,84,65,27,13,1,0,158,94,1,12,1,0,6,9,242,33,1,20,5,4,38,139,9,2,0,516,92,28,26,62,0,61,0,12,0,4,0,10,148,0,17,0,1,1,2,4,3,97,0,5,0,1,4,3,0,29,103,3,0,1,68,0,0,6,11,6,0,0,2,4,0,2,4,0,0,22,11,0,0,154,17,0,0,212,0,12,0,1,0,37,16,3,1,2,5,0,1,0,1,19,5,4,0,1,4,1,1,0,0,17,0,6,5,5,0,2,0,72,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0
TCGA-77-6842-01,1185,190,385,63,6,45,44,57,13,7,3,90,4,1062,9,0,197,416,76,162,8,88,2,1,17,215,10,0,2,51,0,20,32,6,20,6,23,2,0,206,18,0,2,1,39,38,211,1,3,1,2,37,67,15,0,6,7,2,75,14,29,24,2,1,48,4,28,6,20,1,11,9,8,7,13,0,2,1,0,9,2,3,3,152,0,1,10,83,0,14,1,0,5,4,0,12,1,29,0,4,0,21,12,11,2,2,1,2,9,6,15,9,111,40,2,0,20,9,1,5,5,2,29,1,10,3,65,13,34,15,8,4,0,0,7,0,5,166,3,0,5,1,6,13,5,593,37,23,16,4,8,0,880,9,0,5,20,0,2,0,0,1,0,0,1,2,0,0,0,6,1,6,0,1,96,0,10,0,0,0,0,0,0,247,0,0,0,1,4,0,1,0,10,1,0,2,13,0,0,9,18,444,0,0,3,0,0,8,11,3,17,1,2,0,0,1,0,0,1,0,8,0,1,9,0,0,0,8,0,0,123,0,0,0,1,38,0,0,0,0,11,1,0,0,18,0,0,0,1,4,0,0,6,4,3,5,1,0,0,2,0,2,1,0,122,0,0
