,RAD54L,CCNB1,PKMYT1,TEDC2,UHRF1,ZWINT,PBK,KPNA2,HOXC13,E2F8,HSD17B6,SHCBP1,ATAD2,HOXA10,MTBP,CLEC14A,PRKCE,HIST1H2BH,HSPA12B,HOXD11,HECW2,LIMS2,TGFBR2,BCL6B,F12,CCDC150,CHRNA5,HOXD10,PREX2,SLC1A1,LIMCH1,LY6K,KRT75,CNFN,HOXC10,UTRN,C3orf67,TMEM100,SPTSSB,TYMS,TSKU,GPD1L,HBA2,LGALS7,ARHGAP11B,CITED2,PTPRM,KLK6,IGFL1,FAXDC2,PDK4,DES,DAPK2,RECK,MYEOV,CCNE2,ESPN,SLC7A11,PLEKHN1,LRRK2,DSC1,SPRR2G,SPNS2,DSG1,ANGPT1,PAX3,PCDH17,DDAH1,NPW,KCNQ5,SLC6A11,TREM1,FOLR1,LEFTY2,GNA14,TRPV3,TBX18,ENPP4,AKAP12,SYT5,SMC1B,LPCAT1,ULBP2,LILRA2,SERTM1,PRDM16,CTAG2,GOLGA6L7,WNT16,CTCFL,CPNE7,PDIA2,SYNGR3,SELE,ANKRD18A,PAGE2,C15orf48,AIM2,BBOX1,PROK2,CYP1A2,PRTG,TRHDE,AGMO,GREM2,HOXA9,TMC5,PNMA5,CAPN8,ELAVL2,CLDN16,PNLIPRP3,RSPO4,KCNB2,TRIM58,GLYATL3,HS6ST3,SPIC,DEFA5,FGF4,PNMA6E
TCGA-56-7223-01,1296,8030,1471,1277,2374,6860,2177,23323,508,2040,173,1526,8461,117,1441,653,1784,512,159,41,725,574,3648,417,438,549,222,615,1505,151,1502,5,6,98,535,14832,1354,49,256,1246,18421,1187,58,25,727,1652,2412,1074,93,2777,1220,162,588,440,1054,653,117,31829,99,245,132,4,1276,197,351,170,4869,2007,33,145,268,171,113,149,164,38,112,3354,3772,1620,6,10867,112,20,26,890,0,60,1215,10906,296,44,230,148,84,1,69,38,54,14,3,203,2,505,196,25,204,3,65,160,19,0,1280,66,23,21,13,0,340,1460,0
TCGA-56-7579-01,747,4848,1966,647,726,2914,1037,14146,210,357,81,1112,3213,18,335,546,1226,277,190,0,491,538,1335,367,604,200,172,5,108,20,214,1287,124,10144,600,5932,269,6,430,246,10772,1591,38,14,372,1757,738,512,93,105,90,4,437,283,42,157,749,23143,802,159,1508,7597,1294,5074,102,0,956,1633,37,19,7,262,22,3,58,586,17,79,268,8,115,3698,1074,61,2,128,2335,21,15,20,599,15,846,351,93,13,658,21,30,22,0,9,0,6,0,5,28,1,9,0,786,9,34,0,6,0,2,2,0,0,101
TCGA-56-7582-01,310,1972,620,140,1469,1358,1540,8951,244,537,229,846,5514,308,571,276,466,202,59,144,493,236,2416,280,358,126,118,388,135,99,882,145,122,1116,161,5113,432,23,298,401,10655,660,56,0,292,934,621,229,392,359,138,8,145,311,215,304,328,11501,198,695,49,1202,319,489,120,6,678,295,2,1008,35,3028,21,1,26,370,855,255,922,7,8,2946,305,53,75,83,0,52,47,4,65,2,77,26,55,0,289,307,39,2,0,28,16,0,3,9,212,1,3,4,142,106,3,9,2,0,1030,3,0,0,0
TCGA-56-7822-01,238,1216,436,121,499,1521,482,4127,1254,169,198,410,3189,282,524,1595,489,49,198,158,463,1407,14982,383,93,55,39,592,235,152,4192,1808,487,745,148,3153,221,223,110,204,6550,867,67,30,146,3587,1939,919,68,436,491,823,2085,305,373,161,485,3497,905,1137,191,365,1867,1939,340,6,1300,576,39,94,503,343,861,33,137,532,323,1203,527,290,27,10412,7065,71,2,113,0,1,34,5,29,31,44,90,25,498,1070,105,573,8,1,29,111,109,86,12,570,8,339,7,596,775,22,3,7,0,11,0,0,0,0
TCGA-56-8201-01,422,3185,1701,330,1431,1596,572,8454,574,486,150,643,3263,9,462,512,346,94,234,21,429,369,5987,770,170,127,56,68,102,69,302,249,8,47,43,2859,64,55,2,208,4231,430,126,0,203,1861,875,67,30,307,456,40,221,569,198,124,146,142,205,570,7,5,214,5,53,0,736,553,21,19,345,1259,25,1,79,274,459,350,2360,50,5,8190,423,216,0,18,0,3,3,0,188,2,133,219,2,1,606,1096,137,23,0,39,0,0,9,6,78,6,28,5,147,0,91,0,22,0,2,4,0,4,0
TCGA-56-8304-01,397,3546,1720,536,1653,3021,1040,11654,9,352,55,948,3629,208,319,285,531,332,51,93,213,232,874,117,331,126,45,312,22,120,206,556,121,741,1,1145,271,28,290,581,3761,2390,197,3,121,1596,386,29,472,132,46,58,164,73,1117,200,1649,236,550,411,74,35,232,652,309,6,272,403,40,84,15,229,177,3,79,12,362,97,176,10,204,2579,1390,20,0,26,149,9,20,13,135,21,105,29,53,2,223,378,88,4,1,4,0,259,1,22,236,3898,113,1,188,0,5,8,3,0,1,16,0,1,7
TCGA-56-8305-01,600,1698,475,408,1590,1061,952,6226,47,287,126,673,2145,339,379,338,524,18,162,91,314,460,1864,284,204,164,130,217,52,104,870,710,20,919,602,4546,491,92,263,96,8510,471,131,13,124,1283,810,2065,49,242,303,38,132,354,221,148,706,5323,559,642,86,570,341,34,129,4,506,409,23,111,284,683,266,1,39,1273,613,338,1327,266,34,7098,1068,18,23,261,2,207,59,36,284,6,91,344,92,41,178,51,73,5,0,28,4,37,17,9,182,2,108,0,11,114,463,1,265,0,40,0,0,0,40
TCGA-56-8307-01,882,4397,735,331,2163,2831,1141,8156,39,291,82,653,2916,491,695,318,932,30,75,222,284,86,1319,424,204,394,150,1162,74,105,649,102,325,28,77,3503,310,10,3,314,3315,512,50,39,221,1589,1376,1,1,242,337,14,133,143,340,211,1150,695,45,485,0,4,83,34,93,325,266,714,6,1785,1,735,38,0,27,64,492,4674,308,283,304,2820,208,92,0,115,32,27,2,1169,82,98,1900,46,61,0,225,297,27,8,0,3,126,167,2,146,25,8,33,0,844,1,29,814,6,0,102,182,0,0,1448
TCGA-56-8308-01,385,1211,613,142,826,1430,430,5332,85,156,257,598,1664,192,249,617,1131,89,243,1,524,733,2420,553,258,136,41,4,133,100,1624,335,107,637,49,4952,600,49,64,156,6977,581,259,42,213,1610,800,10,55,251,297,187,619,638,729,140,247,3791,307,1044,7,58,393,186,161,16,1083,693,8,349,0,303,210,4,62,173,669,244,799,14,13,2871,826,40,34,54,692,1123,9,1,53,7,59,476,188,3,205,527,17,2,1,25,5,17,13,7,194,9,110,11,250,0,15,9,7,0,0,0,0,0,0
TCGA-56-8309-01,315,1292,554,290,850,1218,355,6113,17,415,275,406,1883,99,321,973,1122,16,218,88,978,434,6791,597,48,145,29,300,143,576,1215,174,6,9,2,5945,224,382,25,512,2286,998,173,5,192,5350,7731,2,0,575,1855,76,2536,368,66,155,361,390,157,3455,50,3,236,222,202,39,440,1907,2,289,8,945,1405,3,144,50,74,1798,1348,682,123,4761,275,346,1,237,7,3,22,0,178,28,564,350,12,0,365,292,19,25,3,40,601,159,21,16,534,262,459,121,507,0,19,237,16,1,0,20,0,0,0
TCGA-56-8503-01,319,1424,726,199,1026,1214,395,4758,286,286,230,381,2155,92,392,809,578,134,430,65,420,1021,3696,699,46,100,23,517,114,194,741,203,81,1803,215,2048,125,51,46,125,4947,447,38,174,289,1167,1326,1534,122,313,213,113,294,458,281,108,797,524,372,583,7,326,440,15,202,12,798,628,39,178,186,1154,36,20,70,199,302,414,1745,59,25,3448,960,151,12,48,0,2,52,8,85,99,77,577,11,0,739,875,31,42,0,36,5,23,131,21,156,9,27,27,75,42,566,212,13,0,43,1,1,0,2
TCGA-56-8504-01,430,4987,2035,388,1283,2096,905,11751,77,317,214,1474,3991,277,432,400,480,678,143,147,607,456,1918,286,371,179,35,444,54,362,856,538,273,207,342,2039,145,91,205,85,5346,1138,75,7,190,593,382,267,68,255,84,29,267,269,88,250,978,3575,228,296,29,0,479,48,180,1,543,334,27,293,12,103,63,0,115,688,99,224,439,2,47,2754,168,67,1,30,0,0,9,0,243,1,29,67,19,0,91,78,37,1,0,28,1,16,1,23,123,1,83,1,18,2,12,1,7,0,0,10,0,0,1
TCGA-56-8622-01,64,300,208,55,243,436,53,1765,1428,84,177,122,820,3,274,1002,479,20,268,78,286,451,3972,570,235,34,23,432,131,95,3790,403,2996,1742,3,1492,801,61,42,80,7043,995,103,2913,60,2501,1144,1051,207,1261,443,74,461,236,328,68,5680,1417,1121,1304,1993,565,716,585,247,1,640,640,22,129,928,402,1770,6,123,496,510,1110,797,56,11,8425,1057,96,0,127,3,3,67,3,50,7,684,80,82,0,747,460,450,2,0,25,12,51,19,9,618,0,558,15,2690,6787,32,12,11,1,0,0,0,1,0
TCGA-56-8623-01,27,338,73,44,109,387,44,1710,3,113,3408,116,906,8,176,4018,3212,10,2551,1,2489,6959,24362,2281,83,42,14,5,1184,4169,26713,28,20,50,0,12829,169,2286,9,131,1767,5253,4660,15,107,21465,9403,8,6,7672,4494,4395,2803,1881,35,62,771,275,100,23627,4,1,3807,0,5142,1,2882,4615,6,38,7,19476,13303,433,1013,33,12,5140,3714,30,8,45439,108,1242,862,1233,1,4,5,1,172,12,51,8786,72,1,193,108,80,97,20,412,585,19,149,4,5111,5,3356,6,334,13,594,12,878,0,15,4,1,0,3
TCGA-56-8624-01,108,1182,490,151,214,626,171,1030,1523,191,218,160,1486,6,204,895,614,74,218,133,286,645,3247,238,127,68,10,600,256,111,2521,122,32058,103,204,2315,62,166,279,95,3651,880,261,74,117,2038,2046,388,66,11533,2664,1172,2738,376,129,147,3655,147,1243,1450,137,0,396,14996,394,7,564,730,130,95,79,121,1165,16,166,598,12,647,856,88,178,3859,106,62,1,160,0,2,38,1,565,17,38,96,30,0,36,68,2570,3,1,44,83,8,53,3,460,3,402,22,238,6878,638,3,80,0,29,1,3,0,1
TCGA-56-8625-01,604,1691,1012,356,2128,3440,832,5652,81,430,157,477,2821,121,260,747,818,84,210,41,353,620,6475,308,121,171,52,94,213,234,1427,148,56,187,92,4873,494,161,813,291,3564,975,34,11,197,2446,2299,42,26,531,470,70,586,785,85,614,723,312,423,1950,42,12,247,107,994,5,663,1499,4,128,133,1195,338,2,71,254,28,1207,1195,8,320,6696,421,756,1,162,1,0,1010,2,455,13,131,108,68,1263,228,254,64,3,1,54,5,133,105,20,270,2,315,7,71,16,39,116,23,41,29,3,700,51,9
TCGA-56-8626-01,169,637,407,206,652,745,111,2140,855,176,386,277,1625,262,379,1344,578,57,282,99,683,1185,4345,494,116,102,27,1107,245,620,2388,168,518,260,586,3234,157,641,164,64,2784,829,195,1105,155,3506,1876,134,901,832,634,308,1049,540,83,97,1130,379,489,3655,45,322,588,1,435,5,840,1300,59,198,98,934,1657,7,113,245,447,668,3925,334,29,24630,830,50,30,353,957,73,112,231,174,8,243,20,164,0,83,366,225,7,12,112,55,112,252,66,754,19,782,1,275,4,667,3,72,0,4,0,0,0,0
TCGA-56-8628-01,279,836,636,273,693,666,206,1841,91,109,486,494,1793,210,363,1753,1225,55,926,0,779,1328,5512,1106,57,120,10,0,365,350,2123,453,147,138,1,4846,248,535,199,181,3558,1077,705,13,195,2666,2506,0,21,1055,1160,477,724,399,34,98,803,213,264,6081,50,11,779,58,964,15,1489,1299,13,89,1,709,1511,20,196,121,527,503,1323,4,165,16182,365,170,14,272,526,7,16,100,128,557,111,192,107,1882,186,90,33,4,0,65,21,68,31,225,853,15,649,1,184,0,78,15,66,10,1,1,0,0,0
TCGA-56-8629-01,386,2271,599,461,935,1531,519,7921,287,576,223,631,1457,221,270,292,798,28,119,526,233,269,3361,106,98,234,50,1427,48,76,1033,9,36,308,535,2270,302,9,45,120,8964,947,38,15,118,1478,613,416,27,482,417,10,749,410,148,110,2023,4193,355,92,22,8,1030,64,218,17,1074,752,192,115,337,923,213,0,19,236,333,1410,1679,979,220,2486,834,35,15,483,0,2,17,3,394,13,62,7,102,1,425,249,28,4,0,51,8,377,86,15,838,2,102,0,227,2,158,2,102,9,6,0,0,0,1
TCGA-56-A4BW-01,485,2277,1333,488,1570,2796,563,5890,161,273,133,1051,3137,406,348,277,876,234,154,100,594,412,3341,216,301,233,79,374,72,360,910,148,86,393,111,3486,265,31,146,224,4001,986,29,3515,156,896,518,3,18,256,137,102,298,212,600,265,2290,80,267,400,11,29,186,180,107,31,431,518,101,58,16,562,151,9,128,123,1130,438,2159,34,186,3387,846,58,11,822,0,13,44,0,142,10,98,78,69,0,59,1040,93,2,0,26,35,20,20,35,1719,11363,132,39,351,0,86,15,4,0,10,2,0,0,23
TCGA-56-A4BX-01,339,3604,839,311,1596,2461,1083,10339,317,677,82,610,3762,661,755,602,1154,142,87,242,613,510,1736,104,644,281,57,1048,214,574,1180,118,39,577,40,4188,220,73,1669,205,16126,1660,205,202,435,998,1744,30,14,431,146,67,80,157,93,305,1186,6897,147,806,111,18,709,1358,155,66,351,1430,33,1449,46,37,1,6,37,287,1837,218,138,20,31,3069,691,26,27,79,0,18,35,0,567,68,11,12,147,3,80,10,24,0,0,12,0,20,10,36,46,22,9,3,633,0,9,4,4,1,3,0,0,0,0
TCGA-56-A4BY-01,973,2169,987,455,1206,1422,533,12628,453,337,75,827,5644,238,710,698,1288,109,165,117,587,869,4735,587,235,131,111,438,264,285,2573,22,10,170,146,6692,681,178,396,807,8058,1172,560,17,361,1586,1020,7,170,711,1163,721,1002,447,32,689,853,23424,1176,1222,35,0,408,38,654,16,1730,2253,6,537,14,189,234,20,353,71,47,554,2090,31,78,2136,66,60,102,196,0,3,11,4,55,6,47,86,257,0,62,800,615,5,2,26,13,8,32,48,2043,15,223,1,401,0,56,8,11,1,183,1,0,0,0
TCGA-56-A4ZJ-01,218,872,522,345,495,938,249,1939,194,121,793,370,1358,154,201,2135,913,61,561,82,922,1880,9943,810,97,81,8,451,466,837,3626,250,2024,84,158,5003,158,556,37,199,4420,1848,502,630,127,7578,2846,6,280,1181,3454,1774,1086,824,73,92,2101,195,550,10197,11,6,993,5,884,5,1467,3359,6,416,10,1645,3600,18,405,395,582,1019,1596,22,5,23157,1678,443,34,448,0,0,25,1,145,33,78,77,66,0,391,122,228,36,1,106,36,15,180,19,2468,6,2734,5,342,11,241,4,35,0,22,2,0,0,0
TCGA-56-A4ZK-01,788,1921,1202,588,1317,1557,542,5174,108,403,106,883,5983,401,878,511,552,201,176,20,333,819,2023,256,360,342,94,18,62,65,1326,84,83,1463,96,3326,180,31,367,751,5743,930,77,36,373,1100,671,27,440,381,271,138,1561,367,49,1038,1712,7813,692,555,37,154,322,603,277,0,681,1511,88,217,318,556,19,3,81,1351,11,320,394,16,106,3450,530,79,0,36,0,11,5,0,1486,30,115,141,398,0,363,234,260,10,0,12,0,1,25,31,333,15,6,2,44,0,26,1,5,0,13,1,0,0,0
TCGA-56-A5DR-01,635,3789,1798,810,1237,3980,745,9226,653,405,191,715,5096,94,522,197,603,79,136,117,185,394,2943,321,541,146,47,833,35,95,273,581,18,70,502,3199,309,9,165,622,10865,1206,74,330,662,1038,360,39,9,114,87,27,242,236,1470,171,2906,6162,541,317,11,49,210,23,93,4,247,1179,111,35,31,307,132,1,60,144,3,154,494,149,37,6846,709,77,4,22,15,128,55,4573,284,46,89,156,155,0,2580,586,27,0,0,22,0,6,3,137,142,1,61,6,297,0,30,0,10,0,0,0,0,0,48
TCGA-56-A62T-01,711,6488,2726,700,1218,1647,2193,12238,739,570,159,1275,4674,6,734,225,1149,125,195,73,206,381,3149,225,413,123,79,125,74,59,2941,321,1228,211,445,2303,784,10,109,149,16461,616,348,1357,144,1597,2066,1747,107,363,167,15,148,547,148,293,113,56250,546,113,63,40,310,1060,1607,45,252,321,106,658,553,2893,5,2,11,78,28,1340,2243,482,43,5189,1081,33,193,372,0,0,86,1,271,9,251,11,76,0,96,1225,66,2,1,29,7,345,95,5,142,1,8,124,236,146,937,6,160,0,6,1,0,1,0
TCGA-58-8386-01,455,2904,2915,338,2165,626,1195,10139,342,221,601,3120,3674,31,430,1639,707,81,872,25,1133,977,12764,1126,489,116,61,344,392,779,3872,1003,569,474,119,5343,881,525,32,285,8323,1972,941,58,296,6942,3040,26,14,772,1172,725,526,463,134,122,1055,651,114,12876,1749,514,752,1742,559,120,1593,1582,70,63,2386,2169,2705,25,218,923,3,1236,1989,171,42,41882,1435,269,37,492,2,1,175,911,738,270,86,86,225,1384,157,280,85,27,31,107,427,13,22,2,1459,24279,1444,1,48,116,165,3,39,0,12,0,0,0,67
TCGA-58-8387-01,543,3609,1328,672,1005,3675,974,10505,75,188,79,357,3354,17,468,445,175,2566,47,22,100,149,1053,131,156,129,74,29,42,239,141,164,5,157,503,933,275,37,119,307,878,783,35,0,183,1566,336,1,212,49,68,18,233,156,30,244,458,363,69,395,4,215,79,27,113,6,228,261,77,205,42,351,83,1,26,19,333,344,114,0,8,1722,169,86,0,10,2233,0,42,2,78,32,40,62,49,3,249,234,18,16,0,7,1,207,10,5,60,37,25,21,258,1,24,1,0,0,0,3,1,0,0
TCGA-58-8388-01,866,1455,836,633,1057,1317,465,3864,256,191,295,389,2608,5,516,1065,459,249,407,54,583,672,4409,645,75,233,45,270,391,227,2004,240,4,71,1,4750,83,383,454,516,3444,567,143,197,450,2211,4928,1265,2,769,388,201,2122,623,86,225,106,235,50,3841,4,5,319,5,356,74,932,1627,15,236,166,364,844,15,95,34,1,365,740,1,37,11569,136,75,21,183,0,3,5,2,91,305,40,487,15,0,71,159,53,8,4,71,5,6,38,1,418,6,397,144,146,0,65,241,24,0,16,21,0,24,0
TCGA-58-8390-01,1038,1995,1630,985,1405,3601,481,7915,195,317,122,476,3817,134,558,537,649,88,345,191,315,278,2708,436,43,260,114,539,209,214,1768,7,45,835,666,5263,138,27,128,560,3704,513,313,6,787,2052,1975,52,17,731,437,42,400,326,82,266,1040,605,46,811,224,742,787,392,302,248,464,838,84,253,7,290,117,9,117,56,53,476,1029,1,52,5426,123,93,3,43,2,7,2307,8,37,97,116,268,5,281,528,36,211,22,2,259,1,140,46,83,372,1,39,0,224,1,43,5,15,145,358,37,0,2,1
TCGA-58-8391-01,757,5758,2129,1064,1622,4083,1540,9583,118,278,40,855,2780,206,413,402,539,125,114,157,1258,223,2178,272,585,257,154,389,36,235,521,36,108,225,7,4161,1196,35,71,767,5438,712,16,40,376,777,269,4,14,277,54,7,1217,398,4,191,987,7461,333,492,12,28,175,71,32,1,901,294,14,476,0,242,189,0,77,26,695,65,228,2,7,6058,193,20,372,44,0,0,40,0,68,6,68,36,37,1,105,16,196,22,0,15,0,1,3,40,341,0,279,0,101,2,8,12,1,0,3,0,0,0,0
TCGA-58-8392-01,895,3353,997,517,1383,2336,1152,14405,457,323,243,786,4063,464,777,474,1025,395,217,308,389,784,1561,376,375,229,141,748,109,407,1338,210,53,1421,891,4923,748,96,433,501,11305,1063,149,126,391,1258,811,189,44,251,135,85,443,647,61,228,674,4191,271,1601,77,301,430,579,201,149,873,1552,2,409,3,196,349,2,130,1026,740,567,568,6,95,4517,1895,18,163,99,962,281,32,254,121,15,16,152,184,14,138,88,95,11,2,40,5,332,9,56,270,15,290,1,69,0,17,6,88,0,6,3,0,0,1
TCGA-58-8393-01,449,2515,666,260,1638,1672,662,10195,244,455,265,1143,4254,250,601,1467,872,6,275,39,702,640,6159,536,272,102,76,112,144,244,2289,74,20,127,53,3797,89,301,15,172,13466,1029,73,16,620,2405,1813,278,71,395,1428,210,964,356,812,291,2227,10222,800,4299,24,9,460,19,386,0,1502,645,2,55,682,720,740,6,166,294,91,1660,746,8,7,7515,340,99,6,610,1,0,8,0,438,29,94,97,77,0,512,901,318,22,2,43,15,6,16,46,943,2,457,0,186,6,125,1,38,0,102,0,0,0,0
TCGA-58-A46J-01,1273,5579,1252,828,1722,4374,2062,19564,172,659,301,909,6767,217,954,2447,968,1354,693,134,775,1511,5801,1177,198,511,20,521,216,304,1060,584,32,117,1324,2781,512,632,2232,723,2456,2005,291,12,263,3195,1463,5,2,419,1068,3268,234,333,53,470,973,371,715,3814,16,75,859,96,505,35,2212,896,26,463,7,1156,1712,21,299,107,588,577,1036,52,188,14209,314,142,2,146,2,13,100,4,106,70,36,955,559,0,96,80,32,40,1,53,39,87,53,28,944,11,1091,0,90,5,138,3,22,1,6,4,0,0,0
TCGA-58-A46K-01,431,2032,458,236,753,1058,725,8707,89,368,131,1030,1007,169,272,181,319,3,89,103,195,361,1399,144,98,234,92,393,36,58,2321,15,9,187,292,3006,605,19,162,216,7859,751,8,2,198,429,395,130,10,122,43,26,1139,226,344,134,259,8142,126,406,24,19,141,53,235,7,333,284,3,222,135,23,8,7,8,2010,709,822,304,5,26,3318,94,27,31,598,0,5,21,1,269,5,19,37,241,0,36,426,63,2,0,14,0,1,0,33,61,0,33,5,8,3,19,8,2,0,23,0,0,0,0
TCGA-58-A46L-01,643,4913,1270,511,2097,6713,1606,23201,937,952,411,1423,8835,187,1895,596,1428,93,487,82,1513,1028,4700,717,594,1268,190,300,265,100,891,125,313,221,1066,11517,579,58,445,751,4253,3006,16,156,2014,1459,1585,38,58,414,246,305,319,856,657,411,1181,1751,700,1011,362,321,501,640,193,26,1019,522,49,135,793,408,60,5,93,573,2158,828,1195,113,140,4909,248,124,31,202,0,1423,18,2,882,35,140,244,724,2,219,3157,470,3,4,45,19,98,28,90,541,85,74,4,945,23,288,5,9,1,40,1,0,0,256
TCGA-58-A46M-01,691,3665,2036,797,1967,3502,1187,12303,54,682,223,1590,5439,510,935,219,666,146,107,86,328,544,1705,147,754,259,253,327,38,40,176,10,61,256,54,2896,890,23,5,484,8935,1648,21,3,362,539,529,17,719,201,41,3,290,781,20,473,848,7145,94,197,1,0,95,47,89,19,201,139,5,540,722,211,4,0,12,36,1241,261,157,12,2,3400,80,52,27,373,0,17,18,0,824,95,136,17,158,0,127,195,14,1,0,39,0,1,7,54,3,4,4,7,58,0,295,1,6,0,17,0,0,2,2
TCGA-58-A46N-01,663,4210,1227,785,2302,2434,1528,17161,146,287,25,877,3664,486,549,290,542,240,104,226,299,184,1334,143,341,306,55,671,87,57,159,53,400,1032,38,3359,938,2,153,1428,5409,760,131,4,325,528,135,3,114,264,14,12,396,280,5,213,1401,9973,659,288,20,55,199,179,102,9,940,590,8,456,1,98,4,0,9,185,5,19,123,4,9,2889,227,8,146,38,0,2,23,0,191,15,23,90,36,1,93,111,68,6,2,1,2,3,2,15,13,11,4,1,249,9,1,9,4,0,84,0,0,0,1
TCGA-60-2695-01,1649,7633,1220,994,5881,7358,1843,9852,11,1235,547,483,8757,185,1019,1255,1019,605,193,61,519,866,4145,386,51,230,151,450,284,403,2726,7,2737,211,792,5610,212,430,1151,1182,2142,1009,625,51,1691,3686,1142,16,186,1277,696,183,895,522,107,1378,3320,396,67,2378,19,3,1040,7,296,8,1204,4089,4,341,2,860,868,21,332,91,114,3312,3156,45,22,8308,147,92,112,73,0,24,10,130,523,20,121,227,36,1,292,118,618,22,2,52,1018,393,15,22,2096,3,246,394,70,0,220,407,1280,143,627,0,0,0,0
TCGA-60-2696-01,725,3289,2267,492,690,3079,663,5173,181,584,311,1138,2576,2,661,882,1605,71,166,10,792,528,5882,504,610,93,23,11,223,429,1295,380,3992,73,1,2866,633,577,69,453,7085,1791,314,1,222,2475,1006,5,35,535,2013,274,284,382,840,309,585,4149,482,2083,0,1,1439,6,307,1,1272,868,44,305,3,837,1280,24,131,46,6,504,2479,583,2,10917,1054,110,3,82,0,2,558,1,2015,18,45,116,90,0,2900,191,68,166,2,59,15,17,10,4,1753,4,402,1,380,0,48,0,7,0,0,4,0,0,4
TCGA-60-2697-01,274,1413,323,175,607,947,683,5691,2,322,1172,649,2647,122,329,3833,1327,58,706,1,1205,1316,14972,2625,84,71,25,43,1172,943,7084,31,5,244,12,11428,113,290,61,287,7262,3187,453,3,192,6056,4063,274,238,1323,2540,2270,1186,927,230,161,707,2218,196,20418,5,44,1860,2,1215,0,3957,4199,4,112,82,896,5747,49,746,157,92,1980,5295,7,20,39067,104,246,8,736,1,2,16,13,328,10,176,6467,50,0,400,959,92,74,4,282,25,16,120,34,4233,13,2180,5,88,0,294,7,58,0,14,16,0,0,0
TCGA-60-2698-01,546,5720,1978,443,2212,1677,1028,13250,703,571,996,1281,3529,153,749,1543,1472,235,279,12,679,885,7843,983,720,87,113,144,305,690,2411,219,394,457,1843,3810,829,198,87,697,12116,1863,3021,40,233,5096,1783,2424,214,834,1956,408,456,396,15264,161,814,1489,342,4259,31,81,827,74,516,15,2102,1257,92,257,204,1801,2089,23,176,118,19,1877,2810,1051,20,15825,1234,330,19,283,152,309,61,2,538,16,226,1143,92,0,242,1258,45,72,5,92,53,87,29,9,1298,2,529,22,227,0,258,7,82,0,17,3,0,1,4
TCGA-60-2703-01,616,2835,577,244,481,2403,606,6946,10,276,87,556,3747,61,443,281,391,308,107,6,537,322,3875,210,40,248,80,59,174,177,955,236,22,47,7,2235,199,41,228,254,2710,777,223,20,107,1678,996,288,116,176,219,26,197,543,511,61,214,317,136,174,21,3,146,15,193,168,538,1014,135,94,46,1377,64,0,19,5,6,522,3797,7,37,2950,538,45,1,17,423,12,29,66,7,39,43,3,44,109,69,67,820,25,0,46,150,14,4,18,217,0,17,7,1721,1,119,1,5,0,0,0,0,0,0
TCGA-60-2704-01,370,2176,305,126,927,1496,771,7395,273,393,621,831,4654,330,652,1173,1159,378,303,129,1897,1244,13472,906,116,160,124,774,768,663,4253,51,134,141,304,12815,410,362,395,324,5245,1637,245,3,281,6579,3505,192,398,868,3911,400,692,1757,30,491,331,1938,158,11823,110,194,533,108,1175,12,3366,2839,9,861,92,4855,1427,9,204,145,771,2107,8182,5,15,13415,401,230,20,239,0,84,15,1,207,13,85,628,274,1,380,456,196,28,1,129,129,86,207,23,905,8,519,11,198,0,62,28,43,0,20,1,0,0,0
TCGA-60-2706-01,808,4238,1940,1529,3442,6881,950,24642,0,1354,237,1563,5649,455,574,712,793,83,222,0,533,441,5018,428,69,80,76,2,132,158,2216,75,0,121,0,2324,207,221,199,581,25725,1057,292,3,436,2441,795,317,0,544,998,106,563,500,204,1220,362,24450,63,1359,1,0,2374,3,512,20,821,676,65,27,3,1191,2522,14,404,180,22,4716,1477,518,16,2211,29,247,13,95,0,294,7,22,1743,125,232,102,6,451,540,216,3,9,9,361,13,9,11,94,4291,7,134,9,17,0,28,0,33,1039,1,1,1,0,0
TCGA-60-2708-01,369,2469,747,126,1349,1529,565,6602,201,158,263,875,2749,72,429,655,601,248,338,33,929,604,5200,489,333,64,35,174,123,251,1222,883,1600,150,207,2284,563,197,82,259,5697,713,106,24,83,1247,1821,4,546,715,1697,86,144,515,6,188,980,998,324,230,177,40,353,1346,686,8,911,566,52,313,312,2831,26,2,75,418,257,659,1490,24,61,4947,1380,39,6,43,0,6,45,1,573,21,15,43,52,1,53,91,85,9,0,44,5,433,29,12,511,4,26,9,27,13,7,24,0,1,27,0,1,0,0
TCGA-60-2710-01,1227,4784,1197,734,4391,5831,1214,12137,155,674,893,780,7718,243,459,1069,881,149,343,147,1292,1831,7037,595,156,116,114,191,268,243,3818,679,109,1630,6,16634,246,156,244,705,11166,2261,358,62,450,3041,1886,198,164,1018,1710,446,1480,517,55,969,960,13101,573,6983,486,184,771,5091,450,1,1034,4146,5,503,24,749,1894,16,174,144,625,698,1902,2,38,12363,3356,195,15,373,18,11,3,3,64,11,44,111,2,0,210,159,152,7,6,97,15,31,25,10,969,9,491,2,121,3,58,14,21,0,28,7,0,0,0
