,RAD54L,CCNB1,PKMYT1,TEDC2,UHRF1,ZWINT,PBK,KPNA2,HOXC13,E2F8,HSD17B6,SHCBP1,ATAD2,HOXA10,MTBP,CLEC14A,PRKCE,HIST1H2BH,HSPA12B,HOXD11,HECW2,LIMS2,TGFBR2,BCL6B,F12,CCDC150,CHRNA5,HOXD10,PREX2,SLC1A1,LIMCH1,LY6K,KRT75,CNFN,HOXC10,UTRN,C3orf67,TMEM100,SPTSSB,TYMS,TSKU,GPD1L,HBA2,LGALS7,ARHGAP11B,CITED2,PTPRM,KLK6,IGFL1,FAXDC2,PDK4,DES,DAPK2,RECK,MYEOV,CCNE2,ESPN,SLC7A11,PLEKHN1,LRRK2,DSC1,SPRR2G,SPNS2,DSG1,ANGPT1,PAX3,PCDH17,DDAH1,NPW,KCNQ5,SLC6A11,TREM1,FOLR1,LEFTY2,GNA14,TRPV3,TBX18,ENPP4,AKAP12,SYT5,SMC1B,LPCAT1,ULBP2,LILRA2,SERTM1,PRDM16,CTAG2,GOLGA6L7,WNT16,CTCFL,CPNE7,PDIA2,SYNGR3,SELE,ANKRD18A,PAGE2,C15orf48,AIM2,BBOX1,PROK2,CYP1A2,PRTG,TRHDE,AGMO,GREM2,HOXA9,TMC5,PNMA5,CAPN8,ELAVL2,CLDN16,PNLIPRP3,RSPO4,KCNB2,TRIM58,GLYATL3,HS6ST3,SPIC,DEFA5,FGF4,PNMA6E
TCGA-39-5030-01,389,1669,777,377,1078,1274,511,6960,69,235,101,438,2075,116,290,684,302,88,193,17,546,509,4018,526,33,99,12,63,138,239,1239,29,172,189,4,3391,99,48,22,325,3480,400,62,38,94,2364,2143,93,16,314,203,252,459,357,88,161,540,350,129,541,5,62,263,252,419,38,685,1168,7,629,3,380,274,11,105,79,127,721,1294,2,22,3909,294,79,0,47,8,0,33,0,91,151,126,4842,2,105,276,310,43,4,0,41,8,70,82,49,115,192,79,48,149,0,13,167,11,1,1,42,0,2,1
TCGA-39-5031-01,402,4280,1263,438,1978,2230,1595,10015,753,327,696,869,3819,490,445,940,2673,1450,905,384,575,1345,3734,829,497,94,59,577,253,390,1553,546,772,1745,1234,2563,256,183,796,951,11471,2340,275,1377,138,2787,2420,389,2593,776,818,987,446,695,198,444,1265,541,409,2979,69,1713,584,990,567,85,1038,2347,476,449,412,765,1303,81,247,351,293,1014,1344,5,173,13651,830,137,6,242,2610,4,36,1420,193,51,189,403,89,8,334,165,58,27,4,75,46,348,91,57,961,63,550,128,143,1,436,13,8,1,22,5,2,6,190
TCGA-39-5034-01,234,3870,1020,303,1373,2392,1534,10142,226,251,531,810,8503,13,393,348,346,70,126,68,640,375,5348,339,192,35,61,220,606,1026,4551,2,19,86,1563,3451,25,69,1109,205,5478,1262,261,2,102,2203,519,3169,2,168,1429,32,296,503,1861,595,810,6820,41,289,1,0,1425,65,192,1,511,7178,258,73,5,4348,565,10,1122,19,10,1805,1196,0,22,108869,10,22,3,2624,1020,6,11,0,56,10320,203,22,43,5,180,176,4,39,0,131,30,8,19,2,7588,3,1767,44,11,0,17,45,20,1247,443,0,0,0,58
TCGA-39-5035-01,508,4296,834,239,750,1194,1850,8295,1336,310,113,616,3344,468,530,587,587,14,79,101,139,467,2208,88,314,74,89,731,54,99,2612,317,165,102,4902,2433,83,111,1857,145,2523,850,157,87,251,4237,947,104,10476,1176,504,375,1065,220,1492,151,2597,59,137,1541,11,22,151,316,5297,0,310,507,80,570,214,315,297,21,50,145,4,927,440,22,6,4282,355,96,1,19,19,0,2691,1011,141,40,136,62,27,1,556,2070,287,3,0,1146,2440,47,16,139,659,6,89,13,251,0,21,1870,3,2,11,5,0,0,0
TCGA-39-5036-01,448,3910,806,421,803,1586,1189,9068,50,276,168,1016,1860,167,177,198,547,106,51,73,149,168,1524,108,292,57,70,61,10,87,752,521,50,769,336,701,259,44,565,316,14249,1067,49,446,96,2530,132,537,28,493,193,40,405,123,760,174,579,7324,207,527,15,141,628,72,256,12,219,667,22,526,45,219,855,9,50,44,84,573,113,44,0,3737,765,71,28,247,179,4,43,3,122,4,71,8,22,1,219,28,38,0,1,14,3,42,1,9,1015,2,128,5,135,2,33,0,3,0,55,1,0,0,371
TCGA-39-5037-01,402,7185,1689,1214,1655,3146,2918,16272,570,504,274,1556,3667,1419,575,154,471,179,107,67,148,396,492,67,829,98,262,57,33,119,1628,759,80,743,927,1459,602,123,719,414,6873,1509,114,3115,277,446,218,299,545,136,43,18,838,459,9,117,877,12056,138,1765,29,309,53,397,335,65,729,904,531,175,123,232,564,0,34,577,926,444,108,59,22,4083,369,13,111,205,98,431,8,1,1245,68,53,52,232,0,173,53,27,1,0,16,0,44,9,73,245,17,189,1,271,2,327,0,1,0,239,0,7,11,4
TCGA-39-5039-01,166,1357,781,116,577,1043,296,4140,195,148,577,448,1091,132,112,1245,508,43,136,45,249,485,3678,416,173,23,31,211,183,1636,2505,405,16,62,109,1981,241,97,571,100,2926,1345,188,3,40,3835,1432,28,109,988,511,315,177,325,105,96,447,523,304,5850,8,5,322,17,415,0,813,2179,27,107,274,1097,2971,8,145,22,254,459,1532,1034,22,24882,757,69,0,131,0,0,83,0,53,19,62,1899,39,0,125,360,497,2,0,64,8,6,23,5,1872,0,704,9,89,2,63,4,4,0,15,0,0,0,0
TCGA-43-2576-01,216,1145,634,620,607,1263,182,4805,492,212,468,519,895,54,102,1112,332,134,443,35,322,1228,3488,723,87,66,100,100,162,164,5427,1189,0,446,1048,2191,15,55,176,257,3945,883,99,75,150,1826,1836,26,6,665,694,160,317,397,737,45,189,194,161,215,0,2,2623,0,189,0,523,2396,2109,30,55,10378,11361,7,181,116,135,491,557,141,23,17733,33,229,4,36,1155,2,11,0,83,17,210,124,41,3107,2813,454,58,2,3059,140,3,11,12,18,4242,16,2377,4,21,0,15,17,19,0,209,1,0,1,0
TCGA-43-2578-01,923,5611,1951,1421,1885,3850,826,17718,335,354,390,609,4817,607,1066,866,668,327,234,22,643,643,4594,403,59,183,140,45,566,366,2104,16,9,451,294,7822,720,241,98,852,9917,1371,130,3,378,2912,1215,129,15,543,2117,522,469,493,127,679,2438,7722,257,6796,40,0,476,134,727,115,974,1312,14,748,24,646,2147,33,233,19,131,1539,973,133,345,21331,234,68,3,533,0,0,707,255,83,57,624,78,85,2,108,105,35,2,8,283,13,32,80,214,1748,0,747,5,45,0,174,60,17,0,13,1,156,25,0
TCGA-43-2581-01,288,3207,963,413,2918,2728,297,14460,2,521,223,1627,3153,3,393,491,841,24,215,0,2237,1045,25467,456,71,131,71,4,83,2120,2247,4,0,60,1,6384,102,13686,50,485,763,2196,67,2,139,22570,3451,0,0,318,805,35,249,338,53,201,63,1094,521,8475,5,9,462,8,156,0,1026,2776,9,231,1005,8330,342,29,806,228,13,2172,1111,1,136,29171,36,262,0,87,1,10,2,3,1221,4,70,253,3,1,1421,239,40,22,2,318,0,9,511,6,1026,1,83,293,20,0,33,1,49,0,11,0,0,1,0
TCGA-43-3394-01,606,4540,1022,519,1428,1949,815,16268,233,244,433,651,3452,743,688,577,641,105,109,554,377,766,2497,441,549,74,56,1097,135,180,1873,92,29,220,278,3328,703,144,3501,256,4154,1840,112,68,308,2010,650,274,23,228,639,195,345,485,31,238,425,2488,485,2347,504,185,366,4336,359,17,2775,1846,27,651,64,1270,1227,4,137,929,931,924,694,99,71,7066,656,74,11,203,131,898,88,581,244,13,69,257,118,1,267,379,205,39,3,74,17,100,59,50,548,18,558,1,173,1,18,20,6,0,3,1,0,0,12
TCGA-43-3920-01,374,6418,432,336,529,613,1134,10791,64,200,439,350,4737,560,1080,349,546,2286,142,106,550,325,3084,187,123,178,141,508,847,483,720,1445,294,984,9,1460,266,203,692,202,4135,920,144,72,102,2185,1047,81,87,186,408,115,451,701,38,272,135,439,84,454,15,188,328,113,570,44,350,750,81,561,119,1519,67,7,73,109,1238,1242,2426,45,39,4612,759,107,27,15,1414,0,377,5,116,20,77,68,18,10956,1148,255,891,77,2,25,3,239,116,151,367,4,82,2,79,97,26,88,2,0,3,6,15,1,2
TCGA-43-5668-01,476,3032,2065,793,843,3590,519,30217,61,701,1188,1746,6865,263,558,733,1593,7,433,1,1771,529,12902,772,204,180,28,1,104,104,14534,727,27,1383,0,16971,399,21,180,1171,32801,7083,248,93,160,7556,1551,7,20,306,762,42,1567,1033,33,376,328,733,340,1054,146,7,1778,51,97,0,753,8637,432,125,12,317,172,15,2626,85,9,6024,7267,144,245,82682,42,349,0,113,1201,14,10,1,174,139,792,139,55,1,385,408,562,5,34,28,6,45,2,14,58,159,26,2,364,0,22,2,21,11,1,20,0,0,115
TCGA-43-6143-01,2774,7440,1137,1569,6942,10977,1813,15867,89,2020,650,3458,26084,790,2911,922,3795,168,364,2957,887,1111,4742,951,994,1324,395,11428,251,230,4037,2110,8410,203,5237,10842,201,181,4218,3283,9515,2004,780,16,1080,4301,2697,34,88,2082,11676,97,671,960,90,4359,4769,4417,427,782,190,7,377,158,7248,45,626,2679,52,474,1115,336,627,14,59,1399,778,1527,1712,19,2515,3329,207,97,2,74,2370,357,6,15785,502,16,1775,59,898,6,135,390,86,1,0,84,3,185,48,1272,458,53,57,2959,459,0,484,4307,43,12072,2617,1,0,0,6658
TCGA-43-6647-01,323,2053,831,290,1417,1025,372,7694,603,101,369,1217,2128,117,245,700,715,91,303,22,1063,829,13843,818,107,72,41,22,171,1148,1025,211,9343,218,137,4253,271,37,8,133,17467,532,63,116,113,2511,1997,27,717,583,585,89,242,825,495,173,362,3490,294,870,191,993,411,295,228,3,767,1605,7,221,628,2424,140,8,94,439,508,755,3268,245,64,9640,987,168,0,86,1,2,12,1,92,9,166,1241,45,1,260,424,973,6,4,89,3,456,23,5,181,2,77,229,356,2,133,87,12,0,3,5,0,0,1
TCGA-43-6770-01,1737,5617,2882,1102,3363,3224,1222,22579,78,543,320,1540,4190,381,532,2248,1353,412,387,12,1265,800,6294,899,591,248,89,14,269,497,4507,397,185,839,2,9379,789,255,356,999,14441,1301,306,201,711,4504,1689,193,115,839,528,137,389,661,135,304,557,20308,399,2534,348,568,912,718,632,6,5133,2890,143,2616,29,2055,781,1,182,763,636,500,2771,136,74,10771,757,127,34,230,8,76,97,4,252,28,179,86,363,0,222,144,240,21,1,35,5,39,233,31,505,10,430,2,610,5,19,57,14,0,123,4,0,0,2
TCGA-43-6771-01,451,4318,2204,417,2661,2412,661,6952,2,498,35,1289,1845,2,157,928,849,7,308,40,1518,412,10607,720,618,125,60,196,149,52,1041,42,111,30064,2,5336,674,19,28,473,16689,2185,514,933,108,5644,1429,50208,42987,277,74,9,298,460,8007,132,3166,1042,1720,258,54,17118,3170,46595,105,1,1092,469,276,99,82,694,23,0,33,4012,47,164,1298,3,4,9959,1299,31,0,65,1,1,5,1,100,2,27,123,91,0,554,842,399,43,1,52,7,11,37,1,630,1,20,8,39,50,7,1,12,0,3,8,0,0,0
TCGA-43-7656-01,665,3908,820,428,1190,3579,995,10870,416,809,168,1230,5513,903,569,862,295,204,341,73,559,804,3747,666,60,144,214,638,190,132,850,223,62,97,1300,7272,150,61,91,565,2480,1679,112,431,1278,3288,2102,19,10,433,1326,169,1785,600,548,184,2113,1545,109,382,1,12,385,39,304,47,749,2676,15,550,142,132,18,10,75,113,18,572,845,3,172,6731,262,5032,0,78,61,3,13,7415,93,70,92,92,72,502,786,813,132,0,1,3495,5,5,12,999,91,4,6,3,98,2,31,2,1,20,1444,4274,0,0,49
TCGA-43-7658-01,2040,7773,2257,2033,7761,8077,1644,14626,449,1732,426,577,9488,1356,1975,544,505,110,581,92,232,194,2187,354,54,495,512,176,49,1072,3568,263,130,327,60,6897,454,475,128,2007,2908,1203,605,1,1527,3577,1033,3,34,1978,259,139,874,461,336,2255,2996,171,63,961,25,2,194,38,159,2,288,5203,35,31,691,121,322,11,866,472,3,2461,1782,120,95,24177,75,127,3,130,0,28,3,729,801,94,237,46,101,0,155,208,710,7,3,571,271,1,15,505,4870,3,261,1384,99,0,2164,67,1997,4,540,2,0,1,8
TCGA-43-8115-01,809,2064,776,512,2183,3812,432,6858,168,433,417,635,2948,247,327,758,1155,132,307,69,526,1616,6496,413,319,246,96,418,213,313,942,118,349,108,853,4983,117,44,1281,278,3895,862,405,78,183,1701,1659,20,669,803,1424,830,709,1115,33,611,1204,407,151,777,26,15,508,58,585,9,672,2075,11,104,46,860,37,1,58,382,75,996,1565,16,486,3367,313,112,3,63,3,44,13,1,151,105,90,194,118,40,162,150,170,17,1,53,2,23,64,89,47,4,11,16,128,0,34,6,11,15,11,1,0,0,2
TCGA-43-8116-01,553,2145,739,296,2009,2199,581,5655,7,503,46,268,2325,306,433,417,652,116,129,72,198,163,1504,271,23,266,63,392,101,97,285,122,106,18,12,1809,204,23,27,229,2821,978,20,265,475,1905,583,0,1,153,289,76,142,116,187,83,1361,401,176,755,2,7,227,45,93,82,414,832,28,601,22,334,234,2,65,53,71,571,273,1,68,3097,95,32,0,38,0,7,37,0,186,39,94,79,10,0,102,430,55,10,0,75,7,106,6,490,307,2,124,40,4361,1,33,81,3,35,1,11,0,0,0
TCGA-43-8118-01,624,3725,1058,234,2451,4217,1275,11851,375,663,341,645,4184,207,531,1058,710,91,267,83,398,482,5110,522,354,219,76,344,286,454,2542,305,150,326,752,3617,422,307,97,529,3617,1516,254,2,333,2194,1521,243,111,416,4475,63,353,348,99,291,723,799,362,11573,86,13,1265,295,165,113,567,1144,11,452,5,1206,990,6,122,1115,264,806,621,47,106,13524,681,191,1,334,2952,417,8,21,335,5,53,43,123,1,267,224,51,2,1,85,4,58,26,18,818,5,1556,1,31,12,75,8,9,0,3,2,0,0,2
TCGA-43-A474-01,380,4962,1515,622,2241,2050,1513,4804,72,528,280,654,4089,628,753,180,675,267,153,486,196,386,1690,267,403,185,222,1660,58,250,2607,1216,50,431,35,4271,1855,3,2,501,7007,400,56,8,444,623,351,225,1116,139,40,219,63,312,434,167,1412,21579,365,46,64,16,115,151,94,0,1133,241,107,1337,6,189,27,1,15,124,1391,17,688,5,13,6400,634,10,21,39,0,2,48,0,588,233,69,14,2,1,35,360,28,4,0,12,2,4,17,25,71,0,4,2,144,6,1,5,0,0,1,0,0,0,0
TCGA-43-A475-01,850,2862,1451,1037,1654,3480,1805,10341,54,651,124,1666,5653,224,936,445,583,55,149,208,293,360,3642,196,112,207,189,1328,143,210,856,129,14,76,152,3775,228,40,5,718,7598,1646,459,6,795,1877,1819,1,21,326,725,67,1141,374,27,345,115,10972,135,1458,15,0,210,15,370,12,838,471,11,551,20,208,162,4,100,47,433,625,674,13,28,5378,82,108,7,44,4,27,18,1,368,10,191,111,94,1,349,1251,81,7,1,41,5,42,33,89,153,13,114,0,573,20,32,174,22,0,1,1,0,0,1
TCGA-43-A56U-01,357,1245,465,117,496,1041,421,2196,114,237,40,626,2111,61,294,921,583,340,168,46,338,704,4218,376,123,255,31,302,207,286,1280,188,131,879,220,3320,279,141,164,182,1043,1090,268,545,348,3325,1463,163,10,517,1742,492,652,377,561,218,1027,254,521,633,44,294,589,2092,216,0,484,843,19,88,478,445,493,6,566,281,53,953,1585,35,12,3699,576,100,6,171,1172,10,19,5,244,12,230,570,54,7,288,1064,205,30,0,13,24,36,67,12,4013,10,281,5,269,758,93,2,9,0,6,2,0,1,16
TCGA-46-3765-01,431,2608,318,198,588,1441,652,10534,380,241,96,395,1838,380,292,521,480,108,86,60,343,269,3361,209,185,85,38,85,89,234,1574,104,12,219,159,2201,605,95,22,233,4711,1047,23,5,83,1226,855,54,16,209,784,41,139,545,110,209,355,5889,176,2387,32,35,175,119,132,6,508,1583,22,99,59,696,612,6,64,60,318,1297,814,35,17,4433,734,87,4,48,25,27,13,2658,68,23,51,21,80,0,343,231,42,15,0,44,2,306,2,17,381,5,263,2,79,0,9,9,6,0,31,2,0,0,4
TCGA-46-3766-01,47,614,83,59,185,569,150,2367,81,115,742,288,1034,104,142,2060,500,16,323,15,628,782,8931,802,31,10,16,89,306,528,2388,298,69,58,15,3290,141,641,311,109,2444,1603,126,20,35,2616,1472,116,36,945,2490,416,469,682,57,92,348,161,103,4477,19,13,593,8,829,2,1396,1355,0,124,4,1460,1612,10,215,46,50,1278,2077,17,9,7706,395,124,20,165,0,0,4,0,33,7,36,311,8,7,214,572,174,5,1,121,46,41,38,18,787,3,265,8,231,3,55,5,33,3,8,5,0,0,0
TCGA-46-3767-01,165,1405,338,128,426,1297,300,3500,467,116,515,362,1975,236,252,2088,590,68,373,40,1138,943,8698,1258,62,39,27,224,440,249,3551,129,186,76,184,4917,144,288,105,183,3642,1339,63,268,124,1767,2170,14,225,784,1475,407,437,968,94,163,424,262,157,2683,14,53,642,57,1020,11,1959,1231,7,173,145,1536,1254,99,234,185,279,1225,2601,11,71,7505,621,146,9,215,12,9,78,127,120,27,78,660,16,644,439,246,662,23,2,102,37,82,62,38,701,5,257,28,391,6,158,13,24,0,51,1,0,0,7
TCGA-46-3768-01,795,5540,1373,817,2794,5975,2046,22183,289,727,106,1322,7147,646,1094,560,1006,11,219,122,331,363,3290,321,157,193,109,149,87,271,3027,128,27,193,108,4859,702,173,154,321,9220,1734,66,17,235,1042,586,1142,48,222,1219,39,1193,2169,14,440,234,13146,67,1928,5,5,220,28,180,2,588,1392,2,77,95,836,385,3,50,309,556,3370,520,11,27,6429,282,131,49,64,0,3,31,1,40,1,60,52,174,0,90,48,27,8,1,13,6,6,5,16,428,0,63,1,137,0,36,20,18,0,153,0,0,0,0
TCGA-46-3769-01,412,4921,780,359,940,2598,798,5128,23,394,677,988,3333,645,364,529,1338,27,200,0,301,368,8266,712,310,17,86,53,57,80,4914,1973,43,82,34,2232,563,106,5,206,13090,292,206,1,71,5413,1546,5435,38,582,227,959,312,442,912,187,562,4550,359,218,21,9,230,504,1349,0,478,2764,1,41,48,1499,2009,4,38,112,881,346,2196,994,550,15257,2952,53,6,16,1,0,58,2,598,1,878,33,15,4552,1271,1304,9,15,0,160,21,1305,15,24,1643,1,20,1,108,0,16,0,18,0,3,0,0,0,0
TCGA-46-6025-01,533,6625,4472,1375,2646,2752,1090,27201,104,203,101,1821,3691,424,710,775,830,213,185,474,604,464,15622,295,927,131,236,1074,76,175,2736,636,198,184,2,3122,1507,62,40,524,23722,1071,109,14,365,3120,722,50,155,152,158,80,450,681,217,93,2454,23896,1254,1135,22,12,318,186,269,6,723,499,32,988,19,936,1066,1,64,283,343,163,542,2,81,11076,275,42,6,3335,1,0,127,0,368,10,34,11,95,1,155,1049,199,2,0,26,6,5,19,60,193,1,223,6,204,6,36,0,14,0,31,0,0,0,1
TCGA-46-6026-01,1495,4201,3137,1586,3642,9092,1623,12200,780,813,354,483,4359,276,927,675,568,302,758,61,1148,1551,2689,401,713,874,193,743,122,272,1561,239,723,2726,469,3844,1158,661,672,808,4081,742,207,1194,426,5858,2252,316,69,446,668,294,426,124,12,277,1260,1101,251,657,1637,1559,1161,12499,112,3556,824,2099,486,5689,6,422,1032,29,268,499,2413,790,854,56,12,5406,1206,24,0,81,86,18,1153,20992,170,141,1516,63,377,2965,180,68,155,76,2,23,23,23,29,433,1629,13,155,3,592,6,277,11,7,13,97,2,0,0,4
TCGA-51-4079-01,333,3246,1153,417,1229,1629,1992,14043,121,308,224,1711,3192,223,590,670,573,48,118,251,368,479,2285,261,195,66,131,707,78,455,2865,110,998,1055,167,3343,1620,80,18,309,5471,1196,105,2,96,3020,729,981,157,251,405,81,347,488,234,240,368,12890,135,2927,23,241,953,417,183,14,1196,947,9,299,47,860,1138,3,105,336,16,617,749,6,6,6044,820,30,41,130,1115,3,51,4,44,6,58,306,177,0,722,373,138,14,0,54,0,4,24,4,947,1,396,5,81,3,35,20,6,0,8,4,1,0,2
TCGA-51-4080-01,419,3836,471,376,1516,2150,1461,16575,575,506,262,959,4987,570,1284,845,496,58,90,44,428,309,1463,154,581,218,350,87,107,61,766,2,522,219,264,5622,264,208,226,624,6111,1252,343,46,361,886,527,156,24,528,251,12,95,420,60,562,613,22623,264,1185,152,615,359,85,1777,73,1422,863,7,33,813,258,63,6,37,163,1664,1678,388,9,5,2424,328,36,255,289,0,57,21,254,80,8,6,49,169,1,255,667,364,3,0,29,3,94,400,13,99,16,51,22,137,1,60,22,11,0,31,0,197,0,0
TCGA-51-4081-01,469,3228,1401,755,1696,2174,1221,9901,303,320,92,1389,3829,222,768,303,341,162,184,44,659,528,2361,324,238,202,100,186,134,95,1834,57,8,1853,509,7494,397,9,2803,538,8921,813,125,155,391,807,1129,854,58,388,104,23,131,656,264,267,1140,7418,393,419,187,1227,2505,137,264,7,2379,596,14,404,195,132,11,2,31,583,1163,116,996,132,5,3744,166,18,66,84,1,61,64,5,233,97,147,101,130,0,146,13,88,0,2,25,0,9,23,58,125,11,12,0,83,92,25,25,5,1,209,1,0,1,0
TCGA-51-6867-01,532,3659,931,1005,1598,2267,1149,12897,140,2019,130,1894,3604,430,573,1170,1897,299,259,601,734,329,7096,593,424,102,221,1528,213,169,3284,221,6,310,1726,3544,278,248,656,437,11013,1968,927,14,374,1776,1059,32,17,763,572,118,303,531,93,264,449,9893,215,468,0,6,768,55,1232,3,8787,1042,5,1342,689,347,113,15,224,437,1326,1231,1407,1406,54,5767,64,107,34,145,1411,600,1022,68,238,3,74,151,81,3,329,1525,2612,7,0,46,0,5,10,22,953,4,46,6,1034,12,214,14,148,120,14,8,0,1,0
TCGA-52-7622-01,436,3672,1393,797,1435,1950,1181,10682,211,570,1010,784,2286,259,666,1205,1506,206,404,4,807,1324,9602,1309,136,223,148,9,496,678,7510,309,121,808,15,10578,687,250,408,465,10117,2074,567,91,575,3913,2320,365,195,659,922,543,1297,1479,309,270,655,29249,531,13242,17,103,959,111,551,1,2105,2973,12,507,2,1483,3600,13,342,340,1105,1051,4985,12,28,26510,543,214,463,728,26,32,19,7,229,17,209,856,387,27,583,509,264,47,2,120,37,6,29,14,2843,20,2550,4,118,2,106,25,44,6,436,8,0,0,1
TCGA-52-7810-01,516,4138,1026,315,2078,2166,1006,7208,565,391,52,952,6460,228,1014,160,437,594,69,157,316,269,3993,188,406,122,179,731,23,42,2348,2653,32,234,1407,1660,987,5,72,169,14207,1691,665,8,251,1277,567,42,30,85,42,37,330,106,78,82,525,4163,1110,125,9,8,100,33,666,0,227,485,39,294,4301,907,1617,0,9,384,808,209,299,8,97,40983,3288,28,4,25,0,1,1898,9,9,5,235,3,109,0,139,974,181,4,0,4,20,100,53,38,43,0,30,0,183,22,11,3,207,0,5,0,2,0,1
TCGA-52-7811-01,384,4721,1722,673,1032,2808,1698,10068,155,217,276,1681,4096,270,544,2770,1050,115,305,226,775,534,7364,1461,414,168,98,333,658,378,2438,278,102,383,127,4466,1634,32,55,649,7883,1033,132,349,210,2395,1799,706,86,595,2124,180,389,451,72,241,1071,7645,464,3501,62,156,2177,228,493,1,1859,1366,65,566,0,1588,1555,18,254,258,1431,496,1071,6,133,16629,1265,157,13,162,2073,10,15,0,44,22,60,234,139,0,865,857,273,7,2,68,14,11,46,16,1302,3,573,1,161,2,148,0,26,0,7,1,0,0,0
TCGA-52-7812-01,631,9301,1120,339,5092,6115,1120,23243,3,1685,124,2046,7457,12,851,490,749,28,152,0,231,209,4943,383,448,178,429,45,91,1060,5640,2483,2,43,1,3435,304,17,6,1083,5330,738,480,0,415,1984,1120,27,0,1729,371,177,461,351,2450,471,803,2941,261,1288,15,0,225,1,177,0,497,2036,3,273,30,2571,675,6,1449,127,3,1570,1411,1,13,98280,54,84,3,78,0,1,20,0,753,3,85,113,223,1,2412,5186,77,8,1,240,5,81,12,8,3416,2,2687,76,27,0,23,2,8,0,4,1,0,3,2
TCGA-56-1622-01,376,4019,541,289,1380,1792,954,14211,3,1792,97,776,5523,146,781,234,511,422,91,24,422,282,4757,154,121,169,86,24,227,69,899,649,21,162,248,3839,407,14,1379,330,7278,1665,247,6,201,2409,822,2,10,210,370,156,170,144,14,375,1092,3147,116,541,1,453,1294,40,677,4,384,1067,235,1156,40,295,198,5,879,111,49,1097,3915,149,100,3906,910,30,111,32,9,3,55,15,10,29,30,101,114,0,632,103,42,18,1,19,39,86,25,38,4504,1,106,7,36,0,5,80,7,2,0,1,0,0,0
TCGA-56-5897-01,509,2823,812,288,1498,2719,573,8956,302,696,404,1371,3809,225,498,1108,717,56,358,355,814,1280,8959,926,140,97,54,1361,230,315,3635,285,439,1078,244,4113,235,107,102,169,19751,821,39,19,350,2432,1866,1771,17,403,696,317,188,1003,186,362,601,29533,836,518,28,183,830,275,483,3,1019,914,1,554,93,1332,120,17,134,266,547,620,2293,8,11,2708,368,318,3,392,0,3,61,12,69,3,104,85,9,0,349,1224,105,14,1,55,22,11,48,8,653,1,36,144,89,38,35,7,33,0,22,2,1,0,0
TCGA-56-5898-01,202,2308,871,312,689,905,371,4538,326,167,646,466,2178,81,378,1552,600,187,277,32,427,1538,4273,568,420,86,22,62,196,270,3210,310,230,903,420,4039,275,213,1024,276,6380,1360,333,44,128,5632,1092,742,67,505,378,330,781,330,31,99,666,2665,744,4335,25,106,2224,348,140,60,2272,698,24,481,183,674,3014,11,142,135,414,366,973,94,23,13773,908,87,58,286,0,9,14,291,201,12,46,95,75,0,172,45,206,3,1,104,21,2,45,5,1299,1,865,4,83,2,59,9,17,0,16,1,0,0,1
TCGA-56-6545-01,328,4551,712,289,3128,2994,1273,13130,441,596,844,1386,5375,189,763,1757,813,168,660,47,1019,2107,16264,851,192,107,73,214,373,619,2894,56,273,154,284,6090,447,770,19,318,13336,1872,189,85,261,4512,2742,7,3501,1145,2010,444,454,1274,46,292,237,769,165,3430,70,184,739,83,1563,211,2177,1855,62,95,2159,6212,1141,13,173,404,430,962,2875,70,40,13939,657,357,70,231,0,1,134,10,151,31,82,465,103,0,410,2829,75,87,35,142,104,390,275,19,470,8,227,61,475,20,154,19,42,0,7,4,0,1,0
TCGA-56-6546-01,805,6215,1658,1334,1810,7148,1361,16833,2178,248,233,1609,7360,32,917,1503,456,263,418,127,678,622,5029,478,479,215,291,188,227,228,1467,1,8,1613,2475,8769,98,174,89,1599,5137,2607,174,101,295,5754,1156,14,14,890,1048,3089,505,666,760,201,1410,295,249,3794,408,17,358,203,1138,1,989,3627,313,155,811,1751,2400,30,246,55,16,801,10405,2449,261,15919,51,237,2,258,3,16,81,52,307,38,857,96,98,10023,573,352,286,8,1,120,15,17,54,35,1380,5,576,6,18,5,1747,2,30,0,16,5,0,7,474
TCGA-56-7221-01,1084,3220,1433,681,3077,1859,1133,11746,350,606,566,1215,2237,272,873,233,1272,102,63,25,2728,284,3017,437,286,440,118,107,117,796,1007,1205,317,3067,19,12890,1421,55,837,325,8313,2292,42,1624,457,1168,1117,1323,3547,450,330,348,109,606,2458,169,732,5810,352,1917,644,1692,894,6479,1020,7,392,4209,19,1262,23,401,961,28,451,386,2710,560,417,46,47,9262,558,72,7,139,1735,243,64,2701,238,45,156,27,459,570,348,258,160,1,0,58,29,264,18,10,2775,25,243,3,515,5,7,2,7,0,7,4,0,0,2
TCGA-56-7222-01,854,4480,2577,836,1840,3769,1495,19798,116,960,206,1628,9872,270,1043,356,1403,93,110,29,451,398,8983,201,271,197,230,135,166,852,1190,515,207,53,30,6372,238,19,1008,1172,5283,889,43,237,621,2054,558,161,2538,399,937,20,643,173,528,420,3273,2479,236,10531,32,6,2601,58,390,1,238,1064,21,1870,0,986,830,66,125,339,4,319,3534,50,9,10213,160,40,0,148,1,1,721,9,38,1891,19,408,11,0,791,411,80,15,0,193,4,6,7,6,1127,1,550,155,308,76,2,0,3,0,4,11,0,0,0
