Unnamed: 0,CCNB1,ZWINT,PBK,GRHL3,CERS3,NEIL3,KPNA2,HOXC13,USH1G,ATAD2,HOXA10,PRKCE,INMT,CLIC5,HECW2,BTBD11,TGFBR2,CACNA2D2,NKX1-2,CABYR,ADAMTS8,VEGFD,PREX2,PHACTR1,SLC6A4,SLC1A1,FOXF1,LIMCH1,ABCA8,UTRN,SCN7A,TMEM100,CLDN18,TSKU,GPD1L,CITED2,PTPRM,RECK,ADH1B,SLC7A11,OGN,SLIT3,LRRK2,DSC1,STXBP5L,OGDHL,NR0B1,KPRP,PAX3,DDAH1,KCNQ5,SALL1,SLC6A11,PEBP4,LEFTY2,LRP8,TBX18,ENPP4,AKAP12,LPCAT1,ULBP2,DIRAS2,CRTAC1,JAKMIP3,CBR3,SERTM1,PRDM16,SLC47A2,SHISA9,CAPN3,NECAB2,FRRS1L,RUNDC3A,F2RL2,POPDC3,CHP2,PTPRN2,LRP1B,IGSF10,SELE,ABCC2,SLC38A11,SYNDIG1,ABCA4,PROK2,GREM2,HOXA9,SYT2,AGTR2,NTRK3,CHGA,ELAVL2,FLG,CCNA1,PRB4,CLDN8,CCDC190,DEFA5,OBP2B
TCGA-85-A4JC-01,2256,955,232,1044,4539,170,5821,263,258,1642,95,459,79,47,161,1617,2169,59,3,125,36,2,63,179,3,75,135,1041,49,585,37,27,3,6746,490,694,883,208,25,189,49,643,114,8,5,286,0,67,4,396,22,63,268,6,2,1018,208,278,478,4383,650,5,98,26,67,1,18,80,2,39,23,15,668,135,50,151,284,20,107,175,31,15,135,375,19,33,5,19,0,14,4,2,43,73,0,15,84,0,2
TCGA-85-A4PA-01,2513,2167,578,12,16,227,5342,4,0,2193,8,864,516,1366,397,359,7590,1176,0,44,78,45,262,581,114,572,975,1188,406,4167,129,108,3029,433,1246,2610,2145,722,2174,166,233,1081,2490,1,1,55,2,0,0,495,392,1,2,398,6,739,37,701,1022,9927,11,6,725,23,11,53,206,14,0,688,4,1,26,5,18,2,573,1,246,1496,132,398,151,53,4,32,12,52,83,226,4,4,18,30,0,0,18,0,0
TCGA-85-A4QQ-01,3257,1972,645,807,2042,117,6806,2495,267,6643,303,704,26,55,170,1877,2473,58,0,27,14,30,60,43,6,108,32,1679,24,276,13,4,34,7585,578,2364,2041,131,19,228,16,255,102,91,3,230,0,31,1,388,32,8,846,4,2,1402,29,250,782,9917,1470,6,1440,29,135,0,18,192,3,84,19,2,128,68,22,188,94,14,70,141,124,3,291,57,1,3,25,36,3,19,5,11,251,1468,0,167,68,0,2
TCGA-85-A4QR-01,4375,1695,738,1179,1889,234,14936,266,346,4339,359,744,158,39,281,507,622,112,55,58,12,25,526,43,219,651,101,58,30,1057,22,18,15,4925,1946,1621,137,28,55,647,6,30,639,5,26,243,1,2,11,548,21,0,5,46,9,987,376,221,195,3390,48,2,241,35,64,2,21,44,535,66,3,29,62,0,7,26,26,21,527,20,37,3,6,537,0,1,94,449,11,2,2,59,257,8,0,47,5477,0,0
TCGA-85-A50M-01,1668,2175,557,79,11,133,4855,3,66,2273,25,732,75,314,865,53,11083,497,41,157,9,43,217,117,5,921,244,2324,294,7186,93,29,363,4749,1381,6765,4636,642,93,696,65,1486,2491,6,5,11,0,0,0,6556,887,2,377,259,2,779,806,827,1481,14514,720,1,889,10,22,2,77,26,0,286,2,3,31,31,156,3,79,106,100,210,43,9,68,270,178,17,6,60,17,9,5,36,239,30,2,27,96,0,1
TCGA-85-A50Z-01,5007,3734,1071,912,1555,150,10588,150,39,2514,222,505,79,133,609,1243,2137,102,260,112,13,9,53,210,17,281,342,893,24,1193,34,128,21,12347,939,1128,353,72,26,1474,7,93,922,1,7,3,0,0,0,2157,44,0,1,42,2,2199,2,283,295,17275,201,0,704,116,32,202,68,62,0,92,25,3,6,19,0,0,51,18,68,19,560,41,6,21,118,4,6,25,3,4,1,3,1,269,0,17,93,0,0
TCGA-85-A510-01,4042,3176,1865,140,1,159,6966,19,9,4920,4,368,476,417,968,3136,2530,258,0,182,115,139,244,158,41,188,269,3820,245,1973,223,454,352,880,506,1826,2338,217,1244,553,235,602,1814,0,560,89,61,0,24,2061,380,586,0,394,32,740,285,918,806,19592,10,37,627,9,7,1052,54,11,3,123,2,9,38,24,296,2,127,0,564,584,31,18,344,43,20,23,6,419,98,25,20,6,7,1511,1,372,1,0,5
TCGA-85-A511-01,4655,2415,877,1640,763,315,10410,256,140,4882,277,342,117,185,353,743,3374,129,6,150,28,9,161,141,51,68,277,1451,148,3720,185,39,72,6317,746,1048,1431,747,44,2949,104,893,470,3,17,109,3,9,5,679,421,56,61,6,5,1354,529,664,1471,5799,501,12,80,617,98,8,37,197,2,107,6,84,26,114,153,35,201,26,1826,217,54,17,444,16,15,28,60,23,1,27,10,7,86,275,0,16,97,0,0
TCGA-85-A512-01,2822,4042,2041,2923,847,691,6582,356,664,3560,6,275,96,176,371,298,1009,145,4,122,63,25,83,49,144,77,170,294,64,5558,30,20,49,3989,1240,524,722,288,15,734,68,398,585,5,4,2316,0,620,43,571,134,2,58,2,4,879,43,227,467,2563,389,3,18,286,186,13,32,153,1,557,14,2,33,288,64,44,50,10,46,154,66,8,76,26,0,38,58,27,3,7,2,6,495,21,0,11,3,0,0
TCGA-85-A513-01,793,1123,133,72,13,72,3423,12,6,1309,118,621,1543,2943,507,76,5174,1626,1,27,202,216,215,119,471,898,460,1914,279,2991,333,645,3937,960,1586,7314,1716,331,924,385,33,670,7302,0,1,7,0,0,0,2963,21,0,189,1651,26,353,3,881,438,36361,352,3,823,59,96,41,1081,31,0,276,2,0,23,12,7,1,240,1,65,99,66,14,198,63,2,18,18,43,22,30,2,5,1,6,0,51,5,0,0
TCGA-85-A53L-01,7928,2524,1771,1171,917,322,12830,121,176,3788,615,752,115,85,224,600,3050,265,73,300,1103,27,52,114,17,673,198,2494,53,3493,18,36,124,5481,823,2627,1293,280,55,1162,12,188,832,24,13,259,5,44,59,408,330,8,147,219,2,2257,841,135,410,6314,1365,416,490,364,117,5,71,11,0,84,59,8,270,51,288,77,70,12,534,125,53,55,161,34,32,73,11,48,201,8,36,0,17,159,0,2,0,0,4
TCGA-85-A5B5-01,2828,1013,915,2046,900,243,6085,496,564,3212,246,1216,277,94,220,965,1241,149,276,712,9,225,86,130,23,24,115,630,47,2961,35,21,68,2853,910,189,552,349,49,14254,56,312,220,2,61,53,4,3,274,862,371,56,1,15,1,1420,57,523,348,2158,131,536,14,1678,433,1,79,406,144,140,147,418,132,283,8,528,59,13,485,110,65,53,240,21,0,9,310,118,13,8,9,7,27,919,2,67,198,0,0
TCGA-90-6837-01,6517,1217,772,3324,3741,125,7442,179,78,3555,48,636,325,130,328,800,4872,94,1,62,71,3,155,222,26,690,395,797,64,3385,251,40,20,5851,952,1528,1451,501,48,1310,58,801,343,77,11,8,0,19,1,603,28,1,18,19,3,490,21,950,1542,7180,4010,12,163,18,154,0,46,21,1,220,11,2,110,45,262,16,149,2,1337,30,32,8,474,36,18,31,3,29,7,64,5,6,988,4,0,4,130,0,1
TCGA-90-7767-01,5962,5177,952,691,384,420,19958,23,1,7118,8,324,59,190,918,1837,5041,97,11,342,19,25,121,207,16,355,214,2797,60,4541,214,23,21,3875,896,1690,3394,1037,16,313,328,3188,284,162,6,226,0,5,296,731,215,2,29,17,1,473,308,297,1380,7732,470,19,944,125,135,0,31,5,83,63,2,85,23,176,416,2,177,94,2181,3479,42,9,743,291,11,62,2,7,0,841,0,304,1,30,1,0,328,0,1562
TCGA-90-7769-01,4456,2518,1420,7643,3951,182,14443,185,945,7185,360,752,58,28,293,1364,1205,45,160,745,0,34,66,127,42,148,83,3088,47,4342,23,15,6,7388,1641,1028,1498,367,1,11994,33,235,700,154,203,104,679,135,1,1408,545,70,1,0,0,2740,1002,143,434,2299,753,192,20,147,777,57,29,380,792,12,134,139,74,196,11,265,35,284,223,172,252,794,171,48,10,8,14,47,0,5,38,1,53,2109,0,4119,47,0,0
TCGA-90-A4ED-01,1734,1482,426,348,512,110,2807,1401,5,1232,4,144,911,109,793,107,4458,224,0,134,336,129,233,97,39,243,163,1098,239,793,718,651,69,8178,841,1843,526,393,2013,119,48,2606,263,1192,39,490,0,0,55,981,4,0,6512,87,5,5311,111,128,966,4896,22,366,18,9,72,1,50,78,8,168,2,176,78,68,135,266,2451,2,398,20,33,8,9,286,29,31,6,31,0,4663,1064,152,2485,1556,0,22,3,0,7
TCGA-90-A4EE-01,5312,2069,1885,101,9,221,11681,36,108,4793,303,1596,424,568,546,115,3568,295,11,191,87,113,95,147,42,258,474,742,84,2800,214,144,3027,1614,1067,2487,1206,388,393,392,30,535,2379,12,70,23,0,35,40,810,1408,680,1,99,8,726,15,900,762,8712,83,2,335,223,35,2,83,28,0,197,11,62,87,38,507,1,214,13,207,305,105,9,623,43,72,148,104,39,21,19,14,1,7,95,2,1,4,2,0
TCGA-90-A59Q-01,1670,2073,529,106,70,112,3957,228,59,2323,226,317,60,1601,211,663,3192,88,0,89,22,8,121,57,20,186,171,2320,49,2570,50,30,8,3358,580,1163,3317,291,5,1196,21,267,1607,2,0,98,2,2,29,1349,14,119,43,6,1,633,1322,911,311,3743,971,0,12,42,132,0,20,143,0,455,17,3,55,147,12,29,600,4,65,27,86,7,256,60,65,22,75,29,0,6,1,18,5,78,0,12,33,0,3
TCGA-92-8063-01,1883,2482,531,1571,606,510,3909,175,15,2855,340,795,76,65,273,1659,3336,145,1392,459,13,8,54,59,3,263,224,1442,86,4530,151,57,9,7092,702,700,461,331,89,2874,12,155,220,104,436,113,1282,139,1,1050,25,2,575,10,14,3417,2,774,1290,3652,245,124,280,735,562,140,1069,580,837,36,205,101,477,439,1053,895,146,4,210,10,10708,6,224,3095,4,6,9,99,3,8,982,1,40,952,1,1855,0,0,0
TCGA-92-8064-01,1964,1097,920,1206,560,412,6186,12,888,3579,8,612,77,232,228,879,2689,50,47,1134,7,49,71,125,10,50,242,430,48,2570,408,18,69,9989,668,1695,597,1014,39,5323,23,595,296,6,9,165,243,64,2,530,309,1,6,19,6,1277,16,253,650,1751,37,602,83,247,171,7,149,284,9,74,6,208,8,163,5,323,135,7,577,183,375,24,732,577,3,9,9,24,2,14,3,1,140,934,0,50,2627,0,0
TCGA-92-8065-01,3058,1376,522,3914,923,123,4562,273,189,2216,473,999,86,243,205,1470,3628,139,3,124,35,21,116,169,46,60,211,640,47,1496,45,74,2,2911,1515,2009,2501,378,173,665,14,463,753,15,2,714,0,0,13,496,18,1,486,8,5,1125,600,2366,378,3062,1573,24,14,157,26,0,15,186,2,122,11,1,76,304,451,104,145,49,78,130,28,40,45,8,2,50,70,107,8,6,12,0,214,78,0,1,0,0,0
TCGA-94-7033-01,3864,2300,883,1993,775,186,14524,323,764,4146,599,968,143,150,217,1095,1798,344,525,290,37,23,50,102,11,56,117,715,20,953,31,39,74,4219,727,1145,804,55,112,240,13,156,797,8,72,34,14,39,0,612,215,1,346,406,23,1387,654,206,162,6410,271,13,450,14,589,9,67,286,4,245,10,0,27,16,37,3,94,10,199,48,46,44,33,322,0,6,53,50,34,17,14,1,59,1100,0,781,99,0,29
TCGA-94-7557-01,4791,8091,1248,427,1005,2115,11405,864,25,6134,1046,1259,320,214,552,2913,3177,133,1974,3973,47,38,133,236,4,474,222,7759,169,5635,346,118,120,21054,2160,1980,832,552,181,24016,82,339,796,25,654,27,1,327,25,1776,45,0,56,56,18,8073,2,1569,762,11025,209,915,477,1895,512,12,266,5236,37,135,1102,35,26,981,1917,234,100,1948,78,99,20659,14,161,1000,1,17,153,2716,51,274,753,1,192,1049,0,1392,6,0,2
TCGA-94-7943-01,4718,2403,1100,963,393,702,10693,26,33,4196,202,1703,683,1197,737,1268,7653,794,615,2333,193,213,120,317,480,209,346,10306,248,3219,499,236,2767,23866,6866,7375,830,298,1864,4945,138,918,1939,69,242,1126,6110,8,7,772,47,40,474,526,32,2327,7,834,1368,14786,38,930,413,813,698,91,155,160,298,327,846,13,630,536,558,1468,216,86,1793,160,5896,8,220,4203,3,9,18,283,46,303,536,120,27,208,0,1139,21,1,0
TCGA-94-8035-01,3412,3026,1087,3018,2866,152,13274,88,583,2844,295,548,104,219,288,820,2269,228,4,118,25,10,84,139,55,488,129,973,49,2581,27,51,54,3154,935,1288,925,233,237,640,31,136,1811,117,2,127,0,10,29,1377,44,53,326,306,8,1734,40,1334,355,7876,2544,65,617,21,55,3,43,86,0,26,4,64,27,18,302,44,96,64,217,744,7,2,19,21,88,8,4,77,221,17,4,44,237,585,0,17,475,0,3
TCGA-94-8490-01,2506,2696,1611,3177,3014,178,7844,700,2130,2285,403,1117,41,31,169,2632,858,198,114,566,9,42,49,60,35,37,385,1006,17,3262,1,5,34,8336,815,677,1422,382,5,17280,4,300,439,32,17,763,2,668,11,158,185,105,435,2,1,1096,1026,106,82,2734,446,89,8,1258,219,1,187,886,0,111,23,504,239,685,193,357,99,92,175,8,76,339,44,48,0,5,10,178,0,2,1008,0,126,3,0,125,2,0,0
TCGA-94-8491-01,1793,1871,294,1154,136,170,5431,441,49,1225,332,1299,212,128,167,945,1734,274,321,104,22,68,66,84,12,1792,217,751,57,1311,52,84,229,2680,923,962,1099,241,277,1851,18,340,881,10,8,275,1,11,17,1143,134,6,0,254,3,743,631,954,202,7735,376,13,352,8,69,3,95,23,21,185,48,1,78,8,3,377,119,2,271,280,362,23,30,31,26,2,8,95,51,15,6,0,6,17,0,62,582,0,4
TCGA-94-A4VJ-01,2595,2013,599,552,769,126,5450,514,336,4487,304,456,75,72,319,749,3988,241,622,95,18,42,77,188,12,64,130,270,7,1827,29,7,8,2812,929,2000,1002,294,3,779,46,811,146,6,6,169,54,16,20,671,73,383,301,5,5,1852,240,267,747,5150,2298,2,179,151,54,4,34,257,21,102,3,3,49,303,187,23,49,0,108,88,158,7,212,28,1,29,12,76,0,25,0,4,14,179,0,5,19,0,6
TCGA-94-A5I4-01,2751,2091,854,3106,2915,260,7615,149,40,3896,30,535,77,156,433,46,1017,373,11,102,6,24,103,56,77,318,168,1044,59,5443,35,33,44,3040,943,1221,591,298,27,1325,5,98,1978,12,4,163,5,18,48,620,1859,0,1,486,1,847,1076,291,509,3943,1402,4,513,108,79,32,93,191,2,130,43,810,51,13,154,7,103,388,31,52,16,16,29,6,12,14,89,42,49,3,6,0,21,170,0,90,722,0,0
TCGA-94-A5I6-01,5432,2712,609,911,2531,1079,8369,267,322,4809,366,487,61,21,257,3355,1428,284,62,2244,9,38,69,226,12,100,995,4257,36,4666,64,10,71,11094,753,914,716,368,3,16476,24,882,222,39,570,517,1084,48,6,391,148,153,1022,12,9,4058,711,171,934,4692,179,323,99,2113,898,62,1192,2824,1440,62,263,523,258,6934,397,750,54,624,276,57,1039,4275,858,1469,3,27,22,259,1,10,1220,2,306,3693,1,514,2,0,1
TCGA-96-7544-01,3855,3381,906,7685,12075,224,22649,35,298,4755,97,1870,566,250,2276,1855,9467,86,57,441,46,45,437,200,291,1883,338,2313,665,8319,420,124,279,6707,4749,2558,2129,997,1042,1194,711,3201,1702,129,35,157,0,30,6,1587,528,12,261,17,1,342,863,881,2775,3655,855,257,125,103,139,4,80,28,147,55,9,22,8,221,30,107,359,457,871,789,42,57,376,26,43,95,10,4656,22,159,1,13,261,11,21495,567,3658,0,0
TCGA-96-8169-01,1822,1839,544,186,390,152,6847,202,276,4339,264,1024,373,335,652,557,5976,334,366,182,82,41,193,228,8,235,430,2394,306,2729,154,120,326,8948,1418,3033,1046,259,347,4254,257,898,1564,3,16,207,0,0,12,3002,204,127,1,360,14,1857,206,426,1492,11858,709,21,923,215,120,7,121,140,18,198,10,168,133,585,7,147,286,67,521,85,189,11,184,226,8,68,6,142,112,24,38,2,34,83,0,121,122,0,1
TCGA-96-8170-01,4460,2368,491,2649,3482,360,7749,261,656,5392,374,819,1415,578,800,2396,5420,3023,90,48,118,339,241,237,239,846,399,2932,657,3639,1732,199,4170,7494,2259,3871,1743,428,10597,173,277,2938,6716,11,455,139,0,21,4,1469,100,5,321,1760,16,543,353,1240,1742,14498,1026,8,1754,30,127,1,239,36,45,637,20,6,97,15,5,542,289,22,413,505,50,50,48,313,26,23,38,112,376,79,5,0,89,67,0,1019,2458,0,1
TCGA-96-A4JK-01,3888,2002,1406,1638,729,317,10258,174,170,3627,190,447,168,171,219,2798,1633,480,4,326,93,29,40,46,204,47,842,371,52,6011,74,35,53,9860,1297,518,484,489,360,7426,38,461,193,3,192,2018,0,98,44,352,474,26,467,8,6,2183,404,388,441,5534,219,3,53,1456,210,0,388,165,1,137,384,386,95,113,198,166,348,108,876,99,21,269,142,21,3,8,46,37,1,48,198,0,203,465,0,295,257,0,0
TCGA-96-A4JL-01,3279,3745,622,319,32,371,5976,24,118,3635,337,1119,472,560,704,502,4623,188,81,330,205,51,483,140,14,319,570,1701,320,5650,287,160,162,2167,598,3536,5863,305,485,782,132,742,531,1,4,162,0,0,0,942,25,16,0,42,19,465,593,902,985,3670,32,5,34,15,62,0,116,18,7,198,19,0,25,1078,0,14,555,38,455,552,64,35,187,63,24,79,66,36,0,42,5,5,8,142,0,60,554,0,0
TCGA-98-7454-01,3309,2778,1189,113,37,234,11391,28,2,5612,141,1223,1611,1871,2290,152,14696,1964,1,180,71,715,1104,540,149,849,1067,6494,1222,10031,961,276,4090,4127,2525,6303,4642,1446,2963,716,451,7343,14138,4,2,10,1,0,0,3945,139,2,216,1726,16,1167,561,1435,4750,19104,129,0,2148,25,123,16,220,7,0,277,3,7,80,23,86,1,545,3,419,3876,544,171,229,64,62,35,36,66,726,53,4,894,17,33,1,0,3,0,0
TCGA-98-8022-01,975,1148,125,486,258,62,3388,351,55,1941,99,463,1014,855,446,566,2240,784,65,162,180,596,155,196,30,105,421,1854,234,3280,346,113,963,2539,1163,4067,1153,540,1695,185,184,784,949,8,0,309,13,6,3,1078,336,60,42,768,51,418,24,755,549,5912,86,51,1818,27,27,3,253,57,110,246,9,33,13,23,18,92,134,3,467,237,104,11,152,55,8,35,41,68,338,275,2,0,8,39,72,118,0,0,4
TCGA-98-8023-01,1957,1208,670,366,387,323,4821,3,54,2162,348,160,107,107,209,101,2441,53,2,158,19,9,83,72,3,148,221,624,114,1938,113,27,31,3208,517,821,1092,312,95,418,67,501,426,2,3,15,17,4,27,382,164,2,30,37,50,553,14,375,695,5235,167,0,872,27,54,0,20,18,0,53,6,2,12,57,96,10,125,18,1824,170,13,5,264,23,5,9,79,12,4,49,2,12,12,23,1,9,114,0,0
TCGA-98-A538-01,5173,3603,1216,2682,3423,268,17585,156,675,7323,215,1487,112,101,289,51,3874,45,17,103,10,22,95,138,23,113,199,194,145,1469,73,18,3,2629,2923,1776,766,230,103,936,31,476,548,49,6,22,0,0,114,3623,191,1,3,13,20,530,1,183,459,2476,666,1,29,7,34,0,15,21,0,38,5,20,12,48,0,6,90,0,174,82,58,27,84,101,16,8,21,18,0,12,1,128,15,34,0,29,39,0,0
TCGA-98-A539-01,2896,1171,532,539,687,328,8360,324,140,2850,108,622,456,426,438,3216,3498,411,118,874,104,136,227,311,28,189,370,6915,150,2868,160,201,644,12962,387,1413,1631,349,610,31046,29,904,2696,108,2,38,2321,4,2,573,270,256,362,389,7,2646,340,263,3312,20726,185,561,1378,385,156,11,581,2063,2,231,64,2,53,261,1423,194,111,7,321,527,506,10,334,141,12,13,6,27,225,79,36,3,176,5845,2,223,1904,0,0
TCGA-98-A53A-01,3467,1884,1540,2085,1390,284,10572,2,132,3909,158,555,93,112,303,2894,1235,169,194,766,23,18,69,203,92,80,297,1611,26,2347,50,76,135,9469,315,860,477,213,191,10239,11,273,584,104,269,559,534,2,26,876,192,76,138,58,2,2601,159,228,278,4613,451,510,163,1235,223,6,2481,1753,2,88,122,465,116,2641,439,242,518,66,2348,9,65,3,145,2362,0,7,46,124,1,43,207,50,55,18,0,1224,743,1,0
TCGA-98-A53B-01,2215,2980,444,696,300,58,6371,264,114,3834,264,1046,785,908,713,1987,5610,666,159,168,166,152,158,253,77,281,326,1080,1088,3450,255,397,1461,6578,632,3305,984,241,1380,1170,115,1494,2841,4,594,927,2,0,131,969,4,121,17,453,10,1716,507,634,762,10389,289,4,956,245,96,6,131,668,0,518,15,28,578,53,3977,226,1016,1,597,81,112,9,104,219,2,23,107,98,530,75,12,1,24,7,2,23,64,0,0
TCGA-98-A53C-01,601,470,145,23,54,35,2602,66,47,1180,47,1502,6908,10097,2243,214,19238,6591,14,80,1722,2826,2066,689,1773,2325,1949,11023,2367,10779,2931,2657,16036,1212,3181,4655,5959,1287,12591,272,1623,8045,16498,0,3,56,0,0,56,3015,68,49,29,3741,73,441,58,1903,8952,25974,127,5,3962,45,17,209,720,19,0,1109,11,19,20,14,41,6,800,2,1395,712,73,58,111,105,27,86,37,47,2460,421,14,9,26,19,0,20,2,0,1
TCGA-98-A53D-01,375,372,90,58,22,32,3886,5,4,989,12,1245,955,2119,1507,72,10941,4438,5,30,164,906,1008,700,62,1181,630,4499,956,7519,851,309,2530,2196,1784,5124,4554,1081,3615,158,670,6199,18223,3,0,24,1,0,0,4361,141,1,32,2432,34,260,9,1013,6253,43939,116,0,11751,47,38,11,683,24,0,986,18,6,16,42,42,5,543,5,341,3136,63,71,75,92,163,78,47,116,7070,199,24,23,31,30,1,3,2,0,0
TCGA-98-A53H-01,1238,656,214,476,561,106,3676,110,255,1709,61,1402,2033,2539,1295,582,12382,1527,191,192,1553,359,999,393,537,1258,1617,4536,1483,7107,759,945,3664,3587,2357,4131,4207,941,4749,2740,1735,6900,5572,51,62,26,13,5,17,3426,159,2,165,1160,16,1065,384,2350,4381,17237,96,20,2575,197,95,72,746,64,36,647,44,48,53,344,140,122,2709,69,769,2692,192,148,227,162,26,228,20,46,1124,309,35,12,48,661,377,297,1994,0,1
TCGA-98-A53I-01,3730,2828,1782,2546,1251,311,13506,272,182,2450,292,691,310,205,777,2417,2884,248,2,2991,90,91,194,136,19,53,1185,653,99,5699,68,19,18,10111,839,734,1453,729,513,11999,7,1346,596,17,1000,542,2192,100,43,475,171,33,196,3,0,1588,2062,168,1135,4774,26,1441,19,2171,837,3,615,53,1821,584,1428,1880,64,976,134,2018,275,20,500,481,2271,4352,454,661,0,3,31,33,52,29,335,1,143,255,1,1280,5666,1,2
TCGA-98-A53J-01,2043,921,418,3661,3297,73,3570,267,293,958,156,250,49,28,257,1276,313,75,16,480,13,22,138,107,90,150,118,1567,29,3829,15,15,160,11499,864,574,405,126,23,4053,2,81,247,954,76,1111,139,205,9,115,106,487,3,9,1,1409,113,422,218,1472,249,324,93,945,577,20,131,1992,108,89,431,259,265,1681,96,694,177,77,678,93,177,6829,68,96,8,1,17,114,7,12,2,21,96,97,0,433,10,0,0
TCGA-J1-A4AH-01,1868,1101,471,1128,190,125,5523,257,583,1755,119,167,80,43,97,1144,664,208,10,502,30,17,100,77,34,36,158,457,128,1070,0,24,13,2749,461,322,593,203,228,8299,24,175,373,19,213,160,111,26,6,711,130,388,233,0,0,1321,449,316,589,2220,179,253,15,428,164,4,40,93,490,153,88,603,483,194,72,122,52,83,179,4,54,3739,85,44,2,12,10,172,3,56,108,3,41,146,1,69,471,0,0
TCGA-L3-A4E7-01,1877,1350,705,1792,313,148,3124,173,106,1729,115,551,482,486,505,1711,3748,760,4,78,53,70,172,262,12,915,507,1235,129,2566,128,260,529,5115,1650,3567,813,275,401,131,50,468,4101,2,1,202,1,34,10,920,240,5,81,866,3,814,369,403,672,12993,207,1,1543,13,45,77,201,73,1,581,21,0,53,25,1,11,132,0,183,81,69,6,58,150,18,43,101,68,875,38,7,6,156,381,0,102,1687,0,2
TCGA-L3-A524-01,3681,1282,442,2951,594,129,11382,1252,239,4416,384,534,225,238,313,1685,1618,1189,10,295,93,28,82,104,33,48,386,1022,183,2217,26,44,17,3925,1198,648,1470,510,13,6742,73,451,246,2,102,440,24,1,5,1048,149,519,704,2,0,1637,749,862,1081,5786,577,60,23,780,117,3,53,73,1,298,133,13,114,300,291,3,232,66,189,84,80,8,34,3,17,31,46,67,17,31,12,14,73,1309,0,50,1,1,1
TCGA-LA-A446-01,4178,1181,963,2869,1908,348,10357,273,864,4009,314,871,361,558,297,2147,2511,610,37,1540,119,162,100,784,214,162,354,2821,114,3341,127,328,1182,11984,1146,1821,1036,383,478,19253,21,395,1979,112,1137,560,6569,196,3,572,536,193,3,542,7,3404,28,275,253,9940,137,754,1008,1194,396,116,646,679,688,167,271,307,390,2869,91,769,202,164,1198,174,4613,5,110,101,1,5,13,428,112,28,139,0,175,6268,0,2597,307,0,4
TCGA-LA-A7SW-01,6722,11192,1544,528,1402,276,13436,545,219,4426,234,270,19,23,418,3124,2949,191,9,464,3,13,161,99,18,19,48,159,25,1112,61,6,4,2579,567,898,935,350,6,3062,3,249,153,51,15,1207,80,12,10,964,227,20,911,1,5,1026,768,231,9099,9636,1701,1,53,59,34,4,17,66,7,204,8,24,3013,60,887,11,66,10,14,187,1227,5,21,55,125,17,129,34,8,11,140,324,418,1133,1,7,62,0,2
TCGA-MF-A522-01,4496,1243,1401,3860,92,142,12846,319,850,4283,412,862,14,35,92,1823,1389,62,345,1063,1,108,22,46,7,64,137,1403,13,2310,0,2,22,15005,1010,672,199,163,24,11848,15,128,82,1,20,193,739,3,5,305,294,148,380,0,1,4667,456,307,80,2871,921,344,4,2012,514,185,220,992,10,23,153,48,35,2538,1290,584,109,317,282,10,631,959,930,853,2,3,28,144,0,2,463,2,307,3128,0,2,21,3,3
TCGA-NC-A5HD-01,3504,2580,665,1125,96,210,6360,348,105,5841,209,410,61,25,314,742,2484,222,23,935,19,14,28,37,27,106,129,372,31,951,30,44,9,4010,349,1470,482,213,32,3833,14,77,346,3,36,117,4,1,29,414,390,7,591,0,1,2892,56,203,266,7308,455,93,34,832,91,151,257,11,2,86,99,105,122,55,1214,8,161,9,464,13,23,27,46,25,8,8,128,59,0,2,54,0,15,629,0,1,46,0,0
TCGA-NC-A5HE-01,5372,3062,909,261,644,255,7515,80,26,3015,258,420,112,440,501,1152,3202,162,176,812,12,71,134,105,16,91,935,3006,28,3854,40,15,21,4530,638,2100,1141,448,15,2981,9,268,1004,4,92,175,583,36,0,357,138,189,131,7,1,2089,313,669,377,4182,79,881,22,925,288,16,144,1883,829,169,379,21,78,563,312,943,874,52,505,327,13149,88,261,6931,6,8,43,233,0,96,67,36,33,186,1,553,2,0,1
TCGA-NC-A5HF-01,2238,2425,863,1840,1220,170,2876,95,294,3069,135,940,94,84,392,2128,2125,268,205,813,41,16,60,61,3,197,116,646,138,1791,68,15,25,6863,485,1811,753,74,148,5183,14,65,1116,54,59,718,263,9,65,522,508,0,37,401,3,1918,1066,174,853,8843,2119,62,1725,797,330,2,312,395,37,273,47,1,51,180,483,1592,481,8,1287,8,164,18,674,64,0,35,17,73,355,20,261,14,165,569,2,1717,2379,0,1
TCGA-NC-A5HG-01,3129,3490,1128,18628,8082,297,10507,259,388,6105,234,501,7,9,213,1048,781,60,271,130,4,4,28,33,3,139,50,57,0,1753,0,4,0,1442,1487,484,456,40,2,570,0,166,37,179,2,134,0,1,112,51,7,6,632,1,0,770,9,11,62,3945,251,0,1,167,159,0,7,78,0,81,1,0,7,95,5,2195,524,4,133,7,26,16,3,47,5,1,21,63,0,1,8,1,8,2,0,1,12,0,1
TCGA-NC-A5HH-01,7672,3498,1018,32,805,371,8278,899,60,3745,292,174,119,26,247,841,2506,284,97,432,4,12,23,572,16,73,156,67,18,1508,25,17,5,2266,703,1059,243,301,5,46,4,199,176,5,5,933,2,75,3,1060,522,0,31,4,68,1019,316,54,135,10460,158,36,86,22,26,0,29,18,0,88,5,43,52,173,233,3,47,164,817,6,59,1,13,7,6,11,270,125,0,8,2,0,3,20,1,39,1,0,13
