Unnamed: 0,TPX2,UBE2C,CDC20,MYBL2,BIRC5,FOXM1,CCNB1,CENPF,MCM4,RRM2,ZWINT,CDK1,PBK,PRAME,PSAT1,TK1,IGSF9,MKI67,RACGAP1,MCM2,ECT2,KPNA2,HOXC13,TIMELESS,ATAD2,HOXA10,EMP2,PRKCE,TNS1,SHMT2,C19orf48,SKP2,MCM7,HECW2,TGFBR2,LMNB1,PAICS,ACTL6A,NCAPD2,FKBP4,PKP3,LMNB2,BOP1,TTLL12,POLR2H,ALG3,PREX2,PPP1R14B,H2AFX,SLC1A1,LIMCH1,SELENOI,UTRN,SLC16A1,TMEM100,PTGFRN,TSKU,PLPP2,GPD1L,CITED2,PTPRM,EPHB3,KLF6,RECK,VANGL2,FAM162A,SLC7A11,PROM2,LRRK2,PHGDH,DSC2,NEDD9,SLC1A4,ERO1A,PLOD2,PAX3,IGF2BP2,DDAH1,KCNQ5,LEFTY2,TBX18,ENPP4,AKAP12,LPCAT1,ULBP2,SERTM1,PRDM16,SELE,PROK2,GREM2,HOXA9,ELAVL2
TCGA-39-5034-01,2870,1637,2294,3097,3830,3212,3870,2773,14013,3781,2392,2887,1534,8328,3985,3801,593,7095,3597,1997,7272,10142,226,2965,8503,13,9837,346,8466,14550,3029,1225,3403,640,5348,4379,3395,2839,5324,4140,2156,3245,6201,3278,1593,2034,606,5252,3218,1026,4551,3786,3451,356,69,2825,5478,7444,1262,2203,519,1769,4252,503,1398,201,6820,2187,289,1863,1707,2174,7094,5169,5247,1,458,7178,73,10,10,1805,1196,108869,10,3,2624,22,39,19,2,44
TCGA-39-5035-01,3928,2397,10381,2251,4259,2662,4296,3860,10744,1603,1194,3463,1850,4,1143,5995,5395,3834,4894,3330,3461,8295,1336,3220,3344,468,5911,587,6818,14481,3912,2095,13249,139,2208,3835,6151,5434,6923,11269,4908,4068,5793,5143,3443,4452,54,6660,3185,99,2612,3276,2433,4108,111,8996,2523,3039,850,4237,947,4784,8847,220,3377,3989,59,12782,1541,9222,4994,1357,4827,3048,4180,0,2963,507,570,21,4,927,440,4282,355,1,19,62,3,16,139,13
TCGA-39-5036-01,7720,6819,3827,5980,5745,3698,3910,2991,5559,7259,1586,3210,1189,9919,5958,7628,1820,2513,3891,3794,5008,9068,50,3489,1860,167,8859,547,2140,11155,3697,2339,8732,149,1524,2110,9810,5872,16642,15061,9321,6576,2215,6257,4992,9954,10,6934,10005,87,752,8309,701,3947,44,10152,14249,6771,1067,2530,132,7019,5878,123,4127,8633,7324,4202,527,5999,8638,2378,7711,15207,4036,12,5776,667,526,9,84,573,113,3737,765,28,247,8,0,1,9,5
TCGA-39-5037-01,7821,6778,5274,7098,16579,4149,7185,4136,9656,20712,3146,7028,2918,5050,10959,20333,6501,3529,4411,2298,16894,16272,570,3304,3667,1419,19805,471,1373,19227,8911,5535,11453,148,492,4663,14236,18587,8985,8123,8123,6214,5355,11267,20765,16284,33,9041,7600,119,1628,8674,1459,4829,123,13073,6873,3215,1509,446,218,13837,866,459,9954,10421,12056,3807,1765,8151,7839,1581,6950,9408,16363,65,11180,904,175,0,926,444,108,4083,369,111,205,52,1,9,73,1
TCGA-39-5039-01,2449,1493,2095,2459,2611,698,1357,944,3503,3054,1043,1272,296,785,960,3346,401,1585,1423,1238,1107,4140,195,1190,1091,132,4419,508,4502,5248,2476,907,4823,249,3678,718,4440,2005,2567,3452,5901,2453,2335,7190,1535,2504,183,3451,1445,1636,2505,1630,1981,3321,97,9205,2926,3194,1345,3835,1432,1657,4143,325,610,2654,523,3903,5850,2136,1347,2808,1807,86643,4516,0,1428,2179,107,8,254,459,1532,24882,757,0,131,1899,2,23,5,9
TCGA-43-2576-01,3091,2391,2052,2834,2148,1139,1145,1172,5576,2848,1263,1064,182,3283,627,3935,1546,1694,1179,615,1274,4805,492,1662,895,54,5299,332,4990,2505,1926,687,3911,322,3488,1333,7013,1978,3498,3621,5567,3302,2456,2103,2651,5582,162,8899,5507,164,5427,1708,2191,1456,55,4455,3945,3591,883,1826,1836,1061,4754,397,1204,2107,194,922,215,744,1557,4349,1849,17134,5519,0,563,2396,30,7,135,491,557,17733,33,4,36,124,2,12,18,4
TCGA-43-2578-01,17277,7975,7279,16534,13166,8848,5611,8473,13123,5674,3850,3121,826,530,3633,8894,3639,13573,4727,8045,8862,17718,335,11026,4817,607,13991,668,6802,17772,4768,2187,23341,643,4594,6618,81598,7049,12908,10070,3126,7798,9572,4219,7973,8560,566,6471,10370,366,2104,6535,7822,4378,241,4329,9917,3487,1371,2912,1215,5805,3225,493,226,9028,7722,893,6796,8616,11127,12523,1932,6167,15734,115,4235,1312,748,33,131,1539,973,21331,234,3,533,78,2,80,214,5
TCGA-43-2581-01,5121,1044,3236,6802,4337,3807,3207,3826,8381,4926,2728,3205,297,1,1481,7302,2849,9380,2431,3189,3252,14460,2,3199,3153,3,2301,841,6451,5632,2552,724,5682,2237,25467,3550,9739,2782,9372,10287,4387,12469,6010,4012,2153,3729,83,3603,3716,2120,2247,2520,6384,2448,13686,5542,763,3038,2196,22570,3451,1074,20385,338,149,1893,1094,1211,8475,174,4323,7740,11471,10970,3376,0,2917,2776,231,29,13,2172,1111,29171,36,0,87,253,22,511,6,293
TCGA-43-3394-01,5501,2293,2875,3753,8314,7466,4540,2494,6492,6853,1949,4032,815,10138,15062,11162,9214,3359,4907,6797,13520,16268,233,4408,3452,743,5909,641,5864,12628,2937,6457,14095,377,2497,2458,9754,25518,22016,25225,10739,5873,3111,12376,7575,8585,135,4155,3724,180,1873,12787,3328,4766,144,15506,4154,1695,1840,2010,650,3867,7058,485,6808,17955,2488,5965,2347,5154,14053,9688,2914,9620,4922,17,12486,1846,651,4,931,924,694,7066,656,11,203,257,39,59,50,1
TCGA-43-3920-01,3547,4438,3519,2778,13837,1478,6418,1726,5298,4966,613,3397,1134,3427,3744,9303,5480,2035,2776,2349,5661,10791,64,1952,4737,560,16831,546,2084,3288,4526,4619,8308,550,3084,803,8802,7650,4896,7839,1467,1904,1437,3755,5563,4100,847,3031,2823,483,720,5440,1460,4247,203,4071,4135,1925,920,2185,1047,2177,10849,701,1476,17538,439,1131,454,2905,7680,7596,2325,13550,15152,44,2085,750,561,7,1238,1242,2426,4612,759,27,15,68,77,116,151,2
TCGA-43-5668-01,11817,4308,9422,5270,5543,5612,3032,3973,9619,2779,3590,4755,519,6540,1554,7519,1308,6044,4241,4466,2993,30217,61,4771,6865,263,19007,1593,21507,4351,9486,3201,5773,1771,12902,4834,8461,3330,7553,26162,1453,6517,4204,2693,2230,2927,104,6892,4775,104,14534,4501,16971,3721,21,6584,32801,2483,7083,7556,1551,2395,14377,1033,325,2287,733,9042,1054,2262,7435,10128,2870,4900,1047,0,177,8637,125,15,9,6024,7267,82682,42,0,113,139,5,2,14,2
TCGA-43-6143-01,26954,7684,11558,19294,6894,8558,7440,23048,22296,15074,10977,9700,1813,20583,6701,11371,18354,45388,11534,21848,17669,15867,89,13647,26084,790,34654,3795,24863,14537,16012,4823,36335,887,4742,25300,13518,22108,23378,11819,10615,15149,13017,11115,11423,11292,251,8920,7347,230,4037,11950,10842,4863,181,15244,9515,6745,2004,4301,2697,7137,18202,960,19780,6687,4417,24980,782,18447,22219,5275,5084,10167,15969,45,12991,2679,474,14,778,1527,1712,3329,207,2,74,59,1,48,1272,2959
TCGA-43-6647-01,7009,1492,2207,3861,3000,4218,2053,4128,3195,3509,1025,1507,372,3616,2103,3891,3550,5993,2719,1914,2603,7694,603,2534,2128,117,8769,715,13785,7111,2315,4401,6597,1063,13843,1266,4303,2464,11068,7271,9118,8252,4139,7352,1772,4270,171,5453,1425,1148,1025,3727,4253,6115,37,37521,17467,1698,532,2511,1997,3566,13509,825,5738,2094,3490,1564,870,3487,6418,6648,8473,30436,8402,3,5264,1605,221,8,508,755,3268,9640,987,0,86,1241,6,23,5,229
TCGA-43-6770-01,12858,6765,9471,7301,12545,16266,5617,15558,18036,9178,3224,3470,1222,4951,15062,16900,8653,13167,4237,9465,20233,22579,78,6475,4190,381,10606,1353,23951,19847,4946,4743,14536,1265,6294,4867,24597,12229,34480,15245,16091,17407,9557,37276,12738,19669,269,7923,6030,497,4507,10767,9379,22766,255,30455,14441,2468,1301,4504,1689,6846,7037,661,6878,9315,20308,9305,2534,26120,23217,21107,16185,11449,7419,6,11836,2890,2616,1,636,500,2771,10771,757,34,230,86,21,233,31,2
TCGA-43-6771-01,7554,2866,4528,2342,4342,4330,4318,3726,8301,6536,2412,2170,661,12,996,5727,3327,10726,4761,4661,3300,6952,2,3648,1845,2,17171,849,5675,6963,5176,1412,8331,1518,10607,4957,9314,3806,13850,10030,64208,19627,5183,10508,4437,5414,149,21387,3109,52,1041,5673,5336,14224,19,36897,16689,4343,2185,5644,1429,16517,31801,460,1102,6849,1042,44918,258,4614,93660,1680,7029,65231,11387,1,13303,469,99,0,47,164,1298,9959,1299,0,65,123,43,37,1,8
TCGA-43-7656-01,6310,8317,5988,11754,6092,5471,3908,10370,10618,6332,3579,5582,995,14190,4164,6409,10018,15224,5704,4174,3243,10870,416,5087,5513,903,2537,295,4218,13334,6005,3870,21209,559,3747,5306,15561,5525,16028,12650,4385,7315,5638,8575,3970,3792,190,4865,5287,132,850,3470,7272,1978,61,14394,2480,2196,1679,3288,2102,3219,3647,600,4042,2524,1545,3124,382,12787,1698,3478,9552,2553,2624,47,1238,2676,550,10,18,572,845,6731,262,0,78,92,0,12,999,3
TCGA-43-7658-01,19405,14335,9658,23404,8042,12836,7773,19361,26545,11138,8077,6851,1644,15919,3497,4981,62928,18735,7034,26452,12744,14626,449,12411,9488,1356,12965,505,4771,13661,10794,16711,23718,232,2187,12548,9527,11249,33520,17675,4863,25552,1763,5981,6895,5704,49,5199,7826,1072,3568,6726,6897,3208,475,7397,2908,10094,1203,3577,1033,16550,4713,461,40353,7093,171,6579,961,10545,4723,2322,10526,4338,14255,2,3184,5203,31,11,3,2461,1782,24177,75,3,130,46,7,15,505,1384
TCGA-43-8115-01,3544,1794,2437,3210,2666,3765,2064,2810,6103,6180,3812,2095,432,6226,1676,3491,3451,3961,1870,3244,7312,6858,168,3454,2948,247,5065,1155,9802,7165,4543,3391,8208,526,6496,5402,4102,8703,6888,5201,1999,6847,2132,3118,5947,5385,213,2712,2334,313,942,4337,4983,4869,44,9161,3895,737,862,1701,1659,5970,7865,1115,5312,1818,407,2441,777,4792,7992,7284,7587,6106,8864,9,5423,2075,104,1,75,996,1565,3367,313,3,63,194,17,64,89,16
TCGA-43-8116-01,4225,1977,3585,5445,4068,6659,2145,5370,8391,2312,2199,2338,581,255,1623,4734,3744,7816,2316,3781,5477,5655,7,4370,2325,306,3738,652,2263,10565,4576,2837,13300,198,1504,2781,11750,5050,23311,15545,9910,11477,7679,8245,3309,5024,101,5690,1729,97,285,2523,1809,3172,23,10862,2821,2368,978,1905,583,757,2644,116,4964,2039,401,1326,755,5656,9969,3775,3532,4086,3576,82,3911,832,601,2,71,571,273,3097,95,0,38,79,10,6,490,40
TCGA-43-8118-01,8022,2341,6166,5122,5135,5788,3725,5166,10490,5486,4217,3719,1275,6194,3869,5201,3878,12460,4890,7817,11366,11851,375,6818,4184,207,4235,710,6009,13220,3188,3532,9072,398,5110,4081,17545,5409,12544,7698,12272,12958,4338,18265,4426,6554,286,4031,4029,454,2542,6928,3617,8900,307,19349,3617,2241,1516,2194,1521,6239,4650,348,3420,3169,799,12740,11573,3173,29493,3732,4676,16276,3251,113,2960,1144,452,6,264,806,621,13524,681,1,334,43,2,26,18,1
TCGA-43-A474-01,14726,3164,4366,3717,4040,6677,4962,9136,10161,4245,2050,3692,1513,810,7300,4813,4434,7480,3534,1862,4618,4804,72,3702,4089,628,6139,675,5687,13867,4241,3320,13886,196,1690,3468,18288,4451,18363,33689,6625,15465,8674,22833,4208,5626,58,3655,2202,250,2607,7880,4271,10131,3,10130,7007,4743,400,623,351,1082,3478,312,6552,6064,21579,2942,46,6845,6764,1882,4213,12798,9501,0,8586,241,1337,1,1391,17,688,6400,634,21,39,14,4,17,25,2
TCGA-43-A475-01,3871,2072,1943,2081,5459,7543,2862,7043,11677,4195,3480,4595,1805,4432,4511,8974,8303,10005,2768,2922,6467,10341,54,3298,5653,224,10090,583,18617,5558,2888,4032,13207,293,3642,5063,12011,6127,14852,11538,4814,7054,5515,5892,5172,7316,143,2234,3757,210,856,6891,3775,3794,40,11491,7598,4076,1646,1877,1819,10641,5562,374,7457,2926,10972,4174,1458,8133,5587,2147,2529,4712,1745,12,5917,471,551,4,433,625,674,5378,82,7,44,111,7,33,89,0
TCGA-43-A56U-01,1956,1444,1610,1744,1074,814,1245,1973,3983,2698,1041,1114,421,273,1843,1084,2060,3867,1196,1052,2316,2196,114,1184,2111,61,3048,583,4890,4494,2555,1190,6269,338,4218,1549,9118,2519,3172,2185,2630,3032,3150,1627,3270,2803,207,2930,1250,286,1280,1741,3320,1556,141,9008,1043,2471,1090,3325,1463,2747,13371,377,2676,2947,254,8174,633,3028,9245,3932,3360,5356,2116,0,2081,843,88,6,53,953,1585,3699,576,6,171,570,30,67,12,5
TCGA-46-3765-01,3210,1542,3132,3625,4565,2377,2608,1799,4500,4911,1441,4207,652,18370,12574,5063,1558,1388,2760,3768,4908,10534,380,2381,1838,380,2406,480,2319,8045,2972,6472,3824,343,3361,1401,19407,10462,3896,11779,5139,5170,3044,4923,7525,16434,89,4238,1675,234,1574,7704,2201,4303,95,4418,4711,2166,1047,1226,855,2609,8315,545,5016,5062,5889,3181,2387,4958,8817,5092,2773,14077,6668,6,5979,1583,99,6,318,1297,814,4433,734,4,48,21,15,2,17,2
TCGA-46-3766-01,848,379,476,586,922,354,614,460,1510,1116,569,752,150,5,613,1062,358,937,967,763,1179,2367,81,752,1034,104,3936,500,9318,3656,1029,602,2130,628,8931,942,2245,3144,2795,3415,2455,1482,1078,1645,1566,1781,306,2549,775,528,2388,1764,3290,1837,641,10523,2444,1073,1603,2616,1472,1840,7412,682,1315,1848,161,2373,4477,1083,3639,7467,2853,4163,8061,2,1428,1355,124,10,50,1278,2077,7706,395,20,165,311,5,38,18,8
TCGA-46-3767-01,3173,1081,919,2583,1442,2257,1405,1715,3398,2032,1297,2117,300,1064,1033,2018,1693,2454,1903,2285,2240,3500,467,2139,1975,236,4843,590,11645,6390,1580,2280,6619,1138,8698,1369,3462,3047,8274,8057,2657,3068,1299,2509,2000,2801,440,2629,1047,249,3551,2557,4917,3335,288,18927,3642,746,1339,1767,2170,3696,5613,968,3564,4906,262,9258,2683,5493,6126,8172,6456,8839,12670,11,2594,1231,173,99,279,1225,2601,7505,621,9,215,660,23,62,38,28
TCGA-46-3768-01,14023,9029,5057,23189,9083,7580,5540,9065,8903,11216,5975,9868,2046,13088,11534,15931,1770,7882,10012,12219,28041,22183,289,10155,7147,646,15557,1006,10959,13398,5685,4122,17074,331,3290,5726,9097,27368,17724,23284,5862,16468,3819,10170,12699,25183,87,2437,6048,271,3027,17548,4859,2891,173,14815,9220,10314,1734,1042,586,12129,4253,2169,8682,7645,13146,18802,1928,6374,3575,9553,6818,5931,5025,2,6329,1392,77,3,556,3370,520,6429,282,49,64,52,8,5,16,1
TCGA-46-3769-01,9870,4562,4047,3154,3092,4170,4921,618,4844,5086,2598,4944,798,9990,3687,3755,1746,1382,5625,3609,2375,5128,23,7262,3333,645,2705,1338,3943,13483,1508,1598,8065,301,8266,1439,5497,3609,6839,12701,5474,5928,4399,4089,3616,4641,57,4849,2071,80,4914,6474,2232,6923,106,5828,13090,7445,292,5413,1546,1516,5498,442,2456,2551,4550,11595,218,10626,7815,2043,3996,9908,15159,0,2634,2764,41,4,881,346,2196,15257,2952,6,16,33,15,15,24,1
TCGA-46-6025-01,6823,4083,5915,5513,13282,7323,6625,6788,13496,11555,2752,3429,1090,5478,12313,34634,6902,9339,4220,4161,9108,27201,104,5832,3691,424,20677,830,4066,22631,9365,6123,16006,604,15622,2795,35728,13262,17709,17609,20268,14824,6826,13497,14455,29765,76,15740,7912,175,2736,19715,3122,11601,62,10889,23722,7449,1071,3120,722,51425,10385,681,7289,8168,23896,21233,1135,3848,16971,4471,30314,17957,10183,6,12572,499,988,1,343,163,542,11076,275,6,3335,11,2,19,60,6
TCGA-46-6026-01,14833,7081,7296,9844,9156,4850,4201,10050,18383,14694,9092,5905,1623,21008,5526,27395,16894,18038,6458,9446,7628,12200,780,10612,4359,276,14177,568,4492,21617,12683,6987,24001,1148,2689,6047,12586,9647,25935,12529,21293,13260,8626,20999,9996,10549,122,7809,4183,272,1561,4048,3844,2686,661,26094,4081,4581,742,5858,2252,15613,5733,124,8998,12045,1101,4586,657,18159,18575,10633,7754,3662,3653,3556,24293,2099,5689,29,2413,790,854,5406,1206,0,81,63,76,29,433,3
TCGA-51-4079-01,7381,3311,4489,6357,4837,3619,3246,3685,8773,8436,1629,3278,1992,1221,6731,6078,3771,3230,4789,3839,7615,14043,121,5036,3192,223,10082,573,6473,15842,3623,1964,11099,368,2285,3075,15576,8146,9047,14071,9363,9053,3219,10847,4184,9628,78,5023,1403,455,2865,9536,3343,9807,80,7980,5471,5107,1196,3020,729,6898,13328,488,4578,5505,12890,5635,2927,3997,9759,6156,14156,17987,7044,14,4670,947,299,3,16,617,749,6044,820,41,130,306,14,24,4,5
TCGA-51-4080-01,7253,3867,2105,5798,13140,5333,3836,7162,11840,8977,2150,3520,1461,3493,14504,7145,4809,3601,5038,9846,15123,16575,575,6666,4987,570,12011,496,5774,12562,8240,4967,15632,428,1463,3163,18502,13462,8994,8449,9312,10202,5852,9718,5021,5601,107,6184,4268,61,766,13881,5622,5687,208,7378,6111,3454,1252,886,527,1675,4164,420,10546,3294,22623,4652,1185,9016,13968,5081,5040,5689,4602,73,11099,863,33,6,1664,1678,388,2424,328,255,289,49,3,400,13,22
TCGA-51-4081-01,5827,2518,2101,5325,3324,7797,3228,6478,10048,7198,2174,2854,1221,7319,5016,4485,4458,8092,3257,5360,7579,9901,303,5881,3829,222,12550,341,8094,5933,2811,3716,12967,659,2361,2388,11253,4961,16460,10328,10036,12575,3191,8704,3887,4261,134,3144,3520,95,1834,11943,7494,2548,9,14057,8921,4819,813,807,1129,3905,3756,656,6624,6721,7418,3089,419,3780,14066,3655,2804,13422,4180,7,8425,596,404,2,1163,116,996,3744,166,66,84,101,0,23,58,0
TCGA-51-6867-01,10207,2671,2530,7597,5273,7468,3659,11697,10371,5946,2267,2996,1149,16578,4608,8647,3552,13229,6146,11631,12108,12897,140,8496,3604,430,13950,1897,11539,21539,3461,3912,13909,734,7096,5295,7898,15127,17804,12445,4730,9503,3088,7539,11306,14913,213,3966,4941,169,3284,16306,3544,14747,248,27588,11013,5838,1968,1776,1059,12337,5798,531,9846,12361,9893,7317,468,4695,7293,23451,5236,25216,7738,3,13222,1042,1342,15,1326,1231,1407,5767,64,34,145,151,7,10,22,6
TCGA-52-7622-01,6647,2609,2327,5292,3496,4590,3672,6373,8630,5581,1950,2683,1181,1823,6694,3711,2830,6741,3469,3426,6076,10682,211,5296,2286,259,19280,1506,18921,7823,5132,3059,13487,807,9602,4088,12358,7122,9870,6899,11101,12132,5383,8472,5167,7484,496,7720,4528,678,7510,13621,10578,4612,250,12274,10117,4324,2074,3913,2320,7223,10898,1479,7423,4109,29249,4846,13242,1782,15286,11733,4497,13118,4457,1,5708,2973,507,13,1105,1051,4985,26510,543,463,728,856,47,29,14,4
TCGA-52-7810-01,9153,6966,3822,6948,4509,1487,4138,5395,8675,4601,2166,4862,1006,904,12708,6263,2103,4600,2718,1739,5497,7208,565,2434,6460,228,4739,437,1495,21066,5913,3964,9012,316,3993,2292,11847,10033,10045,7856,11560,7137,24291,11697,9571,15343,23,16328,5781,42,2348,5991,1660,7626,5,17871,14207,1891,1691,1277,567,10442,7140,106,5946,6577,4163,41465,125,29359,4326,2055,10623,13933,19350,0,4839,485,294,0,808,209,299,40983,3288,4,25,3,4,53,38,0
TCGA-52-7811-01,7642,2881,2884,5724,4148,5527,4721,3063,12818,4719,2808,5679,1698,1243,6533,6067,1402,7871,3534,2526,3829,10068,155,4437,4096,270,15830,1050,8486,19504,4187,3411,9989,775,7364,3627,12800,4627,11155,13736,13631,10488,10290,9820,3354,4808,658,6147,4001,378,2438,7122,4466,8993,32,16670,7883,1738,1033,2395,1799,5577,14669,451,4617,3320,7645,5135,3501,4045,20655,4416,5100,20999,7100,1,3384,1366,566,18,1431,496,1071,16629,1265,13,162,234,7,46,16,1
TCGA-52-7812-01,11277,8902,6962,10741,10332,8419,9301,9754,11258,10922,6115,6677,1120,183,3890,16203,2881,23221,7392,4222,5526,23243,3,4508,7457,12,17867,749,3094,9492,5105,703,18892,231,4943,10171,9437,3199,11833,9862,10119,16329,7921,3011,3960,2578,91,8936,7116,1060,5640,3139,3435,3161,17,3394,5330,6871,738,1984,1120,1143,7198,351,2112,3981,2941,5019,1288,3312,3349,1991,1515,17923,8881,0,4157,2036,273,6,3,1570,1411,98280,54,3,78,113,8,12,8,76
TCGA-56-1622-01,10095,4456,2464,6260,6142,8020,4019,5114,15385,2970,1792,3429,954,3362,12778,7088,2630,10415,4680,2544,12096,14211,3,3541,5523,146,21880,511,2406,10340,3917,2923,11296,422,4757,5555,14100,9905,10316,16045,12124,9172,7009,8663,7641,8408,227,3589,5203,69,899,4000,3839,5238,14,11939,7278,4236,1665,2409,822,8829,21285,144,4509,2341,3147,368,541,9717,6255,25486,6790,20464,8492,4,2737,1067,1156,5,49,1097,3915,3906,910,111,32,101,18,25,38,7
TCGA-56-5897-01,6240,2278,3230,5972,3508,4298,2823,5580,12713,3592,2719,2941,573,80,3687,4083,1185,12792,3975,4014,4095,8956,302,3227,3809,225,8935,717,13830,8716,1955,1472,9770,814,8959,3025,11884,4370,10492,7976,14861,12968,5598,7673,2038,4779,230,6171,2933,315,3635,5433,4113,5091,107,21119,19751,3377,821,2432,1866,9386,8249,1003,3986,4922,29533,30041,518,6595,10310,5769,11075,11176,6414,3,436,914,554,17,547,620,2293,2708,368,3,392,85,14,48,8,144
TCGA-56-5898-01,2990,1520,1615,4439,1893,2112,2308,2626,4568,2314,905,818,371,2719,1271,2883,2290,3591,1121,2337,2362,4538,326,1695,2178,81,7642,600,8960,6176,4671,891,7796,427,4273,1436,7042,2985,9006,6459,11055,4842,4462,16009,2237,11258,196,8386,2530,270,3210,4159,4039,4826,213,17205,6380,2353,1360,5632,1092,8119,5833,330,7359,7471,2665,5384,4335,1566,16955,10008,3197,19677,2991,60,3510,698,481,11,414,366,973,13773,908,58,286,95,3,45,5,4
TCGA-56-6545-01,11504,5089,3061,9293,4853,4536,4551,7839,13636,5489,2994,3413,1273,2880,2519,9848,1854,13792,4014,4858,6159,13130,441,4621,5375,189,13404,813,23172,8524,4904,7432,45927,1019,16264,6085,9406,9751,14869,9410,5279,12832,5513,7654,4728,8958,373,5557,3629,619,2894,3381,6090,9493,770,29450,13336,385,1872,4512,2742,6793,17382,1274,7151,3902,769,1726,3430,8658,8936,16112,13563,34699,30874,211,13158,1855,95,13,430,962,2875,13939,657,70,231,465,87,275,19,61
TCGA-56-6546-01,28142,12946,10172,25503,9057,7881,6215,9120,19500,6631,7148,5935,1361,10917,5294,7894,754,10047,5788,7483,5448,16833,2178,12911,7360,32,10840,456,9488,9051,13325,6665,26304,678,5029,12926,15613,5394,19525,19263,6060,16051,11396,6008,6353,5862,227,7703,8535,228,1467,3950,8769,32008,174,8521,5137,2413,2607,5754,1156,2097,11170,666,588,7074,295,793,3794,6976,20027,14115,2217,16868,4582,1,10715,3627,155,30,16,801,10405,15919,51,2,258,96,8,54,35,6
TCGA-56-7221-01,8940,2739,8163,5379,4401,3803,3220,8691,17712,3311,1859,3694,1133,2143,4356,9080,4664,8428,4311,5781,3948,11746,350,5804,2237,272,26988,1272,6262,12434,4895,4528,18317,2728,3017,5080,12022,5198,14205,16867,17101,16980,5532,47180,3429,4774,117,5926,2155,796,1007,5742,12890,4620,55,14559,8313,5345,2292,1168,1117,2516,4285,606,4038,6876,5810,7785,1917,1932,27154,7949,6159,9860,1070,7,8368,4209,1262,28,2710,560,417,9262,558,7,139,27,1,18,10,3
TCGA-56-7222-01,14020,5339,6753,6561,7565,11138,4480,10856,11240,13652,3769,6117,1495,2,5709,8581,2049,13536,6959,3905,6564,19798,116,4262,9872,270,8801,1403,6728,15880,3352,6938,14509,451,8983,4625,9717,4880,27827,17898,7535,15058,9472,17755,3316,3069,166,5992,3298,852,1190,6742,6372,26648,19,22637,5283,7159,889,2054,558,155,14210,173,444,5252,2479,6714,10531,5085,4885,11498,1677,19784,2190,1,6742,1064,1870,66,4,319,3534,10213,160,0,148,408,15,7,6,155
TCGA-56-7223-01,18221,5198,4621,15309,11150,12358,8030,24276,10884,14736,6860,4675,2177,29077,9978,7712,9356,18262,7496,11001,25193,23323,508,13908,8461,117,25778,1784,9148,22234,11777,4935,24926,725,3648,10466,26485,29467,21788,27300,5803,9161,3601,14644,10566,12590,1505,5390,3255,151,1502,21316,14832,9196,49,5593,18421,6417,1187,1652,2412,28304,2728,440,14745,8793,31829,5010,245,12016,9728,16542,2321,7565,6721,170,13404,2007,145,149,112,3354,3772,10867,112,26,890,148,14,196,25,160
TCGA-56-7579-01,6803,2889,2617,4421,10387,2380,4848,4553,7045,7919,2914,2965,1037,2011,3345,7554,4297,8216,2389,2541,6703,14146,210,2557,3213,18,13177,1226,5377,3612,2111,1920,13494,491,1335,3963,14577,7496,6167,6210,5397,5492,9341,17374,9208,10078,108,6652,3283,20,214,8754,5932,7453,6,21563,10772,1506,1591,1757,738,11656,4050,283,3398,2307,23143,6120,159,981,45227,276,8107,8254,562,0,6222,1633,19,3,17,79,268,3698,1074,2,128,351,22,0,5,0
TCGA-56-7582-01,6745,1915,1760,2908,3168,3771,1972,8909,7376,8932,1358,2706,1540,4893,5754,5049,2282,8111,4325,3146,8023,8951,244,5588,5514,308,9053,466,8854,4917,3380,2427,8998,493,2416,4315,6817,5170,11100,10254,5718,6846,2316,8669,2682,4473,135,2128,1469,99,882,14719,5113,4057,23,19838,10655,4473,660,934,621,7587,5052,311,5438,2810,11501,7501,695,5651,24655,1814,3360,16488,3150,6,4748,295,1008,1,855,255,922,2946,305,75,83,26,2,3,9,4
TCGA-56-7822-01,2673,1062,1022,2791,1877,2163,1216,2366,6333,1846,1521,2200,482,4669,2780,1620,3709,4956,1552,2390,2192,4127,1254,1168,3189,282,9182,489,5503,5076,1392,2886,4314,463,14982,1025,5372,2919,8578,12306,13320,4451,4544,14244,2241,5241,235,7355,1330,152,4192,3332,3153,4155,223,17037,6550,1901,867,3587,1939,11387,9152,305,3646,6736,3497,47516,1137,1062,42273,3669,6438,12075,4481,6,3919,576,94,33,323,1203,527,10412,7065,2,113,90,8,86,12,7
TCGA-56-8201-01,5085,3398,3974,2946,4664,1838,3185,1972,8007,6020,1596,2924,572,3071,820,5628,977,10796,2472,1979,2517,8454,574,3795,3263,9,1348,346,5465,5749,4482,2933,7633,429,5987,2621,4748,2188,10093,5597,4620,9137,6929,4227,1897,4026,102,3767,2209,69,302,1702,2859,2920,55,13258,4231,1831,430,1861,875,743,11693,569,381,1444,142,3939,570,3121,2472,1797,2230,7644,8889,0,5647,553,19,1,459,350,2360,8190,423,0,18,219,23,9,6,5
