Unnamed: 0,MIR205HG,DLX6-AS1,LINC00491,AC010168.1,POU6F2-AS2,ADAMTS9-AS2,G2E3-AS1,AC011374.1,MIR2052HG,ADAMTS9-AS1,AL513123.1,SOX21-AS1,C5orf66-AS1,PVT1,SFTA1P,LINC00393,AL355388.1,LINC00355,AC010280.1,SOX2-OT,AC105206.1,LINC00640,AL139385.1,AC078778.1,LINC00392,AC234772.2,MAGI2-AS3,NAALADL2-AS2,GHET1,AP000438.1,HOTAIR,AC008406.3,LSAMP-AS1,C10orf91,MED4-AS1,LINC01901,LINC00520,AC093510.2,AP001360.2,MIR130B,AC108676.1,AC084816.1,AC006238.1,HOTTIP,PKP4-AS1,LINC02012,AL590644.1,PART1,LINC00470,BCRP3,UCA1,AL079303.2,AC044839.1,AC092142.1,LINC00337,MIR31HG,MIR137HG,AL163952.1,LINC00462,LINC00472,AL122058.1,LINC00163,LINC00461,AC021683.3,AP002478.1,AC112484.4,KCNH1-IT1,GDNF-AS1,AP003063.1,LINC01992,LINC00536,C1orf132,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,AL121761.2,AC069120.1,MUC2,LINC00173,AC061975.6,MLIP-IT1,AL034397.3,AC012640.1,AC073352.1,AC025211.1,MYO16-AS1,NOVA1-AS1,WNT5A-AS1,RBMS3-AS3,ERVMER61-1,AC135178.1,LINC00518,LINC02031,LINC00184,LINC00211,STEAP2-AS1,AC068305.3,WASIR2,AC097717.1,CERS3-AS1,LINC00504,LINC00261,STEAP3-AS1,AC006305.1,MIAT,CCDC26,HCG21,AL021395.1,AL357518.1,RMST,AC004832.1,B3GALT5-AS1,PRICKLE2-AS1,AP000553.1,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,SRGAP3-AS2,FAM138B,LINC00051,H19,NAV2-AS2,AC004990.1,AP003064.2,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,AC011483.1,LINC00443,AC008109.1,AC128709.1,ADARB2-AS1,AC112721.1,LINC00469,AC006372.1,RRM1-AS1,AC022762.1,CNTN4-AS1,AC024475.4,TLR8-AS1,KIAA0087,AC069281.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-60-2714-01,19,0,0,2,0,6,0,1,1,12,0,7,1,1774,651,217,0,92,0,22,1,1,11,19,0,20,317,17,27,0,1,3,1,20,1,2,2,5,0,19,6,0,2,0,12,3,1,1,0,8,16,69,0,3,87,2,167,3,0,38,0,2,3,4,43,3,0,3,0,0,0,303,0,0,13,0,14,4,0,5,18,9,1,14,4,3,0,0,1,13,1,2,0,5,2,6,1,0,1,7,2,0,15,43,44,0,408,4,1,8,0,0,13,2,0,11,0,0,0,0,0,1,0,9,0,1,1,1,40,72,1,48,18,0,454,2,0,484,4,1,0,0,2,1,9,3,0,17,24,1,0,0,2,4,0,26,17,284,0,0,1,1,208,0,4,0,5,0,1,1,0,0,0,1,0,28,0,21,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,697,0,0,0,0,0,44,0,0,0,0,0
TCGA-60-2716-01,33498,1,606,202,293,9,190,117,147,1,16,173,2113,1019,84,14,1,0,1,67,0,156,166,14,0,51,204,0,60,14,0,251,45,20,2,141,7,5,1,9,3,179,2,1,236,97,2,168,1,5,119,390,2,82,10,867,0,3,0,25,387,0,0,60,1,69,0,8,1,2,12,250,2,2,17,0,9,128,12,192,12,0,23,302,1,2,20,0,153,60,5,84,0,0,879,8,0,3,52,2,5,32,158,39,56,4,32,10,0,50,1,0,12,1742,0,4,0,4,1,0,0,0,2,0,0,0,6,1,0,30,0,0,878,0,88,16,2,9,6,9,21,1,1,2,0,0,0,0,9,0,0,29,3,1,4,0,0,0,0,9,0,0,0,1,6,0,1,0,2,0,0,23,13,0,16,0,5,0,12,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,3,0,0,0
TCGA-60-2719-01,2135,352,174,77,95,3,248,447,166,6,54,1613,988,861,114,29,1,45,77,167,0,168,104,26,20,287,312,1,106,1,7,89,19,42,0,136,17,0,1,11,1555,73,5,3,943,124,30,148,285,2,12,75,249,122,257,6,0,110,11,60,79,1,0,3,141,11,5,17,85,170,1,55,2,4,53,11,57,363,12,5,54,1107,7,42,8,7,6,1,2,112,2,5,0,1,116,2,2,2,5,22,4,53,576,108,22,5,235,7,1,358,0,1,4,22,0,7,3,26,2,0,0,0,1,0,0,4,1,0,6,46,1,11,3180,0,17,0,4,34,1,1,1,2,18,2,0,1,5,7,72,2,1,3,300,59,0,0,3,1,2,21,0,11,0,0,2,10,2,0,0,2,0,0,12,2,0,1,2,0,0,0,1,0,0,0,8,1,0,0,0,2,12,0,0,0,2,0,0,3,9,0,0,0,0,0,0,0,14,0,0,0,0,0,1
TCGA-60-2720-01,2088,54,57,35,51,11,77,36,7,41,15,72,22,317,221,0,0,2,4,45,0,43,46,12,0,24,148,13,6,0,46,4,42,52,2,1,34,4,1,8,5,5,0,1,17,23,1,4,0,1,8,12,0,23,32,265,246,2,0,37,20,0,0,1,0,13,2,47,14,3,3,17,0,0,9,8,12,3,3,912,16,0,4,30,2,1,2,0,0,5,15,4,0,3,36,3,1,1,6,2,1,3,46,19,95,0,204,9,0,1,1,2,20,56,0,0,8,2,2,0,38,0,0,228,1,3,4,4,10,94,0,49,58,0,4,2,3,53,0,0,1,0,0,0,0,0,0,0,45,0,3,5,17,1,1,14,1,0,0,2,1,0,1,0,4,81,3,3,0,0,0,11,1,1,0,0,0,7,7,0,0,0,13,0,0,0,2,0,0,1,3,0,1,0,1,1,1,1,0,0,0,46,1,0,0,0,0,1,0,0,0,0,0
TCGA-60-2721-01,4182,69,318,107,229,17,136,1478,160,5,31,2167,455,471,24,100,0,145,56,242,0,149,60,34,2,267,451,35,59,1,1,131,48,40,4,218,31,0,220,10,553,186,3,1,416,62,56,364,366,2,7,85,0,150,12,3,1,4,6,48,104,0,23,61,2,19,0,10,15,23,3,198,1,12,55,0,47,67,48,86,62,16,14,78,2,12,8,7,51,131,3,20,1,0,229,15,7,30,5,14,4,106,34,0,132,14,1404,12,0,5,1,0,4,13,0,8,0,73,3,2,5,0,4,6,0,63,0,1,5,19,0,82,943,0,96,3,8,0,4,23,5,2,1,15,0,3,2,4,11,2,0,15,35,581,1,5,1,0,0,4,0,5,3,1,0,1,6,4,0,0,8,6,8,3,3,1,0,0,2,9,4,0,4,0,2,0,2,3,2,0,1,1,8,0,1,2,6,0,8,0,0,0,0,2,0,0,0,0,0,6,1,0,0
TCGA-60-2722-01,5962,665,251,41,237,3,95,877,67,4,22,779,11,1360,8,64,0,1,101,897,1,22,242,16,642,65,172,4,69,0,0,10,42,116,0,55,497,3,6,7,1,0,4,6,207,182,3,73,99,3,6,1,13,75,11,2,3,3,147,20,18,1,0,1,8,30,20,26,14,0,1,51,0,5,7,5,79,3,0,2,14,2,37,16,3,1,4,12,3,268,8,1,0,1,4,85,1,3,9,9,4,20,12,2,11,6,87,15,0,108,0,1,7,2,0,2,9,2,1,0,0,1,1,2,0,6,1,0,1,49,1,3,154,1,161,0,3,0,15,12,10,1,1,5,2,0,1,4,4,0,9,1,2,6,2,0,1,9,1,0,0,0,0,0,0,2,3,2,0,0,0,5,1,4,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,14,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TCGA-60-2723-01,3052,346,2,307,56,33,9,191,54,5,1,504,65,889,107,31,0,0,82,2459,0,27,29,9,4,150,438,143,55,0,2,7,50,24,1,4,24,1,3,8,1,38,0,11,43,25,0,363,57,0,0,7,0,48,14,46,1,8,11,31,7,0,0,0,118,194,2,49,4,0,2,23,0,4,1,3,62,3,6,0,15,0,0,8,2,0,2,26,4,308,54,1,0,0,90,3,2,3,20,4,4,13,10,112,11,0,367,1,0,2,0,0,0,12,0,0,0,35,0,0,0,2,0,16,0,4,0,0,0,3,0,0,318,3,142,2,0,43,0,1,0,0,0,1,0,0,0,0,3,2,0,0,3,2,0,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,9,0,0,0,4,1,1,0,10,5,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,1,1,1,1,4,0,0,0,0,0,84,0,0,0,0,23
TCGA-60-2724-01,5799,2,145,70,273,16,255,1093,105,7,56,210,286,1142,40,62,0,102,42,63,0,285,140,12,5,59,371,53,34,0,0,23,37,420,1,67,95,1,1,14,286,23,1,0,25,20,72,135,91,1,37,227,3,284,35,146,234,1,29,29,2,4,2,54,16,3,21,14,5,0,12,11,0,9,15,11,26,253,0,2445,1,0,1,72,0,3,10,6,0,207,94,1,0,142,1055,3,9,3,77,14,5,76,6,1,12,5,72,10,0,0,2,0,1,10,0,1,0,29,0,0,0,0,1,10,0,0,0,0,4,0,0,1,20677,0,170,1,35,0,3,0,0,2,15,3,5,0,1,1,0,0,1,1,68,382,0,18,0,0,1,1,0,1,107,0,1,0,65,3,1,0,0,6,4,0,8,6,0,0,1,0,13,1,0,0,0,0,0,12,0,0,1,0,1,0,0,5,79,1,0,0,0,1,0,0,0,0,0,25,0,0,0,0,0
TCGA-60-2725-01,2533,256,122,56,142,30,41,48,102,97,15,363,5,244,416,9,1,83,4,82,0,82,31,24,1,16,862,26,29,5,3,2,10,10,1,72,11,8,24,5,4,7,5,2,80,101,2,74,3,5,7,23,0,66,4,7,1,0,2,197,19,2,17,50,5,15,0,7,35,52,0,69,10,5,19,9,23,5,28,3,47,0,0,134,3,1,5,6,2,75,25,27,0,0,10,4,4,2,7,2,2,14,295,139,15,0,250,5,0,0,2,2,28,41,0,4,0,62,4,0,3,0,2,13,0,2,3,1,2,113,0,1,190,1,13,2,8,38,1,1,0,1,2,1,2,0,1,1,90,0,2,3,0,5,3,2,5,0,0,7,0,0,0,0,0,0,24,2,2,0,0,4,0,0,0,5,8,0,1,0,0,33,2,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,6,4,0,14,1,0,0,0,0,0,0,0,0,0,0
TCGA-63-5128-01,6126,348,187,108,241,29,44,425,47,8,1,415,1,1171,66,1,1,15,45,231,0,33,43,14,0,77,160,442,8,0,3,7,34,70,0,22,392,0,717,11,1,50,5,34,94,25,24,43,7,3,18,8,0,22,4,3,0,0,0,88,2,0,0,1,39,31,5,4,16,29,1,78,1,8,5,1,18,9,10,3,102,1,6,14,0,1,2,0,0,303,5,133,0,2,77,3,0,6,8,4,3,42,397,36,96,2,315,3,1,2,0,0,6,38,0,2,0,6,8,1,5,0,1,2,0,2,0,0,2,2,0,0,1302,0,32,1,0,22,3,2,3,2,0,6,2,0,0,3,6,0,0,3,0,191,0,5,0,0,2,0,0,9,1,1,1,1,2,7,1,0,3,0,1,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,3,2,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,1
TCGA-63-5131-01,6403,24,378,138,103,10,263,287,217,20,21,1126,164,198,81,701,1,6,497,588,0,109,38,7,261,44,314,128,183,0,0,25,53,108,6,114,12,0,111,3,5080,177,2,1,1996,367,898,463,2,3,6,0,58,361,38,4,10,152,26,42,5,1,1,200,107,3,0,3,20,446,1,46,0,3,35,1,58,149,147,0,83,296,6,42,1,5,41,4,6,67,1,455,0,13,72,5,3,2,29,2,1,63,26,27,34,3,44,3,0,2,1,0,0,0,0,2,0,7,2,0,5,0,0,17,0,6,0,0,9,0,0,0,177,1,548,1,5,15,143,1,3,1,2,9,6,0,1,0,11,0,3,1,24,854,1,3,10,4,1,23,0,13,1,0,11,1,1,0,0,0,1,2,0,5,3,0,2,0,7,0,0,2,1,0,1,0,0,71,0,0,0,0,0,0,11,0,0,1,18,0,0,0,0,0,0,0,1,0,0,11,8,0,2
TCGA-63-6202-01,12,0,2,9,0,14,0,3,0,17,0,168,1,1372,79,0,0,0,0,9,0,3,4,10,0,54,419,8,17,1,0,1,0,13,0,0,10,1,0,7,2,0,1,0,17,7,0,0,1,1,34,99,0,14,82,3,29,1,0,32,0,3,0,3,3,10,0,4,1,0,1,36,2,1,1,1,9,3,0,15,8,1,0,64,4,5,0,3,0,46,23,3,0,0,0,7,1,0,0,7,5,0,5,15,3,0,511,9,1,1,0,1,0,0,0,3,0,0,0,0,0,4,0,20,0,1,1,0,0,0,0,1,85,0,4,2,3,277,1,2,0,0,1,0,2,1,1,4,3,0,0,2,14,1,2,7,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,0,24,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0
TCGA-63-7020-01,2053,362,145,21,57,10,6,100,7,4,9,496,1,905,112,7,2,31,44,76,3,36,28,19,0,55,173,51,39,0,2,5,11,19,0,21,23,0,0,3,187,66,5,9,63,13,66,42,113,6,1132,96,0,50,17,238,8,7,3,129,24,0,1,1,13,26,0,190,9,0,1,90,1,0,4,1,6,128,23,41,38,0,0,54,0,2,2,8,0,32,8,0,0,2,20,12,2,6,7,46,3,15,19,80,80,1,443,3,0,146,0,1,7,3,0,0,0,19,6,0,0,0,0,7,0,8,0,0,0,17,0,0,594,0,144,6,18,33,1,0,0,0,0,1,3,2,0,0,12,1,0,0,3,17,0,2,4,0,0,0,0,0,2,0,1,0,90,2,1,0,0,0,1,0,2,0,3,0,0,0,0,0,3,1,0,0,3,0,0,1,0,0,0,5,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
TCGA-63-7021-01,2941,174,293,41,97,11,76,144,37,9,14,350,223,1027,37,24,1,4,8,191,0,42,216,23,4,58,234,1,33,1,1,124,37,27,2,7,79,1,16,7,46,44,4,0,82,298,6,73,184,7,33,25,19,25,16,1,8,10,261,87,11,1,45,24,1,25,15,7,7,0,4,226,2,25,5,0,14,36,0,7,78,1,29,30,4,8,5,0,0,62,11,3,0,0,5,15,0,11,1,8,3,70,117,12,17,4,3278,148,0,15,0,0,0,322,0,3,0,12,16,0,1,0,0,24,0,6,0,0,1,0,0,1,282,0,86,1,0,4,3,1,0,1,2,3,0,0,1,0,2,2,16,2,2,61,1,4,1,1,2,0,0,1,0,1,0,0,1,4,1,0,6,0,1,1,0,1,1,1,1,1,3,0,2,0,3,8,0,0,0,0,0,5,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1
TCGA-63-7022-01,1756,152,77,27,58,27,48,19,16,18,1,360,116,274,69,118,0,18,94,366,0,51,23,7,63,13,789,55,25,2,1,20,12,9,1,34,13,1,214,4,195,30,2,1,76,10,3,112,1,1,32,100,12,34,4,57,0,1,21,52,8,1,0,125,2,8,2,55,7,23,2,92,3,1,20,0,11,37,24,4,18,22,2,49,0,1,0,1,0,163,21,28,0,15,4,3,1,2,8,7,3,29,62,20,25,2,893,10,0,9,0,0,0,79,0,0,0,12,2,1,3,0,0,7,0,51,0,0,0,1,1,0,1021,0,8,0,1,15,29,0,4,0,0,0,0,1,0,0,1,0,0,5,5,69,0,5,7,0,2,1,1,0,1,0,1,1,0,4,1,0,0,0,5,0,0,0,2,0,0,1,2,0,4,0,1,0,0,1,0,0,0,1,2,0,2,0,1,0,0,0,3,0,0,0,0,4,1,17,0,2,0,0,0
TCGA-63-A5M9-01,2891,298,261,98,168,17,96,96,6,19,56,1158,0,1879,158,597,1,1,92,4469,0,48,51,99,12,25,372,47,48,3,13,2,45,27,2,23,12,4,4,21,3,93,7,11,192,26,0,73,303,6,3,2,20,3,18,19,35,6,68,365,12,0,498,15,29,30,2,23,6,36,34,50,2,12,38,2,32,7,123,12,106,0,2,37,3,3,3,55,32,546,18,7,0,4,214,1,1,8,8,11,10,10,6,21,12,2,2068,7,0,0,0,1,1,178,0,16,13,10,1,1,1,1,1,3,0,11,0,0,2,5,1,2,269,0,60,1,30,23,1,0,5,0,1,6,0,0,0,6,25,0,0,0,0,13,9,7,1,0,3,1,0,2,1,1,11,2,4,3,2,1,3,0,27,0,0,3,3,0,2,1,0,1,1,0,0,0,1,7,3,0,10,1,0,7,0,0,1,0,1,3,0,1,0,56,0,0,0,0,0,3,0,0,46
TCGA-63-A5MB-01,3619,444,278,68,198,37,64,160,150,13,36,475,40,1553,216,645,4,1,29,1392,0,19,274,139,9,41,626,10,31,3,92,7,27,28,1,21,38,13,160,23,10,2,6,13,186,317,16,303,254,12,23,27,0,49,19,2,5,25,4,403,3,0,12,14,30,48,25,39,51,19,3,185,0,1,43,22,49,47,5,2,182,68,16,30,5,11,10,28,0,492,33,4,0,0,5,12,2,10,7,19,13,11,54,55,15,3,4770,21,0,146,1,2,0,15,0,20,34,0,7,3,10,2,1,3,0,5,0,0,59,4,1,187,218,19,43,1,7,22,5,26,1,2,1,1,7,1,0,3,11,3,16,1,48,9,38,0,2,7,4,4,0,0,1,8,6,19,3,2,2,7,0,0,6,7,2,0,3,0,0,1,1,3,0,0,1,12,1,0,15,0,14,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,12,0,0,1,0,0,0
TCGA-63-A5MG-01,7557,37,29,31,64,10,0,198,83,18,16,453,67,971,151,4,0,0,28,43,5,69,82,10,1,63,335,9,19,1,0,26,7,12,0,2,44,5,62,4,5,4,9,1,62,13,165,97,342,0,27,116,3,29,10,293,163,18,24,157,28,1,0,1,1,109,2,182,7,0,1,252,3,13,2,2,11,11,0,70,71,0,1,177,2,5,5,3,0,61,12,0,0,12,46,16,2,1,3,13,11,19,30,43,27,0,1292,13,0,67,0,2,1,85,0,3,0,52,2,1,4,0,0,3,1,66,1,1,0,5,0,0,2485,0,50,11,43,26,3,0,5,0,0,0,1,0,1,1,9,2,0,9,1,4,0,3,6,1,1,0,0,1,1,2,0,0,11,1,1,0,0,4,5,0,0,1,4,7,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0
TCGA-63-A5MH-01,1055,86,441,51,388,23,49,187,14,3,4,338,9,218,4,98,0,204,98,50,0,171,27,54,1620,9,67,103,26,0,802,14,8,13,1,4,4,1,17,7,0,1,2,21,1,144,1,77,202,5,8,28,3,50,5,32,9,0,1,227,13,94,0,0,10,35,0,9,0,9,56,16,9,18,37,15,30,11,57,1,49,0,4,19,4,8,2,0,0,32,2,71,0,31,1,11,3,0,9,0,3,143,56,0,29,5,221,1,1,2,0,0,4,26,0,2,37,3,2,1,60,0,3,63,0,4,1,3,0,19,0,1,348,2,11,0,6,0,1,28,3,0,1,0,2,1,1,2,0,0,0,2,0,1,1,2,0,0,1,0,0,1,3,1,3,0,0,7,15,0,0,0,0,2,0,3,5,4,7,10,1,0,0,77,0,0,6,7,0,1,3,1,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0
TCGA-63-A5MI-01,5851,366,298,78,202,2,83,103,90,1,43,294,12,878,152,34,1,91,242,146,0,152,38,24,1100,31,195,25,29,1,2,4,59,43,3,154,6,0,49,3,20,352,2,17,79,99,38,216,82,12,3,109,43,31,24,19,3,119,4,96,30,1,10,161,26,43,5,89,95,45,1,81,6,8,0,19,22,9,54,19,24,32,1,52,6,5,23,2,4,105,62,0,2,5,7,7,0,8,21,1,51,96,272,59,11,3,205,39,0,8,1,2,0,3,0,3,0,16,2,2,1,0,4,1,0,5,1,0,0,2,0,0,44916,0,5,38,0,44,3,0,3,3,2,6,3,0,0,5,3,0,0,3,2,8,1,0,2,0,2,4,0,3,1,0,14,0,0,1,2,0,38,3,3,0,0,1,1,0,1,0,2,0,0,0,10,0,10,6,0,0,0,4,0,0,2,0,3,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0
TCGA-63-A5MJ-01,4044,571,335,100,65,18,252,1277,187,65,16,206,2,1897,10,24,2,2,265,306,1,85,65,66,1,120,426,25,60,0,3,9,21,323,1,12,856,5,6,33,1,1,1,5,60,226,17,67,2,2,50,5,1,49,7,2,0,260,2,33,33,3,1,2,129,58,34,17,21,1,2,130,1,5,2,0,89,22,0,1,94,8,1,18,6,10,20,2,0,684,5,7,1,2,3,12,0,5,7,3,15,5,334,0,22,1,1094,12,0,169,0,1,0,13,0,9,12,28,0,1,31,3,0,6,0,6,2,0,1,0,0,1,1278,0,73,0,0,3,1,104,0,2,1,27,1,1,0,7,0,0,5,0,6,15,17,0,1,0,4,5,0,2,1,2,4,0,3,11,2,1,2,1,6,6,0,1,0,1,3,0,2,1,0,0,0,19,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TCGA-63-A5ML-01,3418,674,93,65,135,2,59,68,38,6,45,350,22,797,21,0,1,22,56,5769,0,26,78,31,1,27,1475,2,30,2,40,14,49,25,0,7,2,2,0,4,0,2,6,24,54,144,7,220,139,10,6,1,21,0,11,36,1,11,5,73,16,0,52,1,41,151,4,12,2,15,1,130,2,2,11,58,75,25,0,1,66,6,11,9,5,18,6,1,0,236,58,1,1,1,6,36,0,1,13,17,5,64,26,11,17,1,1446,9,0,2,2,1,9,7,0,6,29,10,3,1,0,0,1,0,0,28,0,0,0,0,1,0,78,0,0,1,2,23,4,0,2,0,0,0,10,0,2,1,0,0,2,4,4,1,10,1,0,0,2,2,0,3,0,8,4,13,1,0,0,4,1,0,0,7,2,0,5,0,0,0,1,0,6,1,2,1,1,0,0,0,8,6,0,1,0,0,1,0,0,0,4,0,0,0,0,1,3,0,0,0,0,0,0
TCGA-63-A5MM-01,4078,4,0,0,0,11,0,27,0,21,21,6,0,922,393,1,1,0,0,8,0,25,69,50,0,26,547,3,19,0,2,2,0,59,6,0,253,12,0,2,4,0,2,1,21,4,4,2,2,2,266,19,1,19,41,229,1,46,1,188,0,0,5,2,4,8,0,8,2,0,2,148,2,19,10,6,11,12,0,899,11,0,3,203,2,6,1,14,0,11,17,7,1,5,1,4,6,2,5,3,4,6,2,205,60,0,1497,42,0,0,0,0,0,6,0,1,18,31,2,2,0,0,0,292,0,6,0,0,0,2,0,0,2529,0,2,1,0,38,1,0,0,0,0,1,4,0,1,5,0,2,1,0,1,7,0,9,0,5,2,0,0,0,1,0,4,0,3,4,1,6,0,3,1,0,15,0,0,6,1,0,1,0,25,1,1,0,1,0,0,2,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,1,0
TCGA-63-A5MP-01,7465,470,24,82,39,19,0,188,6,56,33,371,0,1723,362,210,3,0,74,7062,0,75,60,105,11,101,866,26,91,0,50,6,7,106,1,62,27,2,70,62,65,110,8,27,67,82,13,102,385,8,67,47,1,3,26,6,2,22,16,486,17,6,2,99,2,26,22,7,13,12,4,256,7,0,11,4,53,15,20,10,204,3,15,157,18,13,12,17,18,446,14,67,1,0,29,2,1,5,5,24,13,15,31,70,20,5,7402,11,0,276,3,14,3,96,0,27,1,14,1,0,0,0,0,8,0,19,0,0,5,1,1,7,360,3,2,4,1,64,4,4,1,0,0,10,0,1,1,17,55,1,8,2,102,6,24,6,14,3,2,2,0,3,3,1,4,9,2,2,0,0,9,1,6,0,3,0,1,2,1,0,3,0,0,0,1,1,0,0,0,0,0,2,3,2,0,0,0,0,0,4,0,1,0,0,1,0,3,0,0,0,1,0,0
TCGA-63-A5MR-01,7436,354,310,49,43,11,170,322,52,2,24,252,277,1918,23,5,0,171,35,95,6,29,86,94,0,155,166,236,23,0,145,58,15,24,6,26,183,3,5,7,104,6,2,1,19,15,5,2,192,1,51,26,1,24,27,177,7,15,6,193,8,0,15,3,1,31,1,16,4,0,0,372,0,130,29,3,51,28,1,46,85,0,5,26,2,3,4,0,11,36,1,139,0,0,103,13,4,6,28,5,8,73,208,13,50,8,583,14,0,0,0,0,8,2,0,0,0,46,3,0,4,0,0,209,0,5,0,1,0,1,0,2,733,0,383,1,0,8,1,6,1,8,0,6,1,0,4,2,1,1,15,0,10,2,14,4,0,0,4,9,0,2,0,0,3,2,1,5,0,1,1,4,0,3,2,24,0,49,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,5,0,1,0,1,0,0,0,0,0,0,1,1,0
TCGA-63-A5MS-01,934,116,41,10,68,13,2,28,17,10,0,102,22,250,121,0,2,35,11,31,4,5,25,11,2,15,223,10,3,0,15,5,6,16,0,7,3,2,2,2,0,86,1,8,43,1,1,2,121,2,0,1,1,54,4,9,0,4,0,165,7,0,1,1,5,9,2,99,0,0,1,245,0,3,11,10,14,5,8,1,26,0,0,17,3,0,3,11,0,26,3,1,0,0,0,6,0,2,4,11,0,29,11,28,47,3,916,2,1,0,0,0,1,13,0,0,3,2,1,1,2,1,1,1,0,5,0,0,0,3,0,0,99,0,1,0,2,13,1,0,0,0,0,3,1,12,1,5,15,0,0,2,4,0,5,10,0,1,0,2,0,0,0,1,8,0,0,1,0,0,1,1,1,0,0,4,0,0,1,5,0,0,0,1,0,0,1,3,0,0,0,0,5,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,6,0,0,0,1
TCGA-63-A5MT-01,10680,11,69,18,3,8,102,6,20,16,22,4,0,1822,22,0,1,20,0,66,0,7,28,50,0,7,270,54,10,1,0,0,0,63,2,6,33,0,0,4,80,0,6,4,14,0,165,0,89,1,30,2,2,42,6,51,4,5,0,386,1,1,0,1,11,11,0,2,0,0,1,402,1,1,2,0,5,7,3,137,112,1,0,135,3,3,1,0,0,7,2,0,0,2,4,24,3,3,7,7,2,37,40,0,8,1,299,6,0,0,0,0,3,3,0,0,0,2,2,1,2,0,1,8,0,7,0,0,0,8,0,0,37,0,0,1,117,4,2,0,2,1,0,1,5,1,1,6,5,1,0,0,2,2,0,1,3,0,0,0,0,3,4,0,0,0,0,9,0,0,2,0,0,0,12,1,0,0,0,0,0,0,1,0,1,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
TCGA-63-A5MU-01,13319,574,367,114,318,9,407,782,363,1,59,63,27,1825,3,1055,0,0,186,199,2,244,36,30,6,240,44,0,40,1,0,12,18,97,1,24,1025,0,80,12,278,122,5,2,126,63,5,268,6,0,21,180,21,176,8,183,6,11,0,11,23,0,30,222,167,33,87,2,11,5,0,74,1,7,14,4,47,48,1,12,163,12,23,14,4,10,20,1,3,306,26,1,0,0,862,1,1,14,13,29,5,59,12,0,25,8,124,15,1,91,1,0,4,4,0,2,0,9,3,0,0,0,3,1,0,0,0,0,0,26,0,24,200,0,542,1,0,0,2,0,4,3,1,2,1,0,2,0,3,0,4,2,1,24,0,0,0,32,3,5,0,8,0,1,63,1,4,0,0,0,1,0,16,3,7,5,0,0,0,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,2,0,0
