Unnamed: 0,CCNB1,ZWINT,PITX1,PBK,GJB3,KPNA2,HOXC13,LYPD3,ATAD2,HOXA10,GJB2,RHCG,PRKCE,KRT6C,SPRR1B,HECW2,TGFBR2,IL20RB,S100A7,PREX2,SPRR2D,SLC1A1,LIMCH1,LY6D,UTRN,TMEM100,SPRR2A,TSKU,GPD1L,CITED2,PTPRM,SPRR3,SBSN,BNC1,RECK,SLC7A11,PROM2,LRRK2,DSC2,CSTA,PAX3,DDAH1,KCNQ5,LEFTY2,TBX18,ENPP4,AKAP12,LPCAT1,ULBP2,FGFBP1,SERTM1,PRDM16,SELE,TMEM45A,PROK2,GREM2,HOXA9,FABP4,ELAVL2,KRT1
TCGA-18-3406-01,2743,741,1506,693,1559,5999,55,13524,988,124,85305,9613,238,139748,39740,274,2446,4142,85066,115,12358,207,1449,18750,765,126,21172,1571,389,1497,737,1437,5972,1707,446,146,3762,493,28585,4089,7,420,46,11,9,758,548,1323,3948,4436,7,12,500,13808,49,19,1,42275,0,4756
TCGA-18-3407-01,2120,1037,9379,1176,2255,7173,116,16617,1931,174,65402,4644,879,6629,16806,557,2880,1467,7760,233,10869,1407,1695,299,3301,42,26645,8566,740,1698,1170,19542,9706,7813,528,7430,11655,2966,16761,8263,1,1418,177,8,622,384,1182,4542,288,3709,1,159,628,4994,9,32,20,122,8,11
TCGA-18-3408-01,1756,1572,130,1235,512,5162,251,3913,1528,138,3045,168,468,182,558,334,3295,464,237,152,170,132,3140,13,2098,272,216,3482,838,780,469,1353,109,1089,504,10024,3149,2509,6288,6663,6,700,432,5,760,428,398,2876,873,7406,4,45,28,2362,2,35,16,30,2,31
TCGA-18-3410-01,5677,5189,1021,2878,3038,14553,24,12326,5742,261,1938,1152,280,176,344,1012,1864,116,75,118,185,414,588,4106,4182,21,292,5208,746,4876,1692,169,122,94,182,600,6344,567,13108,31216,131,341,438,20,9,2746,307,1843,810,145,0,540,1060,2160,23,8,75,135,2,79
TCGA-18-3411-01,8939,2768,4533,3143,2173,16530,329,3426,3459,385,12905,887,616,634,566,325,2490,210,171,70,182,67,5104,91,2006,12,352,15446,1272,1591,394,1017,169,1394,258,9173,427,298,6411,4395,0,1278,362,1,856,323,530,2969,157,6079,201,20,243,1814,3,4,16,52,1,30
TCGA-18-3412-01,8731,3356,49429,641,4894,19551,119,30313,3916,197,39003,27101,1380,8722,8932,492,1659,936,119,111,1571,1215,631,27033,3248,121,10901,7882,3752,1091,408,41962,7357,1399,306,7005,2668,339,20066,30484,2,958,98,7,197,1015,496,1524,1036,24795,0,33,123,761,12,47,11,32,1,983
TCGA-18-3414-01,3708,3342,3420,2374,2690,11234,305,24441,3917,361,2866,1605,404,2657,14197,950,5638,781,687,131,4912,863,930,4011,1732,38,20261,4355,1749,3223,960,1634,135,2875,313,424,10114,686,4155,15377,93,951,366,13,580,1007,531,5819,1354,3903,0,72,195,6787,128,16,268,13,2,32
TCGA-18-3415-01,4531,1729,6830,1480,589,14353,121,2776,1892,207,9437,19927,730,19207,14570,238,1602,136,1468,66,2000,186,715,448,922,41,7285,10194,732,1133,437,12600,53,3433,406,5185,4805,269,8269,9073,3,297,195,1,412,1248,366,2444,92,2931,78,95,392,1577,16,2,9,44,17,15
TCGA-18-3416-01,4204,5132,3702,1281,1302,16730,31,2214,4188,169,1094,1229,378,212,340,291,2139,51,7,50,75,226,81,21,3121,7,715,4035,852,1690,792,402,24,2100,184,10789,52,367,1402,769,139,289,41,0,473,249,97,3174,437,10379,0,241,47,400,17,0,5,5,1,15
TCGA-18-3417-01,1216,682,17,344,1859,4150,34,485,1211,205,6827,3,149,737,13,138,1498,1687,36,35,3,167,406,4749,522,83,7,2302,393,470,358,8,5,331,243,236,2031,111,1827,2914,2,573,73,2,141,424,654,1232,295,27,0,2,44,3029,4,24,5,6,1,8
TCGA-18-3419-01,4453,3187,29237,681,1149,12631,432,346,5458,120,30333,129,607,3432,8941,214,1189,184,11694,58,11934,591,122,7012,822,5,56539,2228,3233,610,822,10201,32,129,117,1001,3718,412,2269,19281,15,1122,4,1,17,285,161,1225,651,147,4,14,47,1152,43,2,9,15,49,2
TCGA-18-3421-01,4052,2391,5322,2244,601,9185,64,1903,3695,140,9548,4072,260,1349,8089,169,1433,1699,19308,68,2195,232,414,10418,719,155,8654,1851,3957,929,308,141,1059,1112,129,826,788,1156,4455,43448,2,489,152,2,214,609,319,3486,587,500,4,78,55,5242,38,9,9,714,1,6
TCGA-18-4086-01,5295,3594,3906,2373,3666,13219,78,20629,3984,121,5177,6223,630,3566,11913,426,3133,252,2287,132,7133,147,2672,544,4468,37,8199,9581,1048,1594,796,7147,1622,3111,536,12150,9232,465,11682,10824,1,794,285,10,835,257,866,3587,280,18933,20,251,434,1259,15,14,12,46,1,3
TCGA-18-4721-01,1431,795,419,444,213,6562,127,48,1465,126,1118,5,273,194,77,232,1995,17,11,53,12,221,551,2,1490,61,42,2996,744,784,400,37,8,482,223,3165,295,319,1600,1554,14,251,467,0,341,289,706,1446,185,3852,43,27,170,612,3,7,7,11,2,18
TCGA-18-5592-01,4486,3817,2958,1743,2213,15098,207,10106,4358,848,21338,3819,1098,1434,5704,432,2453,6705,471,67,577,36,3637,22187,3260,17,2615,18893,930,835,453,718,104,5590,362,3248,16248,332,7536,4916,30,391,504,4,1714,140,314,7661,120,21563,30,267,91,591,3,12,14,27,1,1037
TCGA-18-5595-01,10757,11347,15507,1681,5826,16487,117,10170,14423,222,7295,4566,1118,13988,12629,521,3422,3314,524,177,1383,1255,1549,11738,8109,149,2430,11253,3585,3504,844,21549,3102,10265,249,40562,14118,1404,33630,23469,1,755,667,18,1,422,638,4308,1140,26052,14,892,47,1073,1,14,48,194,572,3375
TCGA-21-1075-01,6155,3622,2454,2199,720,15113,91,2312,4818,19,10521,913,576,1605,2068,231,2040,1242,290,58,975,67,4679,17,4176,48,3275,11260,716,4713,190,1097,68,2059,551,23989,5305,1019,9282,44417,0,1710,925,3,1,114,568,3493,157,14459,286,51,57,2923,3,5,22,28,3,6
TCGA-21-1076-01,2731,1898,2947,542,4027,8025,532,43491,3782,169,7342,223,1085,1469,18309,1134,9347,2134,1830,509,11960,1007,2658,655,10120,298,6974,3911,1794,4367,2788,6445,15391,3300,918,6107,6254,4979,9226,11480,9,2509,381,41,652,953,1284,9778,708,2196,5,213,255,5010,10,43,24,294,2,319
TCGA-21-1077-01,4860,2133,6276,3123,1583,10992,188,5374,1906,345,11357,15898,776,2054,8600,469,4290,861,1724,227,5273,148,1988,412,3681,90,7399,8197,1569,2224,1913,15131,532,3114,486,4111,5374,1500,7914,13552,291,1142,147,3,1015,1444,1419,8685,172,2493,5,122,128,1561,8,84,34,107,8,91
TCGA-21-1078-01,1503,1162,1935,246,3856,3055,205,35093,1194,967,10317,30,563,5,10,299,3680,76,1,86,9,747,3312,23659,1591,147,5,12557,3558,8159,11281,530,4,12,157,193,39362,103,192,2379,41,891,3,10,0,1868,387,2930,430,69,0,15,3,1363,0,25,23,184,4,1
TCGA-21-1079-01,2766,1787,1600,645,7459,6659,1255,3485,2448,343,226322,4868,477,59383,7035,746,4148,3539,4425,151,1505,124,342,530,1987,26,2030,11401,300,2172,1500,16,2254,13000,480,449,3748,62,24822,3919,101,247,86,0,1029,42,1797,8253,1021,2928,1,35,115,3997,15,15,34,62642,161,10192
TCGA-21-1080-01,4097,3037,26204,655,4953,14046,222,3813,5009,532,7195,8,501,4869,8883,418,1690,5540,1087,67,9777,304,286,8209,1586,38,16625,2990,1673,3820,568,6326,392,917,243,305,2658,783,8153,12361,11,969,41,9,1,1811,468,12545,1717,2744,0,20,30,3629,12,3,10,72,0,587
TCGA-21-1083-01,4407,5272,706,513,406,14578,31,519,7347,539,927,220,391,9,35,552,3397,598,427,52,24,83,1231,5,8643,91,26,15021,1686,3742,2035,41,7,22,772,8654,16925,527,11771,923,448,1260,2095,8,1124,1589,689,2652,190,6894,0,115,82,976,5,56,1076,41,84,4
TCGA-21-5782-01,1197,1890,4487,195,2129,2993,130,1445,2006,97,4462,1109,476,4280,3505,324,1169,1106,414,157,924,104,379,783,1166,62,2636,2277,372,1247,510,1997,180,1125,188,172,4108,286,2649,2453,157,420,131,25,189,238,410,3648,761,988,31,142,48,1919,16,35,10,146,57,491
TCGA-21-5784-01,1599,1716,11105,524,2189,5861,327,21315,1467,598,25605,1754,727,1620,23426,891,6316,12143,850,193,13111,694,2853,50451,1483,697,18592,4476,1250,2614,1252,24935,100,2465,307,87,23328,2687,4331,18143,4,1354,90,53,233,659,1380,5439,860,1121,3,136,108,4466,8,81,19,5168,1,391
TCGA-21-5786-01,4037,6151,2406,1219,6093,15320,1112,6764,5370,292,77113,5287,1539,8174,7170,557,3521,136,1533,98,1093,82,487,1516,2257,58,1643,7883,1874,2365,1034,1125,6516,12502,427,284,4843,282,6422,2546,479,992,27,0,294,283,1073,9330,398,2219,0,188,183,5024,20,26,130,3032,56,344
TCGA-21-5787-01,5324,6894,1947,1569,4689,11987,115,14235,3736,314,1064,57,417,1124,132,955,4123,178,25100,347,32,79,2826,561,2847,94,66,5714,822,5370,4315,27,39,4473,321,1104,21440,1033,2499,387,0,10358,124,5,274,1199,735,13333,89,63,3,47,116,1129,2,48,134,68,3,370
TCGA-21-A5DI-01,2133,2034,667,481,2600,3070,144,11164,2219,119,14020,748,156,1026,1550,61,1912,5894,3021,24,973,182,179,10824,1055,9,297,3282,310,667,596,282,93,3338,101,725,11079,23,3721,13881,21,142,24,2,256,33,913,3177,1067,954,0,16,4,9938,2,6,23,11,1,3
TCGA-22-0940-01,9406,3456,3553,3067,1152,15447,492,2999,4366,405,5717,985,721,155,23,331,6072,519,1056,106,59,196,2386,9301,2032,227,24,15907,1218,3079,1504,5,6,1500,709,3435,12502,2451,5492,8419,18,1066,189,16,10,483,1621,7870,416,1621,9,89,264,6262,14,12,38,165,428,1
TCGA-22-1011-01,2614,1550,10071,888,2710,5286,137,4148,3217,295,10058,1375,561,813,5061,621,5210,1497,99,176,6051,715,1357,2390,2601,137,7845,2831,1482,2555,1383,1582,361,2698,325,298,6591,631,3084,21046,4,851,118,16,293,655,1536,4631,581,1890,9,38,629,1613,6,18,23,172,8,24
TCGA-22-1012-01,5222,3461,1642,2102,3523,17854,250,14127,2865,11,9148,25376,282,1655,46930,207,1119,95,13415,44,37212,174,1209,54,1753,41,30868,4598,709,1360,447,26169,2345,1861,242,891,2368,570,8077,10226,540,653,29,5,1201,462,203,5976,946,4477,3,29,135,1743,4,14,3,30,224,4796
TCGA-22-4591-01,3422,6432,4857,1144,561,18250,288,355,8239,449,1133,725,3440,54,50,563,6091,1866,7,113,12,1422,3401,3,2391,198,9,11117,5000,14506,1043,100,5,160,330,17340,859,2161,2565,9679,17,4168,1083,2,84,1701,546,12566,1166,1024,202,84,44,1082,6,24,16,39,34,24
TCGA-22-4594-01,4933,2856,1326,542,15,9760,366,206,2693,131,585,0,272,0,9,695,4608,19,2,99,5,178,1790,10,2240,121,5,5552,1660,3803,742,1,0,6,622,4841,1472,386,692,240,5,2358,27,54,136,3389,1057,83698,57,17,12,527,91,1152,28,28,19,50,100,1
TCGA-22-4595-01,6413,3465,4116,774,6218,30079,319,11314,4619,222,21770,33,1559,11483,145685,693,6671,4392,7526,137,6235,399,1578,10278,4796,99,4124,6231,1524,1863,1731,20126,7738,1808,1088,562,14577,2149,70192,18733,10,1937,69,5,9,1256,1781,8734,2397,2953,2,249,7,30275,6,46,206,136,1,3306
TCGA-22-4596-01,2409,1220,1379,335,230,4261,10,857,3360,196,1534,18,989,3,110,1224,10683,386,2731,275,96,424,17518,78,3617,2727,23,3531,2923,6145,1897,7,3863,28,776,717,2886,6132,3875,661,0,2406,294,9,25,1461,1753,29447,87,42,10,204,86,2104,31,68,15,192,1,63
TCGA-22-4601-01,976,953,712,232,798,3814,178,1953,1818,70,187,1624,292,491,4975,324,1594,114,112,79,884,38,1853,7,1307,67,909,3572,491,672,928,7353,445,438,147,6227,2529,1024,8529,3899,4,720,74,5,177,930,487,2987,269,3349,15,149,55,357,13,10,18,25,0,21
TCGA-22-4604-01,3730,3326,5866,1256,4157,11763,545,8159,4389,347,9390,16650,1161,1722,15771,794,7261,1639,145,139,12082,96,922,14792,5562,66,13203,6913,5393,2286,1716,20677,2998,1525,1557,1248,1706,743,25124,8364,32,1920,631,0,248,1353,2240,4404,731,5415,4,95,34,2851,16,317,50,50,2,4858
TCGA-22-4607-01,4186,5365,7038,1554,6559,14363,211,18901,3199,627,1776,666,821,399,3041,336,3726,5397,138,100,462,470,1011,2859,1526,82,929,6032,1886,1405,1096,8036,12,854,382,561,7574,194,6057,16321,8,2022,190,8,533,2686,529,3068,915,2046,3,17,61,1790,35,7,46,42,38,24
TCGA-22-4613-01,2161,1301,2418,472,886,10028,6,940,2066,168,849,799,271,801,1947,96,1385,393,200,44,472,146,434,37,1075,23,668,1826,846,881,329,3917,97,553,209,469,2221,447,8416,3047,17,1194,164,5,287,589,347,1546,346,2306,1,9,90,231,38,6,16,10,11,24
TCGA-22-5471-01,4857,5282,9552,865,5085,12768,1348,14318,4966,416,13035,10410,460,4895,9601,287,2111,2694,310,84,2103,129,558,1311,1504,20,1587,7722,1299,619,1573,12989,3152,1235,338,986,8298,325,39286,10063,464,607,483,1,156,569,383,3818,383,2748,1,232,702,2366,4,30,57,47,3,401
TCGA-22-5472-01,2088,2227,4923,666,4730,5256,189,30436,2864,341,3605,3287,1069,1226,6196,827,10875,4011,138,378,3061,779,3697,3085,8277,1196,8422,7002,2970,4605,1705,18666,116,4339,405,170,37394,9572,7656,14029,15,2401,353,22,1122,1537,1120,21299,1196,4059,40,244,40,1124,24,78,18,1233,8,30
TCGA-22-5473-01,6658,2668,13437,1659,2530,18740,93,3686,4143,969,16455,24,609,14171,6033,622,2878,1018,46,46,2040,2127,2871,640,3095,46,6382,10677,1044,3018,909,5070,669,3998,760,16005,5963,1989,9507,5192,1,957,1238,2,213,509,1053,9424,433,5371,62,139,15,5250,3,46,28,227,10,207
TCGA-22-5474-01,4329,3335,3372,2073,1156,14981,245,13764,4426,303,6307,5423,975,2860,3259,792,6871,634,104,215,495,688,3397,323,6071,204,3193,14215,3021,2792,1219,3184,275,1909,741,11712,13269,1199,6931,4314,2,527,98,6,10,2030,1290,8080,141,5617,2,330,150,1235,8,32,66,109,10,338
TCGA-22-5477-01,4876,7708,4069,2016,775,17641,363,899,8249,937,1682,172,1218,421,52,725,4843,203,13,178,15,230,1455,0,13079,286,34,11080,1277,2336,1904,17,10,497,752,30874,8749,3068,4387,3470,17,1862,1058,7,458,678,1567,10334,255,9062,8,131,85,1165,5,19,51,259,14,109
TCGA-22-5478-01,3195,4043,1985,824,666,19176,675,3284,7107,1311,7171,134,1612,285,4013,1454,10280,109,126,168,234,751,6979,153,6071,148,417,3766,4100,7754,2523,1008,22,1219,595,746,452,1300,21883,1737,18,6732,797,29,880,1781,5767,26798,654,30,549,125,253,7171,6,28,63,249,2,160
TCGA-22-5480-01,7344,3507,5641,734,3805,9874,675,2723,3728,29,1672,10,977,167,131,654,4208,1533,464,362,67,581,4145,250,6171,73,29,5469,1005,3667,3173,12,352,114,488,485,4472,2663,22555,33273,22,1239,213,9,26,575,895,7627,542,672,8,731,10307,1807,5,55,2,25,258,8446
TCGA-22-5482-01,3930,3712,3820,2719,11178,7792,115,24581,3853,139,20868,3319,532,31560,35304,2221,3309,6558,1916,72,4527,157,4122,18435,4749,19,9982,14830,543,3453,756,8466,1603,8330,685,13972,24046,221,26695,9517,12,656,541,1,32,101,537,10062,5412,26383,24,453,6,2287,5,19,54,1771,1,480
TCGA-22-5483-01,8899,6288,98,4192,69,26815,543,2367,10262,468,316,55,1566,58,42,886,6893,75,10,714,14,216,809,10,18594,72,17,11553,1179,1426,6491,16,21,31,1090,18029,1847,671,8239,1058,0,1361,166,3,455,5885,12778,7774,148,1479,3,121,909,1736,12,652,15,58,36,75
TCGA-22-5485-01,5573,6311,3615,1342,1089,22770,106,7689,5763,203,916,1943,926,4133,2384,639,5369,124,194,117,2053,201,3594,49,9843,291,2437,20790,1214,3329,733,6052,330,3360,404,15148,4613,2643,10503,1431,0,1418,468,5,3,377,570,14801,214,2648,46,703,47,3243,7,8,6,447,1,182
TCGA-22-5489-01,7633,2170,2302,2013,3802,13749,196,7090,6932,220,2196,646,831,682,1505,1302,8869,867,924,273,544,500,2698,109,5892,80,123,6054,1508,3938,3597,373,524,1630,1269,344,3639,1272,18914,11833,311,1531,580,6,192,1334,1580,7041,296,1279,4,198,8592,3906,14,62,23,134,17,130
TCGA-22-5491-01,5494,6289,27322,2483,7020,12324,399,31730,5791,509,17300,17454,1193,15044,40468,559,2188,7755,886,216,23774,361,1177,7832,3423,52,67884,10241,3575,2352,887,82491,4229,4118,238,1100,14983,834,11815,128783,4,1416,580,3,990,466,252,1143,2926,21350,14,16,492,3203,5,38,21,52,13,246
TCGA-22-5492-01,3725,6682,8150,1157,3357,14344,832,6332,8924,376,4282,778,1301,5695,1584,1425,11304,5839,918,246,231,1477,3000,60,6975,1081,209,11834,2621,4296,1466,2223,81,3496,521,1287,5251,5735,5920,5360,67,3188,170,8,470,1273,1632,13208,306,300,10,223,92,6501,20,133,125,105,3,289
TCGA-22-A5C4-01,3803,4222,3245,885,766,9380,576,4022,4884,1052,11128,334,977,660,6115,509,5353,489,77,156,112,551,8123,65,6206,107,333,4570,3722,6308,4425,2991,3153,97,142,3299,4877,2076,4140,5350,55,7241,1313,4,395,1157,772,20810,420,508,18,82,177,4532,7,12,127,302,1,184
TCGA-33-4532-01,8165,5053,17150,1512,2339,19400,69,6030,5837,269,6506,7863,1363,883,5816,241,3145,1261,85,92,1364,888,1253,67,1835,86,3668,5184,2467,1977,380,5875,634,4876,198,6497,1164,2803,7525,17018,31,1146,410,6,1,523,423,9946,119,5815,80,200,51,2221,12,23,6,19,42,2788
TCGA-33-4533-01,5162,8959,1801,2292,855,11368,1389,629,3306,1604,3612,194,828,331,1006,717,5299,37,54,1811,316,736,710,87,3373,7656,597,4893,1395,1794,2944,518,84,704,1263,250,886,322,2917,261,1076,2998,230,131,1625,871,5286,3174,963,357,733,606,468,2875,237,728,175,577,694,21
TCGA-33-4538-01,5501,3157,5961,2487,1843,11015,118,2043,4138,477,4084,14480,648,4824,4731,427,2291,407,284,155,4736,140,857,183,3652,21,5873,7554,928,1030,467,3536,1340,3493,284,21446,1536,304,10406,21424,11,1044,52,0,1612,537,482,3485,790,11316,14,44,672,874,24,24,14,59,2,37
TCGA-33-4547-01,2035,2972,3941,630,2110,7096,306,5458,3277,340,18967,1054,1044,471,2987,514,4665,2146,903,173,1214,621,819,3749,4387,167,603,5292,1138,1873,1011,715,474,1608,393,1227,6160,997,1347,12919,77,1667,763,12,584,534,1165,5872,862,4390,3,135,286,18305,31,88,5,300,45,36
TCGA-33-4566-01,3734,1230,552,433,1482,5251,0,2717,1971,51,1033,2061,179,47,19,157,1708,596,63,18,8,73,3757,13,610,1,3,2237,853,869,1691,0,2,2629,135,1901,4705,158,609,5660,0,676,1,0,6,57,1004,2338,47,86,0,41,5,837,0,0,4,6,1,7
TCGA-33-4582-01,6320,1820,27707,1155,499,29320,435,2471,3720,137,49328,2046,496,4537,16544,147,1062,419,1609,17,1237,100,313,112,947,49,7199,8369,1330,3366,289,14918,1087,1378,305,936,1144,267,7514,6319,16,479,45,5,323,624,130,6381,158,422,33,65,2,3049,1,4,0,646,4,122
TCGA-33-4583-01,3834,2481,3707,1394,764,4949,183,6729,2228,110,7614,3656,177,1741,12348,73,399,347,21,23,23750,47,618,118,1043,1,37821,6333,131,187,101,7841,480,1600,184,2407,2572,261,3748,2921,1,142,89,0,215,69,121,1630,204,7140,7,223,50,203,0,7,6,4,26,3
TCGA-33-4586-01,4490,2381,4644,871,1442,17563,860,2430,4880,13,26138,2041,799,1864,181,376,2692,9001,404,99,75,223,1030,17,4935,54,71,17836,1406,1300,1135,2,27,5208,493,9320,4911,1509,11923,11430,16,438,227,3,390,481,685,7664,409,6011,389,286,134,4494,11,15,2,289,6,8
TCGA-33-4587-01,5111,11791,1818,3260,229,14051,402,3705,9275,1,747,57,822,360,31,882,1812,222,1227,73,4,329,7742,153,11301,1844,978,3603,685,4772,567,2,0,19,877,369,7644,533,37478,84,23,4005,5,106,3,6551,1832,5845,56,189,2,11,76,817,0,1,1,19,124,98
TCGA-33-4589-01,7504,2373,3391,1072,6064,7820,510,13383,1434,73,45950,92253,161,41339,36776,92,1792,3822,72710,21,6971,32,415,11887,347,9,12555,3015,241,564,102,222,10623,5267,366,3060,1074,95,17493,5192,0,70,96,0,2,194,167,2933,916,7857,0,14,75,8603,22,4,2,5255,862,7
TCGA-33-6737-01,15026,5075,6583,3444,4292,21752,2,14032,8997,753,7834,609,1048,311,341,1329,9863,695,290,2089,128,229,10740,10356,5851,270,27,36222,2540,5140,9075,237,40,154,602,15885,7982,6351,5915,623,0,8411,26,8,6,794,32898,20430,128,366,8,280,1228,2461,64,41,50,346,1,168
TCGA-33-6738-01,415,2869,921,419,1089,12962,339,2935,1553,46,1451,6361,702,1948,2929,323,3798,373,1064,106,2352,321,4353,754,3008,207,3817,15907,10238,7857,391,7309,1064,280,182,9849,3213,234,1586,10877,3,2484,14,16,23,1630,2455,13101,412,61,9,315,236,451,1,7,5,70,1,15
TCGA-33-A4WN-01,4743,3143,10484,936,1711,17232,143,23860,3076,222,9556,10,972,3947,23762,194,1609,689,179,94,4265,47,1540,17,6181,31,24963,7413,1244,972,293,37429,910,2640,311,6694,29416,636,32739,111967,15,430,452,2,517,965,332,5560,77,19213,2,363,52,615,3,5,28,37,3,126
TCGA-33-A5GW-01,2834,1646,3640,458,4061,8957,190,26163,1995,503,31672,8486,617,32967,16426,623,1804,5563,2021,123,5248,508,3103,2894,2659,53,7151,15431,1104,2729,620,10914,772,2660,312,6980,39110,789,7291,54656,3,482,182,2,614,382,112,2268,607,31825,33,93,142,3074,2,4,31,104,4,4724
TCGA-33-AAS8-01,2709,1872,2504,890,366,9431,63,834,1893,365,664,332,905,1043,305,193,1262,210,16,35,196,40,3749,11,2260,9,324,8446,724,945,282,742,36,1209,824,16177,2498,941,6744,2318,42,541,321,4,981,135,450,9299,172,2442,46,417,13,2529,2,2,173,15,1,8
TCGA-33-AASB-01,5605,1628,4800,5763,1316,11040,711,3863,4476,806,2132,413,721,375,427,435,2067,1539,776,41,1236,185,2826,1718,1106,12,149,17675,1373,1838,7636,219,72,3,194,13947,6491,991,4932,2069,6,1764,71,2,13,1850,4593,11702,484,1555,7,380,20,25491,35,754,24,26,5,1
TCGA-33-AASD-01,3041,1692,1489,872,4599,7156,401,11721,4289,617,5432,871,726,3413,2971,211,2223,8594,1523,27,1115,69,3409,4513,5020,0,204,21258,555,476,180,45,816,2888,180,53997,37614,247,9200,2440,8,225,48,14,1379,82,311,3559,886,6029,333,1573,15,9359,0,14,39,237,0,1110
TCGA-33-AASI-01,3021,3834,5322,1063,3152,6592,78,3484,3428,534,2965,775,363,97,38,295,2139,105,9,47,4,262,2140,161,1556,9,4,8849,1143,988,2912,103,5,415,62,4645,4514,161,1163,8515,0,988,17,1,4,55,1306,1452,6,178,0,25,114,605,1,3,53,21,4,5
TCGA-33-AASJ-01,3705,3499,5198,1863,3868,20080,20,8617,3461,249,5582,959,795,2224,16390,222,689,586,37,15,1125,34,860,8027,2601,6,7016,4361,1685,809,91,6012,214,1205,85,4227,3008,399,7739,8028,9,345,399,0,1037,102,98,6681,354,19945,4,20,12,162,0,0,20,0,0,4
TCGA-33-AASL-01,4995,4782,13550,666,3146,5785,652,14154,3189,199,16910,155,314,14842,32763,140,397,5923,16733,101,31811,97,549,2746,1700,3,37649,2579,1117,241,308,75475,2865,3006,152,2346,11977,393,7277,33421,25,148,288,0,1276,307,57,1996,172,2737,6,47,41,2169,1,8,45,65,36,11
TCGA-34-2596-01,3935,2592,3074,1265,594,17371,569,881,2258,508,1860,143,717,1708,323,800,4243,234,3,195,104,228,33929,29,5521,44,179,6492,1243,1274,1922,259,38,2539,421,14457,4213,913,9785,2554,51,602,304,10,763,918,2205,6128,183,5080,19,293,266,2511,21,42,10,304,81,29
TCGA-34-2600-01,1862,2605,31482,236,13285,3535,507,60675,2199,402,7965,2274,952,7644,17712,320,1520,1443,2117,111,486,139,545,6456,3502,223,15722,3429,2413,5462,1389,18543,2148,1604,223,50,16314,1459,15708,9482,244,379,39,19,740,997,345,4725,296,786,8,49,122,1855,25,8,28,142,27,6161
TCGA-34-5234-01,2763,1622,3069,703,2662,4140,336,8237,945,255,27355,4162,871,3619,22575,536,6991,5522,9632,283,10069,642,2179,3716,1739,1376,11727,5404,1677,3362,1173,7882,5576,1543,895,1416,7090,4654,2930,13494,1,1472,146,45,38,1560,1437,7674,965,5636,3,98,730,10852,30,132,14,705,12,1241
TCGA-34-5240-01,4239,4440,2085,1029,1548,13163,1,38310,2371,370,4097,11,334,1206,3121,634,4009,76,10,189,249,391,4605,5,6335,114,223,6211,1521,1093,2125,14873,161,3,871,21681,5059,324,12092,11567,12,1324,63,14,7,353,623,3296,468,11936,39,43,57,976,6,42,6,41,4,30
TCGA-34-5241-01,3488,3207,10231,1008,1823,5937,203,6798,2886,253,14851,22515,516,2239,22064,349,5371,6686,147,347,6305,722,1738,371,2193,264,15903,4776,1162,3228,1179,50846,349,2596,684,554,17055,2043,6743,21871,10,802,109,17,573,1910,1588,5735,929,4121,15,48,458,5130,27,24,17,509,5,34
TCGA-34-5927-01,4638,4471,5276,963,1022,22711,331,1599,6232,172,1153,172,2473,170,4727,782,6677,1242,1814,314,84,803,615,70,11300,52,1441,5943,650,3189,1941,310,48,187,274,2308,3657,2045,24503,2199,2706,5990,8412,15,1900,1182,1328,8531,421,4366,1,221,124,1691,4,16,180,20,478,92
TCGA-34-5928-01,4693,3621,2132,877,5225,23042,671,5079,7384,434,40671,2418,1636,29718,1364,1085,13186,111,436,568,158,691,3048,4798,7335,202,248,13809,1143,2341,3126,43,1109,3504,1832,267,8740,926,10429,3728,16,3176,274,146,44,1479,8595,18573,792,203,18,1133,238,5921,85,233,107,325,75,216
TCGA-34-5929-01,4851,3457,13981,2558,2222,20843,160,1536,5024,1088,588,1419,2667,125,210,1579,6255,416,84,215,261,236,887,563,8158,94,273,6330,895,1396,3338,259,29,8251,377,1222,7546,2148,23240,18923,1008,6200,3092,18,2578,703,1286,16930,672,170,7,266,63,2771,9,127,326,98,37,321
TCGA-34-7107-01,4891,3624,6895,2691,1943,16546,144,1807,4588,316,19932,4183,683,7412,4866,861,3949,3542,45,208,567,206,897,483,4468,52,632,5333,2315,1299,1294,5034,1391,3012,1145,1483,469,431,5125,5251,62,562,1400,16,111,326,2080,4799,772,8695,2,88,640,798,1,36,22,239,216,78
TCGA-34-8454-01,5372,2098,11294,671,3290,10024,181,2882,4394,234,29955,1765,941,7473,1812,701,5405,7486,9,228,1489,121,1098,30629,2708,51,1785,5682,986,3119,1084,1344,34,6569,485,1412,9763,2299,2866,5352,4,957,37,19,698,346,1834,7209,176,4804,0,131,1326,1972,28,41,419,1129,27,67
TCGA-34-8455-01,1837,2265,3253,198,5096,5849,60,4509,2821,99,10044,1289,915,730,392,501,5335,7596,26,170,7,301,1622,14815,2843,508,4,9974,1555,2439,1094,286,48,4609,292,2188,12124,3073,2492,10256,4,891,587,7,9,696,1765,6626,798,5406,1,111,65,2175,4,27,13,67,0,8
TCGA-34-A5IX-01,4367,1563,1893,771,8763,8552,166,1169,5332,290,69517,3255,548,2429,3217,290,2138,4253,20649,38,3711,493,342,17859,966,17,690,6185,582,4625,404,77,1005,5433,104,291,18966,319,9044,10466,1,491,241,2,482,713,309,5010,1260,455,1,37,58,2673,9,5,61,52,238,6
