Unnamed: 0,MIR205HG,DLX6-AS1,LINC01572,LINC00491,POU6F2-AS2,ADAMTS9-AS2,LINC02156,CASC8,AC011374.1,ADAMTS9-AS1,AL513123.1,SOX21-AS1,LINC02253,PVT1,SFTA1P,LINC00393,LINC00887,AL355388.1,LINC00355,SOX2-OT,AC105206.1,AL139385.1,AC078778.1,LINC00392,MAGI2-AS3,NAALADL2-AS2,AP000438.1,HOTAIR,LSAMP-AS1,C10orf91,MED4-AS1,LINC00520,AC093510.2,MIR130B,LINC01836,AC006238.1,HOTTIP,PART1,LINC02323,LINC00470,BCRP3,UCA1,AC005863.1,LINC01705,LINC02178,LINC00337,MIR31HG,MIR137HG,AL391361.3,AL163952.1,LINC00462,LINC00472,LINC00163,LINC00461,AP002478.1,AC093904.4,KCNH1-IT1,LINP1,GDNF-AS1,LINC00536,C1orf132,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,LINC02289,AL590666.2,MUC2,LINC00173,AC061975.6,MLIP-IT1,AC012640.1,AC073352.1,AC025211.1,MYO16-AS1,LINC00707,NOVA1-AS1,WNT5A-AS1,RBMS3-AS3,ERVMER61-1,AC135178.1,AC090192.2,LINC02081,AL121772.1,LINC00518,LINC00184,LINC00211,STEAP2-AS1,WASIR2,AC097717.1,LINC00504,LINC00261,STEAP3-AS1,AC009275.1,AC006305.1,MIAT,CCDC26,AL021807.1,LINC01269,HCG21,AL021395.1,AL357518.1,RMST,AC004832.1,PRICKLE2-AS1,AP000553.1,FLJ16779,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,SRGAP3-AS2,AC004704.1,FAM138B,LINC00051,H19,NAV2-AS2,AP003064.2,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,AC011483.1,LINC00443,AC128709.1,ADARB2-AS1,AC112721.1,LINC00469,AC006372.1,RRM1-AS1,AL354766.2,AC022762.1,CNTN4-AS1,TLR8-AS1,KIAA0087,AC069281.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-85-7844-01,5822,465,68,302,206,31,29,50,226,30,39,462,477,976,88,13,6,0,0,1605,0,145,21,0,667,32,1,8,75,10,2,6,2,14,19,0,6,79,5,395,9,4,6,17,0,23,52,134,5,7,1,111,1,89,28,9,7,77,48,1,115,1,4,15,50,40,8,253,1,32,0,10,3,9,9,0,28,16,355,137,5,0,11,149,16,0,33,1,1,9,12,341,34,103,39,0,908,8,36,0,0,0,0,0,8,0,7,94,1,16,9,0,0,0,3,13,0,21,0,0,1,3,0,0,0,150,0,1,12,16,1,1,0,3,1,4,1,1,0,1,16,1,0,1,26,19,13,5,0,0,199,2,1,0,0,0,0,0,5,1,0,1,1,11,2,0,1,9,2,1,2,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,2,0,7,0,0,0,0,0,0,0,0,3
TCGA-85-7950-01,3529,123,88,497,146,29,42,96,39,26,22,597,640,1056,22,17,2,2,1,304,0,14,29,1,372,485,1,19,63,61,1,11,0,15,3,0,0,10,0,145,6,1,0,35,0,47,28,7,2,10,3,132,0,21,7,2,1,1,446,4,43,2,2,18,66,36,3,28,1,529,1,6,4,12,5,0,8,40,268,30,10,0,3,109,4,0,28,4,6,2,5,290,39,24,15,5,916,4,11,3,0,0,0,2,8,0,5,11,0,121,7,6,47,2,5,116,1,11,0,0,0,0,0,0,3,79,0,3,3,2,4,12,6,0,0,3,9,0,0,11,1,0,0,22,22,3,40,1,50,2,78,13,0,0,0,3,1,0,5,1,1,0,26,1,2,5,2,2,0,2,3,5,202,1,0,19,1,7,0,1,0,2,13,55,0,1,0,0,0,1,2,15,1,0,0,2,4,0,1,12,0,131,0,1
TCGA-85-8052-01,3225,409,40,97,66,4,64,80,54,4,11,364,9,1108,26,413,20,0,11,634,0,223,23,2,186,1,1,16,35,34,2,17,2,7,9,0,4,48,19,65,0,18,3,19,21,66,14,8,0,4,201,43,0,9,94,1,14,1,6,61,140,0,1,17,13,19,10,262,0,50,4,20,1,11,3,3,1,17,232,6,18,0,9,12,19,0,4,0,2,3,1,145,47,44,32,1,7262,21,12,10,0,0,0,0,1,0,6,28,3,17,2,0,2,2,2,7,0,19,0,0,1,0,0,0,5,928,0,0,1,16,2,0,1,0,0,2,1,0,0,0,1,1,4,0,78,4,0,1,0,1,5,4,0,0,0,2,3,4,0,0,0,0,0,0,2,0,0,0,2,3,0,0,0,0,0,0,4,0,0,0,0,17,0,0,2,0,0,0,0,0,1,0,1,0,1,1,0,7,0,0,0,0,0,0
TCGA-85-8070-01,7000,458,180,139,17,3,81,315,67,1,2,500,156,1050,8,2,5,0,73,554,0,18,34,0,132,2,0,0,3,136,4,1,0,18,25,1,0,71,0,688,3,4,7,1,3,24,11,0,8,7,1,50,0,2,388,52,3,0,0,24,84,0,0,16,12,24,10,134,0,114,29,0,6,8,19,1,1,53,433,11,13,0,0,44,23,0,4,1,61,1,2,186,0,5,204,6,500,9,33,40,0,45,0,1,2,0,30,0,1,4,2,0,0,1,4,0,0,4,0,0,0,1,6,0,0,27,0,0,18,13,1,2,0,2,0,9,3,1,0,6,1,151,0,0,9,0,1,0,1,0,10,2,0,0,1,2,0,0,0,2,2,4,1,0,1,0,0,4,0,0,2,0,0,0,0,0,1,1,6,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,16
TCGA-85-8071-01,2116,61,43,216,61,22,61,17,293,3,34,433,1,490,6,6,3,3,1,139,0,8,26,0,52,6,1,105,15,298,3,0,0,2,8,2,1,446,27,1,0,3,6,0,2,1,32,12,10,0,10,13,0,1,25,44,11,16,12,0,23,0,11,1,2,11,4,60,543,9,1,2,2,2,4,0,7,3,145,7,0,1,55,26,4,8,4,0,4,10,4,23,1,163,5,3,199,3,23,11,0,111,0,1,0,0,0,3,0,1,15,1,0,0,3,1,0,1,0,0,56,3,0,0,0,22158,0,1,43,1,2,0,2,3,1,4,1,1,0,1,1,0,13,0,45,0,0,0,0,3,16,8,0,0,2,0,0,22,0,0,0,4,2,0,1,0,2,0,0,0,1,0,0,0,1,5,0,0,8,0,0,3,4,1,0,1,3,0,0,8,0,0,0,0,1,0,2,1,0,0,0,1,0,0
TCGA-85-8276-01,1203,218,71,172,63,10,26,56,21,11,14,600,222,524,37,1557,5,1,92,1637,0,88,40,5,356,1,1,9,54,108,4,28,6,13,4,3,6,0,4,5,3,2,3,22,1,14,12,0,0,89,0,63,2,1,0,7,13,0,2,116,77,1,0,23,3,11,6,6,0,18,0,10,7,10,9,11,6,1,107,11,26,0,4,4,6,0,0,2,1,4,9,326,19,21,6,0,5116,7,7,1,0,2,0,0,0,0,5,11,0,0,6,0,1,0,0,3,0,20,1,2,1,1,0,0,0,644,1,0,131,12,1,1,2,2,2,2,5,0,0,1,3,0,0,1,44,9,4,2,0,0,1,6,0,0,0,0,2,1,6,17,0,2,1,1,1,0,0,1,1,0,1,1,1,3,0,9,2,0,0,2,1,0,0,3,0,1,0,1,0,0,1,11,0,0,0,0,12,3,0,0,1,0,0,0
TCGA-85-8288-01,9094,93,99,158,184,35,20,101,48,14,8,104,103,362,44,21,10,0,0,123,1,33,21,0,639,252,0,360,20,43,2,23,2,11,13,3,7,31,24,9,1,1,1,84,0,7,19,4,0,3,0,49,3,24,0,6,0,10,31,6,97,1,2,62,4,14,2,7,5,123,0,2,6,4,3,3,4,0,77,16,201,0,5,135,6,0,6,3,8,13,0,335,0,86,8,1,958,0,43,0,0,0,3,0,0,0,4,2,3,29,3,0,2,0,1,163,2,15,0,0,0,0,2,0,33,238,4,1,2,0,5,4,7,3,3,1,8,0,1,3,0,1,0,0,6,9,9,0,1,0,93,2,0,0,0,0,0,0,8,1,0,2,27,0,1,7,0,2,0,2,0,6,0,2,0,3,0,2,0,0,1,2,3,1,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,19,0,41,0,0
TCGA-85-8350-01,3508,301,68,149,138,37,34,39,307,18,0,639,236,524,170,5,59,4,159,362,0,52,81,2,908,51,3,374,55,80,3,27,0,3,74,6,14,24,57,261,5,64,28,16,8,19,39,84,12,5,1,299,0,25,3,67,16,245,167,0,126,3,0,38,5,136,80,46,147,88,5,2,16,31,7,11,24,5,79,11,205,1,7,93,27,1,4,1,0,31,5,11,62,180,58,3,831,18,45,8,1,3,1,6,35,0,6,500,26,4,16,0,41,1,0,30,4,40,1,3,2,69,0,0,9,982,0,5,2,31,0,1,0,1,1,11,2,1,0,6,24,0,16,7,11,43,5,2,35,0,23,3,0,1,3,6,78,5,1,1,3,3,2,11,0,0,2,4,2,0,0,1,2,10,1,5,0,4,0,17,0,3,0,37,6,0,0,7,0,10,1,1,1,1,0,1,8,6,0,3,0,22,0,0
TCGA-85-8479-01,9772,318,128,1,153,3,60,77,663,3,22,1248,366,715,36,3,65,2,0,43,0,202,104,1,97,30,1,0,0,53,1,107,5,3,110,11,5,31,16,1,9,23,59,21,273,41,227,0,0,58,6,15,1,0,24,43,1,49,18,4,101,2,28,7,13,62,21,145,1,113,0,35,3,11,2,25,56,0,21,2,1,0,96,146,25,6,44,4,4,1,8,290,1,439,25,1,250,10,187,2,0,0,0,2,3,0,4,18,13,2,0,2,23,0,1,422,0,0,0,0,0,14,0,1,17,207,1,4,7,5,4,11,0,0,0,2,18,0,114,0,0,0,1,1,5,0,1,0,0,3,123,3,0,1,0,0,0,11,0,0,3,0,0,16,0,4,1,3,23,2,0,0,0,0,0,0,0,1,0,3,2,1,0,48,0,0,0,3,0,0,0,1,12,1,0,0,0,0,0,2,2,0,1,0
TCGA-85-8481-01,1718,43,60,73,31,19,29,8,23,9,1,330,56,614,19,2,69,0,29,16,0,28,16,0,253,12,0,7,1,25,0,14,0,2,25,0,6,1,23,44,3,17,17,55,4,37,221,96,0,4,0,133,0,1,10,3,0,70,11,1,43,0,4,7,2,14,5,15,16,5,0,3,0,2,0,7,8,1,36,5,4,0,35,95,38,0,11,1,0,7,0,140,2,23,33,0,416,3,34,11,0,0,0,0,2,0,2,51,14,0,0,0,1,0,1,21,0,13,0,2,0,2,0,0,2,134,0,5,3,0,0,0,0,1,0,6,0,1,0,3,0,11,0,1,0,0,15,0,2,0,239,0,0,2,0,1,0,1,2,0,2,0,2,0,0,12,4,0,0,0,0,3,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TCGA-85-8584-01,209,1,63,0,1,5,57,31,0,10,0,241,0,696,49,0,11,11,0,10,0,116,28,0,249,0,0,83,19,21,0,2,1,5,36,12,0,0,97,6,3,291,1,15,48,31,1,0,20,31,0,82,0,21,32,12,0,145,5,1,125,1,0,26,2,8,20,77,109,29,18,0,0,9,0,8,189,118,4,0,4,1,86,205,96,16,2,0,22,2,2,1,24,0,102,0,1032,8,263,56,0,1,0,0,11,0,3,92,0,42,5,1,0,0,0,30,0,70,6,2,0,91,61,0,0,5458,0,2,0,20,0,0,0,0,0,1,13,2,2,0,13,0,7,0,1,3,0,4,0,2,10,1,0,1,2,3,0,1,5,2,1,0,7,3,0,0,0,0,2,0,0,0,2,19,1,0,0,2,0,0,25,1,0,0,0,0,0,1,0,1,0,0,55,0,0,1,0,0,0,0,0,0,0,0
TCGA-85-A4CL-01,12827,576,123,700,150,2,79,153,612,10,23,821,968,930,13,9,62,4,0,1224,0,71,66,0,430,26,0,52,82,48,1,14,27,6,5,15,8,30,17,333,13,13,0,17,5,18,1,9,1,87,64,460,0,104,14,63,10,12,12,0,162,1,3,11,19,42,5,6,5,62,36,6,6,51,15,196,9,114,28,1,2,0,2,62,26,1,24,1,13,4,8,148,9,165,209,3,3888,16,11,9,0,8,0,2,1,0,2,25,2,6,0,0,0,0,1,341,0,5,0,0,3,0,0,0,0,350,1,0,3,3,4,1,2,1,1,0,1,0,0,2,1,0,1,0,183,23,1,1,2,4,4,7,0,2,2,5,7,0,1,1,0,0,21,0,8,0,3,1,1,11,0,1,0,5,0,0,4,1,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0
TCGA-85-A4CN-01,1874,320,56,127,74,5,23,91,214,3,26,363,3,800,8,74,7,0,12,534,0,74,18,1494,183,17,0,19,20,34,3,82,3,4,10,2,5,29,3,3,0,4,0,38,1,14,7,1,0,39,15,46,0,4,15,120,17,5,57,0,31,0,0,5,1,40,1,109,0,47,9,16,2,3,12,3,3,0,172,0,0,0,3,36,30,0,3,0,1,4,12,312,0,10,20,5,4225,4,16,1,0,17,0,0,0,0,4,3,7,40,0,1,0,1,13,13,0,5,0,1,12,0,0,0,0,79,0,2,53,3,0,0,0,2,0,13,0,0,0,1,0,0,1,1,22,5,9,0,0,1,1,1,1,0,1,16,2,0,2,1,1,3,0,6,3,1,2,0,1,0,1,0,1,3,0,1,3,0,0,0,0,13,0,0,0,1,0,1,0,0,0,2,1,0,1,8,4,3,0,0,0,0,1,0
TCGA-85-A4JB-01,5027,136,56,0,0,4,6,44,139,4,3,471,150,604,11,24,46,0,173,63,0,36,60,1,168,18,0,84,5,53,7,287,2,8,18,0,19,55,31,436,1,15,28,9,52,14,165,6,1,26,4,142,2,6,14,51,60,87,34,5,15,2,0,9,0,12,44,0,21,159,4,3,2,3,2,0,9,15,126,4,85,1,7,35,45,7,2,1,4,9,9,28,1,9,59,3,302,36,3,4,0,1,0,0,10,0,10,5,0,21,0,0,19,0,0,17,0,13,0,0,4,43,2,0,6,14752,0,1,0,0,1,4,0,0,0,7,3,0,1,7,1,698,2,0,7,0,1,0,0,1,22,0,0,0,0,2,0,1,3,17,0,4,11,0,0,1,0,6,0,1,1,0,0,1,3,0,0,0,12,0,0,0,0,2,0,6,0,4,1,3,0,0,0,0,0,2,0,0,26,2,0,0,0,0
TCGA-85-A4JC-01,3780,86,41,95,64,3,20,97,444,10,3,227,352,654,25,1,67,0,177,56,0,94,19,2,191,22,0,1,11,27,3,39,0,7,26,4,0,10,82,104,0,7,2,27,52,3,58,53,7,28,3,44,0,2,12,70,0,4,10,2,92,1,27,39,4,20,41,14,10,38,4,4,1,13,6,3,6,7,15,0,31,1,2,285,120,1,15,2,3,7,0,519,0,291,60,0,259,20,17,9,0,1,0,0,64,0,3,5,0,2,0,2,10,0,1,334,0,10,9,0,5,398,6,0,6,184,0,3,5,0,0,0,0,0,0,0,0,1,10,0,0,2,4,0,18,1,3,0,4,0,115,2,1,1,1,2,0,16,1,0,0,0,0,0,2,2,4,0,6,0,0,0,0,2,0,0,0,0,0,2,5,0,0,1,0,0,1,1,9,0,0,0,2,0,0,0,0,2,0,4,0,0,0,0
TCGA-85-A4PA-01,8,23,53,0,0,26,24,0,5,30,0,1,0,959,280,0,1,7,1,12,2,7,86,0,441,0,1,1,0,32,4,0,3,9,29,15,0,9,8,1,16,2,1,0,0,7,2,0,0,7,1,204,2,4,1,2,0,0,9,1,691,9,0,8,0,2,24,8,1,254,0,0,6,6,0,12,4,2,5,5,22,1,3,49,9,0,0,5,1,51,39,2,93,8,9,1,3551,7,12,15,1,3,0,5,2,0,6,0,0,3,6,0,3,0,0,10,1,16,2,1,0,7,0,0,0,267,0,1,7,19,5,0,1,0,1,3,0,3,9,6,22,11,0,1,1,1,3,3,0,2,0,0,0,2,3,1,6,0,0,0,0,0,1,3,1,0,1,0,2,0,0,5,0,0,0,0,0,2,0,0,0,1,0,68,0,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0
TCGA-85-A4QQ-01,20404,288,80,571,154,6,47,117,304,2,47,9,0,1092,4,5,266,2,128,44,0,24,47,3,89,0,0,81,4,75,1,224,1,2,18,6,0,12,71,177,1,33,0,7,23,87,884,16,18,274,0,32,0,0,22,4,1,10,5,2,330,0,24,20,1,20,4,2,3,35,0,10,3,14,8,1,25,0,8,5,2,1,143,201,254,0,29,1,3,5,5,115,2,164,79,1,1363,68,26,2,0,0,0,1,29,0,0,21,78,4,2,0,4,0,2,359,0,30,8,0,0,91,0,0,3,123,0,1,0,1,1,0,1,2,1,0,9,0,73,2,2,0,11,0,5,0,2,0,1,2,291,0,0,1,0,0,0,2,0,2,0,2,1,0,4,0,22,0,42,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,1,2,2,3,0,0,12,0,0,0,0,0,0,0,0,1,0,0
TCGA-85-A4QR-01,4527,148,93,218,90,0,22,91,345,2,0,1287,287,495,65,65,22,0,122,291,0,17,64,212,25,5,6,36,47,175,0,3,3,13,62,2,16,1013,15,63,4,12,12,3,0,1,3,3,5,284,11,175,0,0,20,6,6,0,5,0,35,0,6,56,8,20,122,0,0,45,270,83,6,3,6,2,0,1,113,4,1,0,0,156,8,2,0,0,19,14,7,101,15,15,38,14,41,3,68,8,1,652,1,0,0,0,17,2,0,14,0,2,3,0,1,0,1,1,0,0,2,1,29,0,9,446,0,0,1,4,1,0,0,5,3,1,2,0,1,0,14,0,0,5,202,4,0,0,0,6,45,2,0,0,1,11,0,5,0,0,0,8,4,10,3,0,0,5,1,1,0,0,0,0,0,2,1,1,7,0,0,0,0,0,0,15,0,1,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0
TCGA-85-A50M-01,2125,56,42,1,0,14,2,28,66,23,0,212,0,290,835,0,53,11,19,10,2,11,8,0,902,19,0,0,0,13,1,34,1,8,81,2,0,1,3,1,4,10,17,87,2,12,447,457,0,22,1,264,21,8,3,41,2,105,10,0,57,0,2,22,0,18,10,6,43,6,0,0,6,2,0,49,142,1,87,4,1,1,18,117,56,23,5,1,5,7,7,18,237,21,59,0,594,1,81,86,0,0,0,0,0,0,2,808,0,6,1,6,7,1,0,63,2,20,1,0,11,1,0,0,0,54,0,0,0,77,1,0,0,0,0,8,8,1,5,15,55,1,2,4,4,0,8,0,0,0,117,1,1,0,0,0,0,0,3,0,0,1,2,7,1,0,29,0,3,0,0,7,0,0,1,0,0,1,11,0,0,0,0,0,0,1,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0
TCGA-85-A50Z-01,4960,74,75,2,19,0,1,27,295,7,2,171,227,522,40,3,175,1,77,63,0,29,20,2,152,234,0,0,2,259,3,61,0,3,12,12,3,10,1,33,2,2,6,7,1,25,260,33,2,4,5,45,0,0,1,10,6,0,136,1,149,1,4,9,0,23,28,0,1,27,8,3,6,11,0,3,2,1,68,0,0,0,27,7,12,7,11,3,5,16,1,236,23,21,40,0,257,5,71,4,0,0,0,3,1,0,2,12,0,8,6,0,4,1,2,0,1,1,0,0,1,1,528,0,0,156,0,1,0,12,1,1,1,0,4,2,1,0,34,0,3,0,0,0,3,0,0,2,0,0,112,2,0,0,0,4,0,11,2,2,0,1,20,2,0,1,0,0,0,3,0,0,1,56,0,0,0,0,7,0,0,0,0,0,0,3,0,2,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0
TCGA-85-A510-01,67,374,195,2,1,9,2,10,4,32,0,6,63,1391,209,3,3,4,29,242,0,3,105,0,248,0,4,0,0,21,1,0,3,33,9,7,0,9,3,2,15,0,0,0,0,145,0,16,0,3,1,294,1,21,8,0,5,0,0,1,54,4,0,23,0,13,11,128,0,26,4,0,15,25,0,2,3,0,1,9,3,1,16,18,23,2,13,0,0,141,0,2,268,6,13,0,3469,1,101,2,0,0,0,6,1,0,42,11,9,5,2,0,2,0,2,4,1,10,0,0,1,0,0,4,0,156,0,2,3,1922,12,5,0,0,0,7,1,0,1,7,37,0,1,0,2,0,2,17,0,0,59,0,2,2,4,0,0,6,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,5,3,0,5,1,0,2,0,0,2,0,2,1,0,0,0,0,0,1,0
TCGA-85-A511-01,3741,395,132,184,52,23,38,23,133,12,23,652,80,902,21,3,81,2,14,688,3,63,79,30,707,57,1,31,25,106,1,50,4,15,14,1,1,12,48,299,6,43,13,31,3,9,26,15,8,4,6,177,2,59,3,10,6,9,24,2,61,1,28,38,7,23,10,19,3,139,3,14,7,6,3,16,20,12,79,36,15,1,4,112,47,2,8,1,10,10,9,454,1,37,32,2,6080,12,29,25,0,2,0,0,4,0,7,23,1,35,3,0,85,0,13,70,0,14,1,0,3,2,0,1,0,160,2,2,13,0,2,0,3,3,0,14,1,0,5,5,4,1,4,0,17,12,6,0,3,3,45,8,0,1,0,2,1,1,7,3,1,5,4,4,8,0,7,5,1,0,3,1,1,3,0,1,2,4,0,0,0,0,2,1,0,0,0,1,0,5,2,0,0,0,0,1,0,0,0,0,0,4,0,0
TCGA-85-A512-01,2237,929,174,279,67,4,130,393,328,9,41,1172,44,2115,8,112,34,3,1,2099,0,97,117,751,227,28,2,188,23,67,3,458,6,21,8,5,14,86,8,257,21,70,1,97,6,12,20,3,1,3,28,411,3,0,10,21,1,0,8,5,62,1,15,33,25,26,26,9,0,118,0,57,10,19,8,7,2,40,5,11,0,0,8,47,221,3,23,0,15,15,30,185,5,65,50,5,3205,50,12,8,0,1,0,0,29,0,17,5,11,108,2,0,12,0,2,3,0,3,1,1,1,3,1,2,6,152,0,0,6,0,21,4,1,1,0,2,5,0,0,4,0,0,5,1,27,2,1,1,0,5,6,1,0,0,0,2,0,6,4,33,1,0,6,0,11,30,3,0,0,4,0,0,0,0,2,6,1,1,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,3,0,3,0,1,0,0,0,0
TCGA-85-A513-01,62,8,32,0,0,26,12,8,4,26,0,1,0,1822,931,0,13,7,0,11,1,12,33,0,393,0,6,0,0,16,7,7,6,12,121,26,2,1,0,1,28,189,0,5,0,11,1,60,0,7,0,182,3,0,0,3,0,0,3,0,280,3,1,130,0,8,16,5,2,56,0,0,4,12,0,44,11,0,11,42,3,1,1,69,31,0,18,3,0,19,10,6,355,9,10,0,2187,0,9,5,1,2,0,51,3,0,24,5,0,1,18,0,2,0,0,5,0,29,1,2,0,3,0,0,1,54,0,5,2,404,2,0,0,0,1,0,0,0,0,0,98,1,0,1,0,0,5,3,0,3,0,0,0,2,1,0,1,3,5,0,0,0,3,0,1,0,0,0,2,1,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
TCGA-85-A53L-01,10403,768,159,416,202,12,33,450,54,4,6,1168,89,969,129,5,15,2,17,3047,0,114,66,0,182,210,0,23,8,50,3,51,2,7,40,12,15,26,66,239,5,11,26,104,12,9,11,217,4,5,6,649,0,90,30,8,0,124,18,12,72,0,3,7,3,25,20,2,6,120,0,3,7,24,8,10,24,32,38,14,222,0,1,57,24,0,4,4,34,10,18,343,23,169,3,2,598,16,19,8,0,0,0,1,6,0,2,62,5,30,2,0,5,0,7,27,0,32,0,2,3,0,2,0,0,158,0,1,12,10,1,2,0,5,0,8,1,0,0,5,10,0,0,0,9,1,5,0,0,3,21,8,0,0,0,2,0,23,12,2,4,3,1,3,4,7,3,0,4,1,0,9,1,1,0,0,0,11,0,3,0,2,0,0,0,1,0,1,5,5,0,0,0,0,1,0,0,0,0,1,38,0,1,0
TCGA-85-A5B5-01,7916,892,202,275,225,7,71,175,195,8,56,2018,3,1686,36,62,5,1,1,15909,1,74,105,1748,240,2,0,79,19,24,8,139,12,51,55,8,0,771,29,2,2,3,2,29,1,13,4,3,0,653,647,127,0,36,10,19,103,29,155,1,112,5,0,19,2,60,6,128,3,528,0,38,9,37,15,76,8,0,79,8,1,0,26,51,23,0,2,0,12,3,8,116,1,194,13,8,21185,97,47,18,0,409,2,0,1,0,35,19,16,10,2,0,1,0,2,4,0,4,2,0,4,4,4,0,21,473,2,3,5,7,5,3,3,4,0,6,0,1,0,8,3,0,3,0,17,11,4,1,0,6,6,1,0,0,0,11,3,2,1,0,0,6,8,6,3,0,4,0,0,3,3,0,1,0,0,1,1,0,0,0,0,6,3,1,1,3,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
TCGA-90-6837-01,10366,60,49,229,96,10,74,86,53,5,50,664,638,799,29,33,131,2,18,44,1,229,43,5,433,37,0,0,2,30,3,389,1,10,14,17,1,71,109,318,6,39,29,786,6,65,45,293,60,105,2,45,1,5,3,71,1,204,6,3,111,5,16,19,0,7,11,18,1,15,0,10,0,1,2,25,772,1,38,10,1,0,12,154,64,20,30,3,1,5,3,167,7,19,133,2,902,64,34,53,0,1,1,0,1,0,4,203,0,13,12,0,10,0,4,208,1,24,1,2,0,0,0,1,0,441,0,0,10,5,0,2,1,1,0,3,8,3,142,0,0,1,1,4,29,0,5,2,0,0,4,0,0,1,2,0,3,2,5,0,0,2,27,11,2,1,4,0,3,0,1,4,0,3,0,2,1,0,2,1,0,1,0,4,0,1,0,1,5,7,0,1,1,0,0,0,0,2,0,1,0,1,0,0
TCGA-90-7767-01,3445,81,25,351,38,33,7,30,18,38,9,17,55,419,16,2,11,1,0,149,0,8,27,0,913,21,1,2,10,29,1,10,0,9,2,3,0,3,85,4,14,2,0,62,0,31,18,4,0,22,3,542,89,8,1,2,0,0,244,55,33,1,2,4,9,25,2,6,0,279,7,1,2,4,7,3,7,0,754,11,5,0,2,135,10,0,4,3,5,20,4,38,18,38,24,10,609,1,1,0,1,22,1,1,0,0,2,19,2,2,1,0,173,1,1,75,1,7,0,1,0,1,1,0,3,590,1,0,1,8,1,9,3,5,0,4,1,0,1,1,0,0,0,2,9,18,10,3,3,3,2,3,2,1,4,15,16,1,11,344,0,0,5,0,0,2,2,4,0,18,3,3,19,1,0,0,0,2,1,22,1,0,1,3,0,1,0,3,3,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0
TCGA-90-7769-01,3120,468,28,162,119,6,75,217,466,14,41,418,0,1612,3,54,18,0,1,1139,1,101,10,1,98,36,0,6,8,90,0,145,7,7,9,8,2,225,39,223,0,67,1,32,10,12,10,12,3,4,89,54,2,1,62,20,6,2,14,5,28,0,2,15,1,82,3,163,2,68,0,11,0,7,8,0,1,8,418,3,0,0,21,1,17,2,2,1,5,2,3,102,0,6,13,1,206,402,7,63,0,20,1,0,0,0,3,1,1,2,0,0,4,0,0,3,0,5,0,1,2,0,1,0,0,7157,0,0,1,1,2,0,1,0,0,5,0,0,1,5,4,0,4,0,23,7,1,2,0,0,5,0,0,0,0,4,1,0,2,0,0,2,1,0,3,0,1,0,0,1,1,0,1,0,0,1,3,0,0,0,0,20,0,1,0,2,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0
