,MIR205HG,LANCL1-AS1,DLX6-AS1,LINC00491,AP000866.2,POU6F2-AS2,AC027288.3,ADAMTS9-AS2,LINC00968,AC011374.1,ADAMTS9-AS1,NAGPA-AS1,AL513123.1,SOX21-AS1,PVT1,SFTA1P,LINC00393,AL355388.1,LINC00355,AL358334.2,SOX2-OT,AC105206.1,RBPMS-AS1,AL139385.1,AC078778.1,AL512662.2,LINC00392,AL162511.1,MAGI2-AS3,NAALADL2-AS2,AP000438.1,HOTAIR,AC008268.1,VIPR1-AS1,LSAMP-AS1,C10orf91,MED4-AS1,LINC00520,AC093510.2,MIR130B,AC006238.1,HOTTIP,LINC02555,PART1,LINC00470,AL033519.3,BCRP3,UCA1,AL157895.1,LINC01705,AP000357.2,LINC00337,MIR31HG,MIR137HG,AL163952.1,LINC00462,LINC00472,LINC02489,LINC00163,LINC00461,AP002478.1,KCNH1-IT1,GDNF-AS1,AC079467.1,LINC00536,C1orf132,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,AC087612.1,MUC2,LINC00173,AC061975.6,LINC02544,MLIP-IT1,AC012640.1,LINC02471,AC073352.1,AC025211.1,MYO16-AS1,NOVA1-AS1,WNT5A-AS1,RBMS3-AS3,ERVMER61-1,AC135178.1,AC062015.1,LINC00518,LINC00184,LINC00211,STEAP2-AS1,WASIR2,AC097717.1,LINC00504,LINC00261,STEAP3-AS1,AC006305.1,MIAT,CCDC26,LINC01269,HCG21,AL021395.1,AL357518.1,SSTR5-AS1,RMST,AC004832.1,PRICKLE2-AS1,AP000553.1,LINC01671,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,AL122019.1,SRGAP3-AS2,LINC01612,FAM138B,LINC00051,H19,NAV2-AS2,AP003064.2,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,LINC01160,AC011483.1,LINC00443,AC128709.1,ADARB2-AS1,AC112721.1,LINC00469,AC006372.1,RRM1-AS1,AC022762.1,CNTN4-AS1,TLR8-AS1,KIAA0087,AC069281.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,AC007207.2,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-85-A4QR-01,4527,22,148,218,8,90,7,0,0,345,2,1,0,1287,495,65,65,0,122,35,291,0,19,17,64,4,212,0,25,5,6,36,0,9,47,175,0,3,3,13,2,16,8,1013,63,10,4,12,1,3,5,1,3,3,284,11,175,2,0,0,20,6,5,1,0,35,0,6,56,8,20,370,0,45,270,2,83,6,0,3,6,2,1,113,4,1,0,14,2,0,0,19,14,7,101,15,15,14,41,3,8,1,652,1,0,0,0,0,17,9,0,14,0,2,3,0,1,0,1,1,0,0,2,21,1,2,0,9,446,0,0,1,4,1,0,0,5,3,1,2,0,1,0,14,0,18,0,5,202,4,0,0,0,6,2,0,0,1,11,0,5,0,0,0,8,4,9,10,3,0,0,5,1,1,0,0,0,0,0,2,1,1,7,0,0,0,0,0,0,15,0,1,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0
TCGA-85-A50M-01,2125,12,56,1,12,0,11,14,8,66,23,5,0,212,290,835,0,11,19,24,10,2,24,11,8,13,0,4,902,19,0,0,1,33,0,13,1,34,1,8,2,0,22,1,1,7,4,10,6,87,2,12,447,457,22,1,264,8,21,8,3,2,10,7,0,57,0,2,22,0,18,0,43,6,0,18,0,6,30,2,0,49,1,87,4,1,1,0,23,5,1,5,7,7,18,237,21,0,594,1,86,0,0,0,0,0,0,0,2,89,0,6,1,6,7,1,0,63,2,20,1,0,11,0,1,10,0,0,54,0,0,0,77,1,0,0,0,0,8,8,1,5,15,55,1,10,2,4,4,0,8,0,0,0,1,1,0,0,0,0,0,3,0,0,1,2,7,7,1,0,29,0,3,0,0,7,0,0,1,0,0,1,11,0,0,0,0,0,0,1,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0
TCGA-85-A50Z-01,4960,6,74,2,8,19,89,0,5,295,7,4,2,171,522,40,3,1,77,40,63,0,25,29,20,2,2,0,152,234,0,0,0,6,2,259,3,61,0,3,12,3,48,10,33,1,2,2,13,7,1,25,260,33,4,5,45,1,0,0,1,6,136,2,1,149,1,4,9,0,23,0,1,27,8,1,3,6,10,11,0,3,1,68,0,0,0,0,7,11,3,5,16,1,236,23,21,0,257,5,4,0,0,0,0,3,1,0,2,19,0,8,6,0,4,1,2,0,1,1,0,0,1,2,1,0,0,0,156,0,1,0,12,1,1,1,0,4,2,1,0,34,0,3,0,6,0,0,3,0,0,2,0,0,2,0,0,0,4,0,11,2,2,0,1,20,4,2,0,1,0,0,0,3,0,0,1,56,0,0,0,0,7,0,0,0,0,0,0,3,0,2,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0
TCGA-85-A510-01,67,11,374,2,23,1,17,9,9,4,32,3,0,6,1391,209,3,4,29,2,242,0,18,3,105,3,0,124,248,0,4,0,4,13,0,21,1,0,3,33,7,0,24,9,2,219,15,0,9,0,27,145,0,16,3,1,294,0,1,21,8,5,0,52,1,54,4,0,23,0,13,0,0,26,4,7,0,15,13,25,0,2,0,1,9,3,1,0,2,13,0,0,141,0,2,268,6,0,3469,1,2,0,0,0,0,6,1,0,42,11,9,5,2,0,2,0,2,4,1,10,0,0,1,4,0,16,4,0,156,0,2,3,1922,12,5,0,0,0,7,1,0,1,7,37,0,6,1,0,2,0,2,17,0,0,0,2,2,4,0,0,6,0,4,0,3,3,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,5,3,0,5,1,0,2,0,0,2,0,2,1,0,0,0,0,0,1,0
TCGA-85-A511-01,3741,17,395,184,7,52,25,23,13,133,12,3,23,652,902,21,3,2,14,39,688,3,8,63,79,4,30,1,707,57,1,31,0,17,25,106,1,50,4,15,1,1,8,12,299,0,6,43,16,31,1,9,26,15,4,6,177,1,2,59,3,6,24,0,2,61,1,28,38,7,23,73,3,139,3,57,14,7,0,6,3,16,12,79,36,15,1,0,2,8,1,10,10,9,454,1,37,2,6080,12,25,0,2,0,0,0,4,0,7,14,1,35,3,0,85,0,13,70,0,14,1,0,3,6,2,0,1,0,160,2,2,13,0,2,0,3,3,0,14,1,0,5,5,4,1,129,4,0,17,12,6,0,3,3,8,0,1,0,2,1,1,7,3,1,5,4,0,4,8,0,7,5,1,0,3,1,1,3,0,1,2,4,0,0,0,0,2,1,0,0,0,1,0,5,2,0,0,0,0,1,0,0,0,0,0,4,0,0
TCGA-85-A512-01,2237,16,929,279,13,67,3,4,4,328,9,0,41,1172,2115,8,112,3,1,32,2099,0,40,97,117,1,751,8,227,28,2,188,0,51,23,67,3,458,6,21,5,14,0,86,257,2,21,70,9,97,0,12,20,3,3,28,411,1,3,0,10,1,8,1,5,62,1,15,33,25,26,0,0,118,0,49,57,10,1,19,8,7,40,5,11,0,0,0,3,23,0,15,15,30,185,5,65,5,3205,50,8,0,1,0,1,0,29,0,17,6,11,108,2,0,12,0,2,3,0,3,1,1,1,8,3,5,2,6,152,0,0,6,0,21,4,1,1,0,2,5,0,0,4,0,0,10,5,1,27,2,1,1,0,5,1,0,0,0,2,0,6,4,33,1,0,6,18,0,11,30,3,0,0,4,0,0,0,0,2,6,1,1,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,3,0,3,0,1,0,0,0,0
TCGA-85-A513-01,62,29,8,0,43,0,62,26,21,4,26,23,0,1,1822,931,0,7,0,1,11,1,33,12,33,30,0,70,393,0,6,0,31,62,0,16,7,7,6,12,26,2,82,1,1,23,28,189,86,5,84,11,1,60,7,0,182,11,3,0,0,0,3,78,0,280,3,1,130,0,8,1,2,56,0,4,0,4,82,12,0,44,0,11,42,3,1,0,0,18,3,0,19,10,6,355,9,0,2187,0,5,1,2,0,0,51,3,0,24,187,0,1,18,0,2,0,0,5,0,29,1,2,0,0,3,107,0,1,54,0,5,2,404,2,0,0,0,1,0,0,0,0,0,98,1,21,0,1,0,0,5,3,0,3,0,0,2,1,0,1,3,5,0,0,0,3,104,0,1,0,0,0,2,1,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
TCGA-85-A53L-01,10403,9,768,416,21,202,18,12,16,54,4,4,6,1168,969,129,5,2,17,0,3047,0,23,114,66,4,0,16,182,210,0,23,0,9,8,50,3,51,2,7,12,15,6,26,239,4,5,11,14,104,8,9,11,217,5,6,649,9,0,90,30,0,18,5,12,72,0,3,7,3,25,0,6,120,0,29,3,7,6,24,8,10,32,38,14,222,0,37,0,4,4,34,10,18,343,23,169,2,598,16,8,0,0,0,0,1,6,0,2,494,5,30,2,0,5,0,7,27,0,32,0,2,3,5,0,10,0,0,158,0,1,12,10,1,2,0,5,0,8,1,0,0,5,10,0,6,0,0,9,1,5,0,0,3,8,0,0,0,2,0,23,12,2,4,3,1,2,3,4,7,3,0,4,1,0,9,1,1,0,0,0,11,0,3,0,2,0,0,0,1,0,1,5,5,0,0,0,0,1,0,0,0,0,1,38,0,1,0
TCGA-85-A5B5-01,7916,14,892,275,14,225,15,7,10,195,8,2,56,2018,1686,36,62,1,1,313,15909,1,81,74,105,1,1748,9,240,2,0,79,0,38,19,24,8,139,12,51,8,0,0,771,2,0,2,3,7,29,1,13,4,3,653,647,127,0,0,36,10,103,155,0,1,112,5,0,19,2,60,542,3,528,0,42,38,9,1,37,15,76,0,79,8,1,0,10,0,2,0,12,3,8,116,1,194,8,21185,97,18,0,409,2,0,0,1,0,35,2,16,10,2,0,1,0,2,4,0,4,2,0,4,4,4,0,0,21,473,2,3,5,7,5,3,3,4,0,6,0,1,0,8,3,0,487,3,0,17,11,4,1,0,6,1,0,0,0,11,3,2,1,0,0,6,8,0,6,3,0,4,0,0,3,3,0,1,0,0,1,1,0,0,0,0,6,3,1,1,3,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
TCGA-90-6837-01,10366,3,60,229,19,96,22,10,35,53,5,0,50,664,799,29,33,2,18,124,44,1,3,229,43,1,5,1,433,37,0,0,1,4,2,30,3,389,1,10,17,1,1,71,318,3,6,39,30,786,6,65,45,293,105,2,45,2,1,5,3,1,6,12,3,111,5,16,19,0,7,1,1,15,0,9,10,0,3,1,2,25,1,38,10,1,0,15,20,30,3,1,5,3,167,7,19,2,902,64,53,0,1,1,1,0,1,0,4,72,0,13,12,0,10,0,4,208,1,24,1,2,0,0,0,0,1,0,441,0,0,10,5,0,2,1,1,0,3,8,3,142,0,0,1,15,1,4,29,0,5,2,0,0,0,0,1,2,0,3,2,5,0,0,2,27,1,11,2,1,4,0,3,0,1,4,0,3,0,2,1,0,2,1,0,1,0,4,0,1,0,1,5,7,0,1,1,0,0,0,0,2,0,1,0,1,0,0
TCGA-90-7767-01,3445,16,81,351,3,38,34,33,26,18,38,1,9,17,419,16,2,1,0,16,149,0,4,8,27,4,0,1,913,21,1,2,0,1,10,29,1,10,0,9,3,0,4,3,4,6,14,2,0,62,0,31,18,4,22,3,542,3,89,8,1,0,244,1,55,33,1,2,4,9,25,42,0,279,7,97,1,2,0,4,7,3,0,754,11,5,0,0,0,4,3,5,20,4,38,18,38,10,609,1,0,1,22,1,3,1,0,0,2,159,2,2,1,0,173,1,1,75,1,7,0,1,0,1,1,0,0,3,590,1,0,1,8,1,9,3,5,0,4,1,0,1,1,0,0,13,0,2,9,18,10,3,3,3,3,2,1,4,15,16,1,11,344,0,0,5,46,0,0,2,2,4,0,18,3,3,19,1,0,0,0,2,1,22,1,0,1,3,0,1,0,3,3,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0
TCGA-90-7769-01,3120,7,468,162,9,119,6,6,11,466,14,5,41,418,1612,3,54,0,1,79,1139,1,75,101,10,0,1,1,98,36,0,6,0,26,8,90,0,145,7,7,8,2,2,225,223,2,0,67,1,32,0,12,10,12,4,89,54,0,2,1,62,6,14,0,5,28,0,2,15,1,82,0,2,68,0,10,11,0,4,7,8,0,8,418,3,0,0,0,2,2,1,5,2,3,102,0,6,1,206,402,63,0,20,1,0,0,0,0,3,3,1,2,0,0,4,0,0,3,0,5,0,1,2,2,0,1,0,0,7157,0,0,1,1,2,0,1,0,0,5,0,0,1,5,4,0,3,4,0,23,7,1,2,0,0,0,0,0,0,4,1,0,2,0,0,2,1,1,0,3,0,1,0,0,1,1,0,1,0,0,1,3,0,0,0,0,20,0,1,0,2,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0
TCGA-90-A4ED-01,3297,18,2,74,15,11,27,52,18,197,6,3,0,3,93,71,2,4,290,2,34,2,5,12,63,8,0,10,1267,1,0,526,1,89,0,18,2,31,8,7,2,1,0,10,11,1,4,11,99,9,6,6,5,1,448,0,113,0,23,50,0,0,9,0,6,223,1,0,157,7,47,1,1,222,2,12,17,11,1,7,1,0,3,103,24,173,0,0,1,0,0,9,61,4,0,4,4,7,1352,10,0,0,546,2,0,3,0,0,8,1,74,2,32,3,254,0,3,178,0,33,0,0,3,0,0,1,1,1,7729,0,2,0,0,0,1,3,1,1,0,1,0,0,0,0,1,12,3,0,0,173,3,0,5,0,0,1,0,1,2,2,1,4,67,0,0,1,1,2,0,0,0,4,0,556,0,0,0,7,0,0,0,37,0,0,0,0,0,0,0,2,0,4,1,2,0,0,11,1,0,6,0,0,0,0,0,0,0,0
TCGA-90-A4EE-01,2859,26,171,168,10,74,21,13,25,21,20,1,41,420,6636,46,4,1,0,9,170,0,9,5,166,4,0,15,477,86,3,29,0,12,7,145,2,2,4,15,1,4,11,15,6,3,5,1,6,33,6,12,0,0,4,1,694,6,3,76,15,0,48,8,3,106,5,0,64,4,55,0,0,809,0,16,1,17,8,15,4,5,15,198,15,52,0,0,0,2,0,10,10,1,203,39,23,12,4302,16,1,3,0,4,0,10,2,0,12,42,2,66,5,3,61,1,9,21,0,10,0,0,0,2,1,2,0,1,201,0,1,18,18,0,0,1,4,0,2,0,1,0,26,3,0,26,0,2,19,14,9,2,4,5,1,0,2,1,2,4,1,3,2,0,1,4,213,0,2,8,2,3,0,5,3,4,99,0,0,5,0,2,0,0,2,24,0,2,0,0,0,1,1,55,2,0,4,0,3,2,0,0,1,1,0,0,0,0
TCGA-90-A59Q-01,20145,8,139,4,9,3,20,9,25,28,5,1,26,196,1440,400,0,9,4,8,72,0,7,128,41,6,0,0,349,3,1,366,0,5,1,19,0,62,5,6,10,30,39,3,8,0,5,46,31,10,0,44,187,1,10,1,941,3,0,36,1,0,3,0,5,1437,2,34,20,4,7,1,150,123,2,10,6,3,7,14,0,86,51,18,14,3,2,0,1,131,3,4,3,8,0,6,28,2,2219,156,14,0,0,1,1,0,1,0,1,66,4,77,8,0,9,2,0,3,0,102,0,2,0,6,0,2,0,0,445,0,2,76,0,5,0,0,0,0,0,4,0,1,0,0,2,18,13,0,1,2,4,0,15,1,0,2,34,3,1,0,1,9,0,4,0,0,8,1,0,2,3,1,3,0,1,0,1,0,7,0,0,15,0,0,3,1,0,1,0,0,0,2,0,2,0,0,88,0,0,0,0,0,0,2,2,0,0,0
TCGA-92-8063-01,1561,6,516,0,4,2,50,9,5,430,7,5,41,459,685,36,3,0,0,98,94,0,17,18,18,3,9,2,289,5,1,3,0,9,0,25,2,6,0,11,3,2,2,49,1,3,1,0,12,8,0,67,116,310,3,1,85,2,2,1,79,0,1,1,0,44,1,0,10,8,11,151,34,170,3,8,12,2,2,7,0,1,0,63,10,1,0,1,0,16,0,33,6,5,1,33,4,1,309,20,11,0,1,0,9,0,1,0,0,12,13,1,3,0,1,0,0,12,0,5,0,0,9,1,0,0,0,4,101,0,0,1,20,3,0,1,0,1,2,0,0,2,1,0,0,28,9,0,0,4,4,2,41,1,1,0,0,1,2,0,7,1,0,4,0,0,4,0,0,0,1,0,5,0,0,0,2,5,0,0,2,5,0,0,1,2,0,0,3,3,0,2,0,0,3,2,85,0,1,0,3,0,0,0,3,0,0,0
TCGA-92-8064-01,1226,5,190,100,4,151,20,6,12,170,2,2,21,359,753,2,239,0,7,12,335,0,8,23,21,0,43,1,249,1,0,0,1,7,2,20,1,82,0,12,2,1,1,59,0,0,5,6,7,6,1,8,65,0,136,2,23,1,0,0,29,0,8,0,4,189,2,7,69,4,21,1,3,45,10,8,12,1,0,2,0,4,0,176,2,1,0,0,0,17,0,1,1,1,3,4,10,1,1318,4,1,0,0,0,4,1,0,0,3,13,0,30,5,0,0,0,0,1,0,18,0,2,0,1,2,2,0,0,118,0,0,0,0,0,0,0,0,1,4,0,0,0,5,0,0,8,22,3,293,1,2,0,0,2,0,0,0,0,8,0,3,5,0,8,0,0,0,0,4,0,9,3,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
TCGA-92-8065-01,7579,10,148,373,23,202,15,6,15,185,0,2,107,639,1045,4,2700,2,491,71,88,0,62,254,36,14,26,0,245,15,2,51,0,18,26,9,0,804,2,7,1,17,1,24,6,1,3,83,4,39,1,16,1544,0,114,1,23,1,7,34,3,0,1,7,0,162,1,26,32,0,36,0,14,28,0,8,4,5,11,9,3,18,97,28,9,50,0,1,1,26,0,1,27,7,28,1,33,4,410,32,67,0,0,1,6,0,2,0,3,123,2,55,19,0,1,0,2,87,0,16,1,0,1,3,2,0,1,0,138,0,0,11,0,0,2,2,3,0,4,10,2,122,0,2,0,9,88,14,9,0,4,0,0,0,7,1,3,1,1,5,1,0,0,0,0,8,0,3,1,3,1,0,0,0,1,2,0,64,1,12,0,0,13,3,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0
TCGA-94-7033-01,4218,12,143,174,32,113,14,8,1,1725,3,6,5,1139,2597,105,4,1,302,63,275,0,40,259,39,7,0,19,118,37,3,5,2,18,152,168,6,101,0,7,5,25,17,181,374,17,5,85,16,33,21,53,302,19,8,0,358,2,0,9,62,0,5,13,11,173,6,8,2,1,60,114,1,14,3,6,8,1,11,29,6,34,30,4,25,105,0,2,36,57,1,6,4,33,39,45,138,0,218,65,57,2,0,0,2,5,11,0,5,42,1,31,7,0,2,1,3,73,0,14,0,0,1,0,67,18,0,0,604,0,0,156,34,11,4,0,1,2,14,2,0,13,2,44,0,33,3,9,55,0,2,0,0,1,1,0,0,0,2,0,32,0,2,2,0,0,27,1,2,13,0,3,3,2,2,0,0,0,7,0,0,6,11,0,4,0,1,0,0,0,0,9,2,9,0,0,3,0,5,0,0,0,0,0,1,19,0,0
TCGA-94-7557-01,11749,45,187,371,19,178,24,4,11,44,11,2,24,3,3182,47,58,3,28,47,86,0,20,78,41,5,0,1,440,4,6,1095,6,21,4,45,1,15,2,6,2,3,2,252,12,4,13,90,19,14,0,37,2,0,75,1,59,1,0,32,65,1,113,10,4,502,1,0,39,2,20,0,25,12,0,32,16,6,6,5,9,0,16,190,114,15,0,0,0,11,0,0,28,20,739,14,143,2,3026,28,21,0,0,1,0,0,1,0,5,24,1,4,8,0,9,1,6,43,1,8,0,0,6,25,27,7,0,0,175,4,2,5,7,0,0,4,4,1,1,1,1,3,0,0,1,8,26,1,12,53,25,3,3,0,6,0,0,2,1,0,9,0,9,1,1,1,9,0,1,1,0,0,0,2,0,1,1,0,0,0,2,6,1,3,1,0,0,5,1,1,0,3,1,0,0,0,1,0,1,0,0,0,0,1,6,1,0,1
TCGA-94-7943-01,2418,18,114,124,18,207,55,15,26,14,7,5,34,351,2415,212,1,44,20,42,117,0,44,271,20,4,0,23,220,1,7,38,24,6,7,195,1,1,6,10,6,2,16,372,3,12,7,154,10,7,22,36,0,0,12,1,166,4,1,14,77,7,5,20,1,213,5,0,36,1,31,0,81,40,17,6,3,2,18,10,16,25,0,917,42,18,0,4,1,12,1,0,7,6,38,61,26,0,895,27,36,0,1,0,0,5,5,0,12,605,4,0,2,0,6,2,4,5,0,13,2,0,44,20,1,18,1,2,12059,0,0,12,24,1,4,1,1,1,1,0,0,2,2,7,1,7,22,1,4,20,5,0,0,0,3,0,19,1,0,1,4,2,0,1,1,5,7,0,2,1,0,0,0,40,0,3,1,4,0,0,0,5,1,287,0,0,1,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,19,0,0,0,5
TCGA-94-8035-01,6602,13,70,208,10,220,22,2,5,399,9,4,27,1402,329,132,67,0,199,30,325,0,26,53,13,1,3,15,341,139,2,0,1,6,136,40,2,136,4,10,0,4,19,324,418,8,0,69,8,10,8,27,56,28,63,4,27,3,0,3,8,20,38,10,3,22,0,7,7,7,27,0,6,2,0,12,8,1,16,5,10,0,33,24,68,8,0,18,1,3,2,6,12,4,108,52,42,2,46,22,17,0,0,1,0,1,24,0,0,39,0,35,0,1,1,0,2,12,0,3,5,0,2,6,40,23,0,0,108,0,0,13,20,2,87,1,1,0,6,3,0,0,0,18,211,3,3,3,144,0,1,0,1,0,2,0,3,0,0,0,2,1,0,1,1,2,24,4,4,0,0,2,2,1,1,1,1,1,0,1,0,0,0,1,0,0,2,1,8,0,1,0,3,1,1,0,3,1,0,0,0,0,0,0,4,2,1,0
TCGA-94-8490-01,3458,7,672,306,5,105,9,2,6,332,3,0,30,1194,927,8,34,0,1,56,776,0,27,210,39,1,4,2,67,43,0,67,0,26,20,233,2,2301,2,3,4,16,0,63,137,1,4,313,6,3,0,15,0,0,11,35,371,0,1,0,5,40,28,0,3,34,1,15,14,1,61,2,3,53,7,8,43,3,0,21,12,9,0,57,7,0,0,1,3,6,0,4,18,13,343,0,7,2,292,12,33,0,0,1,40,0,1,0,4,22,45,4,2,0,2,0,2,2,0,7,0,0,0,2,0,1,0,14,43,0,0,1,2,2,1,1,0,2,2,9,0,0,1,0,0,1,3,0,14,4,0,0,2,1,5,0,0,2,4,0,1,2,7,0,1,11,0,3,1,15,0,0,0,13,0,0,0,3,0,1,0,1,0,1,0,0,0,7,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0
TCGA-94-8491-01,5567,10,80,234,11,20,22,1,9,378,4,1,9,103,1399,114,8,3,0,84,47,1,53,18,40,4,386,20,186,15,2,3,7,21,1,85,0,82,2,9,6,1,19,52,3,7,3,6,13,3,16,9,10,22,2,0,108,6,3,0,3,2,71,9,0,845,1,19,5,7,23,13,5,44,1,10,2,2,12,3,5,14,0,8,13,1,0,0,1,22,0,12,13,6,582,26,17,2,450,9,38,1,3,0,0,0,2,0,9,23,2,22,12,0,3,0,1,4,0,17,0,0,0,4,6,31,0,1,20,0,0,16,28,1,4,0,3,0,4,0,2,1,2,33,0,28,11,2,1,4,0,1,4,1,0,0,1,1,1,1,37,2,2,0,0,2,5,36,0,0,0,0,0,0,3,1,2,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
TCGA-94-A4VJ-01,6921,13,299,237,5,81,13,6,15,138,4,1,23,143,1812,9,1,0,2,23,33,0,5,54,24,6,681,3,188,14,0,32,0,72,13,27,1,31,0,4,5,3,1,13,95,1,4,56,7,17,0,16,598,2,8,0,586,0,0,0,7,0,33,1,1,153,2,17,37,5,19,9,7,15,0,30,1,3,0,5,3,7,0,52,14,20,0,0,1,22,1,0,43,2,570,0,54,5,479,14,10,0,0,0,22,0,5,0,1,13,8,4,6,0,3,0,1,60,0,11,0,1,1,5,14,81,0,3,314,0,0,3,7,1,0,0,2,0,1,1,0,0,0,0,0,10,3,0,2,0,2,0,0,0,0,1,2,1,5,0,2,2,0,0,2,3,0,0,0,1,0,3,2,0,2,0,0,14,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,5,3,0,0,0,0
TCGA-94-A5I4-01,3070,4,187,145,20,82,4,6,9,772,2,6,34,874,926,184,284,0,0,45,631,0,20,49,52,1,5,6,143,25,1,18,1,27,0,8,1,449,2,15,6,13,22,132,1,5,2,6,4,5,6,25,6,0,2,13,194,2,0,3,4,2,6,6,2,41,1,3,1,1,22,2,6,65,2,2,2,9,29,2,4,0,0,66,5,1,0,0,0,1,1,18,27,9,1,69,7,1,725,9,20,0,4,0,0,0,5,0,5,26,0,1,1,1,6,0,6,3,0,2,1,0,2,1,13,4,0,0,2709,0,4,9,17,3,0,1,2,1,7,5,0,0,32,34,0,4,1,1,7,40,4,1,0,1,2,0,0,0,2,0,6,2,1,2,1,3,26,0,0,1,0,1,0,0,0,0,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,1,0,0,2,0,0,0,0,1
TCGA-94-A5I6-01,2472,17,666,491,8,119,35,11,7,226,5,2,21,519,771,19,145,0,147,136,2445,0,4,62,25,0,67,1,233,12,1,18,0,20,18,91,0,9,0,10,3,6,0,40,242,1,4,8,12,42,1,36,15,2,25,8,44,1,0,62,25,6,8,2,568,111,2,0,24,14,85,14,1794,85,2,13,6,8,2,19,4,3,19,641,5,40,0,0,2,10,1,5,25,10,173,9,38,2,12469,26,3,0,11,0,2,1,3,0,6,3,28,12,3,0,4,0,0,12,0,1,0,0,0,5,0,0,0,2,69,0,0,4,7,1,0,0,5,1,5,2,0,0,4,0,497,312,16,1,15,10,3,1,42,1,5,0,0,0,1,8,1,0,2,0,2,0,0,2,1,0,2,2,0,0,2,1,4,1,0,0,0,0,0,4,0,7,0,0,0,2,0,0,0,1,0,0,0,0,15,0,0,0,5,0,0,0,0,0
TCGA-96-7544-01,8831,13,596,276,10,480,100,23,48,572,32,3,47,2045,372,11,195,2,96,8,258,0,65,42,27,3,15,3,902,54,0,1,0,11,83,41,0,27,9,5,6,1,7,1126,223,16,1,3,11,13,1,39,8,0,119,9,54,4,1,0,11,4,14,1,6,48,1,15,1,0,30,0,25,15,0,83,7,1,3,8,12,0,89,179,15,8,0,4,0,6,2,11,7,12,4598,16,33,28,431,58,97,0,113,0,10,4,0,0,8,33,1,5,2,0,2,1,1,1,0,8,0,1,4,39,3,3,0,4,16932,2,0,2,3,4,6,10,1,1,3,2,0,1,1,2,0,10,1,2,203,9,7,1,0,0,11,0,1,0,1,1,5,2,0,0,0,11,0,10,7,1,2,3,0,2,5,1,0,0,0,3,0,4,111,0,1,0,4,0,0,0,0,3,0,1,0,0,5,0,0,0,0,0,1,1,6,0,1,29
