,MIR205HG,LANCL1-AS1,DLX6-AS1,LINC00491,AP000866.2,POU6F2-AS2,AC027288.3,ADAMTS9-AS2,LINC00968,AC011374.1,ADAMTS9-AS1,NAGPA-AS1,AL513123.1,SOX21-AS1,PVT1,SFTA1P,LINC00393,AL355388.1,LINC00355,AL358334.2,SOX2-OT,AC105206.1,RBPMS-AS1,AL139385.1,AC078778.1,AL512662.2,LINC00392,AL162511.1,MAGI2-AS3,NAALADL2-AS2,AP000438.1,HOTAIR,AC008268.1,VIPR1-AS1,LSAMP-AS1,C10orf91,MED4-AS1,LINC00520,AC093510.2,MIR130B,AC006238.1,HOTTIP,LINC02555,PART1,LINC00470,AL033519.3,BCRP3,UCA1,AL157895.1,LINC01705,AP000357.2,LINC00337,MIR31HG,MIR137HG,AL163952.1,LINC00462,LINC00472,LINC02489,LINC00163,LINC00461,AP002478.1,KCNH1-IT1,GDNF-AS1,AC079467.1,LINC00536,C1orf132,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,AC087612.1,MUC2,LINC00173,AC061975.6,LINC02544,MLIP-IT1,AC012640.1,LINC02471,AC073352.1,AC025211.1,MYO16-AS1,NOVA1-AS1,WNT5A-AS1,RBMS3-AS3,ERVMER61-1,AC135178.1,AC062015.1,LINC00518,LINC00184,LINC00211,STEAP2-AS1,WASIR2,AC097717.1,LINC00504,LINC00261,STEAP3-AS1,AC006305.1,MIAT,CCDC26,LINC01269,HCG21,AL021395.1,AL357518.1,SSTR5-AS1,RMST,AC004832.1,PRICKLE2-AS1,AP000553.1,LINC01671,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,AL122019.1,SRGAP3-AS2,LINC01612,FAM138B,LINC00051,H19,NAV2-AS2,AP003064.2,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,LINC01160,AC011483.1,LINC00443,AC128709.1,ADARB2-AS1,AC112721.1,LINC00469,AC006372.1,RRM1-AS1,AC022762.1,CNTN4-AS1,TLR8-AS1,KIAA0087,AC069281.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,AC007207.2,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-63-A5M9-01,2891,12,298,261,9,168,7,17,27,96,19,6,56,1158,1879,158,597,1,1,32,4469,0,14,51,99,8,12,11,372,47,3,13,4,25,45,27,2,12,4,21,7,11,16,73,303,6,6,3,76,12,14,18,19,35,6,68,365,1,0,498,29,2,23,9,34,50,2,12,38,2,32,82,12,106,0,3,2,3,7,3,3,55,32,546,18,7,0,136,4,1,1,8,11,10,6,21,12,2,2068,7,2,0,0,0,0,1,1,0,16,19,13,10,1,1,1,1,1,3,0,11,0,0,2,2,5,20,1,2,269,0,1,30,23,1,0,5,0,1,6,0,0,0,6,25,0,15,0,0,13,9,7,1,0,3,1,0,1,1,11,2,4,3,2,1,3,0,25,27,0,0,3,3,0,2,1,0,1,1,0,0,0,1,7,3,0,10,1,0,7,0,0,1,0,1,3,0,1,0,56,0,0,0,0,0,3,0,0,46
TCGA-63-A5MB-01,3619,51,444,278,24,198,33,37,7,160,13,6,36,475,1553,216,645,4,1,27,1392,0,25,274,139,5,9,19,626,10,3,92,36,42,27,28,1,38,13,23,6,13,14,303,254,7,12,23,6,16,9,19,2,5,25,4,403,5,0,12,30,25,39,5,3,185,0,1,43,22,49,3,2,182,68,21,16,5,12,11,10,28,0,492,33,4,0,9,0,12,2,10,19,13,54,55,15,3,4770,21,4,0,146,1,17,2,0,0,20,24,34,0,7,3,10,2,1,3,0,5,0,0,59,15,4,3,1,187,218,19,1,7,22,5,26,1,2,1,1,7,1,0,3,11,3,14,16,1,9,38,0,2,7,4,4,0,1,8,6,19,3,2,2,7,0,0,10,6,7,2,0,3,0,0,1,1,3,0,0,1,12,1,0,15,0,14,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,12,0,0,1,0,0,0
TCGA-63-A5MG-01,7557,8,37,29,21,64,12,10,8,198,18,4,16,453,971,151,4,0,0,13,43,5,62,82,10,1,1,6,335,9,1,0,9,13,7,12,0,44,5,4,9,1,6,97,342,5,0,27,30,24,0,10,293,163,18,24,157,6,1,0,1,2,182,6,1,252,3,13,2,2,11,0,70,71,0,29,1,2,11,5,5,3,0,61,12,0,0,0,12,16,2,1,13,11,30,43,27,0,1292,13,108,0,67,0,0,2,1,0,3,71,0,52,2,1,4,0,0,3,1,66,1,1,0,1,5,3,0,0,2485,0,11,43,26,3,0,5,0,0,0,1,0,1,1,9,2,11,0,9,4,0,3,6,1,1,0,0,1,2,0,0,11,1,1,0,0,4,11,5,0,0,1,4,7,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0
TCGA-63-A5MH-01,1055,13,86,441,1,388,33,23,8,187,3,0,4,338,218,4,98,0,204,4,50,0,6,27,54,0,1620,14,67,103,0,802,0,17,8,13,1,4,1,7,2,21,0,77,202,3,5,8,0,7,1,5,32,9,0,1,227,0,94,0,10,0,9,8,56,16,9,18,37,15,30,468,1,49,0,2,4,4,0,8,2,0,0,32,2,71,0,0,31,11,3,0,0,3,56,0,29,5,221,1,9,1,2,0,0,0,4,0,2,34,37,3,2,1,60,0,3,63,0,4,1,3,0,0,19,1,0,1,348,2,0,6,0,1,28,3,0,1,0,2,1,1,2,0,0,19,0,2,1,1,2,0,0,1,0,0,3,1,3,0,0,7,15,0,0,0,0,0,2,0,3,5,4,7,10,1,0,0,77,0,0,6,7,0,1,3,1,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0
TCGA-63-A5MI-01,5851,26,366,298,9,202,12,2,15,103,1,3,43,294,878,152,34,1,91,15,146,0,22,38,24,5,1100,16,195,25,1,2,0,23,59,43,3,6,0,3,2,17,12,216,82,21,12,3,20,4,1,24,19,3,119,4,96,7,1,10,26,5,89,10,1,81,6,8,0,19,22,272,19,24,32,16,1,6,27,5,23,2,4,105,62,0,2,7,5,7,0,8,1,51,272,59,11,3,205,39,4,0,8,1,0,2,0,0,3,11,0,16,2,2,1,0,4,1,0,5,1,0,0,6,2,6,0,0,44916,0,38,0,44,3,0,3,3,2,6,3,0,0,5,3,0,164,0,3,8,1,0,2,0,2,4,0,1,0,14,0,0,1,2,0,38,3,24,3,0,0,1,1,0,1,0,2,0,0,0,10,0,10,6,0,0,0,4,0,0,2,0,3,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0
TCGA-63-A5MJ-01,4044,3,571,335,22,65,34,18,15,1277,65,2,16,206,1897,10,24,2,2,125,306,1,44,65,66,0,1,2,426,25,0,3,1,7,21,323,1,856,5,33,1,5,0,67,2,1,2,50,10,64,0,7,2,0,260,2,33,0,3,1,129,34,17,0,2,130,1,5,2,0,89,2,1,94,8,72,1,6,2,10,20,2,0,684,5,7,1,0,2,12,0,5,3,15,334,0,22,1,1094,12,19,0,169,0,0,1,0,0,9,16,12,28,0,1,31,3,0,6,0,6,2,0,1,12,0,0,0,1,1278,0,0,0,3,1,104,0,2,1,27,1,1,0,7,0,0,9,5,0,15,17,0,1,0,4,5,0,1,2,4,0,3,11,2,1,2,1,1,6,6,0,1,0,1,3,0,2,1,0,0,0,19,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TCGA-63-A5ML-01,3418,23,674,93,8,135,14,2,5,68,6,3,45,350,797,21,0,1,22,32,5769,0,50,78,31,5,1,10,1475,2,2,40,0,33,49,25,0,2,2,4,6,24,8,220,139,1,10,6,7,4,1,11,36,1,11,5,73,0,0,52,41,4,12,1,1,130,2,2,11,58,75,3,1,66,6,2,11,5,14,18,6,1,0,236,58,1,1,3,1,36,0,1,17,5,26,11,17,1,1446,9,2,0,2,2,3,1,9,0,6,8,29,10,3,1,0,0,1,0,0,28,0,0,0,3,0,2,1,0,78,0,1,2,23,4,0,2,0,0,0,10,0,2,1,0,0,8,2,4,1,10,1,0,0,2,2,0,0,8,4,13,1,0,0,4,1,0,8,0,7,2,0,5,0,0,0,1,0,6,1,2,1,1,0,0,0,8,6,0,1,0,0,1,0,0,0,4,0,0,0,0,1,3,0,0,0,0,0,0
TCGA-63-A5MM-01,4078,11,4,0,27,0,39,11,13,27,21,0,21,6,922,393,1,1,0,2,8,0,16,69,50,4,0,0,547,3,0,2,0,6,0,59,6,253,12,2,2,1,11,2,2,0,2,266,1,32,0,41,229,1,46,1,188,3,0,5,4,0,8,0,2,148,2,19,10,6,11,0,899,11,0,65,3,2,0,6,1,14,0,11,17,7,1,0,5,4,6,2,3,4,2,205,60,0,1497,42,9,0,0,0,3,0,0,0,1,34,18,31,2,2,0,0,0,292,0,6,0,0,0,2,2,1,0,0,2529,0,1,0,38,1,0,0,0,0,1,4,0,1,5,0,2,17,1,0,7,0,9,0,5,2,0,0,1,0,4,0,3,4,1,6,0,3,0,1,0,15,0,0,6,1,0,1,0,25,1,1,0,1,0,0,2,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,1,0
TCGA-63-A5MP-01,7465,31,470,24,35,39,37,19,17,188,56,7,33,371,1723,362,210,3,0,6,7062,0,63,60,105,12,11,28,866,26,0,50,1,62,7,106,1,27,2,62,8,27,28,102,385,6,8,67,30,3,4,26,6,2,22,16,486,23,6,2,2,22,7,12,4,256,7,0,11,4,53,0,10,204,3,14,15,18,46,13,12,17,18,446,14,67,1,0,0,2,1,5,24,13,31,70,20,5,7402,11,11,0,276,3,2,14,3,0,27,47,1,14,1,0,0,0,0,8,0,19,0,0,5,27,1,98,1,7,360,3,4,1,64,4,4,1,0,0,10,0,1,1,17,55,1,35,8,2,6,24,6,14,3,2,2,0,3,1,4,9,2,2,0,0,9,1,45,6,0,3,0,1,2,1,0,3,0,0,0,1,1,0,0,0,0,0,2,3,2,0,0,0,0,0,4,0,1,0,0,1,0,3,0,0,0,1,0,0
TCGA-63-A5MR-01,7436,5,354,310,10,43,4,11,6,322,2,1,24,252,1918,23,5,0,171,119,95,6,29,86,94,2,0,3,166,236,0,145,1,19,15,24,6,183,3,7,2,1,6,2,192,0,1,51,5,35,1,27,177,7,15,6,193,0,0,15,1,1,16,0,0,372,0,130,29,3,51,0,46,85,0,6,5,2,4,3,4,0,11,36,1,139,0,0,0,13,4,6,5,8,208,13,50,8,583,14,21,0,0,0,1,0,8,0,0,45,0,46,3,0,4,0,0,209,0,5,0,1,0,2,1,0,0,2,733,0,1,0,8,1,6,1,8,0,6,1,0,4,2,1,1,43,15,0,2,14,4,0,0,4,9,0,0,0,3,2,1,5,0,1,1,4,1,0,3,2,24,0,49,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,5,0,1,0,1,0,0,0,0,0,0,1,1,0
TCGA-63-A5MS-01,934,13,116,41,11,68,14,13,11,28,10,2,0,102,250,121,0,2,35,8,31,4,9,25,11,7,2,6,223,10,0,15,8,15,6,16,0,3,2,2,1,8,9,2,121,5,2,0,7,12,15,4,9,0,4,0,165,2,0,1,5,2,99,8,1,245,0,3,11,10,14,1,1,26,0,2,0,3,13,0,3,11,0,26,3,1,0,41,0,6,0,2,11,0,11,28,47,3,916,2,2,1,0,0,13,0,1,0,0,15,3,2,1,1,2,1,1,1,0,5,0,0,0,0,3,6,0,0,99,0,0,2,13,1,0,0,0,0,3,1,12,1,5,15,0,8,0,2,0,5,10,0,1,0,2,0,0,1,8,0,0,1,0,0,1,1,15,1,0,0,4,0,0,1,5,0,0,0,1,0,0,1,3,0,0,0,0,5,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,6,0,0,0,1
TCGA-63-A5MT-01,10680,6,11,69,11,3,2,8,14,6,16,0,22,4,1822,22,0,1,20,5,66,0,15,28,50,1,0,4,270,54,1,0,0,6,0,63,2,33,0,4,6,4,8,0,89,0,1,30,2,15,2,6,51,4,5,0,386,0,1,0,11,0,2,5,1,402,1,1,2,0,5,0,137,112,1,5,0,3,3,3,1,0,0,7,2,0,0,0,2,24,3,3,7,2,40,0,8,1,299,6,9,0,0,0,0,0,3,0,0,30,0,2,2,1,2,0,1,8,0,7,0,0,0,0,8,2,0,0,37,0,1,117,4,2,0,2,1,0,1,5,1,1,6,5,1,3,0,0,2,0,1,3,0,0,0,0,4,0,0,0,0,9,0,0,2,0,6,0,0,12,1,0,0,0,0,0,0,1,0,1,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
TCGA-63-A5MU-01,13319,5,574,367,6,318,1,9,5,782,1,4,59,63,1825,3,1055,0,0,99,199,2,79,36,30,0,6,2,44,0,1,0,0,12,18,97,1,1025,0,12,5,2,0,268,6,0,0,21,12,0,2,8,183,6,11,0,11,0,0,30,167,87,2,0,0,74,1,7,14,4,47,830,12,163,12,10,23,4,0,10,20,1,3,306,26,1,0,0,0,1,1,14,29,5,12,0,25,8,124,15,18,1,91,1,49,0,4,0,2,36,0,9,3,0,0,0,3,1,0,0,0,0,0,3,26,0,0,24,200,0,1,0,0,2,0,4,3,1,2,1,0,2,0,3,0,16,4,2,24,0,0,0,32,3,5,0,0,1,63,1,4,0,0,0,1,0,0,16,3,7,5,0,0,0,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,2,0,0
TCGA-63-A5MV-01,7603,20,243,257,21,152,27,44,14,349,34,1,1,1221,625,56,59,2,168,98,403,0,16,19,32,3,1194,0,1588,104,0,0,0,52,55,32,4,23,1,21,3,25,0,546,399,0,10,56,24,29,2,61,18,185,6,2,305,1,2,80,2,55,334,0,1,166,9,3,79,24,46,4,0,147,63,39,0,13,2,11,34,2,24,59,10,45,1,4,2,19,1,14,21,1,378,3,26,42,1332,13,7,0,273,1,3,3,0,0,5,42,0,26,1,0,4,0,2,35,1,25,1,0,6,0,2,16,0,0,2703,0,0,2,0,0,5,4,0,0,3,2,2,0,5,4,0,20,0,33,16,13,20,0,1,1,4,0,1,4,7,0,7,4,2,0,3,1,0,11,3,1,1,3,0,3,0,8,3,0,0,2,3,0,0,18,0,1,2,9,0,0,0,3,4,1,0,0,0,0,1,4,0,0,1,0,0,1,0,22
TCGA-63-A5MW-01,5249,27,18209,270,21,351,36,64,115,30,33,3,0,302,2035,79,0,2,0,21,192,1,5,11,93,18,2,1,2674,8,2,214,0,96,49,129,1,2,0,77,11,189,0,34,1576,3,2,6,66,42,0,35,548,94,2,1,357,0,5,59,34,12,792,22,67,108,4,1,98,28,64,67,442,274,5,84,1,28,0,22,8,0,0,74,46,413,0,1,4,0,3,24,48,21,281,2,21,4,1745,119,0,0,0,0,35,101,18,0,17,1,61,39,8,2,176,0,3,30,0,1,0,1,39,0,5,1,0,0,6420,2,1,1,16,3,11,0,1,1,10,16,0,1,40,0,386,194,0,0,0,28,4,0,2,2,7,0,3,14,13,294,8,15,8,0,0,0,0,1,1,0,2,5,2,0,0,0,1,6,1,4,1,0,7,0,1,11,0,1,0,0,0,1,1,0,0,0,1,0,1,17,1,0,0,0,0,0,0,1
TCGA-63-A5MY-01,12126,18,119,4,3,21,10,3,0,390,3,6,51,904,1913,19,1120,0,112,4,292,0,31,65,28,0,9,1,48,1,0,2,0,1,12,490,1,0,1,5,3,9,0,5909,288,2,2,5,0,5,1,160,1,0,4,1,20,1,1,2,24,1,2,0,1,86,0,2,57,6,40,1,1,54,2,0,1,8,2,14,5,2,5,500,24,78,0,0,0,2,1,14,19,36,10,3,15,2,80,8,1,0,9,1,0,0,6,0,11,2,0,2,0,0,0,0,1,3,0,2,0,0,6,4,4,0,0,1,346,0,0,0,1,2,0,3,1,0,10,3,0,0,0,1,1125,14,0,2,29,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,25,0,0,0,5,0,1,1,0,0,0,1,0,2,0,8,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,66,0,2,0,2,0
TCGA-66-2727-01,3880,11,350,4,20,106,129,10,25,137,7,12,23,538,1401,360,1,2,0,10,387,1,41,146,34,6,9,24,302,36,1,0,7,2,28,32,3,16,2,5,6,1,77,351,395,13,3,4,19,13,36,9,48,8,8,2,52,1,0,20,6,8,148,35,5,48,6,1,4,38,20,1,0,34,0,4,4,3,50,1,7,0,18,369,28,50,1,0,0,15,2,2,2,5,90,90,8,1,230,4,8,1,7,0,0,3,1,0,1,75,2,12,1,0,1,2,0,7,0,25,0,0,1,12,3,13,0,0,145,3,1,22,54,2,0,0,0,0,2,1,0,1,4,17,379,14,0,4,23,0,2,0,0,0,0,1,7,1,1,3,2,4,0,2,2,0,15,4,0,0,0,5,0,4,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-66-2734-01,8085,11,26,91,17,2,27,14,14,299,17,6,1,327,836,156,6,1,0,12,93,0,60,85,16,13,0,14,519,21,0,0,5,13,0,64,1,90,0,7,4,0,112,3,0,11,0,23,19,120,5,26,580,185,1,2,224,6,1,7,2,0,44,31,1,182,2,7,2,1,19,0,6,40,0,18,8,4,39,6,1,2,0,30,12,1,0,1,10,11,12,4,0,0,14,77,80,2,163,14,71,0,1,0,1,0,2,0,1,48,0,22,2,1,0,0,0,280,0,4,1,2,4,0,3,15,0,2,219,0,2,12,12,0,0,0,0,2,1,0,0,42,1,128,1,8,0,3,12,2,15,9,0,0,0,0,8,0,2,3,15,2,2,0,0,8,36,2,0,0,12,1,16,5,0,1,0,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
TCGA-66-2737-01,6075,16,358,156,10,71,47,33,108,182,10,2,24,450,921,82,3,1,19,59,1141,1,25,38,21,5,28,1,1034,12,1,36,0,12,10,78,3,30,2,10,5,9,1,536,33,2,4,35,39,57,1,6,11,3,38,30,131,1,1,3,10,26,61,7,25,167,14,14,6,1,55,1,2,81,4,223,4,8,5,4,3,29,4,424,18,12,0,121,0,36,1,3,12,3,128,37,47,4,1988,12,31,0,3,0,1,0,3,0,1,23,0,16,6,2,1,1,0,127,0,14,0,1,9,39,13,3,0,2,527,0,2,14,9,8,4,2,2,0,5,0,0,0,4,3,0,10,11,3,91,15,10,7,0,0,2,0,5,0,2,5,5,8,4,2,0,3,13,12,4,0,2,3,2,2,0,6,5,5,0,0,0,6,0,0,0,9,0,2,1,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4,7,0,12
TCGA-66-2742-01,3183,32,133,232,9,172,18,10,30,51,5,6,57,784,986,123,45,3,1,2,478,1,59,56,33,9,17,12,334,10,0,0,8,19,23,20,2,1,1,6,0,6,71,20,0,6,7,3,10,8,11,4,1,1166,0,6,347,0,1,14,19,48,197,33,1,144,3,13,3,2,33,0,4,16,0,18,7,1,38,12,14,58,0,34,23,6,0,687,3,29,8,6,4,3,54,64,25,1,240,17,23,0,0,1,1,0,1,0,0,51,0,19,1,0,0,0,0,126,1,32,0,0,4,2,5,3,0,0,100,3,1,9,9,6,0,5,0,2,6,0,1,1,0,16,0,9,0,5,58,11,1,2,0,0,2,1,2,0,0,2,14,2,0,1,0,2,12,7,0,2,3,0,1,0,0,0,1,22,0,2,1,5,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0
TCGA-66-2744-01,1169,53,88,124,24,69,19,25,169,26,14,11,1,85,1077,295,3,3,31,22,21,0,75,9,19,21,1,33,443,1,0,123,23,9,29,13,0,8,0,2,4,4,112,6,6,22,3,448,8,22,47,12,315,0,2,3,119,9,3,5,2,1,19,33,4,84,3,0,3,4,9,0,297,15,2,20,0,1,54,3,1,3,0,17,16,105,0,0,74,8,2,2,22,2,3,274,8,1,610,166,1,0,0,1,2,3,0,0,0,90,16,4,6,0,1,1,0,73,3,13,0,0,1,1,9,18,0,1,2825,0,0,2,32,0,0,0,0,1,0,2,0,2,4,106,0,3,0,0,1,3,38,7,0,1,3,1,1,1,3,94,1,1,0,0,0,2,18,0,0,1,8,3,4,0,0,1,0,6,2,0,0,5,0,8,0,7,2,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
TCGA-66-2754-01,5,10,213,432,49,287,6,1,3,0,5,2,6,290,473,44,1,2,134,4,63,0,12,5,101,1,0,2,119,0,1,0,6,1,60,7,0,4,0,19,1,1,12,16,13,3,1,2,7,7,1,99,21,41,0,0,40,24,0,69,73,2,2,7,1,16,0,0,15,1,5,7,243,10,159,8,0,3,12,8,4,2,61,6,2,549,0,0,0,13,0,0,10,2,94,11369,4,0,9358,35,13,0,0,0,6,3,2,0,8,11,0,13,0,0,0,0,125,20,0,17,0,0,5,7,0,14,2,2,6094,0,3,2,9,1289,45,0,0,2,1,1,0,0,0,3,2070,5,0,2,3,178,0,4,0,1,2,0,0,16,2,31,1,1,0,1,3,3,4,0,0,0,0,8,0,1,0,0,6,2,0,7,0,2,1,0,0,0,0,0,13,0,0,3,0,0,3,0,0,0,0,0,2,0,68,0,0,0,0,0
TCGA-66-2755-01,3831,4,330,110,11,199,5,10,23,20,5,3,11,4,862,22,0,0,0,2,131,0,3,5,34,1,0,3,470,58,1,15,0,3,14,114,2,8,2,9,1,0,9,0,3,10,2,0,4,19,2,79,12,1,9,4,210,0,23,1,10,0,190,0,9,82,3,0,1,4,21,0,1,191,21,5,0,0,0,8,4,2,1,386,5,3,0,0,0,14,24,0,1,1,185,36,14,2,358,18,0,0,0,1,0,1,1,0,1,227,2,2,0,2,59,1,4,142,0,13,0,0,1,4,2,0,0,0,187,0,0,148,1,1,233,8,1,1,4,0,0,1,1,0,1,12,0,0,1,18,4,4,0,0,2,0,1,0,0,1,4,2,7,0,2,0,3,2,1,1,2,5,0,16,5,0,13,0,0,1,0,9,0,1,0,9,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0
TCGA-66-2759-01,15031,6,143,269,19,37,15,10,22,772,4,2,66,44,747,18,28,0,82,18,117,0,19,38,26,0,9,4,264,192,1,12,2,6,6,31,1,57,2,11,8,24,10,405,237,2,1,140,14,9,0,46,4,0,29,3,45,0,0,0,29,2,3,24,3,44,3,19,6,21,28,0,9,122,1,15,4,6,8,7,8,0,8,135,48,59,0,0,0,45,2,2,1,7,88,2,54,2,288,6,4,0,0,0,13,0,2,0,2,28,2,9,0,0,1,1,0,4,0,28,0,0,4,0,0,0,0,0,41,0,0,1,5,3,3,0,0,0,3,0,0,0,0,1,0,27,4,2,62,0,6,0,17,1,2,1,2,2,6,1,12,2,1,2,0,3,0,5,0,0,0,0,1,1,1,0,0,4,0,0,4,0,7,0,0,0,1,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,46,0,0,7,0,0
TCGA-66-2763-01,6930,20,6,165,39,664,24,18,8,862,5,10,0,713,1041,248,154,0,2,2,247,0,99,111,22,14,68,23,310,1,3,0,43,14,62,32,2,58,1,15,5,0,16,2286,9,11,3,10,45,6,42,70,173,1,1,79,60,9,0,33,2,0,19,12,0,144,3,5,7,1,41,11,2,14,14,13,12,1,35,12,14,2,1,165,30,2,2,0,3,8,4,9,23,4,42,154,65,1,313,6,70,0,33,0,1,1,24,0,3,206,0,55,5,0,0,1,0,6,0,28,3,1,0,5,103,10,0,0,375,0,1,2,42,3,0,3,0,1,0,0,1,1,1,26,1,35,0,10,78,6,2,2,0,3,0,0,1,0,36,1,7,2,0,1,0,1,15,16,4,12,0,1,1,1,0,0,0,0,2,0,0,3,0,0,0,0,0,6,0,5,0,20,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TCGA-66-2765-01,7047,4,8,213,6,0,20,10,18,248,5,6,70,91,420,281,2,1,0,151,57,0,13,47,9,7,1,8,294,8,0,0,0,2,2,59,0,119,0,4,1,0,27,0,1,22,0,78,49,21,24,7,307,1,3,242,116,3,0,0,3,1,0,10,0,69,1,6,1,2,10,1,5,28,0,10,15,0,14,2,4,35,0,19,10,1,0,3,44,8,3,0,0,0,3,104,12,0,150,18,16,0,0,1,2,0,2,0,1,48,0,0,0,0,1,0,0,523,0,6,0,0,7,1,9,6,0,0,9147,0,2,5,21,0,1,12,0,0,0,4,0,0,0,28,0,6,0,1,8,1,5,6,0,0,0,0,5,0,0,0,9,2,0,5,0,1,56,1,0,0,6,0,5,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0
TCGA-66-2766-01,4258,15,511,621,16,38,3,71,8,240,4,1,34,448,1197,19,1,0,0,70,912,0,34,371,40,0,1,2,930,29,9,139,0,6,3,53,3,22,0,29,2,12,0,31,149,3,2,16,18,23,0,117,44,13,191,0,46,0,1,13,38,3,0,0,1,40,2,0,73,47,120,0,1,36,64,7,1,5,0,10,12,0,1,531,86,1,0,1,5,50,0,2,4,1,24,2,11,1,179,8,1,0,1,0,3,1,3,0,12,8,1,20,1,0,1,0,0,1,0,12,2,0,25,0,0,3,0,0,271,0,0,1,3,5,0,6,6,1,3,0,0,1,1,0,0,5,0,2,36,5,0,1,53,3,21,0,1,0,20,4,81,4,0,1,0,0,0,8,3,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,21,1,1,0,1,0,6,5,0,6,0,0,0,0,0,0,0,0,1,0,0,0,4
TCGA-66-2767-01,1658,66,249,153,34,106,35,21,80,375,15,6,13,925,900,409,57,7,5,10,639,7,114,108,50,13,3317,46,608,55,3,46,63,25,25,21,1,47,6,11,7,8,105,88,17,11,10,33,63,24,33,6,13,0,110,17,289,15,2,2,11,0,69,31,3,194,12,30,55,11,23,71,0,389,0,35,29,4,56,10,5,8,1,98,16,4,1,0,0,22,2,12,24,7,18,138,59,3,1899,90,42,0,0,0,4,9,6,0,7,54,6,46,3,1,14,0,5,12,0,31,0,2,2,19,9,38,2,40,1256,7,5,7,33,4,16,1,4,3,5,8,1,1,6,24,0,318,11,5,39,1,1,5,1,3,12,0,2,3,9,1,5,0,0,1,1,0,13,1,3,4,6,0,0,0,0,0,1,1,0,4,3,1,0,0,1,0,0,0,1,0,3,0,1,1,1,0,1,0,0,0,0,0,1,3,0,7,0,0
