,CCNB1,ZWINT,PBK,KPNA2,HOXC13,RGCC,CDH5,ATAD2,HOXA10,PRKCE,DLC1,CLIC5,SLC39A8,AGER,ADGRF5,HECW2,TGFBR2,CACNA2D2,SUSD2,PREX2,SLC1A1,LIMCH1,GADD45B,UTRN,TMEM100,CLDN18,TSKU,GPD1L,SELENBP1,CITED2,PTPRM,RECK,C1orf116,RHOBTB2,ADH1B,SLC7A11,LRRK2,CXCL2,LAMP3,FOSB,CYP4B1,MFSD2A,PAX3,CD36,DDAH1,TPPP3,KCNQ5,HOPX,FOLR1,LEFTY2,RND1,NRGN,STEAP4,C16orf89,TBX18,ENPP4,AQP4,DUOX1,AKAP12,SFTPD,LPCAT1,C7,ULBP2,CSF3R,ALPL,NAPSA,CRTAC1,PIGR,MACROD2,ATP13A4,SERTM1,PRDM16,FLRT3,AGR3,SELE,SCGB1A1,C4BPA,SCGB3A1,SCNN1B,ROS1,PROK2,IL33,SLC22A31,DMBT1,GREM2,HOXA9,ELAVL2,SCGB3A2
TCGA-77-8143-01,5039,3342,1465,13676,157,419,498,7484,0,839,318,147,838,476,993,140,1937,244,1311,44,1028,327,1920,2839,55,166,2585,2822,2016,2173,278,61,5544,688,419,1571,2038,264,2528,268,593,1566,0,754,1311,88,9,1450,452,0,159,806,439,609,2,128,1198,2899,171,1933,3795,460,229,770,1682,3400,491,5979,198,1051,0,89,786,598,8,475,896,146,3776,1773,0,242,441,5019,3,3,0,8441
TCGA-77-8144-01,10433,3545,1053,19048,248,299,799,6202,119,312,372,31,1101,167,602,236,4363,38,91,31,35,100,877,1342,0,3,4686,650,61,2464,321,124,5695,1569,3,2561,79,626,1353,608,19,2024,4,378,537,365,408,2554,8,0,26,195,393,1,922,56,4,3820,305,17,4467,19,1008,373,343,18,19,67,14,243,3,8,412,1,39,3,12,25,240,15,10,387,1,62,1,20,281,4
TCGA-77-8145-01,828,660,193,3320,163,858,517,1370,98,457,564,36,360,185,497,215,2415,93,509,52,196,631,1424,1560,23,32,4913,540,706,1376,897,251,907,335,29,426,235,76,2268,871,76,533,35,184,303,2643,687,734,73,2,84,92,80,99,211,185,160,1169,1952,246,3275,144,230,217,5859,321,343,412,123,377,50,28,1138,63,14,69,172,30,1098,230,3,752,60,193,12,47,5,983
TCGA-77-8146-01,963,917,470,2000,0,487,523,1273,77,217,576,228,1231,946,1397,107,2822,406,1292,67,115,634,942,1521,41,238,10592,1132,2120,1766,494,105,1015,1211,147,5711,2176,602,2293,873,448,536,1,637,569,257,37,1217,793,1,663,1338,635,1396,173,581,1475,2031,3268,2209,5263,1425,100,1390,2753,5452,1480,5640,717,470,267,89,421,467,239,144,2038,1434,679,1309,2,852,928,11036,10,8,1,7979
TCGA-77-8148-01,2865,1858,866,7227,68,595,630,3146,342,584,522,64,708,214,508,526,1597,50,262,62,341,432,849,2456,8,32,4043,690,519,646,1220,258,829,284,16,1126,373,23,1818,207,2,1701,49,154,1783,708,718,1241,5,16,33,229,63,9,506,173,2,3752,1551,48,1371,260,317,212,1926,14,9,3,399,116,17,103,7,4,31,5,2,14,32,66,31,70,6,10,39,53,22,61
TCGA-77-8150-01,737,1236,766,2281,74,404,632,1067,111,313,369,85,205,136,525,176,623,41,75,13,15,227,747,1086,34,16,1862,279,155,515,304,213,105,153,28,3712,446,303,423,2198,20,345,0,81,170,173,221,281,42,0,216,179,89,80,285,50,135,1229,139,141,1884,130,77,264,258,262,37,699,27,41,2,17,55,52,119,28,162,132,43,155,0,265,55,545,0,7,12,367
TCGA-77-8153-01,3605,2593,1701,13095,35,580,353,3356,173,550,253,16,802,215,337,329,831,65,104,20,281,1014,834,3217,6,56,12965,615,259,1459,171,162,711,402,10,7198,216,244,1493,673,9,2953,0,486,2024,314,357,1071,5,1,22,56,147,15,512,31,45,1743,308,66,7300,555,536,214,222,73,15,54,14,793,11,13,222,15,52,2,13,5,685,40,13,66,46,219,0,8,3,20
TCGA-77-8154-01,1740,2700,428,5581,27,543,1133,2123,2,800,485,67,590,432,889,508,957,105,139,101,448,182,600,1236,129,100,4109,1533,842,1310,617,86,753,299,200,506,343,85,1741,211,217,1102,162,469,395,347,418,900,105,3,138,401,856,119,241,170,339,2082,231,426,3264,643,760,265,830,565,139,448,2382,1375,0,16,122,75,103,32,234,221,730,288,3,1898,126,571,9,2,15,915
TCGA-77-A5FZ-01,725,639,170,2469,1,3039,4782,1117,2,1005,4615,2190,7872,5961,8389,852,9833,2311,2371,599,1385,3074,10894,6876,740,2103,1155,1797,5046,4348,2910,697,3279,4297,1117,187,12345,4495,11931,5340,5133,1597,0,4668,2401,1344,83,5299,3114,32,5378,722,5326,2645,7,1386,16703,3778,2035,23137,19260,12006,90,10552,15209,17751,5205,10890,2198,3410,4,551,4792,3722,2865,46,16695,3811,2825,5842,60,3456,2355,22870,43,4,2,12812
TCGA-77-A5G1-01,2966,1142,152,4240,711,1121,1354,2078,79,403,1460,465,2693,1626,2061,599,11962,513,4593,132,206,4564,1600,2317,155,1081,9245,652,1362,3723,742,408,2398,1379,758,382,2345,1953,6025,2052,757,1236,3,530,2199,489,31,1566,691,3,910,941,905,813,2,334,2321,2796,2219,4940,10554,3244,483,1653,2695,4284,1059,3450,1041,716,1,123,957,553,410,11,2286,473,2066,1846,11,982,559,5884,16,12,1,3586
TCGA-77-A5G3-01,3101,2755,857,14135,420,722,475,4660,522,283,439,96,545,195,385,368,1552,322,153,51,104,502,1172,13832,12,16,6189,1037,149,1340,1088,595,2876,319,0,3276,969,18,2173,1031,127,3160,736,174,1350,143,315,1823,10,6,61,150,144,25,577,381,66,4159,370,104,2914,44,683,169,313,87,7,77,105,1268,1,46,65,10,24,2,11,35,50,76,0,80,13,40,28,30,11,78
TCGA-77-A5G6-01,3377,3416,666,8352,119,570,1006,4781,247,357,427,247,1010,801,1183,580,1867,607,986,53,647,855,1064,4521,87,517,2740,992,976,4959,1411,210,1150,562,334,253,2106,211,1722,480,596,723,301,522,1070,162,784,1755,268,1,131,305,193,336,87,197,1264,1802,626,2414,3015,1449,875,488,1300,1790,491,1616,464,2411,6,47,2260,240,43,3,748,1028,1254,624,5,781,335,1593,12,34,293,2331
TCGA-77-A5G7-01,3637,2167,754,11110,99,497,616,2761,90,272,408,133,707,894,596,208,1027,103,251,69,223,368,525,1277,214,158,1780,977,478,915,538,54,894,251,367,478,562,120,1218,136,1086,1395,3,213,238,316,76,502,251,2,155,162,172,136,284,242,296,2435,152,813,3651,454,98,376,428,750,107,557,148,431,0,24,3132,193,53,38,171,406,232,1104,1,413,188,347,2,20,2,964
TCGA-77-A5G8-01,2129,1506,535,5350,187,836,457,1806,304,459,426,147,440,223,527,227,809,82,246,54,773,1048,871,1397,20,76,3592,545,312,561,503,255,1029,300,81,3215,336,191,865,295,54,654,2,341,222,368,235,868,192,1,207,190,125,233,338,127,279,2792,292,916,3733,1236,104,423,626,1316,311,499,79,347,56,51,179,105,85,14,593,406,327,615,0,473,182,825,13,38,12,2021
TCGA-77-A5GA-01,2077,1748,562,6166,31,487,557,1745,252,331,321,93,653,299,617,110,1220,208,238,85,50,713,1080,2034,38,86,5235,760,438,419,228,124,565,334,417,3802,422,263,1387,378,135,362,0,1043,237,846,95,607,175,1,286,383,324,254,4,195,253,1646,209,640,2593,1221,210,537,768,609,292,1134,91,235,133,77,138,178,116,302,289,562,430,663,4,1002,221,465,12,32,0,2084
TCGA-77-A5GB-01,1389,2199,184,2567,33,397,211,1878,9,161,267,24,390,97,191,118,1083,14,86,18,35,788,580,535,12,14,1946,113,292,334,342,90,1187,224,5,76,135,73,187,42,6,494,0,122,114,144,7,435,61,1,54,156,603,61,1,50,26,1548,125,196,2468,119,224,151,188,276,83,192,34,41,0,14,1086,20,11,25,48,334,74,205,2,132,89,328,4,3,46,104
TCGA-77-A5GF-01,1488,862,405,4561,93,559,461,1483,79,298,201,39,253,99,434,168,821,142,83,41,58,291,431,2107,21,9,2532,584,70,444,400,192,791,140,111,5893,147,102,5962,224,2,235,4,181,189,1593,182,327,2,1,52,59,32,10,216,48,2,1333,373,23,1130,197,108,137,77,23,6,4,23,158,28,50,91,0,219,0,5,17,231,16,2,196,7,11,2,6,1,9
TCGA-77-A5GH-01,826,859,190,1820,42,240,279,2327,134,423,523,100,430,134,361,242,899,65,508,91,144,2207,396,763,2,41,1682,204,714,1608,725,102,104,337,45,229,208,97,956,953,263,83,5,49,343,104,151,339,56,1,101,40,44,82,126,282,145,713,179,438,2403,1132,72,303,1230,273,49,128,88,65,0,23,92,50,2345,5,445,31,184,146,0,248,23,60,99,69,84,176
TCGA-85-6175-01,1811,1072,302,6953,773,3796,3507,3647,17,1454,8341,2762,5207,2207,9597,1769,16119,1753,3061,589,1999,3495,6963,12410,118,1360,10337,1947,3281,4853,4981,2448,7887,4463,434,348,5251,1156,9566,19800,4039,1182,0,3175,3375,856,237,6763,2595,23,4080,547,1480,1654,429,977,10398,4553,8902,9560,20105,12674,521,3205,8055,11550,4205,4560,1142,2774,1,657,7581,639,126,12,10879,166,4174,10681,14,1204,919,8801,435,19,26,2791
TCGA-85-6560-01,10353,9018,2378,63170,660,5087,5864,10336,17,490,2706,713,2735,273,5933,1173,11333,471,920,2017,264,1157,3372,28922,113,166,4589,961,545,1926,3603,1274,155,1359,264,6297,826,527,1289,9222,121,675,421,2167,4433,568,116,764,288,14,226,459,708,147,158,1749,338,287,5562,601,33833,2466,53,1777,1999,585,343,342,201,74,7,702,272,71,1468,0,667,77,134,190,14,1296,202,384,22,8,15,33
TCGA-85-6798-01,3703,2237,300,12736,36,876,543,1987,593,346,670,23,999,121,514,702,1334,51,1289,43,630,1982,1170,2643,11,28,7692,384,375,1469,376,682,1374,418,5,9032,114,293,1913,3896,4,1201,3,357,1702,520,431,809,0,1,43,101,38,13,252,38,8,3243,2495,13,4379,39,2125,109,3070,17,6,17,33,81,24,453,78,9,19,0,4,3,132,3,2,59,8,6,58,15,5,5
TCGA-85-7696-01,2974,4685,1503,11424,114,1136,1402,6398,732,1436,931,585,673,548,1135,738,5284,596,675,206,76,1594,2147,6176,73,211,18978,3940,4137,1255,1557,826,3259,1290,182,5546,942,155,1969,1552,172,3170,36,888,613,793,239,949,211,16,149,266,791,202,827,484,682,3930,1323,898,4673,1125,193,679,2008,729,213,2648,402,168,110,931,240,289,237,6730,553,527,303,678,3,280,89,124,53,80,37,1074
TCGA-85-7697-01,4804,3557,793,12901,230,1084,2106,3108,761,829,1196,210,2817,343,1716,786,6335,133,422,400,243,1091,1583,5373,114,89,7830,1897,1328,2866,1677,538,10588,721,291,1144,599,210,2240,1686,1051,1605,121,2942,1343,3211,374,4087,1697,5,384,120,3373,499,220,1099,62,9795,1238,101,5191,2077,1406,572,1333,121,59,39618,185,9268,8,83,1170,400,743,245,81,20497,610,40,24,934,46,23326,150,42,15,133
TCGA-85-7698-01,4065,3622,1234,13587,154,2189,1573,5403,270,694,1796,244,1432,252,1583,1724,5827,113,675,292,531,2075,4438,8855,81,51,11727,1704,598,1901,2095,1390,4501,720,719,22232,721,477,6879,5089,111,1045,2,786,1192,1976,784,4531,478,9,182,118,486,147,229,367,50,4297,2178,85,4916,2773,443,371,1735,96,73,14016,72,679,13,194,143,37,732,19,37,10216,1056,25,4,786,44,11675,104,23,18,41
TCGA-85-7699-01,7861,4266,3224,19803,438,1185,1495,12935,239,403,1140,644,3750,362,1152,1056,6481,250,695,233,328,952,2060,7665,91,24,3151,1127,794,5452,4930,1130,1105,4163,22,331,646,149,2549,532,97,1463,4,285,2091,179,1074,1122,50,18,214,133,255,14,1120,571,11,1648,1504,15,9555,846,631,827,2140,32,1096,41,218,203,0,60,84,6,2101,0,5,56,138,78,78,228,34,15,37,50,97,17
TCGA-85-7710-01,2652,4765,567,10172,1389,1427,1144,3899,647,955,511,257,2215,343,1609,586,5656,187,250,84,53,4927,974,2882,140,61,5629,815,7663,3370,3443,204,2735,996,43,585,1156,418,2061,907,306,841,1,13798,628,269,35,764,126,0,498,198,8065,227,966,580,385,6033,2910,630,8877,484,763,798,418,759,282,910,209,154,0,45,2154,131,77,5,538,50,2685,507,13,518,108,151,22,105,11,1707
TCGA-85-7843-01,9306,4006,1129,23214,445,1508,3225,7352,172,1288,1477,133,1540,253,3028,980,4423,93,2322,482,1364,604,3265,4114,41,14,8946,11406,1019,4944,1894,518,1595,373,276,3170,410,500,5025,1997,7868,2479,173,2315,3131,752,60,2281,130,4,206,227,889,47,89,358,103,1688,1552,52,4943,2423,2049,1963,1115,56,85,4010,142,4210,6,34,64,46,1194,501,50,1816,4761,14,35,535,13,1819,20,9,20,33
TCGA-85-7844-01,2963,2742,695,10977,17,1691,2963,5377,727,899,2264,329,2891,572,4159,1174,8020,369,712,342,412,8134,1993,9252,124,298,15003,1150,838,2471,3239,824,935,1182,339,21670,1670,1504,3166,6049,228,570,7,1196,1153,971,181,1652,498,4,1037,484,396,665,456,1098,1364,5782,2115,1850,11725,2168,608,1508,1506,3244,1108,2747,763,546,72,95,2020,443,344,434,1594,124,669,1936,25,1555,238,3131,98,52,20,1753
TCGA-85-7950-01,2946,1621,666,5729,43,469,1328,2819,286,689,1029,128,784,261,2828,744,3050,91,1447,77,200,1767,1882,7764,16,502,2704,978,342,2005,2324,426,285,484,14,919,545,120,5967,691,703,496,37,460,477,205,1017,405,47,2,245,90,118,91,214,624,79,857,784,373,5867,674,441,298,599,318,50,215,112,41,0,82,584,54,1400,1,159,27,279,148,5,114,94,162,70,43,18,188
TCGA-85-8052-01,1526,934,467,4218,110,559,685,2264,228,385,481,121,1058,444,873,129,1370,266,684,315,97,779,813,2576,23,115,6893,397,578,1350,490,230,1833,483,287,7997,914,379,1511,833,38,471,9,512,539,891,154,780,395,4,373,406,194,799,149,398,777,3765,481,1689,3899,890,93,632,1953,2137,1049,972,307,257,16,281,478,253,55,112,671,373,582,873,4,280,215,1765,9,31,9,2364
TCGA-85-8070-01,1433,1597,284,6158,13,269,245,1388,160,832,93,31,193,122,103,81,821,60,230,23,489,1464,1092,1420,37,4,7780,646,274,864,612,222,83,171,298,7478,32,107,1845,6206,41,1379,82,28,1554,171,254,119,2,1,91,38,89,13,12,463,203,2546,112,14,5670,195,131,78,271,30,7,61,26,387,9,19,5,92,20,25,5,4,452,5,2,117,20,6,0,128,26,34
TCGA-85-8071-01,1927,2287,977,4756,68,414,202,2214,143,906,198,25,96,91,218,196,845,46,86,27,177,263,516,1557,2,17,7822,421,1624,1402,458,320,826,196,46,4120,57,64,613,656,83,1789,100,3020,128,110,209,2034,108,1,27,79,50,61,460,178,2,1685,203,14,2266,266,177,44,159,15,5,1522,52,406,8,6,17,10,33,11,4,2416,79,50,1,103,6,585,7,18,11,2
TCGA-85-8276-01,1702,2804,399,5855,110,1291,1138,3931,78,349,1069,294,1202,817,904,455,3176,328,720,132,166,882,1427,2783,64,521,2502,382,855,2217,1143,694,730,654,797,200,586,235,1362,1693,384,1155,1,359,838,594,216,1106,207,13,150,306,240,325,371,372,380,967,883,1685,3314,1337,747,703,2171,1270,295,968,160,157,1,80,175,36,74,1,542,793,178,267,22,327,155,834,41,15,1,1182
TCGA-85-8288-01,2289,3393,2186,9104,200,1163,1564,5031,386,1462,1513,115,806,250,1284,751,4180,57,2971,187,152,919,4211,6790,17,17,6416,1032,501,2499,2203,994,714,1391,45,197,267,276,4168,2703,126,585,82,380,2087,326,333,618,2,6,314,177,309,19,282,556,0,443,1538,48,2725,385,509,140,207,21,268,19,65,22,0,126,15,1,309,2,29,11,1805,10,6,129,16,8,235,35,28,23
TCGA-85-8350-01,1817,2173,417,4874,772,1509,2358,2004,210,1354,1862,547,1483,4505,2052,461,4456,669,2921,266,319,1818,2699,2268,318,1672,4219,956,2478,2652,2037,454,2344,1415,1511,195,1186,994,4532,6059,2451,543,35,523,1090,3286,277,1772,759,16,600,820,683,710,409,990,1596,3998,1422,3381,11106,2030,795,923,3725,3188,1580,2117,444,515,20,417,2192,387,87,3644,1604,4117,2308,777,13,611,474,1745,380,19,47,3193
TCGA-85-8479-01,2930,2192,800,4296,1485,588,709,2637,341,371,342,8,374,634,504,220,1725,219,394,108,225,2844,1384,951,8,15,4368,502,283,770,627,101,2241,769,6,574,43,77,979,1765,89,1815,12,1953,215,433,115,234,16,0,136,95,758,15,19,294,2,6360,126,247,5395,44,2049,873,595,99,99,95,97,9,18,171,1487,3,107,2,8,53,1191,506,9,194,99,4,5,10,3,10
TCGA-85-8481-01,1806,947,254,4043,107,630,182,2174,178,272,506,59,469,57,386,173,5566,57,343,27,123,629,2423,1511,8,16,6649,784,381,1644,399,291,892,545,2,2131,117,677,3586,1763,154,1324,1,576,872,1088,90,684,107,0,155,76,94,19,531,161,5,2625,4832,18,4436,44,2425,412,654,39,1052,359,19,53,0,28,248,95,44,4,9,4,237,376,36,77,338,12,25,10,3,51
TCGA-85-8584-01,3834,2581,627,6241,4,607,831,2941,4,265,731,884,1520,844,840,296,4562,147,597,84,304,4062,2946,1893,25,274,15167,620,2153,1158,2954,251,3108,2797,211,3339,517,593,976,1502,672,637,0,170,3197,1713,17,1751,309,9,4770,410,1488,265,360,405,799,536,11085,1863,4670,1363,18,919,1149,1378,277,1379,257,258,1,46,227,441,63,152,1129,246,333,602,1,256,535,1478,15,25,0,930
TCGA-85-A4CL-01,4530,2453,1353,9247,80,525,660,2059,355,543,503,171,703,162,394,381,1198,80,509,51,69,764,1399,1462,8,9,6941,698,161,409,642,500,1000,394,15,1822,421,124,799,4212,16,214,16,346,250,706,133,933,24,1,94,176,128,9,562,250,13,1484,327,129,2916,196,32,530,1737,13,72,43,97,102,16,213,44,36,220,10,3,59,884,77,0,346,17,15,20,15,1,395
TCGA-85-A4CN-01,3024,1535,825,10805,281,800,938,2122,351,290,660,51,683,97,727,372,1581,70,308,78,61,568,1493,5516,7,19,6252,799,193,622,693,468,552,353,0,5010,247,132,654,574,0,1551,1,127,295,384,391,598,1,0,45,102,36,5,380,267,1,2450,493,8,3691,22,490,143,469,27,6,4,19,93,0,23,56,0,40,0,0,6,43,33,1,35,7,29,19,12,1,7
TCGA-85-A4JB-01,2886,2295,601,6515,473,528,465,5135,448,654,471,43,900,346,673,191,2839,619,310,302,65,581,1617,2849,9,9,4811,935,294,1844,582,306,1376,1031,9,432,103,1517,2212,3390,238,3150,2,607,2488,953,267,1484,8,6,61,258,3686,4,249,825,11,3356,1109,59,7697,24,503,825,948,63,77,250,423,218,3,58,3965,42,371,8,9,47,1382,90,121,247,31,90,47,150,5,7
TCGA-85-A4JC-01,2256,955,232,5821,263,599,758,1642,95,459,339,47,483,120,392,161,2169,59,487,63,75,1041,1239,585,27,3,6746,490,1078,694,883,208,1433,419,25,189,114,973,1006,344,912,2079,4,403,396,3535,22,915,64,2,167,154,960,117,208,278,16,5635,478,79,4383,214,650,5281,394,2,98,2313,53,74,1,18,581,401,175,120,9,159,1468,309,19,196,8,8,33,5,2,0
TCGA-85-A4PA-01,2513,2167,578,5342,4,1457,2180,2193,8,864,2061,1366,2845,8872,1989,397,7590,1176,2666,262,572,1188,2776,4167,108,3029,433,1246,2418,2610,2145,722,1005,2316,2174,166,2490,2821,4694,8101,483,761,0,849,495,710,392,2476,803,6,859,688,971,1126,37,701,1224,1605,1022,3322,9927,7714,11,1461,2324,3550,725,2320,692,760,53,206,504,280,1496,46,940,1418,451,512,4,2174,583,961,32,12,4,606
TCGA-85-A4QQ-01,3257,1972,645,6806,2495,1855,309,6643,303,704,787,55,289,150,177,170,2473,58,118,60,108,1679,977,276,4,34,7585,578,404,2364,2041,131,3291,245,19,228,102,130,716,2198,150,838,1,1593,388,1253,32,1589,56,2,62,83,185,36,29,250,9,3773,782,148,9917,81,1470,178,142,44,1440,4655,19,30,0,18,2177,106,141,95,27,1594,390,1474,1,149,9,606,3,25,11,4
TCGA-85-A4QR-01,4375,1695,738,14936,266,350,256,4339,359,744,172,39,268,621,317,281,622,112,236,526,651,58,3278,1057,18,15,4925,1946,4544,1621,137,28,1261,137,55,647,639,348,3337,8793,732,4695,11,153,548,519,21,1102,67,9,268,282,263,193,376,221,198,4599,195,390,3390,157,48,251,434,838,241,1168,163,4176,2,21,425,237,20,5,126,28,1229,407,0,126,162,505,1,94,59,1626
TCGA-85-A50M-01,1668,2175,557,4855,3,1008,1341,2273,25,732,1719,314,15138,420,6101,865,11083,497,10353,217,921,2324,2477,7186,29,363,4749,1381,1679,6765,4636,642,4719,1816,93,696,2491,4315,2035,12723,2305,2593,0,230,6556,1050,887,1353,579,2,1829,596,1510,795,806,827,1857,1728,1481,1950,14514,1224,720,1591,2947,5047,889,3433,959,1103,2,77,6330,706,210,113,2628,1788,680,8046,178,499,548,2297,17,6,36,3202
TCGA-85-A50Z-01,5007,3734,1071,10588,150,768,1119,2514,222,505,433,133,1342,207,1685,609,2137,102,375,53,281,893,703,1193,128,21,12347,939,877,1128,353,72,1081,980,26,1474,922,1386,2897,274,86,2214,0,1183,2157,273,44,708,187,2,398,324,802,299,2,283,1255,1003,295,488,17275,228,201,9889,646,955,704,3195,154,693,202,68,818,482,19,1218,181,10,805,788,118,8775,359,1287,4,6,3,4189
TCGA-85-A510-01,4042,3176,1865,6966,19,1214,1337,4920,4,368,1042,417,1600,2932,1370,968,2530,258,2735,244,188,3820,4122,1973,454,352,880,506,3484,1826,2338,217,916,973,1244,553,1814,1563,3717,9785,1288,721,24,774,2061,359,380,1655,1469,32,695,261,206,568,285,918,1722,818,806,3640,19592,2518,10,757,1916,3138,627,680,256,655,1052,54,822,338,584,30,1612,334,7598,607,20,893,869,1540,23,6,6,326
TCGA-85-A511-01,4655,2415,877,10410,256,531,918,4882,277,342,1350,185,1169,286,946,353,3374,129,330,161,68,1451,1429,3720,39,72,6317,746,935,1048,1431,747,1336,527,44,2949,470,218,5881,335,37,684,5,617,679,501,421,1517,30,5,85,100,342,50,529,664,46,1940,1471,85,5799,462,501,1148,2066,137,80,376,30,403,8,37,328,142,217,19,65,2,509,521,15,240,40,70,28,60,7,135
TCGA-85-A512-01,2822,4042,2041,6582,356,901,552,3560,6,275,496,176,504,293,579,371,1009,145,230,83,77,294,1608,5558,20,49,3989,1240,136,524,722,288,1170,356,15,734,585,85,1959,2348,79,888,43,511,571,489,134,1563,12,4,102,97,123,24,43,227,4,7982,467,49,2563,113,389,187,252,31,18,445,13,711,13,32,18,15,154,1,17,500,75,266,0,113,6,89,38,58,6,560
TCGA-85-A513-01,793,1123,133,3423,12,3428,2062,1309,118,621,1951,2943,5667,13385,10177,507,5174,1626,52143,215,898,1914,5456,2991,645,3937,960,1586,8055,7314,1716,331,8987,5437,924,385,7302,3707,4216,12244,5306,8324,0,546,2963,1063,21,8476,7320,26,330,685,3082,5002,3,881,11634,2220,438,11369,36361,1840,352,3446,36307,44287,823,56220,229,4477,41,1081,2217,7895,99,202,5705,5620,2679,5032,2,702,8152,6263,18,18,5,19997
TCGA-85-A53L-01,7928,2524,1771,12830,121,1298,495,3788,615,752,888,85,1334,454,734,224,3050,265,468,52,673,2494,2102,3493,36,124,5481,823,923,2627,1293,280,428,1061,55,1162,832,1431,5216,1043,174,925,59,568,408,468,330,728,339,2,1130,395,507,545,841,135,489,1569,410,2420,6314,949,1365,1644,2905,2426,490,737,392,313,5,71,526,2550,125,8,758,555,546,711,32,972,539,3984,73,11,0,745
TCGA-85-A5B5-01,2828,1013,915,6085,496,1793,549,3212,246,1216,358,94,430,399,440,220,1241,149,215,86,24,630,1284,2961,21,68,2853,910,154,189,552,349,472,412,49,14254,220,20,926,1427,16,1625,274,166,862,1781,371,1614,7,1,54,100,56,32,57,523,170,3838,348,149,2158,546,131,189,1170,120,14,933,38,349,1,79,12,119,110,279,23,56,753,162,0,227,22,32,9,310,7,45
TCGA-90-6837-01,6517,1217,772,7442,179,1473,1839,3555,48,636,1337,130,2274,286,1223,328,4872,94,370,155,690,797,6035,3385,40,20,5851,952,628,1528,1451,501,2543,811,48,1310,343,726,2980,4410,44,1244,1,641,603,338,28,1711,93,3,474,172,1150,54,21,950,63,4417,1542,278,7180,376,4010,2418,1455,340,163,129,52,246,0,46,69,15,30,6,209,21,241,338,18,289,59,77,31,3,6,463
TCGA-90-7767-01,5962,5177,952,19958,23,779,1431,7118,8,324,1721,190,2801,95,2033,918,5041,97,348,121,355,2797,1821,4541,23,21,3875,896,3728,1690,3394,1037,311,819,16,313,284,198,2190,542,99,659,296,152,731,220,215,705,4,1,340,88,59,19,308,297,31,925,1380,56,7732,152,470,258,505,47,944,44,217,9,0,31,162,3,3479,1,17,55,121,6,11,72,24,22,62,2,304,26
TCGA-90-7769-01,4456,2518,1420,14443,185,749,426,7185,360,752,285,28,1157,74,309,293,1205,45,133,66,148,3088,1696,4342,15,6,7388,1641,62,1028,1498,367,2934,154,1,11994,700,143,920,3839,13,2106,1,986,1408,75,545,4728,3,0,317,29,550,3,1002,143,23,9527,434,8,2299,38,753,176,344,28,20,95,9,2490,57,29,175,2,172,4,1,54,1124,2,10,31,3,38,8,14,1,9
TCGA-90-A4ED-01,1734,1482,426,2807,1401,1806,943,1232,4,144,1138,109,781,833,1072,793,4458,224,922,233,243,1098,1112,793,651,69,8178,841,614,1843,526,393,631,453,2013,119,263,69,111,480,25,277,55,310,981,251,4,360,9,5,59,217,200,98,111,128,15,4830,966,359,4896,9530,22,233,295,72,18,20,122,25,1,50,109,8,20,23,19,11,173,14,29,208,22,29,31,6,152,148
TCGA-90-A4EE-01,5312,2069,1885,11681,36,1590,1477,4793,303,1596,1467,568,3056,1849,1440,546,3568,295,1082,95,258,742,3050,2800,144,3027,1614,1067,1087,2487,1206,388,342,779,393,392,2379,1151,2041,3142,383,422,40,394,810,208,1408,1310,391,8,755,242,225,331,15,900,783,1159,762,2957,8712,852,83,2176,822,1655,335,285,228,396,2,83,585,175,305,0,992,306,386,688,72,665,551,904,148,104,1,382
TCGA-90-A59Q-01,1670,2073,529,3957,228,733,711,2323,226,317,405,1601,1264,560,614,211,3192,88,253,121,186,2320,1334,2570,30,8,3358,580,2296,1163,3317,291,3601,1462,5,1196,1607,1165,975,128,59,241,29,548,1349,528,14,814,419,1,288,51,681,1,1322,911,1,2034,311,211,3743,9,971,8448,527,26,12,588,731,84,0,20,2050,639,27,1,49,5,102,17,65,2944,57,352,22,75,18,5
TCGA-92-8063-01,1883,2482,531,3909,175,492,806,2855,340,795,679,65,301,131,908,273,3336,145,450,54,263,1442,709,4530,57,9,7092,702,328,700,461,331,162,389,89,2874,220,777,651,867,55,325,1,544,1050,421,25,599,92,14,354,126,89,158,2,774,175,1138,1290,183,3652,512,245,1072,882,605,280,1115,52,122,140,1069,412,153,10,252,150,19,458,625,4,303,130,355,6,9,1,1706
TCGA-92-8064-01,1964,1097,920,6186,12,705,931,3579,8,612,813,232,975,106,718,228,2689,50,173,71,50,430,2555,2570,18,69,9989,668,171,1695,597,1014,1097,321,39,5323,296,124,4283,3964,42,387,2,142,530,431,309,1119,51,6,156,77,106,42,16,253,81,987,650,193,1751,611,37,556,403,169,83,106,50,34,7,149,161,9,183,0,176,34,151,131,3,352,33,105,9,9,1,38
TCGA-92-8065-01,3058,1376,522,4562,273,958,1117,2216,473,999,390,243,911,130,645,205,3628,139,200,116,60,640,1842,1496,74,2,2911,1515,1749,2009,2501,378,5871,528,173,665,753,104,1640,579,115,439,13,3042,496,99,18,425,28,5,109,83,623,7,600,2366,8,2888,378,87,3062,217,1573,821,316,42,14,26,66,714,0,15,134,45,130,6,7,65,95,8,2,237,39,71,50,70,0,16
