,CCNB1,ZWINT,PBK,KPNA2,HOXC13,RGCC,CDH5,ATAD2,HOXA10,PRKCE,DLC1,CLIC5,SLC39A8,AGER,ADGRF5,HECW2,TGFBR2,CACNA2D2,SUSD2,PREX2,SLC1A1,LIMCH1,GADD45B,UTRN,TMEM100,CLDN18,TSKU,GPD1L,SELENBP1,CITED2,PTPRM,RECK,C1orf116,RHOBTB2,ADH1B,SLC7A11,LRRK2,CXCL2,LAMP3,FOSB,CYP4B1,MFSD2A,PAX3,CD36,DDAH1,TPPP3,KCNQ5,HOPX,FOLR1,LEFTY2,RND1,NRGN,STEAP4,C16orf89,TBX18,ENPP4,AQP4,DUOX1,AKAP12,SFTPD,LPCAT1,C7,ULBP2,CSF3R,ALPL,NAPSA,CRTAC1,PIGR,MACROD2,ATP13A4,SERTM1,PRDM16,FLRT3,AGR3,SELE,SCGB1A1,C4BPA,SCGB3A1,SCNN1B,ROS1,PROK2,IL33,SLC22A31,DMBT1,GREM2,HOXA9,ELAVL2,SCGB3A2
TCGA-56-A4ZK-01,1921,1557,542,5174,108,932,597,5983,401,552,466,188,2282,322,531,333,2023,69,219,62,65,1326,1544,3326,31,20,5743,930,192,1100,671,367,2232,273,339,7813,555,399,695,840,548,1322,0,370,1511,2336,217,2869,19,3,37,130,134,42,11,320,21,5891,394,42,3450,402,530,718,884,60,21,809,18,3387,0,36,31,115,141,127,8,40,555,13,10,417,57,22,25,31,2,12
TCGA-56-A5DR-01,3789,3980,745,9226,653,1035,420,5096,94,603,687,62,467,276,427,185,2943,54,495,35,95,273,1379,3199,9,22,10865,1206,531,1038,360,236,3416,838,35,6162,317,396,818,6039,155,1880,4,517,1179,401,35,625,132,1,300,169,167,173,3,154,214,5694,494,433,6846,981,709,507,828,755,121,431,135,124,4,22,778,152,156,167,422,36,97,458,0,219,518,1221,3,137,6,504
TCGA-56-A62T-01,6488,1647,2193,12238,739,730,629,4674,6,1149,1324,47,870,263,494,206,3149,73,113,74,59,2941,889,2303,10,5,16461,616,151,1597,2066,547,2509,897,14,56250,113,54,2858,293,17,455,45,935,321,208,658,736,5,2,25,212,135,21,28,1340,4,1753,2243,90,5189,40,1081,409,2418,42,107,269,183,404,193,372,3435,18,11,48,5,39,635,170,2,71,46,6,95,5,124,5
TCGA-58-8386-01,2904,626,1195,10139,342,4177,4377,3674,31,707,6016,3896,13687,14521,8801,1133,12764,3837,4841,392,779,3872,3308,5343,525,7441,8323,1972,4521,6942,3040,463,7488,4365,2500,651,12876,3693,14919,23401,4858,2840,120,4014,1582,1482,63,4516,2705,25,2946,2403,3616,2257,3,1236,18505,8391,1989,13044,41882,5585,1435,6314,10886,21021,5026,10366,3924,2451,37,492,12308,2563,86,52,10355,1791,3477,8112,27,1651,2254,48064,22,2,1,3644
TCGA-58-8387-01,3609,3675,974,10505,75,797,316,3354,17,175,269,129,831,344,259,100,1053,51,101,42,239,141,845,933,37,47,878,783,584,1566,336,156,212,100,299,363,395,118,1443,695,34,1436,6,138,261,108,205,1910,83,1,178,63,155,87,333,344,103,783,114,266,1722,570,169,847,147,369,19,210,51,167,0,10,241,69,62,40,114,420,116,69,16,599,33,154,10,5,21,617
TCGA-58-8388-01,1455,1317,465,3864,256,1340,2504,2608,5,459,2057,997,3857,3533,2954,583,4409,1024,2661,391,227,2004,1086,4750,383,1519,3444,567,2153,2211,4928,623,1877,6292,1467,235,3841,368,4018,2698,723,728,74,1039,1627,470,236,1443,844,15,560,859,404,936,1,365,3088,3536,740,5247,11569,3257,136,1467,3326,6339,936,3786,477,790,21,183,714,191,487,65,2203,848,1434,2409,8,566,999,5877,38,1,144,2362
TCGA-58-8390-01,1995,3601,481,7915,195,896,1198,3817,134,649,705,141,1451,568,1525,315,2708,118,578,209,214,1768,821,5263,27,110,3704,513,594,2052,1975,326,893,1237,76,605,811,240,2625,610,74,752,248,274,838,586,253,995,117,9,199,92,95,53,53,476,634,1683,1029,398,5426,252,123,640,1481,481,113,511,116,165,3,43,524,52,268,9,428,85,570,175,22,126,95,175,46,83,0,187
TCGA-58-8391-01,5758,4083,1540,9583,118,612,836,2780,206,539,480,79,853,269,845,1258,2178,227,619,36,235,521,332,4161,35,13,5438,712,634,777,269,398,565,695,98,7461,492,836,2033,1117,63,1601,1,292,294,294,476,243,189,0,169,261,653,387,695,65,701,2405,228,258,6058,522,193,808,895,807,95,4093,19,1952,372,44,668,437,36,4228,111,410,1422,355,22,783,265,892,3,40,0,4139
TCGA-58-8392-01,3353,2336,1152,14405,457,768,954,4063,464,1025,736,305,2074,1156,1123,389,1561,354,621,109,407,1338,1090,4923,96,400,11305,1063,1562,1258,811,647,1814,604,158,4191,1601,664,6390,1868,432,2626,149,1479,1552,262,409,2412,349,2,388,561,381,508,740,567,1067,6041,568,1405,4517,995,1895,665,1606,2543,606,2401,521,2315,163,99,1690,326,152,164,733,430,746,923,11,489,411,2960,9,56,1,1924
TCGA-58-8393-01,2515,1672,662,10195,244,1264,2623,4254,250,872,1337,1304,2932,2623,4179,702,6159,846,1229,144,244,2289,1455,3797,301,1568,13466,1029,2104,2405,1813,356,7059,1137,863,10222,4299,894,4577,5670,1346,644,0,1280,645,1515,55,1332,740,6,621,384,1106,719,91,1660,2507,8448,746,3788,7515,1034,340,2738,3497,5195,529,5071,298,916,6,610,753,584,97,1274,2482,925,526,1621,22,1474,681,5935,16,46,0,237
TCGA-58-A46J-01,5579,4374,2062,19564,172,2913,4457,6767,217,968,2803,1382,3250,7559,3240,775,5801,882,2835,216,304,1060,5461,2781,632,1464,2456,2005,3349,3195,1463,333,1626,1888,2182,371,3814,1659,6424,7436,1823,2354,35,1744,896,1132,463,1929,1712,21,734,1068,926,1653,588,577,2220,5572,1036,7904,14209,4473,314,3798,16430,9225,594,2459,240,1585,2,146,873,1771,955,63,2667,5628,768,5379,40,1483,2930,11067,53,28,0,4932
TCGA-58-A46K-01,2032,1058,725,8707,89,300,360,1007,169,319,190,81,388,234,345,195,1399,78,82,36,58,2321,434,3006,19,39,7859,751,77,429,395,226,523,229,54,8142,406,55,7352,242,15,844,7,356,284,385,222,180,8,7,41,31,27,44,709,822,30,3280,304,40,3318,168,94,134,295,102,13,421,29,107,31,598,63,27,37,95,19,16,86,778,2,137,19,27,0,33,5,138
TCGA-58-A46L-01,4913,6713,1606,23201,937,996,1375,8835,187,1428,1026,348,1076,1097,1206,1513,4700,154,810,265,100,891,1556,11517,58,15,4253,3006,1233,1459,1585,856,2862,990,305,1751,1011,99,3868,1247,493,1690,26,313,522,1512,135,4645,60,5,102,197,356,64,2158,828,14,8410,1195,119,4909,675,248,813,772,50,56,2189,153,179,31,202,780,141,244,729,4,1494,113,206,3,468,57,2328,28,90,4,32
TCGA-58-A46M-01,3665,3502,1187,12303,54,859,524,5439,510,666,325,69,1241,159,428,328,1705,268,175,38,40,176,444,2896,23,164,8935,1648,87,539,529,781,505,169,10,7145,197,61,17231,196,0,575,19,308,139,95,540,325,4,0,38,41,69,3,1241,261,5,2229,157,48,3400,23,80,332,239,83,3,16,7,4,27,373,1,7,17,0,0,38,18,160,1,531,35,1,7,54,7,6
TCGA-58-A46N-01,4210,2434,1528,17161,146,755,486,3664,486,542,184,18,771,177,443,299,1334,66,133,87,57,159,476,3359,2,57,5409,760,48,528,135,280,1701,144,12,9973,288,54,1242,762,5,1134,9,243,590,116,456,1095,4,0,46,77,61,6,5,19,28,2684,123,7,2889,28,227,174,365,42,20,15,66,1412,146,38,5,10,90,1,4,48,79,12,6,516,11,42,2,15,1,33
TCGA-60-2695-01,7633,7358,1843,9852,11,1928,2403,8757,185,1019,1853,1672,2528,3224,2619,519,4145,610,4472,284,403,2726,3067,5610,430,1502,2142,1009,6308,3686,1142,522,2328,1784,1500,396,2378,521,3915,2416,977,1053,8,1205,4089,2542,341,2072,868,21,392,548,966,872,114,3312,2476,1346,3156,3749,8308,3099,147,1166,3693,4897,476,1728,396,432,112,73,610,566,227,499,2652,527,720,702,22,701,474,3378,15,22,394,1498
TCGA-60-2696-01,3289,3079,663,5173,181,2645,3550,2576,2,1605,2141,1723,4946,7121,4543,792,5882,759,2091,223,429,1295,4052,2866,577,3404,7085,1791,1758,2475,1006,382,4304,1914,729,4149,2083,919,6281,1076,2651,2781,1,6619,868,2662,305,4625,1280,24,1121,395,2208,613,6,504,4677,7256,2479,4107,10917,2919,1054,3418,20921,5886,738,5344,689,472,3,82,1117,629,116,789,5510,560,590,1158,166,4282,640,4349,10,4,1,3717
TCGA-60-2697-01,1413,947,683,5691,2,3732,6921,2647,122,1327,8651,3899,14603,8098,14005,1205,14972,5327,7972,1172,943,7084,12608,11428,290,5309,7262,3187,13284,6056,4063,927,3615,7635,6863,2218,20418,5971,27860,12654,9559,4207,0,2535,4199,3047,112,6917,5747,49,18509,6567,29762,6561,92,1980,23560,5955,5295,31304,39067,27994,104,7842,23980,32953,11460,41718,4585,4348,8,736,9313,4697,6467,634,36349,5531,4267,13085,74,6689,3039,29538,120,34,5,19759
TCGA-60-2698-01,5720,1677,1028,13250,703,2636,2766,3529,153,1472,2735,1716,6032,7701,4639,679,7843,1652,2492,305,690,2411,4475,3810,198,3830,12116,1863,3706,5096,1783,396,5594,2151,1466,1489,4259,3087,14234,3992,3013,2145,15,3684,1257,946,257,5532,2089,23,2463,2005,2226,1823,19,1877,9547,3588,2810,11423,15825,5947,1234,4111,6423,12279,2958,6847,1230,1144,19,283,2697,1194,1143,659,6191,2838,1560,3582,72,2750,957,11205,29,9,22,3668
TCGA-60-2703-01,2835,2403,606,6946,10,853,976,3747,61,391,1087,99,1175,106,1473,537,3875,57,169,174,177,955,549,2235,41,27,2710,777,194,1678,996,543,553,259,17,317,174,186,724,201,37,209,168,574,1014,127,94,360,64,0,27,81,1010,44,6,522,78,317,3797,66,2950,472,538,1055,1932,137,39,136,66,205,1,17,952,343,3,27,41,5,48,751,25,894,37,406,4,18,7,101
TCGA-60-2704-01,2176,1496,771,7395,273,4572,3958,4654,330,1159,8365,2125,7955,4113,6930,1897,13472,1775,2490,768,663,4253,3919,12815,362,4412,5245,1637,2528,6579,3505,1757,2152,1871,4717,1938,11823,2600,10023,17559,2394,1433,12,3562,2839,559,861,5545,1427,9,693,272,4662,1741,771,2107,5272,4132,8182,4407,13415,17541,401,3580,4845,11160,1368,4683,1634,1990,20,239,1999,1004,628,453,3387,492,966,3858,28,2068,668,14990,207,23,11,3410
TCGA-60-2706-01,4238,6881,950,24642,0,1128,1904,5649,455,793,1136,612,2162,1706,2683,533,5018,376,932,132,158,2216,2527,2324,221,574,25725,1057,6338,2441,795,500,1826,625,751,24450,1359,401,2921,465,386,528,20,1073,676,441,27,1243,2522,14,1041,335,500,1538,22,4716,1064,2716,1477,1385,2211,943,29,2247,1048,1747,266,3165,266,393,13,95,321,427,102,213,966,349,3483,434,9,892,1163,1850,11,94,9,318
TCGA-60-2708-01,2469,1529,565,6602,201,1123,1601,2749,72,601,1270,61,1297,104,1703,929,5200,43,392,123,251,1222,3364,2284,197,17,5697,713,546,1247,1821,515,1165,635,5,998,230,160,1111,1826,17,494,8,2923,566,3868,313,1214,26,2,32,100,446,14,257,659,152,2664,1490,67,4947,121,1380,575,3002,94,273,266,2458,282,6,43,2810,134,43,118,33,9,3730,290,9,4681,52,40,29,12,9,335
TCGA-60-2710-01,4784,5831,1214,12137,155,2002,2701,7718,243,881,2836,1317,5692,3930,5905,1292,7037,3031,6206,268,243,3818,2908,16634,156,1973,11166,2261,5148,3041,1886,517,4671,3698,1653,13101,6983,615,13945,2980,2682,4042,1,1760,4146,583,503,5449,1894,16,654,1447,4004,3733,625,698,5111,9129,1902,12225,12363,4195,3356,2339,5251,14001,3661,22121,1925,1877,15,373,1753,436,111,266,7746,2899,1655,5029,7,879,1306,6980,25,10,2,8991
TCGA-60-2711-01,3854,5732,1142,11983,151,1515,2010,3057,588,1577,642,271,1285,646,1321,1090,3642,143,409,383,258,850,1004,5555,220,223,5610,1741,395,1361,1311,337,647,514,921,1706,903,94,13444,487,370,14621,24,720,5261,522,1821,1469,156,2,150,202,313,167,444,422,354,4206,441,629,4435,1856,507,332,495,743,133,1523,202,1188,2,42,437,123,52,158,360,427,286,229,5,723,119,509,16,59,59,1324
TCGA-60-2712-01,3597,1765,832,4865,86,2242,2677,3322,318,604,1933,818,4092,1974,3011,804,6212,436,1192,159,343,1177,3826,5106,166,633,3800,962,1839,4001,2184,846,1748,1442,1374,267,2274,858,12927,6662,1097,543,31,433,641,502,233,2223,553,10,667,420,893,555,1066,592,2323,1263,1207,3708,5037,3398,129,1414,2351,3209,1464,1857,623,345,2,99,700,300,244,12,2767,304,860,1287,10,2180,351,3070,18,252,26,887
TCGA-60-2713-01,2472,2601,1117,12069,531,2962,2403,3824,302,604,1657,358,3416,391,2392,1429,8079,113,476,297,132,1266,1955,9568,78,20,12277,1069,467,2357,3008,941,884,1094,33,1296,1178,230,2927,1148,35,28750,13,1211,2124,663,846,1915,26,14,53,301,501,40,109,746,34,4960,2439,64,3261,572,904,1592,946,112,11,49,148,473,3,44,520,113,40,6,40,15,40,51,26,634,43,117,29,44,6,63
TCGA-60-2714-01,3644,2146,736,10005,0,1281,2049,7725,0,1150,2349,649,5594,1208,12893,1829,11431,344,7842,91,547,10760,2873,1499,141,561,6134,3044,3535,5048,1966,284,10158,3192,382,1535,1846,533,2309,762,1004,2100,0,626,5433,1269,1846,12104,5502,4,947,2321,8574,30172,2,360,1572,644,645,3220,89791,1503,109,1534,2189,39714,467,7167,273,364,4,368,303,490,106,848,3400,2303,1061,1387,33,496,9177,2887,7,2,1,2221
TCGA-60-2716-01,2542,2430,674,6513,1,703,1172,1877,3,505,547,240,528,665,1330,506,1635,479,846,197,813,1085,499,5334,9,296,5073,10793,11381,1481,931,256,9966,499,1146,425,504,31,932,226,5711,682,64,147,1535,512,189,3499,328,6,84,144,1368,620,9,829,671,13562,471,662,6851,425,189,302,490,903,560,2769,771,1474,2,50,261,153,10,6661,376,1747,1893,142,2,308,162,366,4,1,1,2110
TCGA-60-2719-01,8147,5453,1472,14907,540,1276,2365,7932,517,1784,1024,752,2959,2487,2638,1459,4536,789,1412,161,844,2059,1411,3241,150,945,7661,3115,2651,2028,885,465,1146,1333,395,654,2221,1004,8889,415,2933,8796,60,1083,3576,905,512,1990,744,10,1072,686,1583,814,1173,1434,3221,4846,346,3191,13640,1192,2335,2098,2501,4997,905,7360,618,2976,6,136,866,440,157,839,3340,1942,817,2259,21,1003,775,9158,5,26,2,3369
TCGA-60-2720-01,3167,758,485,5151,532,3264,907,1285,245,264,526,257,1259,1221,1216,335,2286,397,1793,103,408,401,2685,1227,76,413,5540,474,1627,795,478,196,880,1413,485,202,838,585,2730,3586,979,2236,6,444,1066,4100,82,3135,1091,13,702,2341,831,2051,94,468,980,1216,1550,7899,14388,2444,1613,554,4404,3094,1622,5294,261,133,1,140,578,903,119,1235,1609,10176,1114,641,15,3170,589,2359,26,27,10,12057
TCGA-60-2721-01,1689,2684,304,6621,74,1321,1360,2544,204,952,568,280,679,457,945,382,3963,97,248,185,325,417,1161,4690,95,15,5926,1459,6982,3153,1939,609,3753,608,361,243,940,87,2317,234,4949,1201,64,485,566,1160,97,4623,27,10,63,120,244,16,277,402,158,7969,594,26,2350,332,161,1260,437,64,5,201,205,4799,0,39,178,34,23,107,14,38,3581,156,12,1232,11,30,24,26,6,20
TCGA-60-2722-01,6350,3209,2005,14723,496,519,658,3400,134,1178,435,75,631,112,842,595,1003,559,158,60,79,542,998,3317,9,28,4736,1891,149,706,1166,269,4723,242,6,7045,134,36,1919,2814,54,3407,7,317,447,520,410,3133,21,2,23,83,188,39,137,481,5,10452,383,36,3113,50,1569,284,222,52,65,1511,77,1339,57,231,99,42,155,474,28,518,307,45,9,1131,31,152,12,22,1,12
TCGA-60-2723-01,6376,3421,1580,18385,32,2097,1123,4556,276,726,833,209,3364,156,1613,424,4142,129,963,48,285,4990,1563,6022,90,59,7386,822,1721,4418,696,432,950,810,54,10934,1735,434,2211,4984,57,2265,2,955,1411,234,662,1755,1157,3,345,413,750,1945,558,489,1139,556,1610,2496,4765,476,641,830,3377,6921,430,5810,231,502,18,181,1656,1083,51,1405,333,225,1317,2622,12,993,562,2385,198,5,45,12489
TCGA-60-2724-01,4804,2963,1170,15569,115,1296,1918,3708,537,910,1029,11,1358,158,1842,513,24742,38,339,173,301,333,1069,1497,33,7,6589,1497,702,752,1218,505,3761,634,1,585,233,242,5670,398,2329,1615,27,13707,1808,3358,433,300,134,69,11,106,338,23,513,220,6,5458,852,37,10826,4,1147,1707,2327,27,12,53,2687,1842,4,67,279,1312,47,515,29,19,88,305,147,849,3,62,41,29,2,16
TCGA-60-2725-01,3270,2454,924,9196,207,3793,2856,2526,195,1299,3823,1413,5715,5960,4644,738,6093,998,2798,237,679,2327,5239,4122,554,2314,2663,1200,3687,4965,2140,480,2519,1461,2259,466,5024,868,7532,7506,3278,1425,124,3443,1753,2045,156,5112,2011,8,1307,864,2496,1974,84,2092,4473,1896,2901,7938,11646,13008,779,3661,3756,10692,1285,8952,1357,1542,22,129,1403,1311,927,6131,4629,8445,1709,2517,67,2677,1049,10403,40,27,34,4429
TCGA-63-5128-01,2395,1082,877,8199,158,792,765,3459,462,255,885,61,1293,122,1743,339,1426,195,589,99,314,1498,2111,2431,14,73,4933,724,975,3082,1937,293,1245,634,12,2176,3729,714,1618,3722,102,639,1,1427,627,208,395,2216,439,1,221,373,360,890,826,144,1053,3413,998,2433,6467,2509,466,617,2249,3772,297,726,295,425,6,480,653,324,63,24,403,69,805,1819,7,495,434,4109,14,16,1,6369
TCGA-63-5131-01,3865,4202,761,19479,12,1154,1469,3212,11,932,1157,267,2044,720,7513,735,3054,325,390,264,742,635,2592,4284,161,481,6420,3158,2319,9285,954,186,1230,590,980,1106,1004,409,5547,1386,2428,1421,540,2871,674,539,10,1271,215,19,365,264,775,307,125,2224,917,2203,896,1528,5086,3250,120,1715,993,1838,511,1746,380,2151,22,43,347,156,480,305,1266,425,2274,491,30,764,198,3684,18,16,2,1395
TCGA-63-6202-01,6763,4028,591,20974,1,1847,4499,7403,7,908,2203,488,3372,533,5022,1668,13569,189,3259,209,885,6254,5476,5648,343,66,3396,3293,3481,6214,1448,746,4930,5967,48,566,1531,1111,2688,981,163,2543,1,782,4647,1093,1124,15951,997,1,1610,1021,9048,320,3,594,986,353,1601,902,41749,534,135,2241,2577,36100,197,5363,130,270,15,63,997,99,56,7,1158,239,1215,2134,23,828,6045,4845,15,11,2,289
TCGA-63-7020-01,1848,1516,939,3493,207,765,1059,3279,253,549,781,314,846,664,1748,453,5241,574,2639,79,175,972,1258,3005,98,325,6059,1616,4581,2161,808,148,2020,1981,398,495,1644,391,2792,1843,1254,984,3,4063,1239,935,108,1261,925,2,260,616,990,1713,181,288,1450,3210,1979,2604,4855,1443,585,1230,14960,4781,1281,10741,622,2213,92,148,1027,541,221,1487,2267,982,1781,1621,3,1544,447,5108,47,5,2,7437
TCGA-63-7021-01,2460,2126,361,6485,740,641,1280,3165,120,357,709,142,1046,231,979,409,1954,146,337,131,624,1341,1233,4565,23,73,6019,794,537,930,874,346,3338,580,71,1358,671,257,2722,2574,181,1077,0,390,280,1248,54,7311,231,0,460,261,506,222,270,423,277,8450,449,1523,3199,927,3051,962,1494,1290,300,409,187,1466,1,30,122,126,126,8,346,50,502,423,11,175,201,551,19,9,2,2359
TCGA-63-7022-01,749,1889,160,5277,24,1633,2709,1276,107,852,1518,291,1545,167,2240,922,7598,179,863,245,226,1130,2618,3258,100,67,6647,754,774,2141,1742,1021,869,1055,987,418,720,148,1699,962,136,737,1,1284,755,587,116,1006,149,2,82,265,539,294,19,488,298,672,1752,957,3361,5590,242,873,1049,961,540,898,241,402,17,84,780,73,82,37,612,118,656,519,5,770,87,1417,21,15,1,429
TCGA-63-A5M9-01,5857,5536,1624,14249,213,1264,1166,4579,601,1101,580,251,1297,920,1191,363,3900,210,630,117,237,13270,1958,5130,252,264,8295,660,726,1964,1389,643,299,747,470,14749,1391,392,4146,505,528,661,748,622,1401,202,361,946,283,3,122,259,273,353,1151,554,702,2039,999,1647,3563,1315,230,694,4501,1674,213,620,249,386,162,41,585,338,70,15,536,61,512,751,5,622,334,1094,99,53,3,1808
TCGA-63-A5MB-01,3977,3889,2520,10440,354,2116,1342,5571,193,912,1165,578,1431,3094,1661,565,1808,1034,912,116,85,4932,2172,4262,156,1030,6701,1000,1494,1380,2017,567,1154,1064,597,7691,1755,2397,8910,5495,644,1795,9,677,574,484,181,1458,596,9,1023,499,553,503,2011,2165,1885,3232,1396,3724,5316,1083,280,966,2198,3683,291,640,185,820,8,891,684,353,112,34,1406,453,434,782,2,586,475,1711,41,73,2,432
TCGA-63-A5MG-01,1890,1042,638,3081,154,1392,1179,2389,149,354,713,262,1214,553,1352,687,3189,197,1342,151,307,871,1200,2064,85,57,4336,1232,2727,1641,865,220,3348,829,298,291,606,1073,1015,1143,802,928,7,211,430,352,211,1485,354,38,335,917,2241,460,8,211,1037,5116,1085,661,5814,1182,746,1895,10805,1683,609,7203,363,4933,0,67,2484,734,79,4018,1390,1422,2028,1724,11,9425,225,896,12,32,29,12240
TCGA-63-A5MH-01,3317,3052,2184,10950,428,576,374,3681,443,417,152,55,1774,191,405,275,1106,84,85,43,460,1178,1040,1600,3,32,3765,584,241,2274,421,284,1877,1996,4,773,89,190,376,666,30,503,4,54,969,177,861,442,519,0,136,49,90,5,888,770,12,1695,647,20,7731,694,901,234,280,28,58,138,105,213,4,14,13,20,2994,16,5,105,646,1037,8,119,9,3,10,106,0,33
TCGA-63-A5MI-01,3941,2592,890,24620,5,356,495,5110,354,660,336,109,1360,171,1170,676,2751,421,919,66,702,551,546,2057,33,51,9191,2078,1712,2247,845,98,1056,827,29,614,2136,262,1904,317,918,1984,17,347,1984,210,415,1771,423,10,49,240,884,794,168,483,1056,1649,726,1547,3851,177,125,920,1612,2937,679,3938,421,967,11,76,1548,873,20,3656,820,148,2330,1507,2,480,417,2397,8,71,0,14317
TCGA-63-A5MJ-01,6189,4576,2008,23756,612,1928,2232,7594,335,1995,1253,114,1325,129,2002,799,2919,190,1036,210,208,410,5308,5412,8,17,7241,1599,370,2583,1887,1141,1496,405,2,10025,256,345,4685,6597,7,971,7,948,457,3219,484,818,2,0,299,488,306,8,500,261,1,661,1095,16,5264,6,213,315,984,69,10,26,24,156,194,234,194,0,427,0,1,19,87,37,3,759,97,3,20,37,12,6
TCGA-63-A5ML-01,3022,2553,926,9661,70,1122,919,3574,302,526,313,285,721,219,1049,428,2894,722,768,99,30,1902,638,4259,189,140,8206,1020,410,691,1230,400,396,454,153,10815,826,143,7434,168,157,365,3,169,549,1064,112,592,162,1,29,96,157,255,907,489,396,1964,1002,1054,5068,593,84,375,678,958,323,558,223,257,72,511,301,226,10,60,564,41,415,854,0,498,134,807,13,95,2,1196
TCGA-63-A5MM-01,4759,3860,569,6516,3,1282,2367,2325,7,621,1350,330,1702,265,1926,605,4652,43,847,229,59,422,7333,2861,125,23,5106,455,817,3048,3278,472,6336,694,1235,1832,536,5275,1747,11924,9,870,0,3876,948,444,442,1238,16,7,204,329,888,152,162,236,7,1071,9288,81,4461,4672,1207,1889,1608,60,143,80,52,76,1,23,472,2,1421,24,8,0,20,99,10,1071,8,48,11,3,29,39
TCGA-63-A5MP-01,5653,6985,1126,13319,497,2920,3663,5382,814,2177,2118,879,3892,3639,4672,1510,6861,940,1216,1289,704,3966,3910,11135,740,1100,7791,3477,2489,4103,2529,750,1365,2015,1026,7318,5362,1335,11015,2250,953,3779,0,1408,2879,959,862,11207,1044,29,720,1368,2422,1608,1163,1480,2953,5183,1376,5171,10891,5601,1440,2729,3801,7123,1396,5938,549,4582,269,173,1058,1383,88,3039,3378,450,951,2333,16,1067,1009,8669,32,62,274,16228
TCGA-63-A5MR-01,4755,2666,1378,8712,577,620,324,4498,192,507,448,33,623,224,436,127,2404,62,305,29,124,451,824,1389,32,24,6732,381,367,649,729,221,4750,843,6,239,478,803,3970,6259,15,1271,7,308,131,934,191,401,97,1,300,417,1429,152,945,153,50,7305,372,175,4437,542,770,550,469,624,228,631,34,266,1,29,251,68,76,5,129,76,348,463,2,226,126,878,14,22,35,383
TCGA-63-A5MS-01,527,284,67,1153,70,1188,554,624,62,280,713,396,935,1282,949,178,2219,383,862,97,139,746,1591,1598,44,691,572,266,903,1199,808,158,575,627,288,88,1600,351,3127,2736,329,412,7,323,378,2757,207,958,327,6,112,135,381,367,258,233,743,1044,875,2351,2363,1303,275,784,983,2056,391,1269,294,358,0,87,1162,342,2,13,1187,428,551,1323,1,271,309,1824,19,40,13,1357
TCGA-63-A5MT-01,1178,1244,273,2786,27,326,671,2109,135,309,409,20,484,175,712,190,1683,69,364,83,139,904,1110,1407,32,19,4357,639,935,1222,574,198,634,877,104,182,307,911,1855,1372,82,2099,5,256,1342,234,137,826,209,0,181,120,500,89,785,114,91,1000,844,299,1521,695,1273,1083,1104,434,197,409,57,100,0,27,379,138,281,47,170,91,121,327,2,260,77,542,4,41,0,947
TCGA-63-A5MU-01,2567,2652,1167,6076,37,593,303,4456,183,1060,145,17,135,197,346,235,357,54,33,65,890,118,864,896,3,11,6496,1582,362,1237,258,299,737,117,11,19985,35,22,1083,1540,87,1421,98,26,411,376,32,394,11,0,44,66,100,12,1444,70,0,5478,128,21,2219,6,140,131,104,26,5,183,35,727,0,59,2,40,68,33,3,7,277,13,7,772,7,4,6,21,33,5
TCGA-63-A5MV-01,884,1340,171,4857,10,1009,1231,1606,217,683,688,138,1124,385,1299,769,4750,453,400,200,1494,1713,1013,2413,104,48,4183,1345,824,1650,1674,664,649,357,1359,1331,583,231,1775,2280,247,3521,56,1068,1486,9344,216,1662,12,18,34,146,1120,67,855,833,60,3617,3338,88,6748,3277,505,545,206,119,64,65,259,886,80,11,1455,14,27,6,10,6,983,71,40,13085,38,25,50,385,7,271
TCGA-63-A5MW-01,2571,3031,926,7679,694,1514,1597,7782,1895,819,1058,124,1065,490,945,359,4748,466,321,867,257,1089,1548,6209,22,62,12506,858,465,1215,2953,732,161,1062,7,1357,320,224,1537,2534,10,227,777,91,940,663,1371,393,354,0,46,548,87,11,364,761,6,1590,2333,56,21892,15,309,356,3819,72,1353,34,235,45,2,50,265,29,118,9,6,145,53,13,186,92,525,33,29,884,5,4
TCGA-63-A5MY-01,3818,4300,916,10835,24,395,482,2007,51,531,175,16,453,266,362,193,990,60,47,24,116,78,803,803,9,4,2487,6549,52,3144,131,47,306,50,47,5700,385,117,2322,628,82,631,517,287,779,195,15,296,10,48,150,30,495,30,13,50,29,1971,82,57,9863,29,14,1472,56,132,27,35,90,2128,0,11,334,19,20,17,13,6,2437,80,12,5482,152,39,1,9,3,123
TCGA-66-2727-01,11347,4901,1426,22527,21,810,655,6703,404,620,757,567,2638,1105,2368,238,3651,617,1360,78,438,2126,1200,4140,110,882,15361,2408,2519,3040,839,446,2325,1124,570,15219,3087,707,5904,538,1832,701,8,1743,982,323,535,2466,1598,28,732,926,1198,2428,524,708,5226,3151,483,5446,9994,1855,878,1260,2377,8625,1164,9500,569,1051,180,130,1359,889,38,661,3874,236,1393,2518,22,1019,573,1826,23,31,3,13854
TCGA-66-2734-01,5073,3598,585,14753,128,1194,2073,4205,252,965,1134,516,3844,1452,3807,723,8987,466,1403,225,905,1603,1324,3705,126,731,8936,1261,1597,2919,1132,490,4417,1239,210,444,4556,927,5214,451,1161,1671,0,2294,1027,691,392,3038,776,1,1145,881,2024,898,445,973,3894,5550,2298,3377,12654,2424,1594,17173,7783,6291,1035,7011,1119,1127,2,100,2645,608,131,189,2534,777,1578,3373,436,8869,577,8606,32,21,2,4019
